negatives
"('O95897', 'A2RRP1')"
"('Q9NPG1', 'O75197')"
"('Q9P212', 'Q13557')"
"('Q00978', 'Q8WXG1')"
"('Q9Y3C5', 'P51965')"
"('P02768', 'P17301')"
"('Q13007', 'Q8IU57')"
"('O00422', 'P57721')"
"('O95777', 'O75643')"
"('Q15059', 'Q9GZQ8')"
"('Q96NX5', 'P32121')"
"('P54257', 'O00231')"
"('Q5TCQ9', 'P12814')"
"('Q8WTV0', 'P02647')"
"('O95182', 'P56556')"
"('O95433', 'Q9UK85')"
"('Q8NFH3', 'Q99567')"
"('Q9BQD3', 'Q9GZT8')"
"('Q96RL1', 'Q00987')"
"('Q13368', 'P40925')"
"('Q7Z6G3', 'Q06455')"
"('Q01081', 'Q8TBK6')"
"('P51681', 'A0JLT2')"
"('P60900', 'P51665')"
"('Q00535', 'O14939')"
"('Q99459', 'P09012')"
"('A6ZKI3', 'Q9UMX0')"
"('Q13683', 'Q9Y490')"
"('P23396', 'P62701')"
"('P01222', 'P16473')"
"('P03905', 'P25054')"
"('Q14164', 'P08579')"
"('P28221', 'O14610')"
"('Q15599', 'O43707')"
"('P30304', 'P49336')"
"('P20226', 'P29083')"
"('P21246', 'Q9UNI6')"
"('Q9NYJ8', 'P55735')"
"('Q13557', 'Q9UF02')"
"('P35580', 'P61981')"
"('P36956', 'P52790')"
"('Q92985', 'Q8N2W9')"
"('Q07890', 'P11234')"
"('O43765', 'Q9BXJ1')"
"('P22694', 'P05023')"
"('P04637', 'Q9UI32')"
"('P46779', 'P62987')"
"('Q86UW7', 'P61088')"
"('Q5VU43', 'P01116')"
"('P19404', 'Q16795')"
"('Q9NZV8', 'Q9NZI2')"
"('O60603', 'Q99836')"
"('Q00653', 'Q15025')"
"('P51610', 'Q15291')"
"('P22681', 'P21802')"
"('Q92914', 'P35916')"
"('P84996', 'P40145')"
"('P06241', 'P11912')"
"('P19012', 'Q8TAB5')"
"('Q9H173', 'Q14164')"
"('Q8WTW3', 'Q9H9E3')"
"('Q13573', 'O00232')"
"('Q9NR22', 'P38432')"
"('Q96EZ8', 'P25490')"
"('P21333', 'Q9H9G7')"
"('Q66LE6', 'P32121')"
"('P30154', 'Q06432')"
"('O95433', 'O43683')"
"('P19793', 'Q92831')"
"('Q9UET6', 'Q8IWC1')"
"('P21802', 'P63104')"
"('P46779', 'P42766')"
"('Q9ULX9', 'P07602')"
"('P12955', 'P54253')"
"('Q13424', 'P01589')"
"('Q7LDG7', 'P47712')"
"('Q9HB96', 'A8MT69')"
"('Q8TF65', 'Q96ID5')"
"('P08581', 'P42566')"
"('P62873', 'Q92633')"
"('P56556', 'O95169')"
"('O43281', 'P55157')"
"('Q14164', 'Q9NR30')"
"('Q9HCE7', 'Q15796')"
"('O43318', 'Q96FA3')"
"('Q9HAV4', 'P62826')"
"('P63218', 'Q15147')"
"('Q13772', 'Q92831')"
"('Q02224', 'P63208')"
"('Q96BK5', 'Q2NL82')"
"('P40424', 'P35580')"
"('406906', 'Q9H6Z9')"
"('P35626', 'Q9GZK7')"
"('P28340', 'P55157')"
"('P31946', 'P33176')"
"('P0C5Z0', 'P62807')"
"('P27361', 'P62136')"
"('Q14031', 'P14780')"
"('O43920', 'O43181')"
"('O95208', 'P04629')"
"('P21796', 'Q16658')"
"('P11387', 'P11142')"
"('Q9Y2Q3', 'Q15365')"
"('P42574', 'P62258')"
"('O76071', 'Q8N1F7')"
"('Q9UMN6', 'P06241')"
"('P01031', 'P21730')"
"('Q16629', 'Q8WXA9')"
"('Q8N5R6', 'Q12933')"
"('Q6P4I2', 'Q16637')"
"('P51610', 'P08047')"
"('P62805', 'Q12888')"
"('P00519', 'Q16620')"
"('O75914', 'P04049')"
"('P98177', 'O95067')"
"('P36956', 'P08047')"
"('O75340', 'Q96A23')"
"('O14727', 'P42574')"
"('P17948', 'Q92529')"
"('P20226', 'P01106')"
"('Q14457', 'P48736')"
"('Q15303', 'P42338')"
"('Q9Y5K6', 'O43586')"
"('P40337', 'Q9UBQ5')"
"('Q8WUM4', 'P00533')"
"('P05113', 'P42702')"
"('Q13797', 'P16144')"
"('P21675', 'Q99504')"
"('P36954', 'O94762')"
"('P61247', 'Q00653')"
"('O15455', 'O43187')"
"('P53567', 'P18848')"
"('Q5T3J3', 'Q9UHY1')"
"('P56748', 'C9JDP6')"
"('P30153', 'Q9UET6')"
"('Q15286', 'P62380')"
"('P22612', 'P61586')"
"('Q9Y6D9', 'Q9Y2J4')"
"('P35222', 'P12830')"
"('P43490', 'O14933')"
"('O43318', 'P11021')"
"('P30968', 'O95467')"
"('P42331', 'Q07890')"
"('P61421', 'Q15475')"
"('Q16637', 'Q9P283')"
"('Q13765', 'Q5T3J3')"
"('O15551', 'P78369')"
"('P45985', 'P32121')"
"('Q9Y6D9', 'Q496Y0')"
"('P80404', 'P46108')"
"('P14784', 'P07948')"
"('O14775', 'Q8WYR1')"
"('Q15714', 'P57678')"
"('P01106', 'P53007')"
"('P08238', 'Q15750')"
"('P07437', 'Q6PEY2')"
"('Q9BXM0', 'Q9H2G2')"
"('P04198', 'P33991')"
"('Q13573', 'Q86XP3')"
"('Q13535', 'Q6KC79')"
"('Q16777', 'Q92769')"
"('Q00653', 'P07900')"
"('P22607', 'P18847')"
"('Q96ID5', 'P04792')"
"('Q9UMX0', 'Q9H0L4')"
"('P08134', 'Q9P286')"
"('Q99624', 'Q7L5N1')"
"('O43768', 'P09104')"
"('P46782', 'P08865')"
"('P25054', 'P31947')"
"('Q14197', 'P22033')"
"('Q96EY7', 'O14593')"
"('406987', 'O15143')"
"('P24723', 'Q96B18')"
"('P38919', 'Q09161')"
"('Q9BVM2', 'Q9Y230')"
"('Q7L014', 'Q13573')"
"('P16520', 'P36897')"
"('Q8NGY5', 'P38405')"
"('Q9BWH2', 'O43809')"
"('O43439', 'P54259')"
"('Q15797', 'Q9HAU4')"
"('Q9HC36', 'O75940')"
"('Q92558', 'O15144')"
"('Q92753', 'Q15788')"
"('Q13882', 'P21860')"
"('P17252', 'Q9HAV0')"
"('P63261', 'P13612')"
"('Q13547', 'Q71UI9')"
"('Q9NPJ6', 'Q06481')"
"('P37173', 'Q9UNH7')"
"('P12830', 'P49768')"
"('Q9Y466', 'O00505')"
"('O15372', 'P41567')"
"('Q13489', 'Q09472')"
"('O95373', 'Q8IY92')"
"('P60709', 'Q00005')"
"('P57739', 'O95484')"
"('P20908', 'P26012')"
"('P63104', 'P10636')"
"('P62266', 'Q96B02')"
"('406957', 'Q9UBE8')"
"('P49207', 'P32969')"
"('Q9H8E8', 'P51610')"
"('P15924', 'P15121')"
"('P35626', 'O60403')"
"('P08670', 'Q9P0W2')"
"('Q99963', 'P22455')"
"('P35626', 'Q8NGI0')"
"('P56645', 'Q13315')"
"('P49841', 'Q9Y297')"
"('P24941', 'Q02535')"
"('P36639', 'P78549')"
"('P14316', 'Q00403')"
"('Q96J02', 'Q15303')"
"('Q6WCQ1', 'Q9Y265')"
"('P18887', 'O96017')"
"('O95782', 'Q9H0H5')"
"('Q16254', 'P38398')"
"('P01563', 'Q99665')"
"('Q9Y294', 'Q09472')"
"('P38159', 'Q08211')"
"('P05129', 'P01116')"
"('Q01094', 'P40692')"
"('Q6ZSY5', 'P46020')"
"('Q13162', 'P16104')"
"('Q00535', 'P78352')"
"('P62191', 'P62195')"
"('Q9HBG4', 'P32246')"
"('P31947', 'O95382')"
"('P01889', 'Q6VMQ6')"
"('O15444', 'O00574')"
"('P29317', 'Q00722')"
"('P56278', 'P31751')"
"('P43364', 'O14832')"
"('Q12873', 'Q14974')"
"('O43678', 'O43676')"
"('P98170', 'P05455')"
"('P29374', 'O15379')"
"('Q15788', 'P48023')"
"('P30281', 'P36873')"
"('P68036', 'P38398')"
"('Q96CW1', 'Q5JTH9')"
"('Q8IWZ3', 'P0CAP2')"
"('Q8TBC4', 'P54727')"
"('P50552', 'O00401')"
"('P40692', 'Q8WXE1')"
"('Q6XUX3', 'P50539')"
"('Q15714', 'Q9Y2V2')"
"('P28066', 'P55036')"
"('Q15428', 'P38159')"
"('P51587', 'Q9NXR7')"
"('Q9BYB0', 'P00519')"
"('P62913', 'P47914')"
"('O60260', 'Q9Y6K9')"
"('P23508', 'P00491')"
"('P55072', 'O75674')"
"('Q9Y4K3', 'P06239')"
"('Q9NV56', 'P25440')"
"('P25788', 'O75815')"
"('P48552', 'Q92731')"
"('P49736', 'O95067')"
"('Q8WYB5', 'P25205')"
"('Q99750', 'Q96H86')"
"('Q14197', 'P82914')"
"('P29372', 'Q9Y237')"
"('P45984', 'Q07820')"
"('P60468', 'P43307')"
"('Q8IXK0', 'P78364')"
"('P63261', 'P62328')"
"('Q9H469', 'P62877')"
"('Q9Y4K3', 'O43318')"
"('O75438', 'P17568')"
"('P23769', 'Q03014')"
"('P06239', 'P43403')"
"('P05015', 'Q5VWK5')"
"('O43521', '28881')"
"('Q15102', 'Q9GZT6')"
"('P17301', 'Q05397')"
"('P01569', 'O60674')"
"('O14544', 'Q9HAU4')"
"('P18146', 'P17813')"
"('P26368', 'Q9UHR5')"
"('Q9BZL6', 'P19793')"
"('P19320', 'P26038')"
"('P49747', 'Q9UKX5')"
"('P04626', 'P48736')"
"('Q9UNX3', 'P36578')"
"('Q96ID5', 'Q13765')"
"('Q15287', 'Q15020')"
"('Q969K3', 'Q969M7')"
"('Q86V81', 'Q09161')"
"('O15524', 'P31785')"
"('Q13642', 'P11171')"
"('P98170', 'Q96LR5')"
"('P04637', 'P54278')"
"('Q9HAU4', 'Q8WZ42')"
"('Q86YW9', 'P10827')"
"('P48061', 'P61073')"
"('Q02535', 'P15884')"
"('Q13424', 'O00341')"
"('P54253', 'Q96T58')"
"('O95084', 'P63261')"
"('P38936', 'Q99832')"
"('P53350', 'Q8N8A2')"
"('P78527', 'O95409')"
"('P67775', 'P06730')"
"('Q6N063', 'Q92993')"
"('P40763', 'P38936')"
"('Q13424', 'Q13614')"
"('Q05513', 'P27361')"
"('Q99684', 'O15397')"
"('P63261', 'P26006')"
"('Q02156', 'Q9Y277')"
"('Q9H8T0', 'P58557')"
"('Q13287', 'P42224')"
"('P17542', 'P14921')"
"('P46977', 'O95415')"
"('Q92966', 'Q13487')"
"('Q16663', 'P32302')"
"('P51668', 'Q9Y675')"
"('P18621', 'P32969')"
"('P49336', 'Q71SY5')"
"('P20618', 'P01106')"
"('O96033', 'O96007')"
"('P10114', 'Q04771')"
"('P26441', 'Q08334')"
"('Q6VMQ6', 'Q96CS7')"
"('P29350', 'Q92734')"
"('P40337', 'P61758')"
"('Q8TEW0', 'O60739')"
"('Q14197', 'Q13405')"
"('P14868', 'O43318')"
"('Q9HCE7', 'Q9GZS3')"
"('Q15910', 'O43318')"
"('Q96IZ0', 'P62070')"
"('P05771', 'Q07157')"
"('Q8WUM4', 'Q99963')"
"('Q9H7T3', 'Q96E22')"
"('Q9UKT9', 'Q9BZS1')"
"('P23528', 'P16104')"
"('P46778', 'P49207')"
"('P62993', 'Q92956')"
"('P05771', 'P63211')"
"('P04745', 'O14519')"
"('Q6FHJ7', 'P41221')"
"('P62807', 'P61964')"
"('P43146', 'P62906')"
"('Q07325', 'O00574')"
"('P49759', 'Q01130')"
"('Q15390', 'Q13526')"
"('Q8WUM4', 'Q96EY5')"
"('Q7Z3C6', 'Q08379')"
"('P62241', 'P62244')"
"('Q13285', 'P27986')"
"('P78527', 'Q02539')"
"('P06241', 'Q92529')"
"('O43660', 'Q13573')"
"('P55769', 'O94906')"
"('P84098', 'P62906')"
"('Q9UGJ0', 'Q8N122')"
"('P68036', 'Q13490')"
"('Q14192', 'Q9NQX6')"
"('Q9UHV8', 'P63261')"
"('P13500', 'P13611')"
"('Q9UJM3', 'P27986')"
"('Q15286', 'O75828')"
"('Q16629', 'P26368')"
"('P50148', 'P14555')"
"('Q9P0M6', 'Q9Y5B9')"
"('Q6XUX3', 'P51148')"
"('P49336', 'Q9BWU1')"
"('O60282', 'O95295')"
"('P17544', 'Q9BYV9')"
"('Q9UJ98', 'O95072')"
"('P61952', 'P27361')"
"('Q13535', 'Q9BWU0')"
"('Q14CS0', 'P63279')"
"('P46109', 'P42768')"
"('Q7Z5H3', 'Q07890')"
"('P48039', 'P26641')"
"('O75116', 'Q9Y2I7')"
"('P56537', 'Q9Y3A5')"
"('P22612', 'P45983')"
"('P21333', 'P25054')"
"('P20226', 'Q9NVP2')"
"('P47872', 'O95467')"
"('P14314', 'P41220')"
"('P54274', 'P15531')"
"('P78543', 'Q9HBU9')"
"('P63173', 'P61254')"
"('Q13535', 'Q86VP6')"
"('Q9BYG4', 'Q00722')"
"('P30491', 'P61769')"
"('O00755', 'Q13467')"
"('P30408', 'P68366')"
"('P60568', 'P18146')"
"('Q13111', 'P06241')"
"('P63104', 'P62316')"
"('Q9UGN5', 'Q9H3S4')"
"('P05106', 'P23229')"
"('Q02750', 'Q07890')"
"('Q2I0M4', 'Q8TDR0')"
"('P01876', 'Q9H974')"
"('Q13200', 'Q9UKB1')"
"('Q92844', 'Q14790')"
"('Q8NH94', 'P38405')"
"('Q9H169', 'Q16891')"
"('P04637', 'Q9UKY1')"
"('P68400', 'Q15545')"
"('Q9HAW0', 'Q9Y333')"
"('Q15370', 'Q9H765')"
"('Q9H814', 'P68543')"
"('P67870', 'Q13112')"
"('Q03431', 'P63092')"
"('P46776', 'P62424')"
"('O43707', 'Q9UMD9')"
"('P17987', 'P84022')"
"('O95139', 'O43674')"
"('P08107', 'O15111')"
"('O95819', 'Q13490')"
"('406938', 'Q13464')"
"('P68104', 'Q9NR28')"
"('Q9NPF7', 'P24394')"
"('P12830', 'O43474')"
"('Q06323', 'P62195')"
"('O75150', 'Q9UKY1')"
"('P63104', 'P98177')"
"('P63000', 'P62330')"
"('Q9NPG1', 'Q15147')"
"('O43182', 'P61587')"
"('P55795', 'Q05519')"
"('P30504', 'P49915')"
"('P55157', 'A6ZKI3')"
"('P62191', 'P01889')"
"('P10244', 'Q6MZP7')"
"('Q504Q3', 'Q58A45')"
"('P61201', 'Q02556')"
"('Q07912', 'Q8N431')"
"('Q15942', 'P54253')"
"('O75995', 'O15105')"
"('Q15428', 'Q13247')"
"('P30559', 'P63096')"
"('P07437', 'P17844')"
"('P16220', 'Q86YR7')"
"('P62424', 'Q15843')"
"('P63104', 'Q9BSJ8')"
"('Q96R06', 'O95295')"
"('O95816', 'P19438')"
"('P01891', 'Q5XKP0')"
"('Q13573', 'Q9NTJ3')"
"('Q93079', 'Q969S8')"
"('Q9UHF0', 'Q9GZT6')"
"('Q96L73', 'P98095')"
"('P56537', 'Q9NWY4')"
"('O14939', 'P06241')"
"('Q13748', 'Q9Y6K9')"
"('P17301', 'P42336')"
"('Q12805', 'Q9Y6X8')"
"('P01569', 'Q9HBE5')"
"('P18084', 'O75369')"
"('Q969G3', 'Q9UPN9')"
"('P18669', 'Q14203')"
"('P16220', 'Q9NXU5')"
"('P54253', 'O43306')"
"('P01106', 'P55060')"
"('Q9H201', 'P21802')"
"('A6NM45', 'O95484')"
"('O43684', 'O60566')"
"('Q92766', 'P63165')"
"('Q92843', 'Q9UMX3')"
"('O95125', 'Q8WTR7')"
"('Q9HAW0', 'Q9UNL2')"
"('O76061', 'P21246')"
"('Q96J02', 'P22607')"
"('Q07666', 'Q13509')"
"('P32121', 'P07550')"
"('P26441', 'P19235')"
"('Q96EP1', 'Q15078')"
"('P46778', 'Q00005')"
"('O43719', 'Q99689')"
"('Q6FHJ7', 'O00744')"
"('P98177', 'Q00987')"
"('P42224', 'P01584')"
"('P46379', 'Q6T4P5')"
"('P35637', 'Q92620')"
"('P09936', 'P56537')"
"('Q96EB6', 'Q9H7Z6')"
"('O43791', 'O60684')"
"('P63279', 'P78539')"
"('Q96SM3', 'P27361')"
"('Q96B18', 'P49674')"
"('P42345', 'Q8N122')"
"('P68104', 'P43307')"
"('Q13503', 'Q9NX70')"
"('O14737', 'P61077')"
"('Q96GM8', 'Q92733')"
"('Q969S8', 'Q5QNW6')"
"('P04629', 'Q99570')"
"('Q9Y675', 'Q9Y4Z0')"
"('Q86Y56', 'P01106')"
"('Q14686', 'Q99062')"
"('P38919', 'Q9GZY0')"
"('Q9UHX1', 'Q9Y286')"
"('P80075', 'P61073')"
"('Q96CB9', 'P43364')"
"('P21675', 'O60869')"
"('Q9H2G2', 'O14513')"
"('P29350', 'Q9BXR5')"
"('Q9BUL9', 'O95707')"
"('O43242', 'Q9Y4K3')"
"('Q6I9Y2', 'Q12873')"
"('P22694', 'P25963')"
"('Q68DV7', 'Q15233')"
"('O95486', 'O94979')"
"('Q8NEM0', 'Q13315')"
"('P62993', 'Q15036')"
"('Q08170', 'P07910')"
"('Q15653', 'O95816')"
"('Q9NV56', 'Q15906')"
"('Q9NQ87', 'Q13571')"
"('Q9H0E3', 'O94864')"
"('Q7Z6B7', 'Q07890')"
"('O43889', 'Q9NR55')"
"('Q7L2H7', 'P55884')"
"('Q9NYQ7', 'P06241')"
"('O60496', 'P07949')"
"('P46937', 'Q9HCS4')"
"('O43395', 'P54727')"
"('Q14164', 'Q9Y5Q3')"
"('P29375', 'P10276')"
"('P05060', 'Q99700')"
"('P10147', 'P10124')"
"('P01568', 'O60674')"
"('Q9UHD2', 'Q9Y297')"
"('P55157', 'O95433')"
"('P17676', 'O00744')"
"('407021', 'Q9UBC3')"
"('P35680', 'Q12899')"
"('P43246', 'O75365')"
"('P22612', 'Q93100')"
"('Q8IY92', 'Q15517')"
"('P62913', 'Q07020')"
"('P21675', 'P35269')"
"('Q13155', 'P0CG47')"
"('Q8TD86', 'Q16566')"
"('Q14103', 'Q01130')"
"('P36888', 'P17947')"
"('P39023', 'Q9H8Y8')"
"('P16070', 'P10124')"
"('O60341', 'Q13547')"
"('P62829', 'P26373')"
"('P45984', 'Q15427')"
"('O60739', 'P43487')"
"('O76011', 'Q96CS7')"
"('P06401', 'Q96GM5')"
"('Q9Y6X2', 'O75030')"
"('P20226', 'P08243')"
"('Q16659', 'P35568')"
"('Q99836', 'Q96FA3')"
"('Q9HB71', 'P56537')"
"('P02768', 'Q92833')"
"('P49716', 'P01130')"
"('P53567', 'O43889')"
"('Q38SD2', 'O96013')"
"('Q07889', 'Q9UKW4')"
"('P01562', 'Q9HC73')"
"('Q09472', 'P15884')"
"('P01374', 'P01375')"
"('P42858', 'P43357')"
"('Q96BY2', 'Q07817')"
"('Q15788', 'P23759')"
"('P51685', 'P49407')"
"('Q9NRR5', 'Q6P1W5')"
"('O14641', 'P26368')"
"('Q14831', 'P63211')"
"('Q9BQI3', 'P45985')"
"('Q96FJ0', 'O15105')"
"('O94941', 'P51965')"
"('Q16531', 'Q7Z569')"
"('Q13232', 'P22392')"
"('P08138', 'Q13501')"
"('Q8IZ52', 'P12757')"
"('Q9UHD0', 'Q01344')"
"('O14874', 'P12694')"
"('Q15637', 'Q93062')"
"('Q14526', 'P35222')"
"('P32121', 'A6NLW9')"
"('Q9Y490', 'Q13797')"
"('Q15365', 'Q13242')"
"('P62330', 'O00442')"
"('Q9Y4K3', 'Q15365')"
"('P06241', 'Q9BXM0')"
"('O14920', 'P12931')"
"('P30872', 'Q13424')"
"('Q9Y478', 'Q15836')"
"('P41159', 'P15509')"
"('P00441', 'Q8TCX1')"
"('O95631', 'P43146')"
"('P10275', 'P60763')"
"('Q16695', 'Q12888')"
"('P55317', 'O00526')"
"('O60739', 'P22234')"
"('Q9Y297', 'P14923')"
"('Q9UBY5', 'P63218')"
"('Q07890', 'P23229')"
"('P29372', 'P04156')"
"('Q96KB5', 'Q13485')"
"('Q9Y2X8', 'Q96A37')"
"('Q00587', 'Q93062')"
"('P51681', 'Q8N5U6')"
"('P17612', 'Q96D31')"
"('O15514', 'Q9HCS7')"
"('Q9NYF0', 'Q9NRD5')"
"('P30450', 'Q07000')"
"('O15198', 'Q9UMX0')"
"('Q5HYK7', 'P62993')"
"('Q13202', 'Q16539')"
"('P07900', 'P19438')"
"('P35626', 'Q8NH01')"
"('P62158', 'O60503')"
"('Q15475', 'P61421')"
"('Q9UPS6', 'Q93079')"
"('Q15008', 'P49720')"
"('O95467', 'P62879')"
"('P28482', 'P01225')"
"('Q86V81', 'Q9GZY0')"
"('Q9UKR5', 'Q9Y333')"
"('Q15797', 'P15153')"
"('P20702', 'P12931')"
"('O60333', 'P68104')"
"('Q9Y264', 'P10721')"
"('P04792', 'P25963')"
"('Q7Z4Q2', 'O75365')"
"('Q9BT40', 'P30519')"
"('P51955', 'Q8N137')"
"('O15399', 'Q01668')"
"('Q96R28', 'P38405')"
"('Q9HCE7', 'P22455')"
"('Q9H4K1', 'P63010')"
"('P04745', 'Q7Z4T9')"
"('P23508', 'Q96T76')"
"('P13569', 'Q9Y2H5')"
"('P13501', 'P51677')"
"('Q16585', 'Q92629')"
"('P42336', 'P05026')"
"('Q00653', 'P02741')"
"('O43741', 'O00253')"
"('Q13813', 'Q13573')"
"('P47992', 'P32302')"
"('Q6R327', 'Q9Y243')"
"('P42702', 'P52333')"
"('O15553', 'P17676')"
"('O00232', 'Q13200')"
"('P07900', 'Q9H7B4')"
"('O15524', 'P48551')"
"('P19438', 'P42224')"
"('Q68DV7', 'P62837')"
"('Q9Y4K3', 'O00463')"
"('Q9Y6Q6', 'P31994')"
"('Q8NGM8', 'P38405')"
"('Q16236', 'P35638')"
"('Q96G75', 'P62837')"
"('Q99459', 'P61088')"
"('Q99689', 'P35269')"
"('Q15047', 'Q13263')"
"('P49368', 'Q9NWA0')"
"('Q13233', 'P62263')"
"('P35913', 'P51160')"
"('Q9P227', 'O00212')"
"('O15479', 'P61247')"
"('P53779', 'Q07812')"
"('P27448', 'P0CG48')"
"('Q15393', 'Q15843')"
"('P41212', 'Q13573')"
"('P35568', 'Q8WYR1')"
"('P01225', 'P08588')"
"('Q6FI13', 'P58876')"
"('O75400', 'Q15366')"
"('Q86WN2', 'P15509')"
"('Q92922', 'P04150')"
"('Q96DV4', 'P62256')"
"('Q9H869', 'Q01844')"
"('Q13315', 'O75717')"
"('Q7Z4H7', 'Q68CZ6')"
"('Q9ULZ3', 'Q14116')"
"('O95639', 'P36873')"
"('Q15233', 'P19838')"
"('Q9NRR5', 'P53618')"
"('Q13485', 'Q13795')"
"('P51149', 'Q93050')"
"('O60739', 'P30153')"
"('P41235', 'P17612')"
"('Q9Y5S2', 'Q13163')"
"('P09681', 'P27487')"
"('O00141', 'Q96PU5')"
"('P17568', 'O43677')"
"('Q9BSB4', 'O75385')"
"('Q86V81', 'Q01130')"
"('P08069', 'Q00722')"
"('Q13769', 'Q86V81')"
"('Q9UHD2', 'O95202')"
"('P51531', 'P16104')"
"('P61952', 'Q96PN6')"
"('P29474', 'P62158')"
"('P62993', 'Q9UL51')"
"('Q13418', 'P04792')"
"('P53708', 'P23229')"
"('P57078', 'Q12933')"
"('P46108', 'P21860')"
"('Q9UKV8', 'Q9Y230')"
"('Q8WYR1', 'Q06124')"
"('Q09028', 'Q8N5A5')"
"('Q9HB58', 'P02766')"
"('O43707', 'Q5TCQ9')"
"('P49411', 'P23508')"
"('P49841', 'P04637')"
"('P30307', 'Q9Y250')"
"('Q7Z6A9', 'P15391')"
"('Q92624', 'Q92824')"
"('P12814', 'Q16512')"
"('Q9Y6M7', 'P31946')"
"('Q08170', 'Q9UQ35')"
"('Q96I25', 'Q15637')"
"('Q96I25', 'Q15428')"
"('O15550', 'Q9C005')"
"('P04075', 'P63104')"
"('P60763', 'Q96F07')"
"('P08107', 'O95831')"
"('Q9BQE3', 'P07437')"
"('P67775', 'P53355')"
"('P04637', 'O75528')"
"('Q9H0S4', 'Q99459')"
"('P43657', 'O14610')"
"('P31947', 'Q86YD1')"
"('P61964', 'Q92831')"
"('Q8NFF5', 'Q16637')"
"('O43707', 'P68133')"
"('P14174', 'Q96BK5')"
"('P63104', 'P55851')"
"('P35609', 'O75112')"
"('P08514', 'P12931')"
"('P19235', 'P62993')"
"('O75365', 'O43264')"
"('Q3LI72', 'Q12834')"
"('P62140', 'Q13698')"
"('P08133', 'P62993')"
"('P53355', 'P26006')"
"('O60573', 'P78344')"
"('P57059', 'O15105')"
"('Q5T3I0', 'Q8IY92')"
"('Q16655', 'Q96J02')"
"('P10275', 'P55345')"
"('O60508', 'Q9HCE7')"
"('Q13895', 'O94972')"
"('P15927', 'Q9BSB4')"
"('P22087', 'Q92905')"
"('P15172', 'P11831')"
"('Q14289', 'Q15047')"
"('Q07890', 'P14921')"
"('Q13432', 'Q13387')"
"('P62910', 'P62888')"
"('O00238', 'Q15759')"
"('Q96AD5', 'O15198')"
"('Q15303', 'P62993')"
"('Q99436', 'P28065')"
"('P46108', 'Q9Y3L3')"
"('P00734', 'Q8TEW0')"
"('Q8N3U4', 'Q9UJ98')"
"('P23467', 'P35222')"
"('P41235', 'P22891')"
"('Q8WUM4', 'Q96B97')"
"('P35232', 'Q14197')"
"('Q15758', 'Q9HA65')"
"('Q9NRJ3', 'P49682')"
"('Q9Y478', 'Q15717')"
"('P17948', 'Q9Y371')"
"('Q07955', 'Q00839')"
"('P51532', 'Q86U86')"
"('Q9Y2G2', 'Q13635')"
"('P13501', 'P32248')"
"('Q9UI42', 'P61421')"
"('P30153', 'Q15172')"
"('P09936', 'Q9Y4K3')"
"('Q969Q6', 'Q01668')"
"('Q13153', 'Q13573')"
"('Q13153', 'P36507')"
"('P50876', 'P62256')"
"('Q13905', 'P62834')"
"('P61353', 'P49207')"
"('Q9UQ16', 'Q9H2G2')"
"('Q92993', 'Q01130')"
"('Q6MZP7', 'P10244')"
"('O15131', 'P43155')"
"('Q9P2S5', 'Q9BY42')"
"('Q5VYS4', 'Q9Y4K3')"
"('Q96B97', 'P06241')"
"('Q9Y3A3', 'Q9NVK5')"
"('Q9GZV5', 'Q9H204')"
"('Q96P20', 'Q9HC29')"
"('P63092', 'O95622')"
"('Q9UKX2', 'Q9P2M7')"
"('Q9NP95', 'P08138')"
"('P28482', 'Q14790')"
"('Q9UIF9', 'P16333')"
"('Q8WWF5', 'P60604')"
"('Q9HCE1', 'P19525')"
"('P60866', 'Q99558')"
"('P23510', 'P43489')"
"('O43524', 'Q13485')"
"('Q9NRR5', 'Q15287')"
"('P41182', 'O14763')"
"('P54259', 'Q70EL1')"
"('Q9Y266', 'Q13573')"
"('Q15797', 'Q9NYG2')"
"('P24723', 'Q8IWT0')"
"('P04275', 'Q76LX8')"
"('P49757', 'P00533')"
"('P07199', 'P20073')"
"('P48506', 'P18146')"
"('P08069', 'O00459')"
"('Q07912', 'Q00610')"
"('Q9HAV0', 'Q08462')"
"('P13693', 'Q14164')"
"('O96017', 'P43246')"
"('Q92530', 'Q12933')"
"('Q92764', 'Q92796')"
"('Q01113', 'O60674')"
"('Q96HA7', 'P16403')"
"('P03897', 'Q9UI09')"
"('O94842', 'Q01780')"
"('P01019', 'P62993')"
"('P13631', 'Q9Y6Q9')"
"('Q9UIJ7', 'Q14919')"
"('Q8WUI4', 'Q9BTM1')"
"('P14868', 'Q92597')"
"('P09693', 'P42336')"
"('P15927', 'Q04724')"
"('Q9HB71', 'Q9Y4K3')"
"('P40429', 'P26373')"
"('O60674', 'P27986')"
"('P48552', 'Q13547')"
"('P25098', 'P25024')"
"('P19474', 'Q13616')"
"('406995', 'P35625')"
"('P35626', 'Q8NG95')"
"('P22455', 'Q9NQ66')"
"('P07814', 'O43318')"
"('P05060', 'Q13724')"
"('P48023', 'Q6XZF7')"
"('P23467', 'P06213')"
"('Q09472', 'P20265')"
"('Q09472', 'P15923')"
"('P35626', 'Q96KK4')"
"('P08195', 'Q9H173')"
"('Q9BY11', 'Q8TF21')"
"('Q7LFL8', 'P84022')"
"('Q16625', 'P56748')"
"('P30480', 'P10768')"
"('P24534', 'P60709')"
"('Q5T3J3', 'P09466')"
