negatives
"('Q14966', 'Q96ED9')"
"('P39019', 'O60739')"
"('Q9UHF4', 'P29597')"
"('P11274', 'Q13588')"
"('P20936', 'P19174')"
"('Q16537', 'Q13522')"
"('P04233', 'P01903')"
"('P54253', 'Q8IWR1')"
"('Q06124', 'P16284')"
"('Q9UL18', 'Q12789')"
"('Q969T4', 'Q8NF67')"
"('Q00005', 'P60709')"
"('P29590', 'P36897')"
"('Q9Y297', 'O00221')"
"('Q7Z408', 'O95433')"
"('Q13164', 'Q16512')"
"('P17844', 'P55795')"
"('O15479', 'Q9H0J4')"
"('Q9NPI8', 'Q00597')"
"('P98170', 'O43353')"
"('P48729', 'P18846')"
"('P40763', 'O00459')"
"('O96007', 'P32969')"
"('O43390', 'P61978')"
"('O94817', 'Q9Y3U8')"
"('P16885', 'Q9NZT1')"
"('Q99618', 'Q9GZU7')"
"('Q9BYG5', 'Q8ND90')"
"('Q05048', 'Q9UKF6')"
"('P17041', 'P62993')"
"('Q9H4A3', 'Q9BZE0')"
"('P38936', 'Q93063')"
"('Q8NHZ8', 'Q9UKT4')"
"('Q13315', 'Q9BVP2')"
"('Q13114', 'P48736')"
"('P14416', 'P30154')"
"('P80303', 'P55210')"
"('Q9Y5N6', 'P33991')"
"('P50750', 'P19838')"
"('P41586', 'P63092')"
"('P61981', 'Q9NYF5')"
"('P10827', 'O60244')"
"('P61981', 'P11171')"
"('Q06546', 'Q16881')"
"('P49716', 'Q8IXL7')"
"('Q15723', 'P07948')"
"('P02786', 'P01730')"
"('P62249', 'P62277')"
"('O75494', 'P31946')"
"('P09874', 'Q16665')"
"('P40692', 'Q13315')"
"('Q08050', 'O96017')"
"('Q16594', 'P06899')"
"('P05386', 'P05388')"
"('P40337', 'P61758')"
"('P00519', 'P20774')"
"('Q8IY92', 'Q9BRP1')"
"('Q01844', 'Q9Y2I6')"
"('P21860', 'Q13882')"
"('O75477', 'P18146')"
"('P31689', 'Q13546')"
"('P48023', 'Q09472')"
"('P15927', 'P40763')"
"('P08670', 'P60709')"
"('Q13501', 'Q15038')"
"('P62993', 'P83731')"
"('P01011', 'Q96KC8')"
"('Q8IZ08', 'Q9Y5V3')"
"('P28749', 'Q14457')"
"('P84022', 'Q8WWM7')"
"('P18621', 'Q9UNX3')"
"('P62879', 'P40145')"
"('Q13114', 'Q9NQC7')"
"('P51681', 'O00303')"
"('Q13315', 'P14618')"
"('P0C5Y9', 'Q96DB2')"
"('O60238', 'Q15382')"
"('O15273', 'Q969Q1')"
"('O43318', 'P19438')"
"('O43493', 'Q92542')"
"('Q9Y5V3', 'Q9UBB4')"
"('Q9UQM7', 'O75369')"
"('Q9HC29', 'O43318')"
"('P01569', 'P78552')"
"('Q13315', 'P40763')"
"('Q5VTD9', 'Q96JN2')"
"('Q86YW0', 'Q13557')"
"('P78527', 'P68104')"
"('O43242', 'P55036')"
"('Q15287', 'O43395')"
"('P49411', 'P13489')"
"('P32456', 'Q13387')"
"('P00533', 'O43147')"
"('Q15654', 'Q9NXV2')"
"('P17535', 'Q9HBE4')"
"('P29475', 'P62158')"
"('P17931', 'P35222')"
"('P10301', 'O00329')"
"('O00505', 'P13010')"
"('P06241', 'Q13588')"
"('Q04206', 'Q9NWQ8')"
"('P15104', 'Q9Y572')"
"('Q96G03', 'P18146')"
"('P10721', 'P01112')"
"('P01588', 'P23458')"
"('P26447', 'P46379')"
"('P41235', 'P42357')"
"('Q9Y2U8', 'O15198')"
"('Q9UL33', 'Q8NHS9')"
"('Q15910', 'P42772')"
"('P80075', 'P51686')"
"('O96017', 'P67870')"
"('P30504', 'P49915')"
"('P00750', 'P07355')"
"('Q14185', 'P52198')"
"('P27348', 'P07437')"
"('P62993', 'P62070')"
"('P16615', 'P00533')"
"('Q16514', 'Q13573')"
"('O00590', 'P80098')"
"('Q14683', 'O75937')"
"('Q07889', 'Q9NZM3')"
"('P36957', 'Q05516')"
"('P15104', 'O75925')"
"('O00329', 'Q05513')"
"('Q8IZD9', 'Q9H4E5')"
"('O00329', 'Q06187')"
"('Q9NZT1', 'O14827')"
"('Q9UBN7', 'Q13162')"
"('Q86YL7', 'O75674')"
"('P62487', 'P19388')"
"('Q01970', 'P05771')"
"('Q06124', 'P13688')"
"('Q14164', 'P52434')"
"('P62136', 'Q99941')"
"('P56750', 'Q07157')"
"('Q9H6Y7', 'Q9Y2X8')"
"('P56192', 'P42677')"
"('Q9NYJ8', 'P42677')"
"('Q13619', 'Q92466')"
"('Q9NVM9', 'Q8N720')"
"('O15198', 'Q96Q27')"
"('P54257', 'P48169')"
"('O60583', 'O94992')"
"('Q9Y2X9', 'A0JLT2')"
"('P84022', 'P46937')"
"('Q00653', 'Q96EY1')"
"('Q14974', 'P48436')"
"('P25205', 'Q9Y5N6')"
"('Q96KG7', 'Q15020')"
"('P08069', 'P04899')"
"('Q9NQC3', 'P30533')"
"('Q9H0R8', 'Q9UN88')"
"('Q9NQ76', 'P19174')"
"('Q9UQM7', 'Q12968')"
"('P80098', 'P51685')"
"('Q9UPQ9', 'Q9HCK5')"
"('Q6ZNB6', 'Q6SZW1')"
"('Q92966', 'Q5SXM2')"
"('P21580', 'Q12933')"
"('Q03468', 'Q9Y3C5')"
"('P22736', 'P54253')"
"('P28482', 'P19838')"
"('P01568', 'P78552')"
"('P55157', 'P30260')"
"('Q04864', 'Q6ZUJ8')"
"('Q99614', 'P84996')"
"('P14635', 'Q9NPC3')"
"('Q9NP64', 'Q9H190')"
"('P54253', 'Q8TE02')"
"('P19474', 'P29692')"
"('Q92804', 'P21675')"
"('Q9Y2X3', 'Q96RS0')"
"('Q00341', 'P62330')"
"('O75909', 'Q8N6Y0')"
"('P80098', 'P25024')"
"('Q9BY78', 'Q96B02')"
"('P62701', 'O95819')"
"('P01243', 'P61077')"
"('Q9NRX4', 'Q8WZA2')"
"('Q14894', 'Q9BPX7')"
"('Q13131', 'O00253')"
"('Q16665', 'O15525')"
"('Q13753', 'P08514')"
"('Q9NVI7', 'Q14197')"
"('P07585', 'P00533')"
"('Q9Y478', 'Q15029')"
"('Q07869', 'P41235')"
"('Q15287', 'Q8IWZ8')"
"('Q8ND90', 'P01876')"
"('P14923', 'P01241')"
"('407021', 'P09486')"
"('Q96A08', 'Q9UPS6')"
"('P40189', 'P48736')"
"('Q9Y5H5', 'P46108')"
"('Q9BRA2', 'P30480')"
"('Q9Y4X3', 'P25024')"
"('P16144', 'O75369')"
"('Q8IWX8', 'Q01081')"
"('Q8NI60', 'Q14197')"
"('Q7KZI7', 'Q92997')"
"('Q92831', 'O75486')"
"('Q9H2S9', 'P25963')"
"('Q5UIP0', 'P35244')"
"('O00255', 'Q9Y5Z7')"
"('Q96QV6', 'Q16778')"
"('O95298', 'P03891')"
"('P42858', 'O14645')"
"('O00238', 'Q9NR64')"
"('O15467', 'P41597')"
"('Q9NRQ2', 'Q15906')"
"('P29459', 'Q13261')"
"('Q8TF46', 'Q96B26')"
"('Q14CS0', 'Q96JH8')"
"('Q9UQL6', 'O60566')"
"('Q15025', 'P19838')"
"('Q9UBF2', 'O14579')"
"('Q9BT49', 'Q9GZQ8')"
"('P57721', 'Q9Y6E7')"
"('P55001', 'P02751')"
"('Q99873', 'Q9HC24')"
"('P12956', 'P25942')"
"('P12111', 'P53708')"
"('P61077', 'Q6PCD5')"
"('Q9UPW5', 'Q13136')"
"('O14576', 'P20073')"
"('Q16659', 'P63244')"
"('Q9BXW4', 'Q99570')"
"('407054', 'O75896')"
"('P37268', 'Q9BTV4')"
"('P14136', 'Q96HA1')"
"('P51681', 'P49407')"
"('P61081', 'P24941')"
"('Q9Y5U9', 'P67870')"
"('P16333', 'O95886')"
"('Q86U42', 'Q08170')"
"('O15255', 'P00519')"
"('Q9UBL3', 'O15047')"
"('O60784', 'O75674')"
"('P30480', 'Q13200')"
"('O00585', 'Q16270')"
"('Q16695', 'P52294')"
"('Q8IZI9', 'P15260')"
"('P68366', 'P30622')"
"('P20809', 'Q14627')"
"('Q9UPY3', 'Q8TC59')"
"('Q00987', 'P98177')"
"('O95816', 'Q12809')"
"('Q8TAQ2', 'O94805')"
"('O75674', 'O14832')"
"('O43318', 'P17844')"
"('Q96EB6', 'P01100')"
"('P10114', 'P36897')"
"('P16220', 'P13984')"
"('P78527', 'Q13426')"
"('Q06136', 'P18146')"
"('P32121', 'Q9BY84')"
"('Q9BT78', 'Q13216')"
"('Q92633', 'P62879')"
"('Q96BQ5', 'Q9Y3C5')"
"('Q02535', 'Q02548')"
"('Q96QZ7', 'O94868')"
"('Q05519', 'Q13247')"
"('P53567', 'O60675')"
"('Q14511', 'Q15797')"
"('Q13402', 'Q8WXG9')"
"('P42575', 'O95831')"
"('P18859', 'Q99759')"
"('P20020', 'P62258')"
"('Q07890', 'O75578')"
"('P38570', 'Q05397')"
"('Q13469', 'Q92793')"
"('Q92541', 'P49459')"
"('O15169', 'Q6ZNA4')"
"('P78324', 'Q9C040')"
"('P32881', 'P40238')"
"('Q8IYM9', 'Q93009')"
"('Q15008', 'Q9Y4R8')"
"('Q9Y4E5', 'P16220')"
"('Q07889', 'P04049')"
"('Q9UJX4', 'O95997')"
"('O95400', 'Q9NTZ6')"
"('P10914', 'P35269')"
"('P63218', 'P53779')"
"('Q99466', 'Q06330')"
"('P08621', 'O75494')"
"('Q9H1C4', 'Q99805')"
"('P01106', 'Q99729')"
"('Q9Y5Q8', 'Q12789')"
"('Q6DN03', 'Q9P0U4')"
"('Q9UKV8', 'P61513')"
"('Q9BT17', 'P04156')"
"('Q8TE23', 'P63092')"
"('P01588', 'P24394')"
"('Q8NFZ5', 'Q6GQQ9')"
"('P31946', 'Q9GZV5')"
"('P01562', 'P52333')"
"('Q16665', 'P11474')"
"('O43683', 'O95376')"
"('Q13535', 'Q9Y5H3')"
"('P05305', 'Q9NRR5')"
"('Q9Y230', 'P62280')"
"('P17858', 'Q7L5N1')"
"('Q6XZF7', 'Q9NQY0')"
"('Q8TAP4', 'Q8HWS3')"
"('P23769', 'Q03014')"
"('Q9UHF4', 'O60674')"
"('O75385', 'Q9Y4P1')"
"('P15018', 'Q969J5')"
"('P62269', 'P60709')"
"('Q9NWS9', 'P49910')"
"('P09429', 'P39748')"
"('Q9Y383', 'P61970')"
"('P0CG48', 'Q86Y01')"
"('Q9HB90', 'Q6IAA8')"
"('Q9HAU4', 'P17948')"
"('Q02410', 'Q9P2E2')"
"('Q14134', 'P49841')"
"('Q93009', 'Q6W2J9')"
"('Q13501', 'P18074')"
"('P62854', 'Q92597')"
"('P47898', 'P04899')"
"('Q13472', 'O15360')"
"('P52945', 'P40424')"
"('O95140', 'Q9NX47')"
"('P40337', 'Q04941')"
"('P36888', 'O14920')"
"('P47898', 'O60262')"
"('Q08211', 'Q9BUJ2')"
"('Q9H1R3', 'Q06413')"
"('P55884', 'P47813')"
"('P06733', 'P63104')"
"('Q15843', 'P62241')"
"('P32780', 'Q6ZYL4')"
"('Q03519', 'P28065')"
"('P04629', 'P01116')"
"('Q9UBN7', 'Q14203')"
"('Q9Y2A7', 'P63104')"
"('Q8IZP0', 'P46109')"
"('Q07021', 'P46379')"
"('P04626', 'P78352')"
"('Q9Y4K3', 'P38646')"
"('Q9Y478', 'P33176')"
"('Q14623', 'P98164')"
"('Q13315', 'Q7Z417')"
"('P33552', 'P06493')"
"('P61247', 'Q13268')"
"('P27708', 'Q13546')"
"('Q9BZL6', 'Q03001')"
"('Q92879', 'Q9BX46')"
"('P04049', 'P27986')"
"('P35658', 'P57740')"
"('P01243', 'Q7L2H7')"
"('P32121', 'O43749')"
"('P62304', 'Q9Y4Z0')"
"('Q70SY1', 'Q92793')"
"('Q9H4K1', 'O94972')"
"('O43521', 'Q07817')"
"('Q70Z53', 'Q9UHR5')"
"('O15169', 'P67775')"
"('Q5VU43', 'Q08499')"
"('O43504', 'P51681')"
"('P14416', 'P32121')"
"('Q9Y4K3', 'P00367')"
"('Q14839', 'Q8N5A5')"
"('Q9P286', 'P52564')"
"('O14936', 'P04156')"
"('P17612', 'P05023')"
"('P01568', 'P08887')"
"('Q96EB6', 'Q9Y618')"
"('Q86UR5', 'P20336')"
"('Q92731', 'P48552')"
"('Q13526', 'Q9UET6')"
"('Q8NEV8', 'P25054')"
"('O00141', 'P56696')"
"('Q04864', 'Q9Y275')"
"('P55345', 'P19793')"
"('P35225', 'Q13651')"
"('O75400', 'Q9H492')"
"('P17676', 'P35354')"
"('Q9NRA8', 'Q15797')"
"('P22681', 'O00329')"
"('O95136', 'P63096')"
"('P62899', 'P50914')"
"('P05386', 'P36578')"
"('Q9NZD8', 'O14978')"
"('P79483', 'P01730')"
"('Q9NY61', 'O96017')"
"('O75251', 'Q9P0J0')"
"('P38919', 'Q13573')"
"('P34932', 'Q99683')"
"('P35914', 'P31689')"
"('Q96NY8', 'Q15223')"
"('P40933', 'P26951')"
"('O00291', 'P09496')"
"('O43914', 'P78324')"
"('P07108', 'P54725')"
"('Q96FW1', 'Q14164')"
"('P61224', 'P05060')"
"('P52948', 'Q9GZY0')"
"('O75928', 'P63165')"
"('Q9UQE7', 'P49662')"
"('Q53FE4', 'Q99963')"
"('Q13569', 'P29590')"
"('Q13573', 'P60709')"
"('P51681', 'O60828')"
"('Q13535', 'Q92541')"
"('P60660', 'Q01844')"
"('P41235', 'P38936')"
"('P19875', 'P32248')"
"('P19447', 'P51948')"
"('Q13315', 'Q96KQ7')"
"('P05387', 'P61513')"
"('O43318', 'Q92831')"
"('P52272', 'P22626')"
"('O94921', 'Q8ND76')"
"('P62993', 'Q13838')"
"('P09467', 'P49674')"
"('Q9UQM7', 'P54284')"
"('Q7L590', 'P53350')"
"('P11171', 'Q01469')"
"('P78536', 'P35625')"
"('Q15637', 'Q93062')"
"('Q9BZL6', 'Q9Y3R0')"
"('Q9NYB9', 'P55160')"
"('Q5T2W1', 'P13569')"
"('P51817', 'P10070')"
"('Q9UHG2', 'P16220')"
"('P23396', 'P62263')"
"('P18054', 'Q96RU8')"
"('P07910', 'Q08211')"
"('P00403', 'P62258')"
"('Q9H0L4', 'Q92797')"
"('P14678', 'Q9H1I8')"
"('Q8IW41', 'Q15750')"
"('O76081', 'O95433')"
"('P36941', 'P01375')"
"('P13236', 'P46094')"
"('Q9BWC9', 'Q9UKR5')"
"('Q9NRI5', 'P10909')"
"('P48552', 'P13631')"
"('Q99250', 'Q13368')"
"('P51817', 'Q9UD71')"
"('Q92569', 'P63000')"
"('P62158', 'O14829')"
"('P00533', 'P54760')"
"('O75159', 'Q08334')"
"('Q13432', 'Q9NXU5')"
"('Q13976', 'Q16539')"
"('P41235', 'P37059')"
"('O75369', 'P46108')"
"('P49023', 'Q01844')"
"('Q9NX58', 'P35544')"
"('Q9NYA1', 'P06241')"
"('Q96SI1', 'Q5MNZ9')"
"('Q7Z6B7', 'Q8IXI1')"
"('P17947', 'Q15744')"
"('P26639', 'Q92597')"
"('O60880', 'P60953')"
"('Q9UNH6', 'P19174')"
"('Q8IZL8', 'P22087')"
"('P26368', 'O75400')"
"('P51946', 'P20248')"
"('Q12873', 'Q14790')"
"('P13569', 'P04632')"
"('P23511', 'Q01094')"
"('Q10586', 'P43246')"
"('Q92665', 'Q13352')"
"('Q96EE3', 'Q5SRE5')"
"('Q01201', 'Q9UER7')"
"('P30040', 'P11021')"
"('P61604', 'Q04724')"
"('Q15572', 'Q9GZS1')"
"('P17612', 'P50150')"
"('O14827', 'Q07889')"
"('Q6ZW49', 'Q13573')"
"('O95182', 'O15239')"
"('Q96P09', 'P55210')"
"('Q09161', 'P62826')"
"('P22301', 'P48551')"
"('P13010', 'P49917')"
"('O95319', 'Q9NQ94')"
"('Q14061', 'Q9BW62')"
"('P05771', 'Q16659')"
"('P32121', 'Q8NGS4')"
"('O95786', 'Q14164')"
"('P10074', 'O43809')"
"('P62333', 'P17980')"
"('Q9Y271', 'O95837')"
"('Q96RK0', 'Q9BYW2')"
"('P09471', 'P49802')"
"('Q9UNK0', 'O75379')"
"('Q13976', 'Q9BZL4')"
"('P00491', 'Q9GZT6')"
"('P01241', 'P29692')"
"('P01215', 'P21246')"
"('Q86VN1', 'Q99459')"
"('P15407', 'P18848')"
"('P01106', 'Q12824')"
"('P25054', 'O94979')"
"('P01241', 'P24752')"
"('Q13485', 'P25686')"
"('Q13315', 'Q5VUB5')"
"('P62829', 'P18124')"
"('P68363', 'Q92974')"
"('Q13501', 'Q14790')"
"('P63261', 'P18206')"
"('P63220', 'P62857')"
"('Q06609', 'P61956')"
"('P31749', 'P16220')"
"('P62837', 'Q9UMX0')"
"('Q92782', 'P04843')"
"('P26842', 'O00463')"
"('P18887', 'Q9UGP5')"
"('P49750', 'Q8TDY2')"
"('P11802', 'P07948')"
"('Q9UN88', 'O60296')"
"('Q9Y6K1', 'P18146')"
"('P12268', 'P04222')"
"('P35968', 'Q12913')"
"('O43318', 'P04350')"
"('Q13233', 'P17987')"
"('P29590', 'O60934')"
"('P62837', 'P37235')"
"('O95178', 'P17568')"
"('P51812', 'P53355')"
"('P98177', 'O95067')"
"('Q99459', 'O15297')"
"('O94916', 'P19174')"
"('Q9NRA1', 'P06213')"
"('Q99873', 'Q9Y5B0')"
"('Q13485', 'Q9H4E5')"
"('O00141', 'O75828')"
"('Q93074', 'P10827')"
"('P62993', 'Q6S5L8')"
"('Q13077', 'P21580')"
"('Q13573', 'Q12824')"
"('Q00987', 'P49407')"
"('P49841', 'P47897')"
"('P41567', 'O95897')"
"('Q86TJ2', 'Q96BN2')"
"('Q8IY92', 'Q14197')"
"('P61289', 'O75832')"
"('P10244', 'P78396')"
"('Q5UIP0', 'P04183')"
"('Q68CP9', 'P51531')"
"('Q12959', 'Q99759')"
"('P27482', 'Q9H0B3')"
"('Q92769', 'P06748')"
"('P38398', 'Q969G3')"
"('P15248', 'P24394')"
"('Q9P2D1', 'Q68CP9')"
"('P10415', 'P55957')"
"('P15260', 'O60674')"
"('Q14247', 'P50570')"
"('Q86Y39', 'O43674')"
"('Q15819', 'O60739')"
"('P23508', 'P42771')"
"('P28340', 'P06241')"
"('Q15366', 'Q7Z434')"
"('P02751', 'O15198')"
"('Q9BYX4', 'Q02556')"
"('Q04206', 'Q00403')"
"('P46776', 'P62891')"
"('P14921', 'Q6SJ96')"
"('P01889', 'Q9NSE4')"
"('O14640', 'Q13485')"
"('Q9NQB0', 'P35222')"
"('Q7Z2W4', 'Q00005')"
"('A6NHL2', 'Q14204')"
"('Q96AH8', 'Q9Y478')"
"('Q15027', 'P14672')"
"('P35268', 'P30050')"
"('Q07157', 'P16989')"
"('Q13595', 'O43143')"
"('Q16539', 'P62714')"
"('Q9Y2R2', 'O15530')"
"('P46060', 'Q99666')"
"('P16220', 'Q3B7T1')"
"('P38398', 'P43246')"
"('Q9Y5K6', 'Q99816')"
"('O60684', 'P38398')"
"('P62899', 'O43586')"
"('Q15370', 'Q16665')"
"('P60709', 'O15371')"
"('P08670', 'Q9UGJ1')"
"('Q04206', 'Q9P2J5')"
"('Q96LZ3', 'Q9UJX4')"
"('Q9NR80', 'Q15843')"
"('Q05516', 'Q9P209')"
"('Q9HBH9', 'P62424')"
"('Q14774', 'Q8N806')"
"('P62993', 'P10912')"
"('Q06190', 'O00305')"
"('Q14457', 'Q6ZNE5')"
"('P08246', 'P02745')"
"('P11474', 'Q15788')"
"('P51817', 'Q70SY1')"
"('Q16665', 'Q00987')"
"('O14641', 'O75474')"
"('O00755', 'O14904')"
"('Q15418', 'P31946')"
"('P25398', 'P62701')"
"('Q96QF0', 'Q8TBN0')"
"('Q9BUJ2', 'P22626')"
"('P02452', 'P18564')"
"('P22090', 'P08865')"
"('Q32MZ4', 'P01375')"
"('P28799', 'P46109')"
"('Q14164', 'P61289')"
"('P14859', 'P51692')"
"('P54368', 'P54253')"
"('P54727', 'P23025')"
"('Q16512', 'P61586')"
"('Q6UX72', 'P13569')"
"('Q86UL8', 'Q08043')"
"('Q9NRG4', 'Q96DG6')"
"('Q99759', 'Q04917')"
"('Q96BY6', 'Q8IXI1')"
"('P32121', 'Q14940')"
"('Q13535', 'Q14980')"
"('P61981', 'Q9UQC2')"
"('Q9H0H5', 'Q16695')"
"('P32780', 'Q9H7U1')"
"('P63104', 'P36542')"
"('P13569', 'P04899')"
"('Q7Z434', 'O94826')"
"('P56746', 'O14493')"
"('O94826', 'P51617')"
"('P42766', 'P62899')"
"('Q15796', 'P62826')"
"('Q9NRL3', 'P56749')"
"('Q96BN2', 'O75478')"
"('Q96GM5', 'P62805')"
"('Q9P0M9', 'P16220')"
"('Q5VV41', 'P61981')"
"('P49716', 'P48431')"
"('Q9BRT8', 'P51571')"
"('Q16254', 'Q05048')"
"('P46379', 'P26447')"
"('Q8IWV7', 'P49703')"
"('P08138', 'P61586')"
"('Q9ULD4', 'P27986')"
"('P62913', 'Q9UQ80')"
"('P62993', 'O75674')"
"('P42574', 'P05067')"
"('O43255', 'Q9ULW0')"
"('P51116', 'Q9NQC3')"
"('P06756', 'P17301')"
"('O75165', 'P00533')"
"('Q96AP7', 'P56880')"
"('P07437', 'Q9BQE3')"
"('Q9Y617', 'Q16659')"
"('Q86UT5', 'P25092')"
"('P03923', 'O00483')"
"('P62910', 'P83731')"
"('P08476', 'Q8NER5')"
"('Q3KQU3', 'Q96AW1')"
"('Q92769', 'Q12873')"
"('Q9BV47', 'P19022')"
"('P03886', 'Q16795')"
"('Q96RL1', 'P63279')"
"('O43187', 'O15455')"
"('P14770', 'O00459')"
"('Q9NZM4', 'Q13952')"
"('Q9NSB8', 'Q92569')"
"('P04629', 'Q9NRF2')"
"('O75626', 'P04150')"
"('P32121', 'Q96R08')"
"('Q96GM5', 'P06400')"
"('P20273', 'P19174')"
"('Q13315', 'Q99081')"
"('B1A4H9', 'P16471')"
"('P05783', 'P62714')"
"('Q16665', 'P11169')"
"('Q00987', 'Q9NY61')"
"('Q13315', 'P55197')"
"('Q05516', 'P84022')"
"('Q9H706', 'P00533')"
"('Q13247', 'Q15365')"
"('P04183', 'P56537')"
"('Q00653', 'O95831')"
"('O00151', 'Q53H12')"
"('Q86TM6', 'P42768')"
"('P18146', 'Q02750')"
"('O00422', 'Q16082')"
"('Q15366', 'P26368')"
"('Q9Y5V3', 'P46379')"
"('P21796', 'P63172')"
"('B2RN74', 'P38405')"
"('Q9H1J7', 'O96014')"
"('P21333', 'P48039')"
"('Q9HBE4', 'Q8IU57')"
"('Q8TAB5', 'P19012')"
"('Q9C040', 'O14933')"
"('Q9UM73', 'P62633')"
"('P27797', 'Q08209')"
"('P17542', 'Q12873')"
"('O95750', 'P16234')"
"('P16885', 'P06241')"
"('Q9UN88', 'Q15111')"
"('Q15464', 'P15498')"
"('P35241', 'P63261')"
"('P17028', 'Q14194')"
"('P46108', 'Q9H9L3')"
"('P35580', 'Q13177')"
"('O60333', 'Q96QZ7')"
"('Q9H0M0', 'P54259')"
"('Q13163', 'P49841')"
"('Q9UKI2', 'P11172')"
"('Q04206', 'Q92616')"
"('Q4LE39', 'Q09028')"
"('P58876', 'Q9P0M6')"
"('P01876', 'Q9H974')"
"('Q2M1Z3', 'P63000')"
"('Q15653', 'P11142')"
"('P63104', 'P29401')"
"('Q9Y2Y9', 'Q13523')"
"('P51668', 'Q99714')"
"('Q01814', 'P62258')"
"('O75928', 'P51610')"
"('P27708', 'P67870')"
"('Q9UKI9', 'P51610')"
"('O43639', 'P04626')"
"('P25054', 'P53350')"
"('P25208', 'P30305')"
"('Q86WV6', 'O95470')"
"('P27448', 'P27449')"
"('O14639', 'Q96ED9')"
"('Q15796', 'P49790')"
"('P16471', 'Q06124')"
"('O95759', 'P35222')"
"('406957', 'Q99466')"
"('P03905', 'P62993')"
"('Q7Z6B7', 'P84095')"
"('P20273', 'Q92835')"
"('O15239', 'O95182')"
"('P08637', 'O75019')"
"('P05067', 'Q92870')"
"('Q9Y2I8', 'P31947')"
"('P62979', 'P62266')"
"('O75398', 'P54727')"
"('Q9NZN8', 'P52789')"
"('Q09472', 'P22736')"
"('Q86Y39', 'O95178')"
"('P22681', 'Q12913')"
"('Q9Y6K5', 'Q7Z434')"
"('P35626', 'Q9H209')"
"('Q10586', 'P12956')"
"('P63279', 'P37088')"
"('Q5T447', 'Q7Z434')"
"('O95376', 'O15127')"
"('Q99666', 'P63165')"
"('Q96F86', 'Q92900')"
"('P55345', 'Q8WTV0')"
"('Q13885', 'P16871')"
"('P08603', 'P26022')"
"('Q9HC29', 'Q15027')"
"('P61981', 'Q8N3V7')"
"('P54253', 'P31749')"
"('Q9BQ52', 'O95182')"
"('Q07021', 'P48634')"
"('P29323', 'P16144')"
"('P22087', 'O76071')"
"('O15530', 'Q04917')"
"('O75376', 'P35228')"
"('Q13023', 'Q96EV8')"
"('P29474', 'O43707')"
"('P62714', 'Q8WXS5')"
"('Q86U06', 'Q14498')"
"('P20273', 'P43405')"
"('Q9C0C4', 'O15031')"
"('Q66LE6', 'Q9UF02')"
"('O15085', 'P27986')"
"('P62993', 'P68431')"
"('Q96FE5', 'Q9BZR6')"
"('P22681', 'P06239')"
"('P62269', 'P46782')"
"('P22392', 'P28222')"
"('P04350', 'Q8WVB3')"
"('Q9NYJ8', 'Q9Y6Q6')"
"('Q13185', 'P11309')"
"('P47712', 'P18054')"
"('Q9UK80', 'Q01780')"
"('Q9Y4C0', 'Q8N2Q7')"
"('Q14416', 'Q9UK08')"
"('O60260', 'Q9NRX3')"
"('P07437', 'P16871')"
"('O60888', 'Q96BK5')"
"('O14879', 'Q9Y4K3')"
"('P10412', 'P45973')"
"('O75956', 'P32322')"
"('P84098', 'P83731')"
"('P63104', 'P62316')"
"('Q92997', 'P19544')"
"('Q93062', 'Q3YEC7')"
"('Q9HC77', 'Q5VTD9')"
"('Q01130', 'Q05519')"
"('O94806', 'Q9NRA0')"
"('Q8NBZ0', 'Q9ULG1')"
"('P46527', 'P61586')"
"('Q9H1Y0', 'P61604')"
"('Q9HC77', 'Q66GS9')"
"('Q12873', 'Q9Y2P4')"
"('Q9GZS3', 'P28328')"
"('Q13191', 'P23458')"
"('O15239', 'O75438')"
"('P18075', 'Q04771')"
"('Q8WUE5', 'Q9UGN5')"
"('Q969H4', 'Q8TCX5')"
"('P63104', 'P41250')"
"('A6NK59', 'Q03164')"
"('Q9Y3A3', 'Q9Y4G8')"
"('P06239', 'Q9HD43')"
"('Q15628', 'Q08380')"
"('Q9BY84', 'P45983')"
"('Q9Y478', 'Q13642')"
"('P04637', 'P46821')"
"('Q9Y2H0', 'P0CG48')"
"('P60953', 'P17706')"
"('P28482', 'Q12772')"
"('343477', 'O75815')"
"('O15520', 'P10721')"
"('Q8WXI9', 'O95983')"
"('P19447', 'P43351')"
"('Q14469', 'Q9UBN7')"
"('Q8TDY2', 'P27694')"
"('P23527', 'Q92769')"
"('P24941', 'P49916')"
"('O95819', 'P17844')"
"('P30968', 'P51511')"
"('Q9NYY1', 'P16471')"
"('P98175', 'Q04743')"
"('O15056', 'P62993')"
"('P35556', 'Q16610')"
"('P62258', 'O60256')"
"('P49768', 'Q9NZ42')"
"('Q13077', 'Q15326')"
"('P01889', 'P20700')"
"('P01241', 'Q9Y3F4')"
"('P46094', 'P49407')"
"('Q14344', 'Q13304')"
"('P11021', 'P25054')"
"('P02766', 'P02768')"
"('P22626', 'P52756')"
"('P05388', 'P62424')"
"('P08621', 'O75400')"
"('P25445', 'Q15628')"
"('Q5JY77', 'P50238')"
"('O75381', 'O00628')"
"('Q15759', 'P05423')"
"('Q99750', 'Q96HB5')"
"('Q9NR46', 'Q9UQ80')"
"('O60825', 'P63104')"
"('Q9Y3I0', 'Q99459')"
"('P06576', 'P25705')"
"('P41597', 'P27986')"
"('P78527', 'Q09472')"
"('P12931', 'P42336')"
"('Q04206', 'Q14498')"
"('P15880', 'P62269')"
