negatives
"('Q06413', 'Q14135')"
"('P08754', 'Q9HAV0')"
"('Q13573', 'Q10570')"
"('P84103', 'Q08211')"
"('Q13557', 'Q7Z3S7')"
"('P25398', 'P62857')"
"('P36873', 'Q9Y572')"
"('Q9H1I8', 'Q9BVP2')"
"('P08172', 'P16520')"
"('P15531', 'P18146')"
"('P31946', 'P49815')"
"('Q8NFD5', 'Q92925')"
"('P22681', 'Q99062')"
"('O60238', 'P32456')"
"('P29350', 'P62993')"
"('Q14CB8', 'Q8IXI1')"
"('Q96S55', 'P51784')"
"('P22455', 'Q9H201')"
"('Q9H204', 'P06241')"
"('P27635', 'P47914')"
"('O95201', 'P19544')"
"('Q14194', 'Q9BUJ2')"
"('P12956', 'P23246')"
"('P30153', 'O00305')"
"('O75446', 'Q9H7L9')"
"('Q9HC24', 'Q96A33')"
"('O00303', 'P55010')"
"('P19525', 'Q9Y285')"
"('Q5QNW6', 'P0C0S5')"
"('P12931', 'Q9Y3L3')"
"('Q13976', 'Q16720')"
"('Q15438', 'Q96L92')"
"('P02743', 'P00505')"
"('Q01955', 'P18564')"
"('P27361', 'P54710')"
"('P14174', 'Q9NRL3')"
"('Q12933', 'O43298')"
"('P57739', 'O95484')"
"('Q5RL73', 'P51693')"
"('P46779', 'P43146')"
"('Q04724', 'P55774')"
"('O43318', 'Q96F46')"
"('Q9HCU9', 'Q96ST3')"
"('P02741', 'Q00653')"
"('P49023', 'P53708')"
"('P53350', 'O00562')"
"('P98177', 'O43521')"
"('Q12962', 'P68431')"
"('P52756', 'Q05519')"
"('Q32MK0', 'P24844')"
"('P61981', 'Q6ZU52')"
"('Q99684', 'P10073')"
"('Q9UBE0', 'Q9P2D8')"
"('Q9NZC3', 'P24864')"
"('Q9UGN5', 'P05204')"
"('P62877', 'P68431')"
"('O76071', 'Q8N163')"
"('P16298', 'Q9BS18')"
"('O43795', 'Q9HAW0')"
"('O14933', 'P00338')"
"('P01111', 'O00459')"
"('Q13535', 'P17066')"
"('406953', 'Q4LE39')"
"('P53618', 'Q13424')"
"('P35626', 'P32246')"
"('Q9H2X0', 'P34820')"
"('Q13490', 'Q15628')"
"('P13533', 'Q9NRG4')"
"('P84077', 'Q99418')"
"('Q15700', 'Q9GZV5')"
"('O43157', 'Q92730')"
"('O95863', 'P68431')"
"('Q8NFH3', 'P49792')"
"('P09619', 'O00459')"
"('Q15714', 'Q9HAV4')"
"('Q9UHF1', 'Q9BS26')"
"('P09471', 'P45983')"
"('Q5VTD9', 'P98160')"
"('Q08AD1', 'Q71UI9')"
"('P11169', 'Q14789')"
"('Q92731', 'P17844')"
"('P04899', 'O00329')"
"('Q13145', 'Q14332')"
"('Q8IX12', 'P51991')"
"('Q14566', 'P33991')"
"('P38398', 'P01562')"
"('P42345', 'Q07817')"
"('Q9Y3D7', 'Q99689')"
"('O43149', 'Q92561')"
"('Q13432', 'Q15181')"
"('O75400', 'Q76L83')"
"('P32121', 'Q9H341')"
"('Q13547', 'Q9BTC8')"
"('P05129', 'Q9H6Z9')"
"('O43521', 'Q8WVM7')"
"('Q8WVJ2', 'O60739')"
"('Q14147', 'Q9UK32')"
"('P98175', 'Q9UKV8')"
"('P03372', 'Q05086')"
"('P54920', 'Q13190')"
"('O15527', 'P05060')"
"('Q96JH8', 'P24941')"
"('Q15796', 'Q8WYQ5')"
"('O75400', 'Q15637')"
"('P32745', 'Q5TCQ9')"
"('P45985', 'Q14315')"
"('P16152', 'P56537')"
"('P23508', 'P33991')"
"('Q08043', 'P18084')"
"('P61247', 'Q6VMQ6')"
"('Q9Y4G8', 'Q07890')"
"('P08727', 'Q9NTK1')"
"('Q58WW2', 'Q969Q1')"
"('Q9NYZ3', 'P04637')"
"('Q96DU9', 'P50616')"
"('P25788', 'Q9Y4K3')"
"('Q99759', 'P60660')"
"('Q03111', 'Q16695')"
"('P09871', 'P02745')"
"('Q14444', 'P13569')"
"('O75084', 'P35222')"
"('Q9UN88', 'P46459')"
"('O75626', 'P40306')"
"('Q15637', 'P10275')"
"('P51617', 'Q9Y5V3')"
"('P32322', 'O43809')"
"('P60520', 'P28472')"
"('O15304', 'P0CAP1')"
"('P35637', 'Q8NEV4')"
"('O43676', 'P03923')"
"('P11047', 'Q05397')"
"('P00519', 'Q9NRY4')"
"('P13725', 'P15260')"
"('O95751', 'P51116')"
"('P23469', 'P09619')"
"('Q93079', 'Q96QV6')"
"('Q8WUB8', 'Q9BVJ6')"
"('Q96AP0', 'P12956')"
"('P82675', 'Q9NR30')"
"('P63000', 'Q04206')"
"('P18146', 'P01583')"
"('Q07812', 'P12235')"
"('Q9UBT2', 'Q14164')"
"('P25116', 'Q13596')"
"('P13498', 'Q16539')"
"('Q9Y243', 'P16220')"
"('O14775', 'Q9UBY5')"
"('Q16619', 'P26992')"
"('P12757', 'P63279')"
"('P04844', 'Q92597')"
"('Q5M9N0', 'Q9NR46')"
"('Q8TEU7', 'P18146')"
"('O14949', '145781')"
"('P09341', 'P46092')"
"('Q04917', 'Q9UK53')"
"('Q9NR30', 'Q8TEY7')"
"('P05019', 'P16234')"
"('Q15572', 'Q53T94')"
"('Q8N5F7', 'Q14498')"
"('P32121', 'P11142')"
"('Q14997', 'P01106')"
"('P13500', 'Q99616')"
"('Q9GZS1', 'P19388')"
"('Q8IZP0', 'Q8N8S7')"
"('P57739', 'O00501')"
"('P05556', 'O00182')"
"('P42285', 'Q99547')"
"('Q9Y6R4', 'O75369')"
"('O15131', 'P52758')"
"('O75365', 'P12004')"
"('P60953', 'Q00005')"
"('Q9Y572', 'P78371')"
"('407021', 'Q01453')"
"('Q9NPF5', 'Q96L91')"
"('P29460', 'Q09472')"
"('P11831', 'P52943')"
"('P01889', 'Q99873')"
"('P19793', 'Q14686')"
"('Q13885', 'P53350')"
"('O00459', 'P60763')"
"('O00505', 'O60663')"
"('Q00325', 'Q15796')"
"('Q96B97', 'Q99962')"
"('Q9Y261', 'P02647')"
"('Q9UGN5', 'Q8WV48')"
"('Q8NGL3', 'P38405')"
"('O60907', 'O95996')"
"('P01571', 'P38484')"
"('P04626', 'Q99704')"
"('P24385', 'Q99828')"
"('O43676', 'P03901')"
"('P51813', 'Q96T51')"
"('Q9Y5X3', 'Q14696')"
"('Q9GZN1', 'O14593')"
"('P62136', 'O15169')"
"('Q96LZ3', 'O00429')"
"('P62753', 'P62273')"
"('O95257', 'Q504T8')"
"('O15123', 'P35968')"
"('Q9UBL3', 'Q99880')"
"('P35241', 'Q92574')"
"('P42771', 'Q9UM73')"
"('O00231', 'Q9UL46')"
"('P09919', 'Q14627')"
"('P36873', 'Q70SY1')"
"('P25208', 'P32519')"
"('Q12933', 'O00329')"
"('P34969', 'P63215')"
"('P10827', 'Q9Y6Q9')"
"('P23409', 'P41134')"
"('Q07812', 'P22001')"
"('Q15008', 'Q969Y2')"
"('P09529', 'Q8NER5')"
"('O95644', 'P01375')"
"('P47914', 'P46779')"
"('Q8WXH5', 'P26992')"
"('P46379', 'Q9H095')"
"('Q15059', 'Q9GZQ8')"
"('O95573', 'Q86WV6')"
"('Q9Y2K5', 'P54253')"
"('Q8N7P3', 'P56748')"
"('P26368', 'Q96PU8')"
"('P55774', 'P12931')"
"('P15056', 'P45984')"
"('P49720', 'Q9UET6')"
"('P49642', 'Q8N668')"
"('P38484', 'P23458')"
"('Q13137', 'Q9Y4Z0')"
"('P51681', 'P08754')"
"('Q96A47', 'Q13185')"
"('P06241', 'P19174')"
"('P28482', 'O60733')"
"('O95163', 'Q14204')"
"('P10074', 'Q13418')"
"('P61927', 'Q07020')"
"('Q15149', 'Q9HAU0')"
"('P78317', 'Q9HBE1')"
"('Q13114', 'Q99558')"
"('Q13077', 'Q15628')"
"('Q9UKN8', 'P01106')"
"('O94941', 'Q9Y2X8')"
"('Q9UBE8', 'Q15047')"
"('Q86X55', 'Q9Y2X8')"
"('O94972', 'Q8N5R6')"
"('O00635', 'Q13546')"
"('Q01658', 'P20226')"
"('Q9HBI0', 'P05106')"
"('Q99750', 'Q9H1D0')"
"('P62508', 'Q9UBK2')"
"('Q92561', 'P51681')"
"('Q9Y2X8', 'O95376')"
"('P38936', 'P02675')"
"('Q9BYG4', 'P41743')"
"('Q9Y5V3', 'Q8NI60')"
"('O75179', 'O00221')"
"('P05067', 'P02511')"
"('P42574', 'P12830')"
"('Q9P212', 'Q13557')"
"('O43261', 'Q13885')"
"('Q3ZAQ7', 'Q14164')"
"('P00533', 'Q9Y6R0')"
"('P60880', 'Q9Y3C0')"
"('P38432', 'Q15020')"
"('Q15834', 'Q96AQ6')"
"('Q15388', 'Q7Z419')"
"('Q9UNH5', 'Q9UJX2')"
"('P56750', 'Q8N6F1')"
"('P03372', 'O75376')"
"('P49841', 'O00327')"
"('P53350', 'Q8TD19')"
"('Q09472', 'Q13569')"
"('P48960', 'P12931')"
"('Q9H7L9', 'Q4LE39')"
"('P49840', 'Q9P0R6')"
"('Q15303', 'Q9BTT6')"
"('Q13287', 'Q9XRX5')"
"('O14526', 'Q04771')"
"('Q6GQQ9', 'P19438')"
"('Q92747', 'O15145')"
"('P22105', 'P26012')"
"('Q99759', 'Q9UBK9')"
"('O75694', 'Q92621')"
"('O43318', 'P28482')"
"('Q9UD71', 'Q12972')"
"('P09936', 'P62979')"
"('Q08397', 'P35555')"
"('Q9NP79', 'Q9UN37')"
"('P01112', 'P15498')"
"('Q14566', 'P33993')"
"('P62987', 'Q02543')"
"('Q13315', 'Q99567')"
"('A0JLT2', 'Q14498')"
"('Q5S007', 'P46734')"
"('Q15834', 'Q9HC98')"
"('P18146', 'Q9UJU2')"
"('Q969Q1', 'Q9UBK9')"
"('P15498', 'Q12866')"
"('Q9NSE2', 'P25963')"
"('Q9H0E9', 'Q9NPF5')"
"('Q13243', 'Q12986')"
"('Q9Y3C6', 'Q13769')"
"('P01106', 'Q9NRZ9')"
"('Q9NVS2', 'Q14197')"
"('Q13151', 'P26599')"
"('406912', 'Q99835')"
"('Q9HCE7', 'P22455')"
"('Q99442', 'Q00403')"
"('Q14164', 'Q9H173')"
"('Q01094', 'P49715')"
"('P55210', 'Q15185')"
"('Q9NX70', 'P49336')"
"('O15264', 'P50990')"
"('O15143', 'Q07889')"
"('O60260', 'P55036')"
"('Q9BUB5', 'O95865')"
"('P25398', 'P60709')"
"('O15042', 'P01106')"
"('P54253', 'Q5TGY3')"
"('Q12982', 'Q07960')"
"('P68400', 'P35222')"
"('P06239', 'P42336')"
"('Q13490', 'O15392')"
"('P46108', 'Q14289')"
"('Q8NEB9', 'Q9P2Y5')"
"('Q9NPF7', 'Q8N6P7')"
"('P68871', 'P69905')"
"('Q9NRD5', 'P23975')"
"('O15455', 'Q9H0E2')"
"('P52294', 'Q06455')"
"('P49591', 'P01243')"
"('Q9Y6K9', 'P18146')"
"('P24522', 'P48740')"
"('Q16778', 'Q9P287')"
"('Q13627', 'Q13233')"
"('Q8TCG1', 'Q92597')"
"('P05129', 'P01111')"
"('Q14738', 'Q7Z3S7')"
"('Q96A08', 'P61964')"
"('P24941', 'Q99741')"
"('P62851', 'Q9HCK5')"
"('P15153', 'P61586')"
"('O75674', 'P55072')"
"('P61313', 'P84098')"
"('P62987', 'P62910')"
"('Q9Y266', 'Q9Y4P8')"
"('Q16576', 'O75446')"
"('Q9Y4H2', 'Q06124')"
"('P01588', 'Q14627')"
"('O95563', 'Q9BUV8')"
"('Q8IY92', 'O75663')"
"('Q96L91', 'P01106')"
"('Q9BUA6', 'P63261')"
"('Q01094', 'Q9Y2T1')"
"('Q8NGG6', 'P38405')"
"('Q9GZX6', 'Q6UXL0')"
"('Q01844', 'Q9NRR4')"
"('P12814', 'Q16512')"
"('Q14432', 'P63104')"
"('Q9H3E2', 'Q99963')"
"('Q9BXH1', 'P02768')"
"('Q9BV47', 'P27361')"
"('Q15389', 'P08069')"
"('P62993', 'Q13796')"
"('Q5RL73', 'Q9UN74')"
"('P05026', 'O95865')"
"('P33993', 'P40337')"
"('Q13077', 'P17844')"
"('Q92731', 'Q13257')"
"('Q8IYB3', 'P61978')"
"('Q99962', 'Q2QGD7')"
"('Q9Y6K9', 'Q9GZR1')"
"('P60510', 'O15379')"
"('P19105', 'Q99759')"
"('O95751', 'Q7L190')"
"('O60641', 'Q03518')"
"('Q9Y3C0', 'O60383')"
"('Q13151', 'Q9BUJ2')"
"('P36578', 'P18077')"
"('P01375', 'Q9Y5S8')"
"('O95967', 'Q8TCX5')"
"('Q00653', 'P02741')"
"('P26367', 'P02751')"
"('554210', 'Q96JJ3')"
"('P04637', 'Q9H4X1')"
"('Q9NWB1', 'Q15714')"
"('Q9UNS2', 'Q15843')"
"('Q9BU61', 'O15116')"
"('P30443', 'O43908')"
"('O15111', 'Q15653')"
"('P54619', 'Q16875')"
"('P51587', 'P54725')"
"('P52630', 'P32455')"
"('P12757', 'Q9UPN3')"
"('Q15843', 'Q92616')"
"('Q9H4K1', 'Q5JR59')"
"('P04085', 'P11362')"
"('Q96QV6', 'P58876')"
"('P49841', 'Q02930')"
"('406890', 'P01116')"
"('Q01196', 'P15509')"
"('P46777', 'Q92901')"
"('P61313', 'P83731')"
"('Q9NTK1', 'P41227')"
"('Q9Y5R8', 'O43617')"
"('Q13315', 'P07197')"
"('Q15642', 'P42858')"
"('Q9BT40', 'P38936')"
"('O00168', 'P05023')"
"('Q12873', 'Q14790')"
"('Q9Y4R7', 'P18146')"
"('P01241', 'P26368')"
"('406947', 'P24385')"
"('P62195', 'P19012')"
"('Q9Y5X3', 'Q15811')"
"('P27986', 'Q05193')"
"('P68400', 'P17677')"
"('P60709', 'P05067')"
"('P32927', 'P17676')"
"('Q9ULV8', 'Q08334')"
"('O75914', 'P53667')"
"('P05556', 'P31749')"
"('P08865', 'P46781')"
"('Q07869', 'Q12778')"
"('O94921', 'O00238')"
"('Q15650', 'P20226')"
"('P63151', 'Q08289')"
"('P09661', 'P20823')"
"('P62269', 'P62241')"
"('Q01082', 'P68400')"
"('P23528', 'Q15642')"
"('O14964', 'Q9NRV9')"
"('P0C0S5', 'Q9NQS7')"
"('P06493', 'P25205')"
"('Q9UQM7', 'Q13370')"
"('O75381', 'P14317')"
"('O43251', 'Q16637')"
"('Q9BQ83', 'P53350')"
"('P29350', 'Q99062')"
"('O75251', 'O15239')"
"('Q13315', 'O95251')"
"('P51817', 'P15311')"
"('Q9ULV8', 'Q99650')"
"('P06493', 'Q7Z5Q1')"
"('P01889', 'Q13200')"
"('P18545', 'P51160')"
"('Q15796', 'Q96FJ0')"
"('O14974', 'P62140')"
"('P68104', 'P51693')"
"('Q9H3N1', 'P16615')"
"('P26447', 'P04637')"
"('O75530', 'Q13619')"
"('Q9Y478', 'Q9Y3F4')"
"('Q15021', 'Q9BPX3')"
"('O15392', 'O14980')"
"('Q01484', 'Q13009')"
"('O60936', 'Q96T60')"
"('Q99700', 'O43837')"
"('O43251', 'P17844')"
"('O43347', 'Q5JQF8')"
"('O15360', 'Q9UBZ9')"
"('P00519', 'P26992')"
"('P49023', 'P18206')"
"('P36402', 'P35222')"
"('P35443', 'P17301')"
"('Q16254', 'Q92698')"
"('P45983', 'P48594')"
"('P38159', 'O75525')"
"('Q6NXE6', 'O00422')"
"('O60869', 'P37231')"
"('P30101', 'O15533')"
"('Q9ULK5', 'P61981')"
"('Q8N4C8', 'O14640')"
"('P10914', 'Q14790')"
"('P62879', 'O00555')"
"('Q16512', 'P07196')"
"('P06703', 'P63104')"
"('P23193', 'P61218')"
"('Q86SQ0', 'Q7Z460')"
"('Q12965', 'P04406')"
"('Q12905', 'P68104')"
"('Q13444', 'P00519')"
"('P62487', 'Q9NX70')"
"('O43182', 'P60953')"
"('O00182', 'P16070')"
"('P29274', 'P63092')"
"('P02511', 'O75909')"
"('Q15276', 'O43747')"
"('Q16623', 'Q01959')"
"('P37231', 'P61964')"
"('P48552', 'Q9Y6K1')"
"('O00422', 'Q9UMX1')"
"('Q8TAB5', 'Q5JR59')"
"('Q9H553', 'P53355')"
"('O43913', 'P33993')"
"('P51784', 'Q9C0C7')"
"('P04049', 'Q9UQ13')"
"('P62701', 'P62280')"
"('O43175', 'O15264')"
"('O60721', 'P62993')"
"('Q9Y3U8', 'P05388')"
"('P62917', 'P83731')"
"('Q92985', 'Q8IYU2')"
"('O75461', 'Q9UBK9')"
"('P62993', 'O60244')"
"('P25942', 'O00141')"
"('Q9ULV8', 'P46108')"
"('P06493', 'P35251')"
"('P28223', 'Q01668')"
"('A0MZ66', 'P61981')"
"('P05106', 'P08514')"
"('P10275', 'P16118')"
"('Q12846', 'P63027')"
"('Q68CP9', 'P06400')"
"('Q13547', 'P43355')"
"('Q9Y5X4', 'Q12788')"
"('Q13547', 'Q13263')"
"('P62993', 'Q07889')"
"('P61081', 'Q8TCW9')"
"('A7MCY6', 'Q9UHD2')"
"('P62993', 'P04040')"
"('Q9NR80', 'P63000')"
"('P11142', 'Q9Y375')"
"('Q99547', 'Q5UIP0')"
"('P30260', 'Q9UKT4')"
"('Q6SZW1', 'O43187')"
"('P18074', 'P06493')"
"('O15297', 'P13051')"
"('Q96AG4', 'P78396')"
"('P21580', 'Q92985')"
"('P04626', 'P36507')"
"('Q9UBR4', 'Q99967')"
"('P25054', 'P54792')"
"('Q14061', 'Q8N4Q1')"
"('P24592', 'P02787')"
"('P20036', 'P01730')"
"('Q9UL45', 'Q96EV8')"
"('P03891', 'Q86Y39')"
"('P13498', 'Q9HBY0')"
"('P52735', 'Q92564')"
"('Q86UL8', 'Q9Y4G8')"
"('P22681', 'Q12913')"
"('P04275', 'P05106')"
"('Q13535', 'Q92900')"
"('O75581', 'P49841')"
"('Q9BUH8', 'Q96Q05')"
"('Q9H0Y0', 'P46821')"
"('Q96L34', 'P51532')"
"('P62241', 'P62979')"
"('P03891', 'O00217')"
"('P12694', 'P21953')"
"('Q9Y5X4', 'Q96ST3')"
"('P62263', 'Q04206')"
"('Q00987', 'P27695')"
"('Q9C0K7', 'Q13131')"
"('Q9H0L4', 'Q12996')"
"('O75909', 'Q16181')"
"('Q9UGI9', 'P13639')"
"('P35626', 'P30953')"
"('Q9NYY8', 'Q15714')"
"('Q9NVC6', 'O95402')"
"('P10412', 'Q00005')"
"('Q8N122', 'Q8TB45')"
"('Q96PY6', 'Q04917')"
"('Q12905', 'Q9UKV8')"
"('Q9UM73', 'Q92985')"
"('P61457', 'P11171')"
"('Q99933', 'P11142')"
"('P01571', 'P16471')"
"('P60510', 'P50991')"
"('Q9H2G4', 'Q5VTD9')"
"('Q05195', 'P62987')"
"('P01871', 'Q9NYL2')"
"('P51864', 'P03950')"
"('Q5VT25', 'P53671')"
"('Q9NYL2', 'O00488')"
"('Q07817', 'Q99933')"
"('P09104', 'P16871')"
"('Q13573', 'Q96CW5')"
"('Q6DN03', 'Q9UPS6')"
"('O60664', 'P51151')"
"('O00571', 'Q9BYX4')"
"('Q96DB2', 'Q7Z2G1')"
"('Q13263', 'P08670')"
"('Q14103', 'Q12986')"
"('Q9Y2L1', 'P22392')"
"('A4D0S4', 'P56199')"
"('Q9UI09', 'O95169')"
"('Q07820', 'Q13526')"
"('P49790', 'Q8NFH3')"
"('P46019', 'Q8TD86')"
"('P27361', 'O43524')"
"('Q8TEX9', 'Q9Y2Q3')"
"('Q9UJX3', 'O95067')"
"('Q7L7L0', 'O60814')"
"('P19838', 'Q01094')"
"('P51948', 'Q00534')"
"('P19388', 'Q13573')"
"('P04637', 'P58004')"
"('O00167', 'P19086')"
"('Q9Y4G8', 'P62070')"
"('P22392', 'P15531')"
"('Q14185', 'Q9HBH0')"
"('P50281', 'P08123')"
"('P06753', 'P60709')"
"('P42858', 'Q99963')"
"('Q5T3J3', 'Q92993')"
"('P62158', 'Q8IU85')"
"('P36897', 'Q00537')"
"('Q15554', 'O60583')"
"('Q13315', 'O75417')"
"('Q9P031', 'O94817')"
"('Q9BQ67', 'Q9H7D7')"
"('Q9UNA1', 'Q8IXI1')"
"('574515', 'O95238')"
"('P09919', 'Q6UXL0')"
"('Q99567', 'Q5SRE5')"
"('O14640', 'P49674')"
"('P53567', 'Q16534')"
"('P25208', 'P04637')"
"('P18206', 'P02786')"
"('Q13547', 'Q00653')"
"('Q9Y371', 'P22455')"
"('Q96LR5', 'O94941')"
"('P51532', 'O14497')"
"('O75688', 'P52735')"
"('P19438', 'P55957')"
"('Q16695', 'P62316')"
"('P50281', 'P08253')"
"('Q05086', 'P03372')"
"('P61077', 'Q92560')"
"('O75323', 'P41743')"
"('P42224', 'P04637')"
"('P51878', 'Q14116')"
"('P00519', 'P30876')"
"('Q9NP66', 'Q96A72')"
"('Q15262', 'P22681')"
"('Q13501', 'Q13546')"
"('P07947', 'P35222')"
"('P62081', 'P61247')"
"('P20809', 'IL11RB')"
"('Q15365', 'Q13151')"
"('Q9Y2Z0', 'Q9Y239')"
"('Q9UFW8', 'Q9H5I1')"
"('P52657', 'P20226')"
"('Q17RP2', 'P07199')"
"('Q00005', 'P42167')"
"('Q99689', 'Q9Y3D7')"
"('P01106', 'Q15631')"
"('P55196', 'Q15375')"
"('P35626', 'P61073')"
"('Q04206', 'Q13489')"
"('P36544', 'P05067')"
"('Q2TB90', 'P30613')"
"('P84022', 'Q96PU5')"
"('Q9Y2M5', 'Q13618')"
"('Q96QV1', 'Q99759')"
"('P07202', 'Q9UHF4')"
"('Q9HBD1', 'O75800')"
"('O75791', 'O95273')"
"('P22626', 'P14866')"
"('Q9NXB0', 'Q9GZR7')"
"('P98177', 'P11831')"
"('P09603', 'P17948')"
"('P98160', 'P01127')"
"('Q96PV7', 'Q16513')"
"('Q86U86', 'Q9UPN9')"
"('P07305', 'Q8NC60')"
"('O60583', 'P78527')"
"('406957', 'Q99466')"
"('P12814', 'P26012')"
"('P25208', 'P20226')"
"('P41743', 'P02766')"
"('Q99527', 'P63092')"
"('O15198', 'Q6PGP7')"
"('P43403', 'P15498')"
"('Q9UPW5', 'P06733')"
"('P23528', 'P16871')"
"('Q8N6T3', 'P41220')"
"('P58401', 'Q8NFZ4')"
"('Q99733', 'O15264')"
"('Q969Q6', 'Q9UPR3')"
"('P22301', 'Q13547')"
"('Q13951', 'P05060')"
"('Q9NPI1', 'Q16778')"
"('Q99759', 'O95816')"
"('Q13573', 'Q6ZW49')"
"('Q9Y265', 'Q9Y572')"
"('Q16667', 'Q00526')"
"('P01106', 'O15315')"
"('Q6P2C8', 'P10827')"
"('Q03468', 'Q13216')"
"('406899', 'P06400')"
"('P30480', 'P55036')"
"('O60610', 'Q13573')"
"('Q14186', 'Q13547')"
"('Q8IU85', 'P29474')"
"('O14964', 'P54257')"
"('Q6NZI2', 'P00533')"
"('P41236', 'Q13522')"
"('P49841', 'O75165')"
"('P14780', 'P18146')"
"('Q9UL18', 'Q15633')"
"('Q13263', 'O75815')"
"('Q12830', 'P56270')"
"('P35968', 'P35916')"
"('P15172', 'O15105')"
"('Q16531', 'P07498')"
"('P01889', 'Q9NR31')"
"('P84022', 'Q8WYQ5')"
"('Q07020', 'P32969')"
"('P55055', 'P08670')"
"('P29350', 'P42229')"
"('Q14194', 'P05091')"
"('Q13751', 'Q16610')"
"('P18077', 'P27635')"
"('P06241', 'Q9HCN6')"
"('P33176', 'Q9BQS8')"
"('P10914', 'P20774')"
"('Q14257', 'P62258')"
"('O75970', 'O95484')"
"('Q9UJU2', 'P18146')"
"('Q92956', 'P25788')"
"('Q13885', 'P05386')"
"('P50150', 'O00555')"
"('P36776', 'Q14197')"
"('Q08043', 'Q13813')"
"('Q13185', 'Q96A47')"
"('Q7LDG7', 'P01112')"
"('P28749', 'Q15654')"
"('Q8N1G1', 'P68402')"
"('Q15714', 'Q9Y5M8')"
"('P61966', 'Q9ULC4')"
"('P17812', 'P30504')"
"('P40337', 'P33993')"
"('Q02410', 'P49768')"
"('406984', 'Q9P2R6')"
"('P24941', 'Q96PU4')"
"('P63165', 'P37231')"
"('Q52LW3', 'Q9H4E5')"
"('Q6PI98', 'Q53TQ3')"
"('P02647', 'O14791')"
"('Q9NRI5', 'Q3V6T2')"
"('P10275', 'Q15652')"
"('Q07890', 'Q12929')"
"('P68104', 'Q9UN74')"
"('P27701', 'Q8TAA9')"
"('Q93079', 'Q13547')"
"('Q12857', 'P05412')"
"('P51610', 'Q13547')"
"('P34932', 'P10144')"
"('P35626', 'Q8NH76')"
"('A4D0S4', 'P18564')"
"('Q8IX12', 'Q14683')"
"('P31689', 'P30408')"
"('Q02779', '84451')"
"('P10644', 'Q8WTW4')"
"('P04626', 'P15882')"
"('Q96B02', 'Q99942')"
"('O75899', 'Q9UK08')"
"('Q14738', 'Q9UBN1')"
"('Q9NRR5', 'P30040')"
"('Q9UPN3', 'P58401')"
"('O00294', 'P06241')"
"('P32121', 'Q8NG81')"
"('Q16665', 'O94888')"
"('P35626', 'Q9Y585')"
"('P51970', 'O14561')"
"('P31943', 'Q08170')"
"('P26640', 'Q9UBN6')"
"('Q00536', 'P62258')"
"('Q9Y252', 'P10275')"
"('O75390', 'Q9Y4K3')"
"('P06241', 'P43699')"
"('Q15029', 'Q13123')"
"('P51684', 'P63096')"
"('Q12983', 'Q9HD36')"
"('O75800', 'O76064')"
"('Q15797', 'P62987')"
"('P51668', 'Q9BY78')"
"('Q6P3X3', 'P36897')"
"('Q9Y4Y9', 'P62310')"
"('Q96S59', 'P32004')"
"('P51116', 'A7MCY6')"
"('P16499', 'P51160')"
"('P53803', 'P19388')"
"('P24941', 'Q13042')"
"('O60262', 'O00329')"
"('P05455', 'P63104')"
"('Q8NC51', 'Q15654')"
"('P33992', 'Q8WYH8')"
"('P01106', 'P24666')"
"('Q96PK6', 'P09874')"
"('Q8IWW6', 'P84095')"
"('O60671', 'P27695')"
"('Q14197', 'Q7Z2W9')"
"('Q9HCT0', 'P22607')"
"('Q13546', 'Q9H171')"
"('P63173', 'P18077')"
"('Q9BQY4', 'P57052')"
"('P28070', 'Q9Y4K3')"
"('P11473', 'O95257')"
"('P05412', 'P29459')"
"('Q9P1A6', 'Q15788')"
"('Q01196', 'P51451')"
"('Q14197', 'Q9H9B4')"
"('Q8TBE0', 'O14641')"
"('O00221', 'O00743')"
"('Q9Y572', 'P11142')"
"('Q5VU43', 'O60925')"
"('P00519', 'P15153')"
"('P06703', 'P07355')"
"('P10275', 'P38936')"
"('Q9BTP7', 'Q8N2Z9')"
"('P60568', 'Q6UXL0')"
"('P24385', 'P12931')"
"('P18564', 'P12814')"
"('O75970', 'O00501')"
"('Q5VU43', 'Q13642')"
"('P27540', 'Q9GZT9')"
"('Q9Y624', 'O43765')"
"('Q92997', 'P46783')"
"('P68104', 'P49888')"
"('P61026', 'Q9H3U5')"
"('Q14164', 'Q9NUQ9')"
"('Q13268', 'P24534')"
"('P12931', 'O00254')"
"('P05067', 'P22303')"
"('Q8WV44', 'Q96BR9')"
"('Q14683', 'P14866')"
"('Q13200', 'O00232')"
"('P23508', 'P13798')"
"('Q08211', 'P61978')"
"('Q92993', 'Q15013')"
"('P51149', 'P68363')"
"('P61981', 'P26045')"
"('Q13153', 'Q99759')"
"('Q13233', 'P98161')"
"('P98175', 'Q8IX12')"
"('P62258', 'Q9NYJ8')"
"('Q9NT62', 'P60520')"
"('P01308', 'P42338')"
"('P12004', 'P28715')"
"('P24863', 'Q9BTT4')"
"('Q9NZI8', 'Q9Y297')"
"('Q13938', 'Q9Y383')"
"('P18146', 'P46059')"
"('P13500', 'P49682')"
"('Q9UFN0', 'Q8IW50')"
"('Q9Y478', 'Q8N1F7')"
"('O95400', 'P52272')"
"('Q13526', 'Q9Y3Q8')"
"('P03897', 'P03923')"
"('P26951', 'Q8WYR1')"
"('Q7L5N1', 'Q09472')"
"('P08069', 'Q92569')"
"('Q9Y478', 'Q92574')"
"('P15927', 'Q13472')"
"('Q9BZK3', 'P01889')"
