negatives
"('Q1KMD3', 'Q14240')"
"('O43909', 'Q9HAU0')"
"('Q8WUQ7', 'Q15287')"
"('Q14134', 'Q9BSW2')"
"('Q92628', 'Q8N357')"
"('P30480', 'O60493')"
"('P31314', 'P36873')"
"('P08908', 'P28222')"
"('Q15788', 'P51449')"
"('Q8IZC6', 'P18564')"
"('P01106', 'Q8N6S5')"
"('P06132', 'Q9UGU5')"
"('O75563', 'P36897')"
"('Q13155', 'Q13643')"
"('O60244', 'P41235')"
"('P24522', 'Q07869')"
"('P48039', 'P26641')"
"('343477', 'Q9Y243')"
"('Q13315', 'Q01094')"
"('Q9H213', 'Q96BY2')"
"('Q3ZCQ8', 'Q13546')"
"('P07355', 'P23508')"
"('P10276', 'P50120')"
"('P05386', 'P47914')"
"('P16104', 'Q06609')"
"('Q9UBI6', 'Q92806')"
"('Q9BTV4', 'P13569')"
"('Q5TAQ9', 'Q14974')"
"('P61978', 'P39023')"
"('Q92621', 'P49792')"
"('P04626', 'P23471')"
"('P98170', 'Q01094')"
"('P56715', 'Q9UPY8')"
"('O75398', 'Q13642')"
"('Q6ZUJ8', 'Q15811')"
"('P56880', 'O15551')"
"('Q7Z2T5', 'Q99459')"
"('Q15596', 'P55055')"
"('O75925', 'P29590')"
"('P78347', 'P43360')"
"('P14625', 'P08107')"
"('O95185', 'P43146')"
"('P19438', 'Q9NXW2')"
"('P25963', 'P11021')"
"('P55884', 'P23588')"
"('Q04206', 'P19338')"
"('Q9UBN7', 'Q9H2G2')"
"('O75530', 'Q92800')"
"('P04899', 'Q99750')"
"('P19878', 'P04839')"
"('Q13526', 'O75398')"
"('P25788', 'P01889')"
"('P51817', 'P30307')"
"('P10828', 'Q09472')"
"('O75509', 'Q9HBG4')"
"('O14920', 'O15111')"
"('P61353', 'P62750')"
"('P16870', 'P23560')"
"('P10643', 'P07357')"
"('Q9BQ90', 'Q86TM6')"
"('P38432', 'P13010')"
"('P28702', 'Q06710')"
"('Q9H4K1', 'P63010')"
"('P15311', 'P40337')"
"('P38405', 'P40145')"
"('P49841', 'Q8N0Z3')"
"('P19793', 'P06493')"
"('Q9NQC3', 'P55157')"
"('P63104', 'O00571')"
"('Q10570', 'Q15366')"
"('Q5VTB9', 'Q96LR5')"
"('O14512', 'Q99062')"
"('Q7KZI7', 'Q04917')"
"('Q7L5D6', 'Q9P2H0')"
"('Q13885', 'Q14204')"
"('Q12933', 'Q9UNE7')"
"('P0C7T5', 'Q9Y618')"
"('Q9H169', 'Q8WWQ0')"
"('P09619', 'Q12913')"
"('Q9H211', 'P12004')"
"('Q9H1R3', 'P19105')"
"('O43491', 'P61981')"
"('Q14191', 'Q92519')"
"('O43924', 'P51153')"
"('P51665', 'O00232')"
"('P25786', 'Q13137')"
"('Q5JVS0', 'Q13242')"
"('Q06124', 'P42702')"
"('Q9NZV8', 'Q9NZI2')"
"('Q01094', 'Q07820')"
"('P16234', 'Q07889')"
"('P56705', 'Q01974')"
"('Q99460', 'P63104')"
"('406916', 'P35226')"
"('O15514', 'P52434')"
"('O96019', 'Q9NV56')"
"('Q15365', 'P09651')"
"('P27361', 'P07948')"
"('Q01094', 'Q8N726')"
"('Q14957', 'Q96RT1')"
"('Q9UHV7', 'A0JLT2')"
"('O43186', 'Q99750')"
"('Q9ULE0', 'Q96JB5')"
"('Q01518', 'P40123')"
"('Q99750', 'Q8TC90')"
"('Q7L2J0', 'Q13263')"
"('P06753', 'O60739')"
"('O76071', 'O76031')"
"('Q9UNZ2', 'Q13148')"
"('P25054', 'O95997')"
"('Q15172', 'P30154')"
"('P49207', 'P47914')"
"('Q96LZ3', 'Q9UIK4')"
"('Q00978', 'P29728')"
"('P28472', 'Q9H0R8')"
"('Q15717', 'P06730')"
"('Q9UHD9', 'Q15034')"
"('Q8NGF8', 'P38405')"
"('Q9H201', 'P35968')"
"('Q8IZI9', 'P15509')"
"('P16885', 'O14641')"
"('Q14204', 'Q13509')"
"('O00629', 'P46063')"
"('O15551', 'Q96B33')"
"('Q14157', 'P18206')"
"('Q16659', 'O60832')"
"('Q96F86', 'P63104')"
"('Q9UBS5', 'O75899')"
"('Q09028', 'P51610')"
"('P68104', 'Q9UQ72')"
"('Q13315', 'Q8WVD3')"
"('O15534', 'O15055')"
"('Q99417', 'Q99829')"
"('Q9UJX6', 'Q9NX58')"
"('P51610', 'P30304')"
"('P40763', 'P30281')"
"('Q9H0B3', 'O15162')"
"('P01106', 'P57088')"
"('Q15717', 'P99999')"
"('Q9H4L4', 'Q09472')"
"('Q16637', 'P01871')"
"('P10451', 'P26012')"
"('Q16181', 'Q15019')"
"('P08670', 'Q92956')"
"('Q96RJ3', 'Q13077')"
"('P10809', 'Q99459')"
"('Q92793', 'P25054')"
"('Q9GZV5', 'P62258')"
"('Q00887', 'Q5UIP0')"
"('P22681', 'Q9Y371')"
"('P15927', 'Q86WJ1')"
"('Q96EZ8', 'Q9BQD3')"
"('Q13459', 'P01106')"
"('P40227', 'P12830')"
"('Q9UI95', 'Q9UJX4')"
"('Q9UBN7', 'Q6W2J9')"
"('Q15424', 'Q8WXA9')"
"('Q3ZCM7', 'Q96NA2')"
"('P51398', 'Q13158')"
"('P67775', 'P25054')"
"('Q96A08', 'P0C5Z0')"
"('Q96J92', 'P41182')"
"('Q9P2F6', 'P63000')"
"('Q9Y6R4', 'Q96B97')"
"('P01100', 'Q13485')"
"('Q9NNX6', 'Q8IVT5')"
"('Q7RTX0', 'Q8TE23')"
"('Q13415', 'Q99741')"
"('Q12933', 'P21333')"
"('Q14CS0', 'Q04637')"
"('P22362', 'P51684')"
"('P30480', 'P43307')"
"('P40429', 'P62906')"
"('Q15714', 'P57088')"
"('Q99549', 'Q9H9B1')"
"('P63104', 'Q9Y4G8')"
"('P48382', 'O14593')"
"('Q96NE9', 'Q9Y3Q8')"
"('P10809', 'P21281')"
"('P03372', 'P07339')"
"('Q13315', 'Q86V20')"
"('Q15628', 'Q15750')"
"('P02775', 'Q9NWF9')"
"('P47224', 'Q9BVJ6')"
"('P68104', 'P40937')"
"('P42704', 'P62330')"
"('P50281', 'Q9H8Y8')"
"('P51692', 'P20963')"
"('Q13363', 'Q13422')"
"('P01889', 'Q15691')"
"('P01106', 'Q00722')"
"('O94875', 'Q9H2E6')"
"('Q9P0L2', 'P62258')"
"('P05412', 'Q8WYK2')"
"('Q15834', 'Q8N5R6')"
"('P51668', 'Q9UPQ4')"
"('Q16543', 'Q9BQI3')"
"('Q09472', 'P01375')"
"('Q8IZC6', 'P16144')"
"('Q9HCU9', 'Q9UQL6')"
"('P10606', 'Q8IXH7')"
"('P62993', 'P04156')"
"('P62258', 'Q9NQ92')"
"('P62258', 'P12931')"
"('P00533', 'Q99959')"
"('P08107', 'Q5VVH5')"
"('Q9NV70', 'Q13439')"
"('Q8TDM6', 'P60033')"
"('P22670', 'P08651')"
"('P52434', 'Q9H9Y6')"
"('Q96SB3', 'Q13263')"
"('P05164', 'Q12824')"
"('Q92917', 'Q92620')"
"('P24723', 'Q8IWT0')"
"('P02766', 'P18848')"
"('P50120', 'P10276')"
"('Q16539', 'P16581')"
"('P27361', 'P40763')"
"('Q9H939', 'Q99459')"
"('P05090', 'P02652')"
"('Q9NYG5', 'Q9UM13')"
"('P19388', 'Q6P1J9')"
"('P35916', 'Q00722')"
"('P35080', 'Q13424')"
"('P51888', 'P02452')"
"('Q9NXU5', 'P32969')"
"('Q9ULW2', 'O75581')"
"('P15923', 'P19338')"
"('Q9H9A7', 'Q05086')"
"('Q66LE6', 'Q9UF02')"
"('Q15527', 'Q03405')"
"('Q8NGY9', 'P38405')"
"('P35544', 'P62841')"
"('P27482', 'O14827')"
"('P51149', 'Q15904')"
"('Q9UBD9', 'P19235')"
"('P98164', 'P02768')"
"('P16333', 'P47928')"
"('Q96MM3', 'P46734')"
"('P33992', 'Q12905')"
"('P18754', 'P51693')"
"('P27986', 'P30530')"
"('P29074', 'Q92993')"
"('P62753', 'Q00005')"
"('Q8N2W9', 'P11831')"
"('P02649', 'O00182')"
"('Q92698', 'O43542')"
"('O95400', 'O95073')"
"('P05107', 'Q15762')"
"('P55157', 'Q92988')"
"('Q9Y5Z7', 'O14686')"
"('P17302', 'P23297')"
"('P08134', 'P01241')"
"('Q12860', 'P06241')"
"('P01106', 'Q07864')"
"('P31947', 'Q12788')"
"('Q14653', 'Q92844')"
"('Q92560', 'Q15819')"
"('O95169', 'O14561')"
"('Q14296', 'Q99750')"
"('P32881', 'Q99062')"
"('Q96F07', 'O60861')"
"('Q9NVC6', 'Q9Y4A5')"
"('O00755', 'Q9ULV1')"
"('P11387', 'P01106')"
"('Q9Y4K3', 'Q9BVA1')"
"('Q9BUJ2', 'Q9GZS1')"
"('Q15796', 'Q9GZV5')"
"('P04626', 'P23470')"
"('P22694', 'Q07699')"
"('O14512', 'Q01344')"
"('Q99750', 'O43167')"
"('Q9H8V3', 'Q02241')"
"('Q15306', 'P05161')"
"('Q96B02', 'P14373')"
"('P23246', 'Q99717')"
"('Q8IZP0', 'P11142')"
"('Q15020', 'P10275')"
"('P35637', 'O43390')"
"('Q9Y4K3', 'Q8N2H9')"
"('Q99558', 'Q92851')"
"('P04070', 'P07225')"
"('P11802', 'P37840')"
"('Q13129', 'O75400')"
"('Q14192', 'Q9HAU4')"
"('P27986', 'O75167')"
"('P04183', 'Q9BZE1')"
"('P35626', 'P25024')"
"('P46937', 'Q15562')"
"('P13612', 'Q08043')"
"('P51884', 'P62995')"
"('P32927', 'P17676')"
"('Q9UKX7', 'Q96EE3')"
"('P62280', 'Q9UET6')"
"('Q96J02', 'Q86Y01')"
"('P08670', 'Q9UI14')"
"('Q13535', 'O75410')"
"('P01106', 'Q13488')"
"('Q9BZR9', 'P61077')"
"('P09211', 'P62993')"
"('P62837', 'O95376')"
"('P54259', 'O14786')"
"('P04637', 'P29474')"
"('P40763', 'P40189')"
"('P17676', 'P56524')"
"('Q7Z2Y5', 'P32243')"
"('Q70Z53', 'Q9HCC8')"
"('Q9UL18', 'Q9Y230')"
"('Q16849', 'Q8WXG6')"
"('P10914', 'Q9BX63')"
"('Q9BZD4', 'Q9NV70')"
"('P13010', 'Q92466')"
"('A6NIX2', 'P10276')"
"('O00401', 'P46108')"
"('P04626', 'P15309')"
"('Q9HBD1', 'P63279')"
"('Q16576', 'O15379')"
"('Q16543', 'Q14590')"
"('P13010', 'O95997')"
"('Q15834', 'Q9H5Z6')"
"('Q9C026', 'P50552')"
"('Q5QNW6', 'Q6FI13')"
"('Q9NPF5', 'Q99459')"
"('O43307', 'Q9HAU0')"
"('P21246', 'Q9NXU5')"
"('Q15942', 'Q7Z6M1')"
"('Q99750', 'O94907')"
"('Q9NRT5', 'Q53G59')"
"('Q16560', 'Q15750')"
"('Q8WXI9', 'Q9BTC8')"
"('P62258', 'P40123')"
"('O43918', 'P16104')"
"('Q05655', 'Q14289')"
"('P62899', 'P61313')"
"('Q13257', 'Q14738')"
"('Q6T4P5', 'P46379')"
"('P62258', 'Q13489')"
"('A8K6C2', 'P19235')"
"('Q9UBB5', 'Q86YP4')"
"('Q08209', 'P62942')"
"('Q7Z5R6', 'Q13573')"
"('Q13242', 'Q5JVS0')"
"('P12757', 'Q9UPV9')"
"('O75530', 'P46783')"
"('P12757', 'P08572')"
"('P50613', 'P24385')"
"('P21860', 'O43374')"
"('Q15843', 'Q13617')"
"('P05161', 'P46934')"
"('P63167', 'O75363')"
"('Q9C005', 'Q99880')"
"('Q5T5U3', 'P61586')"
"('Q99558', 'Q7Z434')"
"('Q4KWH8', 'P24723')"
"('O15198', 'A4FU01')"
"('P30086', 'Q9UET6')"
"('P22694', 'Q9NPA1')"
"('Q07020', 'P46779')"
"('P50148', 'P32302')"
"('Q8IZD9', 'P55157')"
"('P62899', 'P42766')"
"('P40926', 'O15264')"
"('P52597', 'Q09161')"
"('Q00839', 'O60861')"
"('P27695', 'P30480')"
"('P02747', 'P08246')"
"('Q92882', 'Q16659')"
"('P16333', 'O15117')"
"('O60907', 'Q16778')"
"('P61077', 'Q96DX4')"
"('Q5JY77', 'P50238')"
"('O14979', 'P31939')"
"('Q09472', 'P10827')"
"('P22670', 'Q13485')"
"('Q99961', 'P08581')"
"('A6NM45', 'O95049')"
"('P12830', 'Q13905')"
"('P16298', 'Q53ET0')"
"('O15197', 'P52799')"
"('Q9NRA0', 'P01111')"
"('Q13315', 'Q15361')"
"('P29622', 'Q13418')"
"('Q13885', 'P53350')"
"('Q7Z5A7', 'P16220')"
"('Q16778', 'Q96QV6')"
"('Q9UPT9', 'Q16531')"
"('O60674', 'Q9NRF2')"
"('Q9H9B1', 'P10145')"
"('P12236', 'P63244')"
"('P50552', 'P08648')"
"('P08670', 'P54727')"
"('P51149', 'P68366')"
"('P20273', 'P29350')"
"('P49841', 'O15516')"
"('P54274', 'Q96BK5')"
"('Q9UNZ2', 'P07108')"
"('O43318', 'Q9BYM8')"
"('P12107', 'P13612')"
"('Q99612', 'Q9HCU4')"
"('Q9Y3U8', 'P18621')"
"('P19388', 'O95402')"
"('Q14566', 'Q12905')"
"('O60711', 'P10275')"
"('Q8WWB5', 'P16220')"
"('O00629', 'O15162')"
"('P62891', 'P61313')"
"('Q14240', 'P46100')"
"('P08069', 'Q9H201')"
"('Q99576', 'P04150')"
"('Q9P0V3', 'P63104')"
"('P52294', 'P63104')"
"('P16220', 'P18075')"
"('Q9NRI5', 'Q14515')"
"('Q16531', 'P62877')"
"('Q8NGC9', 'P38405')"
"('O76075', 'Q9UGN5')"
"('Q05516', 'O60543')"
"('Q9H492', 'P24723')"
"('P17252', 'P04899')"
"('P19235', 'Q13588')"
"('Q9P212', 'P14314')"
"('Q15047', 'P08670')"
"('Q6AI39', 'Q13952')"
"('P29459', 'Q8IU57')"
"('P04150', 'P14316')"
"('Q13526', 'P78413')"
"('Q9UIG0', 'P12882')"
"('P98171', 'P15153')"
"('P22736', 'Q15648')"
"('O75494', 'P31946')"
"('O75593', 'Q15796')"
"('Q92597', 'P41091')"
"('P05091', 'Q14194')"
"('P30480', 'P04181')"
"('P62891', 'P42766')"
"('P61964', 'O75478')"
"('P10809', 'Q9Y6K9')"
"('P63208', 'Q9UMR2')"
"('O75581', 'Q9H461')"
"('P42773', 'P30281')"
"('Q99496', 'P08183')"
"('P48357', 'P27986')"
"('Q6WCQ1', 'P52735')"
"('Q13315', 'P60228')"
"('P29597', 'Q06124')"
"('O75367', 'P33778')"
"('P61978', 'Q93062')"
"('P32881', 'Q01344')"
"('P60953', 'Q12982')"
"('P62807', 'P20671')"
"('Q15654', 'P50479')"
"('Q9Y4H2', 'O00329')"
"('Q9H0C2', 'Q9Y277')"
"('Q13424', 'P41595')"
"('Q5T3J3', 'Q8TF21')"
"('P35227', 'Q8IXK0')"
"('Q9Y2Q3', 'Q9BQ75')"
"('P62714', 'P30154')"
"('O15534', 'P56645')"
"('Q12802', 'P61981')"
"('P68363', 'O14576')"
"('Q5T3J3', 'Q8N5U6')"
"('Q12962', 'Q9BRQ0')"
"('Q9UL18', 'P53621')"
"('Q9UN37', 'O43633')"
"('P36894', 'Q15797')"
"('Q08170', 'P62995')"
"('O94906', 'Q9UQ35')"
"('P55884', 'O60739')"
"('P15880', 'P62847')"
"('Q15796', 'P07602')"
"('Q9H0K1', 'Q00005')"
"('P46379', 'Q9BQD7')"
"('Q9Y4K3', 'Q9Y2X8')"
"('Q9UBW7', 'P31942')"
"('Q01201', 'Q92922')"
"('P49841', 'Q9H4H8')"
"('P48556', 'O75832')"
"('P17947', 'Q9Y6Y9')"
"('Q6UXN9', 'Q03164')"
"('Q15649', 'P41235')"
"('406949', 'P45985')"
"('P30085', 'P63104')"
"('P68400', 'Q16236')"
"('Q9GZQ8', 'P41743')"
"('P04406', 'Q6P1J9')"
"('Q02556', 'P61201')"
"('O14807', 'Q15311')"
"('Q9UJX4', 'Q05516')"
"('Q08170', 'P51991')"
"('P17174', 'Q9BXJ8')"
"('Q13451', 'Q15831')"
"('Q13573', 'P20042')"
"('Q00839', 'Q15287')"
"('Q96SZ6', 'Q9NQT5')"
"('Q8IY92', 'Q9UHW5')"
"('Q8IW41', 'P04637')"
"('Q14188', 'O75461')"
"('Q9Y4K3', 'P10599')"
"('Q15365', 'Q8IX12')"
"('P30480', 'Q13148')"
"('Q13616', 'Q9UKT8')"
"('Q5JWF2', 'O95622')"
"('O60673', 'Q9UBZ9')"
"('Q96CB9', 'Q14197')"
"('P51955', 'P35222')"
"('P31314', 'Q15172')"
"('O00339', 'P08572')"
"('P01009', 'P27824')"
"('P04637', '406969')"
"('Q6ZUM4', 'P63000')"
"('P23508', 'P23921')"
"('Q9BRT2', 'P40337')"
"('Q9Y675', 'Q96B02')"
"('P50549', 'P11308')"
"('Q9NPG1', 'O75581')"
"('P42345', 'P63104')"
"('Q13287', 'P38398')"
"('Q03518', 'P10914')"
"('P10275', 'P08107')"
"('P11387', 'P08107')"
"('Q9NZH6', 'Q13478')"
"('Q96PV0', 'Q07889')"
"('Q9Y6F9', 'Q9ULV1')"
"('Q13485', 'Q9BQ65')"
"('Q9UKJ0', 'O95870')"
"('Q9H1C0', 'P63092')"
"('Q13315', 'Q9NVU0')"
"('P46778', 'P40429')"
"('P59665', 'P49841')"
"('Q9Y448', 'Q99547')"
"('P00533', 'O43639')"
"('Q96B33', 'Q9UDY2')"
"('P62993', 'Q16851')"
"('O75369', 'Q13683')"
"('O95398', 'P53778')"
"('Q92932', 'P62993')"
"('P14316', 'Q7Z5L9')"
"('P01106', 'Q13519')"
"('P20809', 'P15407')"
"('Q9HC35', 'P49703')"
"('Q9BXL7', 'P62987')"
"('Q9NNX6', 'Q9NZN5')"
"('Q9UM73', 'P29353')"
"('Q9H8K7', 'Q00610')"
"('P63261', 'P60709')"
"('P41594', 'Q12879')"
"('P16220', 'Q9NXU5')"
"('P62993', 'O60701')"
"('O15111', 'O75962')"
"('P62491', 'Q9BXF6')"
"('O94763', 'Q99759')"
"('P01106', 'Q969W9')"
"('Q13573', 'Q15427')"
"('O14733', 'P45983')"
"('O00571', 'Q13573')"
"('Q92988', 'O95433')"
"('Q969H6', 'Q9BUL9')"
"('Q15796', 'P0CG48')"
"('P17252', 'Q9NSI5')"
"('Q00325', 'Q96HA7')"
"('Q8IUQ4', 'Q5VUM1')"
"('Q99459', 'Q16576')"
"('P47914', 'Q9UNX3')"
"('P16220', 'Q16543')"
"('Q9P0V3', 'Q5JTW2')"
"('Q9UKT4', 'P30260')"
"('P19438', 'P25445')"
"('O14757', 'O95997')"
"('O43439', 'Q13951')"
"('P17612', 'P15336')"
"('P12980', 'P60983')"
"('P41145', 'O14745')"
"('P78423', 'P51685')"
"('Q9UNE7', 'Q9Y2U5')"
"('Q9UMX0', 'P0CG04')"
"('Q92481', 'Q93077')"
"('Q96RY5', 'Q15019')"
"('Q05086', 'P51668')"
"('Q969G3', 'O15360')"
"('O43711', 'O43809')"
"('Q08211', 'Q12986')"
"('P01100', 'P20823')"
"('P56545', 'P38398')"
"('Q92905', 'Q99459')"
"('P60174', 'P63104')"
"('P63167', 'Q8NA92')"
"('P46019', 'P62158')"
"('Q9H7B4', 'Q96E35')"
"('P23975', 'P16333')"
"('O00716', 'O75496')"
"('Q9BSW7', 'Q86V88')"
"('O15085', 'Q07890')"
"('Q9ULV8', 'Q9HC73')"
"('P32927', 'P05771')"
"('Q969H6', 'O95707')"
"('Q16625', 'Q9HCE7')"
"('O00499', 'Q9Y2H0')"
"('Q9BTM1', 'Q8WUI4')"
"('P16333', 'P51636')"
"('Q15147', 'P05129')"
"('Q8IZH2', 'Q9UHL4')"
"('Q9UKT5', 'P12980')"
"('Q15788', 'Q9Y6Q9')"
"('Q92934', 'P62993')"
"('P16298', 'P14316')"
"('P01106', 'Q9H8V3')"
"('P10147', 'P51681')"
"('Q9UJX6', 'Q8NHZ8')"
"('P40189', 'O00329')"
"('Q9Y5J5', 'Q9UIG0')"
"('P19793', 'P60763')"
"('Q8IYT8', 'Q8TDY2')"
"('P24723', 'P57087')"
"('P14555', 'Q6UXH1')"
"('P56747', 'Q8N7P3')"
"('P52948', 'Q9NRG9')"
"('Q99417', 'Q9P2K9')"
"('P02787', 'P01614')"
"('P30480', 'P30046')"
"('P28222', 'P63096')"
"('O14908', 'P35606')"
"('P14373', 'Q96SI1')"
"('P51828', 'P22612')"
"('Q9BYH8', 'Q04206')"
"('P55075', 'P29317')"
"('P42771', 'P40337')"
"('Q9ULC4', 'Q9UIK4')"
"('Q99877', 'O75164')"
"('Q92831', 'O75478')"
"('Q14232', 'P25786')"
"('P35968', 'P40763')"
"('Q9UM73', 'P01889')"
"('P27986', 'P49916')"
"('P05783', 'P62714')"
"('Q01081', 'Q8IWX8')"
"('P78345', 'O95707')"
"('P09874', 'Q9P2D1')"
"('P46782', 'P62854')"
"('Q9Y6E0', 'Q13033')"
"('Q13387', 'Q9UBS0')"
"('Q9UIS9', 'P10276')"
"('P17661', 'P07384')"
"('P54727', 'P09429')"
"('O95619', 'Q92993')"
"('P06702', 'P32121')"
"('P09496', 'P63010')"
"('Q92901', 'P18124')"
"('P06753', 'P16871')"
"('P42336', 'P41743')"
"('O15514', 'Q6P1J9')"
"('P05787', 'Q2TAY7')"
"('Q15714', 'Q99623')"
"('Q63HR2', 'P05106')"
"('Q96A83', 'P20226')"
"('P40855', 'P28288')"
"('Q9HCC8', 'P36542')"
"('P51587', 'O43502')"
"('Q8WZ42', 'P63104')"
"('P36894', 'Q8WUH2')"
"('P01106', 'Q92979')"
"('P01106', 'Q7Z3D6')"
"('P78527', 'Q92878')"
"('Q9BUV8', 'Q9UI26')"
"('P49768', 'Q9NZ42')"
"('Q99576', 'Q15648')"
"('Q68EM7', 'P61587')"
"('P0CG48', 'P51617')"
"('P17612', 'Q9NQA5')"
"('P46094', 'O60674')"
"('Q92597', 'Q9Y6Q5')"
"('P78371', 'Q9NT62')"
"('P02100', 'P24468')"
"('P03905', 'Q86Y39')"
"('P62263', 'Q13233')"
"('P31947', 'Q6R327')"
"('O95257', 'P19793')"
"('P04637', 'P25208')"
"('Q06330', 'P49841')"
"('P08631', 'P61978')"
"('Q9Y2Q3', 'Q9H993')"
"('Q9UNM6', 'P62191')"
"('Q96BH1', 'Q9Y2X8')"
"('P07384', 'Q9H1Y0')"
"('P04637', 'P62987')"
"('Q12933', 'P51116')"
"('Q9H788', 'Q9Y286')"
"('Q9BUP0', 'P01891')"
"('P36888', 'P40763')"
"('Q9HBE4', 'Q9HBE5')"
"('Q99677', 'P62879')"
"('Q9GZN1', 'P37802')"
"('P30626', 'P50995')"
"('P49116', 'P10275')"
"('P29353', 'P01133')"
"('Q06609', 'O43542')"
"('P00403', 'P63104')"
"('P41235', 'Q06710')"
"('P50502', 'P02766')"
"('O43597', 'Q9P283')"
"('Q13751', 'P26006')"
"('O43542', 'Q92698')"
"('P19338', 'P61586')"
"('Q01201', 'Q92925')"
"('P41182', 'Q96PZ7')"
"('Q9HC16', 'P62987')"
"('O60641', 'Q9UKG9')"
"('Q9P2F6', 'P52198')"
"('O15131', 'Q9GZX7')"
"('Q14653', 'P58753')"
"('Q15172', 'Q13698')"
"('O43557', 'Q06643')"
"('P08047', 'P35520')"
"('P21860', 'P16333')"
"('Q8NF50', 'P60763')"
"('P16104', 'Q14103')"
"('Q9Y2R2', 'P04626')"
"('O15524', 'P42702')"
"('P56747', 'O95471')"
"('Q13009', 'P17081')"
"('P35222', 'Q9H6I2')"
"('O75800', 'Q9H6Y7')"
"('P28749', 'Q02363')"
"('Q15758', 'P02768')"
"('P29350', 'Q8NHL6')"
"('Q13191', 'P22681')"
"('Q9P258', 'Q9H1Y0')"
"('O60732', 'P0C0S5')"
"('P33991', 'Q9UJX2')"
"('Q15427', 'P49842')"
"('P04075', 'P16104')"
"('Q9Y6K9', 'Q9UMW8')"
"('Q13573', 'O60341')"
"('Q92974', 'P62258')"
"('P17252', 'Q06710')"
"('Q969D9', 'O75626')"
"('P01568', 'Q5VWK5')"
"('Q13127', 'Q9Y297')"
"('P53355', 'P49815')"
"('P35609', 'P49720')"
"('O75154', 'Q15907')"
"('Q15013', 'Q15645')"
"('Q9Y3C5', 'Q9Y2X8')"
"('P49841', 'P52742')"
"('Q9Y467', 'Q8TAP6')"
"('Q15831', 'Q13131')"
"('Q9H0R8', 'Q05655')"
"('P11487', 'Q12951')"
"('Q99828', 'Q15788')"
"('P01106', 'Q99880')"
"('P62753', 'P62081')"
"('Q96D71', 'Q8WXE9')"
"('Q96BK5', 'P58107')"
"('Q9P2W3', 'O00459')"
"('O75197', 'Q9H461')"
"('P08107', 'P25963')"
"('Q12800', 'P49023')"
"('Q92839', 'P56537')"
"('Q9Y333', 'Q01780')"
"('P36897', 'Q5T6F0')"
"('P12235', 'Q14197')"
"('P19793', 'Q15648')"
"('Q14197', 'Q9Y3D3')"
"('O95169', 'Q9NX14')"
"('P62140', 'Q13554')"
"('O75251', 'P32121')"
"('P11021', 'Q04864')"
"('P62873', 'Q15147')"
"('O43353', 'P28074')"
"('P62314', 'P62306')"
"('Q9NS91', 'P63146')"
"('P31995', 'O15264')"
"('Q9H270', 'O15116')"
"('Q9HAW0', 'Q01804')"
"('P30480', 'P49915')"
"('O43242', 'O00231')"
"('P12004', 'P26358')"
"('Q96RL1', 'Q99728')"
"('Q8N122', 'P55884')"
"('O60934', 'Q9UER7')"
"('P27986', 'Q92918')"
"('O60814', 'Q86WJ1')"
"('Q10570', 'P36873')"
"('Q99816', 'Q9UKU7')"
"('Q6STE5', 'P06400')"
"('Q13427', 'Q15287')"
"('Q99704', 'P19174')"
"('O14964', 'Q01082')"
"('O43586', 'P05408')"
"('P38936', 'Q9H324')"
"('P01889', 'Q15185')"
"('Q15652', 'P04183')"
"('P15498', 'Q9Y2R2')"
"('O95817', 'Q9H4A3')"
"('P61513', 'Q9Y3U8')"
"('O75694', 'P19532')"
"('P23229', 'P08648')"
"('Q8IX12', 'Q8IWZ8')"
"('Q15884', 'O95817')"
"('P49662', 'Q9P031')"
"('P19838', 'Q8IZI9')"
"('Q9H0H5', 'Q16695')"
"('Q9UPN9', 'P50750')"
"('P49642', 'Q9Y297')"
"('P08253', 'Q99075')"
"('P15170', 'P60520')"
"('P12236', 'O95084')"
"('P30101', 'P23229')"
"('Q14094', 'Q96MT8')"
"('P19387', 'Q9H3P2')"
"('P10827', 'Q9UHV7')"
"('Q13952', 'Q8IUH5')"
"('O75791', 'Q07666')"
"('Q5JY77', 'O95390')"
"('Q07352', 'P27361')"
"('Q99856', 'Q01094')"
"('O95400', 'Q9BUQ8')"
"('Q16864', 'Q9P2H0')"
"('O15105', 'P62942')"
"('P37198', 'Q9BVL2')"
"('P02776', 'P46092')"
"('O15514', 'O95402')"
"('P61513', 'P30050')"
"('Q06124', 'P27361')"
"('O94805', 'P49841')"
"('Q9H7B4', 'P07900')"
"('Q96EE3', 'Q8NFH5')"
"('P28482', 'P58546')"
"('O15492', 'P00533')"
"('P99999', 'Q9BZ95')"
"('Q14457', 'Q08999')"
"('P62263', 'Q15654')"
"('Q15303', 'O75376')"
"('Q76FK4', 'Q9HB90')"
"('O94979', 'Q15437')"
"('P05386', 'Q9Y3U8')"
"('P61586', 'Q13393')"
"('P10276', 'P09067')"
"('Q9GZN1', 'O14818')"
"('P24043', 'P56199')"
"('P28482', 'Q8WU20')"
"('O60814', 'Q96KK5')"
"('P38646', 'Q01201')"
"('Q8TEW0', 'P35222')"
"('O75398', 'P01116')"
"('P05106', 'P07947')"
"('Q9BPX3', 'O95347')"
"('P60709', 'P17301')"
"('Q9Y5B9', 'P33991')"
"('Q9NRM7', 'O95863')"
"('Q9H211', 'P20248')"
"('Q6ZVL6', 'P54259')"
"('P01106', 'P49903')"
"('Q14643', 'P06241')"
