negatives
"('Q3B7T1', 'Q9H840')"
"('Q9NR28', 'O15392')"
"('Q9HB71', 'P22392')"
"('Q15287', 'O43809')"
"('Q14197', 'Q9BYD6')"
"('Q13064', 'P68036')"
"('Q9NYJ8', 'P27361')"
"('P11940', 'Q14240')"
"('P03372', 'P15531')"
"('P62491', 'Q9Y4K3')"
"('P19320', 'P48736')"
"('P40123', 'P78330')"
"('P29590', 'P55854')"
"('Q9UNK0', 'Q04771')"
"('P0CG48', 'P25098')"
"('Q9UBK9', 'O94763')"
"('Q7LDG7', 'P0C869')"
"('P25445', 'Q9UKL3')"
"('P30305', 'Q08050')"
"('Q9H5Z1', 'P56545')"
"('Q13480', 'P46108')"
"('P04792', 'P62993')"
"('Q9Y265', 'P37268')"
"('Q99836', 'Q9NWZ3')"
"('Q14315', 'P17301')"
"('Q9Y600', 'P04183')"
"('P67775', 'Q92997')"
"('P01876', 'P24071')"
"('Q9Y3U8', 'P46779')"
"('P01569', 'P19235')"
"('P26196', 'Q9NRM2')"
"('Q96ST3', 'P19838')"
"('406953', 'Q16827')"
"('Q92620', 'P55795')"
"('P20337', 'P62158')"
"('Q8IX03', 'Q5T3J3')"
"('P56537', 'Q3V6T2')"
"('P05386', 'P18621')"
"('P42224', 'P50591')"
"('P62633', 'Q9H171')"
"('P14625', 'P16104')"
"('P48357', 'Q9UGI9')"
"('P10451', 'P13612')"
"('P63000', 'P0CG48')"
"('Q13432', 'P20073')"
"('Q06124', 'Q96LC7')"
"('Q9BWU1', 'Q96RN5')"
"('Q00653', 'Q13309')"
"('P29350', 'P27361')"
"('Q9BYG5', 'Q01970')"
"('P13569', 'Q9Y6I7')"
"('P60484', 'Q70Z35')"
"('O43427', 'Q9H0A6')"
"('Q15329', 'Q14188')"
"('O95298', 'O43674')"
"('Q13573', 'O00571')"
"('Q9Y272', 'P61952')"
"('Q15287', 'Q16630')"
"('P16333', 'Q15746')"
"('O00591', 'P60520')"
"('P28566', 'P62879')"
"('O15511', 'P59998')"
"('Q13228', 'Q5UIP0')"
"('Q09472', 'P0C0S5')"
"('O95400', 'Q9Y5V3')"
"('Q9NXU5', 'P04406')"
"('P17948', 'Q99961')"
"('P60953', 'P63261')"
"('P38936', 'Q9BRK5')"
"('P33778', 'O75367')"
"('O14896', 'Q13568')"
"('Q8NE22', 'P16220')"
"('P32121', 'Q8NH42')"
"('Q9ULK6', 'Q9Y2X8')"
"('Q9NYJ8', 'Q00610')"
"('P54257', 'Q9UN88')"
"('P10721', 'Q05209')"
"('Q13315', 'Q9Y462')"
"('Q9H160', 'P24385')"
"('P32121', 'O95918')"
"('Q02543', 'P46777')"
"('Q15365', 'O43395')"
"('Q9BS18', 'P14635')"
"('Q9NR50', 'P05198')"
"('P45983', 'P49585')"
"('P28749', 'Q15022')"
"('Q9HBW0', 'P13569')"
"('P12882', 'Q9UIG0')"
"('O95999', 'Q9UDY8')"
"('P33076', 'P51532')"
"('Q8N806', 'O60663')"
"('O75398', 'Q16543')"
"('P62714', 'P60510')"
"('P24522', 'Q9UHY1')"
"('Q969Q1', 'Q14315')"
"('Q02750', 'Q96S96')"
"('P43403', 'P48736')"
"('A0JLT2', 'Q13148')"
"('Q96L34', 'P51532')"
"('Q13315', 'Q68DE3')"
"('O00587', 'Q99466')"
"('Q24JP5', 'Q96KG7')"
"('Q9UMX0', 'Q13616')"
"('Q9NRH3', 'Q96CW5')"
"('P38398', 'Q14676')"
"('Q96EP0', 'Q9Y6K9')"
"('P28070', 'Q9Y244')"
"('P56537', 'Q16658')"
"('P49286', 'P27361')"
"('P31152', 'Q01196')"
"('P06241', 'P18433')"
"('P61247', 'P15882')"
"('P0C1H6', 'P0C5Y9')"
"('P29353', 'P23469')"
"('Q99502', 'Q15475')"
"('P42226', 'P49715')"
"('Q9Y6K1', 'P49716')"
"('P29460', 'Q9UHF4')"
"('Q9GZN1', 'Q9Y265')"
"('Q13555', 'Q9Y698')"
"('P46108', 'Q8IZD9')"
"('Q14197', 'Q9Y399')"
"('Q9Y3Y2', 'O94817')"
"('Q7Z434', 'Q13546')"
"('O43292', 'P05187')"
"('P41143', 'P08754')"
"('P49257', 'Q9Y3A6')"
"('P20073', 'P02675')"
"('Q9NW38', 'Q96B02')"
"('Q9BWT7', 'Q99459')"
"('P62269', 'P08865')"
"('P21453', 'P28221')"
"('P06748', 'P26599')"
"('P32121', 'Q8NH72')"
"('P42704', 'P60520')"
"('Q9GZZ9', 'Q13573')"
"('P07900', 'O00221')"
"('Q16891', 'Q9Y6M9')"
"('O15372', 'P05198')"
"('Q8ND90', 'Q92831')"
"('P17252', 'Q9NYA1')"
"('P02775', 'Q9H0R6')"
"('Q15628', 'O95373')"
"('P05452', 'P49841')"
"('Q8NER5', 'Q9UER7')"
"('O15047', 'Q96A08')"
"('Q8IYD1', 'Q13310')"
"('P25054', 'P49792')"
"('P08571', 'O60603')"
"('P17931', 'Q6UVK1')"
"('Q92918', 'P55157')"
"('P01111', 'P05412')"
"('P28482', 'Q05682')"
"('P31785', 'P42226')"
"('Q9Y572', 'Q16543')"
"('Q01130', 'O60508')"
"('Q9UQK1', 'Q13522')"
"('Q13485', 'P36402')"
"('406884', 'P01116')"
"('Q8TCT9', 'Q86WV6')"
"('P04275', 'P10144')"
"('Q13158', 'P51617')"
"('P43405', 'P42338')"
"('P62258', 'O95382')"
"('Q99677', 'P62879')"
"('Q6UVK1', 'Q9Y613')"
"('P09471', 'P49802')"
"('Q02790', 'Q04771')"
"('Q9Y2K2', 'P62258')"
"('P18084', 'P17301')"
"('O60232', 'P51116')"
"('P05412', 'P18848')"
"('Q8IZC7', 'Q99750')"
"('P22626', 'Q8IWZ8')"
"('Q16515', 'Q9NRD5')"
"('O94762', 'P16220')"
"('P35626', 'P62873')"
"('Q01955', 'P18084')"
"('P45379', 'P68032')"
"('Q9UNZ2', 'P49841')"
"('P19235', 'P62993')"
"('Q9NPI1', 'P02794')"
"('P18031', 'P02730')"
"('P31946', 'Q16890')"
"('P84022', 'Q9HAU4')"
"('P26368', 'Q13838')"
"('Q9Y6W5', 'Q9Y2A7')"
"('Q01658', 'Q8IYH5')"
"('P62249', 'P46781')"
"('P48552', 'O95751')"
"('Q07890', 'P12931')"
"('P84090', 'O60739')"
"('Q13490', 'P42574')"
"('Q8NEY8', 'Q13625')"
"('P01106', 'Q9Y6Q9')"
"('P05412', 'Q9Y259')"
"('P52294', 'P48729')"
"('P26358', 'P14373')"
"('Q9HCS7', 'P19387')"
"('Q8IXH7', 'Q7Z6J6')"
"('P31947', 'P04049')"
"('Q99459', 'Q9NU22')"
"('Q7L576', 'P55160')"
"('P22694', 'Q08499')"
"('P28827', 'O60716')"
"('P07858', 'O43597')"
"('Q9UBU8', 'Q86YC2')"
"('Q6WCQ1', 'P08238')"
"('Q9HAV0', 'P63096')"
"('P07900', 'P11387')"
"('O75947', 'Q14197')"
"('Q15714', 'P58107')"
"('P16333', 'P78329')"
"('P22626', 'Q13242')"
"('O00175', 'O00574')"
"('O60602', 'Q15139')"
"('Q9ULT6', 'O75800')"
"('Q7Z5H3', 'P52198')"
"('Q13043', 'Q9GZQ8')"
"('P09619', 'P16885')"
"('Q9Y2Q3', 'O94874')"
"('Q9NRR5', 'P53618')"
"('Q9GZQ8', 'Q9H7U1')"
"('P78406', 'Q8NFH3')"
"('Q9UBN7', 'Q14469')"
"('P52797', 'P54756')"
"('P17987', 'Q00005')"
"('P43657', 'Q9HAV0')"
"('P08754', 'Q92569')"
"('P19174', 'P12931')"
"('Q9BTT4', 'Q9NWA0')"
"('P12004', 'P06493')"
"('P23409', 'Q02535')"
"('P01133', 'P27986')"
"('P08237', 'P27361')"
"('O43283', 'O14920')"
"('P06748', 'Q5JVS0')"
"('P84022', 'Q9HAZ2')"
"('P08069', 'Q01970')"
"('P61978', 'O75554')"
"('Q8IY92', 'Q14160')"
"('Q03111', 'P55197')"
"('P62333', 'O00233')"
"('A4D0S4', 'P26006')"
"('P28749', 'Q9BUH8')"
"('Q9H9J2', 'Q9UPT9')"
"('P35626', 'Q8NG94')"
"('P60568', 'P12956')"
"('P05783', 'P05787')"
"('Q8N1F7', 'P49662')"
"('P29353', 'P12318')"
"('Q13526', 'Q9Y6Q9')"
"('Q07890', 'Q9H4E5')"
"('Q9BQQ3', 'Q16659')"
"('Q13535', 'Q7Z5Q5')"
"('P10398', 'P45983')"
"('O95467', 'Q08828')"
"('P32121', 'Q9H339')"
"('Q9UKV0', 'Q7L7L0')"
"('Q92685', 'Q96PM5')"
"('P17947', 'Q08722')"
"('P11171', 'P49720')"
"('Q13555', 'Q9BXT2')"
"('Q9NWA0', 'Q9BTT4')"
"('P49841', 'P41236')"
"('Q6R327', 'Q9Y232')"
"('P68032', 'P09493')"
"('P22612', 'P17861')"
"('P01889', 'O60641')"
"('P02686', 'Q13501')"
"('Q8NHQ1', 'Q05516')"
"('P38936', 'Q9UNN5')"
"('Q96L91', 'O95619')"
"('P62158', 'Q9H1R3')"
"('Q15398', 'Q9Y297')"
"('Q13263', 'P42224')"
"('O43639', 'P54259')"
"('Q14103', 'P26368')"
"('P84090', 'Q9NPH0')"
"('P03956', 'P19875')"
"('Q9H492', 'P05129')"
"('Q9NZN5', 'Q8IXI1')"
"('P12882', 'O95793')"
"('P09661', 'P11387')"
"('Q9HCE7', 'Q9BQ95')"
"('Q9UBQ5', 'Q13347')"
"('P62993', 'Q13568')"
"('Q8N490', 'P43364')"
"('P22105', 'P17301')"
"('O14593', 'P08123')"
"('P05771', 'P02545')"
"('Q14134', 'Q96CN9')"
"('P62851', 'P62269')"
"('Q9Y5V3', 'O43521')"
"('Q9NV70', 'Q13439')"
"('Q92597', 'Q92499')"
"('Q16620', 'Q96S59')"
"('P07355', 'P12004')"
"('O15294', 'P25942')"
"('P00403', 'Q13191')"
"('A8TX70', 'P53708')"
"('Q8ND90', 'Q9NPB6')"
"('O00238', 'Q9H5K3')"
"('O00501', 'Q16625')"
"('Q9Y478', 'Q9P003')"
"('P80098', 'P32302')"
"('P61218', 'P52435')"
"('P13942', 'P17301')"
"('P04844', 'P22392')"
"('Q8IY92', 'P00738')"
"('O60603', 'P08107')"
"('Q92608', 'Q8IXI1')"
"('P36897', 'Q9NW61')"
"('Q9UBW8', 'Q7L5N1')"
"('P63104', 'Q9NSK0')"
"('Q13352', 'P19793')"
"('Q06124', 'P16284')"
"('P02751', 'Q13797')"
"('Q15834', 'Q9H5V7')"
"('Q9UJX2', 'Q99459')"
"('P05015', 'Q08334')"
"('O60437', 'P08670')"
"('Q14694', 'O75385')"
"('P51948', 'Q86YV9')"
"('P25440', 'Q99459')"
"('P62899', 'P18124')"
"('Q9Y6Q6', 'P08637')"
"('Q08828', 'P22612')"
"('Q9H1I8', 'Q9Y3C5')"
"('O60232', 'Q96JP2')"
"('P62913', 'Q9Y4A5')"
"('Q96Q83', 'P0C0S5')"
"('P60866', 'Q15843')"
"('P43307', 'O75365')"
"('Q16665', 'P17948')"
"('Q14919', 'P37275')"
"('Q9Y6M9', 'O95299')"
"('P27986', 'O43281')"
"('P48443', 'Q9NPJ6')"
"('P09038', 'P08138')"
"('P13073', 'Q07820')"
"('P11171', 'P36543')"
"('Q14CB8', 'P08134')"
"('Q03013', 'Q8IXH7')"
"('Q16520', 'P35638')"
"('Q6ZU52', 'Q12933')"
"('P62829', 'P49207')"
"('Q99459', 'Q9H3U1')"
"('P48380', 'Q8HWS3')"
"('P43403', 'P19174')"
"('Q9Y6X2', 'Q04206')"
"('P03956', 'P17676')"
"('Q15910', 'P28072')"
"('Q16531', 'Q92466')"
"('Q15910', 'P05023')"
"('O15121', 'P53985')"
"('P55157', 'Q14767')"
"('P23508', 'P08134')"
"('Q92901', 'P27635')"
"('P52434', 'P61218')"
"('P05412', 'P48506')"
"('Q13214', 'O60462')"
"('Q13315', 'Q8IY18')"
"('Q9BPY3', 'P29353')"
"('P08238', 'P04899')"
"('P35232', 'P04049')"
"('Q96A26', 'P08238')"
"('Q9BX63', 'P51587')"
"('Q9H6S3', 'Q99459')"
"('O14561', 'O43677')"
"('P55072', 'P01889')"
"('P05000', 'Q13651')"
"('P62913', 'P62917')"
"('Q86WV1', 'P07948')"
"('Q96L14', 'Q13155')"
"('Q14512', 'Q9NRR5')"
"('P67775', 'P57058')"
"('Q5SZQ8', 'Q15365')"
"('P51817', 'Q16539')"
"('Q15257', 'P48643')"
"('Q16537', 'O60840')"
"('Q9NZN5', 'Q07889')"
"('Q92994', 'P68400')"
"('Q9HC52', 'P35226')"
"('P06756', 'P50552')"
"('Q14773', 'P05107')"
"('P19793', 'Q16637')"
"('Q9BYV9', 'Q9Y5Q3')"
"('P17252', 'P49023')"
"('Q15428', 'Q13435')"
"('Q14315', 'P05106')"
"('O60674', 'P21860')"
"('Q14232', 'P05198')"
"('P06400', 'P29590')"
"('Q9UGP8', 'P30480')"
"('Q13263', 'O60858')"
"('Q13191', 'Q8WYR1')"
"('O00255', 'Q15291')"
"('Q07890', 'Q7L0Q8')"
"('Q8TDB6', 'P62805')"
"('Q13127', '407047')"
"('P11021', 'Q9Y6K9')"
"('Q8TDR0', 'P38646')"
"('Q92989', 'Q13573')"
"('O75376', 'Q9Y618')"
"('Q9Y6W5', 'Q96F07')"
"('O60603', 'O00206')"
"('Q13573', 'P52735')"
"('P23508', 'Q9H0U4')"
"('Q5VWQ8', 'Q9Y2Q3')"
"('Q9UM00', 'Q9HC24')"
"('Q12929', 'O14936')"
"('Q13393', 'P51812')"
"('Q6QNY0', 'O95295')"
"('Q14457', 'P15170')"
"('O95563', 'P05386')"
"('Q14161', 'Q12802')"
"('O15350', 'Q13526')"
"('Q96NA2', 'P68371')"
"('O43707', 'P42224')"
"('P51159', 'Q9Y4I1')"
"('P28482', 'Q8IVT5')"
"('P54764', 'Q8N5V2')"
"('P12883', 'P63104')"
"('O94817', 'Q9Y3Y2')"
"('Q99741', 'Q13416')"
"('P42680', 'P29353')"
"('P01106', 'Q7Z2Z1')"
"('Q92769', 'P10275')"
"('Q15102', 'O60383')"
"('P14859', 'P32302')"
"('Q9Y4X3', 'P51679')"
"('P62820', 'P51665')"
"('Q14185', 'Q92730')"
"('P22694', 'Q02846')"
"('Q96KS0', 'Q96IP4')"
"('O00459', 'Q14457')"
"('P05771', 'P61952')"
"('P05771', 'P63244')"
"('P19174', 'Q7L0Q8')"
"('P02751', 'P40337')"
"('P25067', 'P62805')"
"('Q92956', 'Q7L5D6')"
"('Q13131', 'O00253')"
"('P31947', 'Q14258')"
"('P14174', 'P18206')"
"('P55854', 'P63279')"
"('P12830', 'P42574')"
"('P26368', 'Q92620')"
"('P61081', 'Q6ZNA4')"
"('Q12933', 'Q00610')"
"('P0C0S5', 'Q9UBN7')"
"('O14508', 'P08887')"
"('Q9UKE5', 'Q9BWD1')"
"('P42226', 'P28482')"
"('Q96BN2', 'Q86TJ2')"
"('Q6NUQ1', 'O43264')"
"('P30153', 'O60840')"
"('Q8IXJ9', 'P62993')"
"('P62906', 'P30050')"
"('Q14683', 'P26368')"
"('P25963', 'Q13748')"
"('Q5UIP0', 'Q12988')"
"('Q96HA7', 'Q9Y2Z0')"
"('Q9NTK1', 'Q15834')"
"('A5YKK6', 'Q99459')"
"('P30260', 'Q9H2G2')"
"('Q99750', 'O43167')"
"('P05015', 'Q8N6P7')"
"('P15153', 'P98170')"
"('Q9BQG0', 'Q7L2E3')"
"('Q9UI08', 'P10914')"
"('O95139', 'Q9Y375')"
"('O60925', 'Q9BT40')"
"('Q00653', 'P40763')"
"('P0CG48', 'Q8WTU0')"
"('Q9UL18', 'Q9UKV8')"
"('P11171', 'Q16836')"
"('P01308', 'P17948')"
"('Q9NWA0', 'Q9Y3C7')"
"('Q13535', 'Q6P9F5')"
"('Q9Y281', 'P62993')"
"('P22455', 'Q9Y6I3')"
"('Q7Z444', 'P16220')"
"('A0JLT2', 'Q9UJX6')"
"('O43809', 'Q9ULV5')"
"('O60921', 'Q99615')"
"('O14874', 'P16220')"
"('P49674', 'P23508')"
"('Q13185', 'O60879')"
"('Q9BQ67', 'Q9NZJ0')"
"('P00540', 'Q99640')"
"('O60346', 'P31749')"
"('Q9NP79', 'Q8WZ19')"
"('Q96EB6', 'O43524')"
"('Q93074', 'P48436')"
"('Q99500', 'Q03113')"
"('P01138', 'P23560')"
"('P20265', 'P56645')"
"('P10828', 'O75448')"
"('P56537', 'P29692')"
"('Q9H0M0', 'Q15038')"
"('P32121', 'A6NJZ3')"
"('P35638', 'P06400')"
"('Q6P1J9', 'P35609')"
"('Q15436', 'Q92597')"
"('Q86V81', 'P52597')"
"('Q8NBJ4', 'Q9H840')"
"('Q8IU60', 'Q96F86')"
"('Q13107', 'P04183')"
"('P49841', 'Q12879')"
"('Q15303', 'Q00987')"
"('P12956', 'P08107')"
"('O96019', 'P51532')"
"('P16070', 'Q9Y4K3')"
"('Q12772', 'P54253')"
"('Q8NFH5', 'Q8TEM1')"
"('P08908', 'Q9P2W3')"
"('P61978', 'P22626')"
"('P12956', 'P20827')"
"('P23458', 'P62993')"
"('P10147', 'P07339')"
"('Q9H7D0', 'P62745')"
"('P42566', 'P07333')"
"('P49336', 'P18146')"
"('Q96PY6', 'Q8N8J6')"
"('P04150', 'P40424')"
"('P08514', 'P35609')"
"('Q99684', 'P08246')"
"('P62993', 'P50570')"
"('Q15637', 'O75554')"
"('P22681', 'P06239')"
"('P20273', 'P08575')"
"('P53778', 'P61244')"
"('O60678', 'P61978')"
"('Q7LC44', 'Q9GZT8')"
"('Q15349', 'Q92934')"
"('Q93074', 'O95402')"
"('Q13568', 'O14896')"
"('Q9NP66', 'O60941')"
"('Q96EZ8', 'O14986')"
"('P35557', 'Q92934')"
"('P42336', 'Q9UN42')"
"('P27361', 'P98177')"
"('O00590', 'O00585')"
"('P08107', 'Q9UNE7')"
"('Q96EY1', 'P19838')"
"('P33151', 'P29353')"
"('Q8N3X1', 'Q14739')"
"('P27986', 'Q07889')"
"('O43678', 'P03886')"
"('P56945', 'P46108')"
"('Q13237', 'O60266')"
"('Q13315', 'O75717')"
"('O75015', 'Q8N149')"
"('P10827', 'O75376')"
"('Q5T2W1', 'P50542')"
"('O14514', 'Q9UQB8')"
"('P01116', 'O14939')"
"('Q9UJX3', 'Q9BS18')"
"('Q9P107', 'P60763')"
"('P78371', 'Q99836')"
"('Q16658', 'Q9GZN1')"
"('P22681', 'Q9ULH1')"
"('Q03701', 'Q9UK32')"
"('P68133', 'P0C0S5')"
"('Q9H2G2', 'Q96GP6')"
"('P02768', 'Q7Z392')"
"('P63208', 'Q9UKB1')"
"('P41743', 'Q16236')"
"('P22392', 'P53396')"
"('P35222', 'Q86UL8')"
"('Q99459', 'P38159')"
"('P23246', 'Q99717')"
"('Q96KQ7', 'P98182')"
"('Q496Y0', 'Q9Y6D9')"
"('Q12972', 'Q99459')"
"('P20719', 'P04637')"
"('Q96L34', 'P30153')"
"('Q14152', 'P60228')"
"('Q05195', 'P62979')"
"('Q15428', 'P35637')"
"('P16885', 'P63098')"
"('O43572', 'P10644')"
"('P56706', 'Q13467')"
"('Q9UKB1', 'Q9NS64')"
"('Q00005', 'Q9UET6')"
"('Q13535', 'Q8ND56')"
"('P30443', 'P43631')"
"('Q92985', 'Q09472')"
"('Q9Y286', 'P60520')"
"('P20333', 'Q01813')"
"('Q13233', 'Q92918')"
"('O15371', 'P30480')"
"('P05129', 'P18031')"
"('Q86Y39', 'O43677')"
"('Q06187', 'P22681')"
"('Q9Y383', 'P28290')"
"('P09651', 'Q92561')"
"('P38936', 'Q01196')"
"('P26368', 'O43390')"
"('Q05193', 'Q15811')"
"('Q5T3J3', 'P23921')"
"('P49720', 'P49721')"
"('Q7Z3T8', 'P62136')"
"('P13500', 'O00574')"
"('P00519', 'Q92664')"
"('P62136', 'Q92736')"
"('Q15717', 'P07996')"
"('Q9UJX3', 'Q8WWL7')"
"('P12429', 'Q96ID5')"
"('Q6P2I7', 'Q9Y478')"
"('Q9P2R6', 'Q8IYM9')"
"('P23769', 'Q05516')"
"('Q96DN6', 'Q9UNI6')"
"('Q8IZJ0', 'Q14626')"
"('P61981', 'Q13153')"
"('Q16288', 'O14492')"
"('Q9H492', 'Q9H2M9')"
"('P30414', 'Q16539')"
"('P35626', 'Q8NGJ1')"
"('P62140', 'Q01449')"
"('Q00839', 'Q08211')"
"('P04275', 'Q96KM6')"
"('Q9Y2X8', 'Q86Y01')"
"('P10071', 'Q9NRP7')"
"('P25788', 'P01106')"
"('O43513', 'O14964')"
"('P10914', 'O00478')"
"('Q13705', 'P12643')"
"('P17612', 'Q13698')"
"('Q96HA8', 'P49247')"
"('Q9UBN7', 'P04626')"
"('P49720', 'O60739')"
"('Q9Y5N6', 'P25205')"
"('O00762', 'Q96S59')"
"('Q15427', 'O43639')"
"('Q96DB2', 'P20671')"
"('Q9NWA0', 'Q9H944')"
"('P19544', 'Q7L7X3')"
"('Q16539', 'P16581')"
"('Q05655', 'P31946')"
"('Q8NGF7', 'P38405')"
"('Q9Y4K3', 'P22455')"
"('O60508', 'Q01130')"
"('P15880', 'P62280')"
"('P62879', 'Q08828')"
"('Q9Y3A3', 'O94989')"
"('P42338', 'P27986')"
"('Q8NEZ4', 'P61964')"
"('P01106', 'Q9BRX2')"
"('O96019', 'O94805')"
"('Q13255', 'P52294')"
"('P61224', 'P61586')"
"('P06239', 'Q12959')"
"('Q9Y6K9', 'Q14164')"
"('P10912', 'Q05209')"
"('O00221', 'Q13748')"
"('Q9H269', 'Q7L1V2')"
"('O43639', 'P48059')"
"('P24928', 'Q15560')"
"('Q9NXG2', 'O43809')"
"('P63000', 'O14986')"
"('P01225', 'P41586')"
"('P78545', 'Q14697')"
"('Q8NDX1', 'Q00005')"
"('P30511', 'P43629')"
"('Q9NVR2', 'Q9Y6X8')"
"('P35711', 'P18146')"
"('P41250', 'P63104')"
"('9757', 'P16333')"
"('Q99558', 'O95816')"
"('P05026', 'P00533')"
"('Q92769', 'P56545')"
"('Q16254', 'Q92600')"
"('Q13315', 'Q96SD1')"
"('O15514', 'Q9NWA0')"
"('P61077', 'Q9BYV6')"
"('Q04206', 'Q8TBK2')"
"('Q9HBE4', 'P08887')"
"('P35268', 'P39023')"
"('P61086', 'P30480')"
"('P63244', 'P19235')"
"('P0C5Y9', 'Q7Z2G1')"
"('P48039', 'P21333')"
"('P49703', 'Q15797')"
"('A6NIT4', 'P16471')"
"('P62877', 'Q9UK73')"
"('Q06190', 'O15357')"
"('P30273', 'P06241')"
"('P01106', 'O95139')"
"('P02647', 'P02745')"
"('P13942', 'P05106')"
"('Q14050', 'P02458')"
"('P35372', 'P16520')"
"('Q99613', 'Q96PM5')"
"('P25490', 'Q14209')"
"('P25205', 'Q9UJX2')"
"('P24385', 'Q00534')"
"('Q9Y4P1', 'Q9H492')"
"('P22694', 'Q9UGJ0')"
"('P21359', 'P34741')"
"('P16104', 'P62937')"
"('Q14241', 'Q93034')"
"('O95084', 'P42695')"
"('P12980', 'O94819')"
"('Q9NPJ6', 'Q6P2C8')"
"('P43246', 'Q9UQ84')"
"('P35221', 'Q13363')"
"('Q9H1C0', 'Q9UBI6')"
"('P27487', 'P02778')"
"('Q14240', 'Q7L2H7')"
"('Q04695', 'P52735')"
"('Q9Y6I3', 'P08069')"
"('P13945', 'P84996')"
"('O43809', 'O15121')"
"('Q15154', 'P19012')"
"('P43403', 'Q6S5L8')"
"('P04637', 'Q9Y6P5')"
"('Q13268', 'P45880')"
"('Q9H0H5', 'P61586')"
"('Q6PKC3', 'Q5VTD9')"
"('P24941', 'Q9H211')"
"('P52747', 'Q9Y333')"
"('P62258', 'Q9UK53')"
"('P63211', 'P63092')"
"('Q9H094', 'Q8WW01')"
"('O14836', 'Q9NWZ3')"
"('P55196', 'P27348')"
"('P42684', 'P19174')"
"('P47813', 'P55010')"
"('Q9UBD9', 'P78552')"
"('P11047', 'P04156')"
"('Q8N5F7', 'Q13427')"
"('P62993', 'Q92966')"
"('Q9Y4Y9', 'Q9UK45')"
"('Q99459', 'Q9UJX3')"
"('Q8WWR8', 'Q93062')"
"('P13645', 'P01857')"
"('P53365', 'P63000')"
"('P10828', 'P19793')"
"('B5ME96', 'P31995')"
"('O43791', 'P31150')"
"('P04406', 'Q13255')"
"('Q13315', 'Q76L83')"
"('P62714', 'Q08289')"
"('Q9UQ72', 'Q05209')"
"('Q9UM73', 'P04637')"
"('P14210', 'P10721')"
"('P12318', 'P05771')"
"('Q68EM7', 'P61587')"
"('P51784', 'Q9BXW4')"
"('Q13485', 'P26010')"
"('P61604', 'Q13418')"
"('P06753', 'P23467')"
"('Q7Z6J6', 'P12830')"
"('Q8N2W9', 'P52630')"
"('P01112', 'P15498')"
"('O00471', 'P62330')"
"('P78527', 'Q92900')"
"('Q9GZT6', 'O43261')"
"('Q9UIW2', 'P15153')"
"('O75365', 'O60762')"
"('P35222', 'Q5TCQ9')"
"('Q13424', 'P23610')"
"('P10828', 'P48552')"
"('P01569', 'Q08334')"
"('Q99836', 'P78371')"
"('Q12972', 'Q13263')"
"('P41161', 'Q14242')"
"('Q96PU8', 'Q15366')"
"('P16152', 'P62993')"
"('Q16827', 'P19022')"
"('Q08345', 'P02766')"
"('P08238', 'Q96P20')"
"('Q15560', 'P27694')"
"('Q9H1R3', 'Q12933')"
"('Q8N752', 'P18846')"
"('P42677', 'Q9NYJ8')"
"('Q71F23', 'Q9BVA1')"
"('Q9Y2Q3', 'Q9UGP8')"
"('Q13509', 'Q96AH8')"
"('P60709', 'P05388')"
"('P55196', 'Q15796')"
"('Q9UQC2', 'O75791')"
"('P07900', 'P62158')"
"('O95182', 'O43676')"
"('Q8TC92', 'Q13352')"
"('Q15287', 'Q14683')"
"('Q9HB71', 'P23508')"
"('O14610', 'P25116')"
"('P02751', 'P27658')"
"('Q08345', 'Q06124')"
"('O94885', 'P16333')"
"('P51398', 'P19174')"
"('P35555', 'P98095')"
"('P08238', 'Q15653')"
"('P06702', 'P63000')"
"('P55157', 'O15117')"
"('P78527', 'P11388')"
"('P00533', 'Q8WYP3')"
"('Q96HF1', 'Q9UBV4')"
"('Q14653', 'P29590')"
"('P14780', 'P80188')"
"('P01130', 'P49716')"
"('Q96NX9', 'P23760')"
"('P15692', 'Q02763')"
"('Q9NP97', 'P37173')"
"('O15264', 'P30041')"
"('Q13573', 'Q05519')"
"('Q9NRL3', 'Q9Y4P8')"
"('P42575', 'Q7Z5J4')"
"('Q14197', 'P00403')"
"('Q9H1C4', 'Q96A33')"
"('P84103', 'O95400')"
"('O15230', 'P56199')"
"('P43307', 'P01889')"
"('Q00005', 'O00305')"
"('Q13555', 'P27482')"
"('P18206', 'P62847')"
"('P05000', 'P15260')"
"('Q07889', 'P13987')"
"('Q15257', 'P40227')"
"('Q8N5C8', 'P57077')"
"('Q8NGK3', 'P38405')"
"('Q9Y619', 'Q13309')"
"('Q14802', 'Q16659')"
"('Q16520', 'P53567')"
"('P51160', 'Q13956')"
"('P30154', 'P05129')"
"('P25963', 'Q05513')"
"('P05787', 'O60437')"
"('Q96B02', 'Q9ULK6')"
"('O60296', 'P47869')"
"('P16871', 'P11021')"
"('Q15669', 'Q5UIP0')"
"('P11387', 'Q9BUQ8')"
"('P51159', 'P68104')"
"('Q99873', 'P98177')"
"('O15259', 'Q9ULH1')"
"('Q86XK2', 'P14174')"
"('P55774', 'P51686')"
"('Q14209', 'Q01892')"
"('P01732', 'P30511')"
"('P84022', 'Q9Y483')"
"('P49069', 'O14836')"
"('Q14164', 'P15924')"
"('Q04759', 'Q9NRA0')"
"('Q99689', 'Q5T3J3')"
"('O60220', 'Q9Y5L4')"
"('Q06609', 'P51587')"
"('Q9H3R5', 'O14777')"
"('O75095', 'P54259')"
"('P48788', 'P11474')"
