negatives
"('Q9HCK5', 'Q04837')"
"('P00519', 'Q9UJT2')"
"('Q9UKV8', 'Q9UJS0')"
"('O75369', 'O95433')"
"('P54253', 'P15822')"
"('P22694', 'P48436')"
"('O00141', 'O14920')"
"('P52742', 'P49841')"
"('P51114', 'P32456')"
"('P10275', 'O94916')"
"('Q9Y371', 'P07949')"
"('Q9Y6Q9', 'Q86X55')"
"('Q16539', 'P00533')"
"('Q00610', 'Q00653')"
"('Q8NBJ7', 'O95405')"
"('Q99459', 'Q14204')"
"('Q01201', 'P13501')"
"('P43405', 'Q13177')"
"('O00238', 'O75995')"
"('P08069', 'P16473')"
"('P02452', 'P31431')"
"('P41208', 'A8K8P3')"
"('Q96A08', 'Q9Y5B9')"
"('P02768', 'Q9H6Q3')"
"('Q15796', 'O43524')"
"('O60934', 'P24864')"
"('P53675', 'P19438')"
"('P78540', 'Q96CW1')"
"('O00629', 'O15162')"
"('Q8NFD5', 'Q8TAQ2')"
"('Q9HC38', 'Q9NPJ4')"
"('Q01628', 'P52630')"
"('Q14653', 'P20591')"
"('P62888', 'P83881')"
"('P49703', 'Q15041')"
"('Q9Y232', 'Q6R327')"
"('P29460', 'P78552')"
"('Q9UPS6', 'Q8N257')"
"('Q9ULL4', 'P15153')"
"('P08151', 'Q96ST3')"
"('Q07666', 'P22681')"
"('O96000', 'P17568')"
"('Q99973', 'P17252')"
"('Q92560', 'P51610')"
"('Q9UK32', 'Q9UKR5')"
"('P54259', 'O43439')"
"('Q15233', 'Q6WCQ1')"
"('P01589', 'O60674')"
"('Q8WX93', 'O94875')"
"('Q16637', 'Q04724')"
"('Q9UKV8', 'Q15633')"
"('P43320', 'P07315')"
"('Q12840', 'Q9Y4G8')"
"('Q9NZJ5', 'P25963')"
"('O15062', 'Q11203')"
"('P62136', 'Q13454')"
"('Q9Y230', 'Q13233')"
"('O43390', 'P31943')"
"('P56537', 'Q9UQ80')"
"('P05113', 'Q01113')"
"('Q8TDY2', 'Q8IYT8')"
"('9757', 'O15550')"
"('P62158', 'Q96NX5')"
"('P01876', 'P04264')"
"('P15153', 'P05060')"
"('Q96JB6', 'Q15645')"
"('P17947', 'P21757')"
"('Q9NWB1', 'Q15025')"
"('Q13573', 'P49411')"
"('Q92499', 'Q92597')"
"('Q9H0R8', 'P18505')"
"('Q15528', 'Q96HR3')"
"('P84022', 'P21980')"
"('Q03518', 'Q86UA6')"
"('P55157', 'Q9UQ16')"
"('Q99880', 'Q96RL1')"
"('Q9UFN0', 'O95163')"
"('P46379', 'Q00536')"
"('A6NMZ7', 'P26010')"
"('P56199', 'P49023')"
"('P13501', 'P49682')"
"('Q9P0W0', 'Q5VWK5')"
"('O43707', 'Q04206')"
"('Q96FV9', 'Q6I9Y2')"
"('P01106', 'Q3KQU3')"
"('Q9Y6K9', 'P35568')"
"('Q14164', 'P47897')"
"('Q96PY6', 'Q9UHY8')"
"('Q8WUF5', 'Q09472')"
"('P18146', 'P60002')"
"('P12814', 'P35221')"
"('Q9GZS3', 'Q8WVC0')"
"('Q96FI4', 'P35244')"
"('P20908', 'P53708')"
"('P35221', 'P61981')"
"('P62269', 'Q00653')"
"('Q99459', 'P49368')"
"('Q03405', 'P08631')"
"('Q9HCK4', 'Q8N5I3')"
"('P49711', 'P04114')"
"('P31946', 'Q9UQ35')"
"('Q9H1C0', 'Q9UK08')"
"('P42574', 'P78527')"
"('Q15047', 'Q13227')"
"('Q96ST3', 'Q9UBU8')"
"('Q92995', 'O14640')"
"('Q13547', 'Q13573')"
"('Q9UBC3', 'Q9GZQ8')"
"('Q12933', 'Q9UM82')"
"('P78537', 'P46531')"
"('Q96R27', 'P38405')"
"('O60674', 'P16885')"
"('O14543', 'Q9Y4K3')"
"('Q9HC10', 'Q92930')"
"('P61978', 'P49863')"
"('Q8WUM4', 'P12931')"
"('P14625', 'P12956')"
"('Q71DI3', 'Q9HC52')"
"('P40424', 'P28356')"
"('Q9BUN8', 'P55072')"
"('Q01995', 'P68133')"
"('P98095', 'O14981')"
"('O43521', 'P10415')"
"('P62993', 'P10301')"
"('P20823', 'Q9UBV2')"
"('O60333', 'P61981')"
"('P33992', 'Q12905')"
"('P21333', 'P53708')"
"('P53779', 'Q07812')"
"('P62820', 'Q9HA65')"
"('P53778', 'Q9Y243')"
"('O14965', 'Q01469')"
"('Q14511', 'P46108')"
"('Q9NYG5', 'Q9H1A4')"
"('Q9Y4K3', 'P23526')"
"('P16220', 'Q9BTC8')"
"('Q96E14', 'Q13472')"
"('Q13255', 'Q8TCU5')"
"('Q13315', 'O95707')"
"('Q9Y572', 'P11142')"
"('Q9UQK1', 'O14965')"
"('P48039', 'Q13151')"
"('Q8TAE8', 'Q401N2')"
"('Q12933', 'P28908')"
"('Q6FHJ7', 'P56703')"
"('Q9Y3C4', 'Q96S44')"
"('Q92574', 'P02794')"
"('P62258', 'Q9UJZ1')"
"('P67870', 'Q9BVA1')"
"('P68371', 'P17302')"
"('Q96I25', 'P26368')"
"('P21333', 'P20333')"
"('Q9ULX6', 'Q14739')"
"('O43617', 'Q9Y296')"
"('Q7Z434', 'P61964')"
"('O43561', 'O75955')"
"('Q9H2A7', 'P51684')"
"('Q9C086', 'P62805')"
"('Q96BK5', 'Q9Y2R5')"
"('Q8NHJ6', 'P43405')"
"('P55854', 'Q9UBE0')"
"('P25205', 'P55201')"
"('P08047', 'P02452')"
"('O43309', 'P63165')"
"('P18146', 'Q9NZN8')"
"('Q9HAU5', 'P62841')"
"('O75150', 'Q9BSJ1')"
"('P51817', 'Q7Z3S7')"
"('P32121', 'Q8NG95')"
"('Q01201', 'P0CG47')"
"('Q16629', 'Q9UBU9')"
"('P16383', 'P54253')"
"('Q96KM6', 'O75794')"
"('Q13133', 'Q15788')"
"('Q15428', 'P08579')"
"('P57740', 'Q8WYP5')"
"('O14933', 'Q92560')"
"('P55157', 'P16333')"
"('P13569', 'O95219')"
"('P01106', 'O60645')"
"('Q12906', 'Q92878')"
"('P55084', 'P20073')"
"('P36542', 'Q9UL18')"
"('P50991', 'Q9UHD2')"
"('Q96BK5', 'Q9Y3D3')"
"('P19532', 'Q8WUM4')"
"('P04406', 'P54253')"
"('Q96HT8', 'Q99598')"
"('P35626', 'Q8N146')"
"('Q15047', 'P11308')"
"('Q13315', 'P60520')"
"('P49459', 'O75150')"
"('O94921', 'Q9HCE7')"
"('Q9H4P4', 'P22455')"
"('P63010', 'P53680')"
"('P27797', 'P16298')"
"('P01106', 'Q9UJS0')"
"('Q7L5N1', 'P05154')"
"('P61981', 'Q14525')"
"('P54652', 'P50222')"
"('Q8IZL8', 'P22087')"
"('P50914', 'P36578')"
"('P38646', 'P41279')"
"('Q16637', 'P09012')"
"('P51864', 'P46379')"
"('P62277', 'Q00653')"
"('O43809', 'O43318')"
"('P18146', 'Q16827')"
"('Q6UY14', 'Q13643')"
"('Q86YW0', 'Q05655')"
"('P33993', 'Q12905')"
"('P22694', 'P46020')"
"('P01106', 'P54578')"
"('Q8IY92', 'P42695')"
"('P03901', 'O95169')"
"('O95163', 'P21333')"
"('Q9UHC7', 'Q9HCP0')"
"('P10720', 'P51681')"
"('Q6PL18', 'P01106')"
"('P43403', 'Q8NET5')"
"('Q13530', 'O15260')"
"('Q9H1I8', 'O00329')"
"('Q8N140', 'Q92624')"
"('P01106', 'P49711')"
"('Q15024', 'Q8WVN8')"
"('Q9P2R6', 'Q96KQ4')"
"('O14561', 'O95139')"
"('P46013', 'P83916')"
"('P62277', 'P43146')"
"('O43313', 'O96017')"
"('Q969Y2', 'Q07890')"
"('Q5MNZ9', 'P47929')"
"('P13569', 'P02545')"
"('P20226', 'Q92994')"
"('P14136', 'Q9UGJ1')"
"('P19438', 'O15519')"
"('P12235', 'P20333')"
"('Q00610', 'O00291')"
"('P20290', 'P29323')"
"('P62837', 'P78317')"
"('O75578', 'P35609')"
"('O15524', 'P16471')"
"('Q06190', 'P30153')"
"('Q13247', 'P61978')"
"('Q9UKV0', 'Q96A08')"
"('P04183', 'P02675')"
"('O00470', 'P26367')"
"('Q86WJ1', 'P0C0S5')"
"('Q9NZ08', 'P19438')"
"('Q9GZM5', 'Q9BSR8')"
"('P01106', 'Q9Y6X0')"
"('P62851', 'P62266')"
"('P78352', 'Q9ULV1')"
"('O94805', 'P53350')"
"('O43187', 'O95817')"
"('Q70Z35', 'P42345')"
"('Q13627', 'P61981')"
"('Q9UM73', 'P35568')"
"('P05026', 'Q8IZ69')"
"('P33993', 'Q9Y4K3')"
"('Q8NFD5', 'O14497')"
"('O00273', 'Q9Y4E8')"
"('Q9Y3I1', 'P46527')"
"('Q8N264', 'Q92730')"
"('O95178', 'P56556')"
"('Q04206', 'Q16548')"
"('P53778', 'P07197')"
"('P63208', 'Q9NWN3')"
"('P17301', 'P49023')"
"('Q8TEY5', 'Q53ET0')"
"('P36956', 'P54253')"
"('Q96GD4', 'Q9H8Y5')"
"('P08238', 'Q9HB07')"
"('P02545', 'P84022')"
"('P05452', 'Q96QR1')"
"('Q9HCU5', 'Q9NR31')"
"('Q08050', 'P53350')"
"('O43791', 'P28702')"
"('O75506', 'Q9BSB4')"
"('P46108', 'P43699')"
"('Q13432', 'P20963')"
"('O94805', 'P38398')"
"('P04637', 'Q92851')"
"('Q7L5N1', 'Q8IYL3')"
"('Q13315', 'P62979')"
"('Q99496', 'Q06587')"
"('P05452', 'Q01804')"
"('P05388', 'Q9UKV8')"
"('O75794', 'Q96KM6')"
"('P08631', 'P10721')"
"('407021', 'P08572')"
"('P06400', 'P27540')"
"('P55795', 'Q16629')"
"('P50570', 'P23508')"
"('Q08945', 'P60709')"
"('P00750', 'P00749')"
"('Q13573', 'P08238')"
"('Q99750', 'O43734')"
"('Q9BXS5', 'O75379')"
"('406890', 'P01112')"
"('O95996', 'P35222')"
"('Q06323', 'P62191')"
"('P01308', 'P98164')"
"('Q9UNS2', 'Q99627')"
"('P30085', 'Q9UKE5')"
"('O14933', 'Q7Z419')"
"('Q01081', 'Q15428')"
"('P48634', 'Q9NWB1')"
"('P62269', 'P60709')"
"('P61218', 'P52434')"
"('P04049', 'O95848')"
"('O43809', 'P23508')"
"('P49916', 'Q96FI4')"
"('P63104', 'Q9BT78')"
"('P52434', '100008588')"
"('Q9UK53', 'Q9H7L9')"
"('O75293', 'P52564')"
"('P51668', 'Q86Y13')"
"('Q00994', 'Q15834')"
"('P24941', 'P25054')"
"('P01889', 'P10599')"
"('Q99759', 'Q9BVA1')"
"('Q8WUI4', 'P55211')"
"('P15173', 'Q02363')"
"('P04049', 'Q13526')"
"('P01889', 'P46781')"
"('P30154', 'O95072')"
"('P01106', 'P27987')"
"('P01566', 'Q6UXL0')"
"('Q02156', 'Q16236')"
"('O14965', 'P04637')"
"('Q9NS75', 'P29992')"
"('Q16821', 'P31749')"
"('Q16695', 'O75164')"
"('Q9BZM3', 'P00519')"
"('Q96QC0', 'P62136')"
"('Q14511', 'Q8IZD9')"
"('P04637', 'P05549')"
"('Q96F07', 'P55160')"
"('P12107', 'Q13952')"
"('Q9H7D0', 'Q9BXL8')"
"('Q9Y490', 'P56199')"
"('P04075', 'P63104')"
"('O60603', 'P01112')"
"('P11831', 'P13569')"
"('Q8N257', 'Q96QV6')"
"('Q9Y3U8', 'Q13573')"
"('Q9Y5B9', 'P16104')"
"('Q99741', 'Q9UJX2')"
"('Q99558', 'O15111')"
"('P42345', 'P30622')"
"('Q9Y6Q9', 'P61289')"
"('Q8N257', 'Q9BY41')"
"('P04222', 'Q00610')"
"('O60331', 'O00401')"
"('Q16665', 'Q03468')"
"('P29590', 'Q86Z02')"
"('P08567', 'P26038')"
"('Q14686', 'P19793')"
"('P00519', 'P30260')"
"('P01242', 'Q969J5')"
"('Q9UBM7', 'Q9NPH0')"
"('P47898', 'O95467')"
"('P54753', 'P20936')"
"('P37231', 'O75448')"
"('P68543', 'P07108')"
"('P17612', 'P41235')"
"('O15162', 'P29353')"
"('Q9Y496', 'Q96PY6')"
"('P36873', 'O95405')"
"('Q14240', 'Q9P2D0')"
"('Q13228', 'P27694')"
"('P01562', 'Q99062')"
"('P42684', 'P29323')"
"('P24821', 'P53708')"
"('Q14997', 'P01106')"
"('Q16539', 'P17676')"
"('P33076', 'P25208')"
"('P16220', 'Q92519')"
"('P46100', 'P23497')"
"('Q8TEK3', 'Q03111')"
"('P35555', 'P62745')"
"('Q99717', 'Q9H0M0')"
"('Q8WU17', 'P18146')"
"('Q9NYJ8', 'P0CG48')"
"('P84996', 'P12931')"
"('Q02045', 'P35580')"
"('P08047', 'P15311')"
"('O43148', 'O60942')"
"('Q9C005', 'Q99877')"
"('Q9H490', 'Q96S52')"
"('P17612', 'P45984')"
"('P12004', 'Q13428')"
"('Q9NZJ0', 'P61964')"
"('P46934', 'Q96J02')"
"('P15927', 'Q9H9A7')"
"('Q9Y6M9', 'O00483')"
"('Q969Q1', 'Q14896')"
"('P46379', 'Q14186')"
"('Q9UI26', 'Q12933')"
"('O60739', 'P60660')"
"('P56524', 'P0C0S8')"
"('P62316', 'P08729')"
"('P19793', 'O95257')"
"('Q9NQB0', 'O95813')"
"('P0CG47', 'P36897')"
"('Q99496', 'Q03164')"
"('Q9UNS1', 'Q13535')"
"('Q9NWT6', 'O15379')"
"('O14508', 'Q13261')"
"('Q8TAX7', 'O15230')"
"('Q03060', 'O43889')"
"('P33778', 'Q9P0M6')"
"('P06241', 'Q14315')"
"('P06241', 'O60880')"
"('Q96B33', 'Q8N6F1')"
"('P46937', 'P61981')"
"('P56524', 'P17676')"
"('Q9GZY0', 'Q9NPJ8')"
"('Q12972', 'Q14194')"
"('Q9NY61', 'Q15038')"
"('Q16665', 'P27540')"
"('Q8NHZ8', 'Q9UM13')"
"('Q14194', 'Q03518')"
"('Q15172', 'Q8WXS5')"
"('Q15011', 'P15927')"
"('P23763', 'Q9P0L0')"
"('O15131', 'P46527')"
"('P22694', 'O15264')"
"('P28715', 'O95257')"
"('Q9NRI5', 'O95347')"
"('P49913', 'Q99572')"
"('Q9Y5B0', 'P30876')"
"('O14980', 'Q96RS0')"
"('P22626', 'Q99459')"
"('O43927', 'P46092')"
"('Q8IUE6', 'P58876')"
"('P06400', 'P51532')"
"('P33240', 'Q9P2I0')"
"('P22612', 'Q9Y691')"
"('Q16799', 'Q8N612')"
"('P23511', 'P35625')"
"('O43909', 'Q15788')"
"('Q99459', 'Q15003')"
"('P56524', 'Q7Z2G1')"
"('P60604', 'Q00987')"
"('P52435', 'Q15560')"
"('P49137', 'P30305')"
"('Q9P2M7', 'Q07157')"
"('O15553', 'Q96P20')"
"('Q5T5U3', 'Q9H4E5')"
"('Q92874', 'P06241')"
"('P06748', 'Q99558')"
"('Q9NZT1', 'Q96NX5')"
"('Q5SRE5', 'P49790')"
"('Q15427', 'O95400')"
"('P15692', 'P22607')"
"('Q12879', 'P12814')"
"('Q9NRF9', 'Q07864')"
"('P29460', 'Q9HBE5')"
"('P06870', 'P30411')"
"('P02766', 'P60709')"
"('Q9HAU4', 'Q8N0X7')"
"('Q16659', 'Q13813')"
"('Q16539', 'Q07812')"
"('P42858', 'P23258')"
"('P20333', 'Q9UKB1')"
"('Q9NR30', 'P62807')"
"('Q9Y4K3', 'P05198')"
"('P62906', 'P62750')"
"('P83731', 'P30480')"
"('P62899', 'O15479')"
"('Q9BQY4', 'Q9BTL3')"
"('Q15047', 'Q13332')"
"('P29992', 'P47712')"
"('Q9UBI6', 'P48544')"
"('O60658', 'P19838')"
"('P61513', 'P62910')"
"('Q9NQ66', 'Q02156')"
"('Q9BYG5', 'Q8N3R9')"
"('Q9Y572', 'Q06830')"
"('P04406', 'P16871')"
"('Q04206', 'O43353')"
"('P21333', 'Q8N264')"
"('P40424', 'P04150')"
"('P37231', 'Q15596')"
"('Q14197', 'Q9NPE2')"
"('O75044', 'Q07889')"
"('P62979', 'P60866')"
"('P78527', 'Q9Y4R8')"
"('Q53ET0', 'Q02930')"
"('P63208', 'Q8TCJ0')"
"('Q5VVJ2', 'P07437')"
"('Q92609', 'Q96CW1')"
"('Q7Z5H3', 'P62745')"
"('P56199', 'P46109')"
"('Q969S8', 'Q93077')"
"('P78369', 'P56746')"
"('P49407', 'P14618')"
"('P63208', 'Q96CD0')"
"('P11274', 'O14924')"
"('Q99797', 'Q16659')"
"('P61978', 'Q13242')"
"('P62834', 'O43566')"
"('Q96BI3', 'Q04721')"
"('P62877', 'Q15750')"
"('Q9BY43', 'Q8WUX9')"
"('O14512', 'P16333')"
"('P08047', 'Q92793')"
"('O15264', 'P13797')"
"('Q5SW24', 'O94806')"
"('Q99714', 'Q12873')"
"('O60936', 'Q07812')"
"('O95622', 'P22612')"
"('Q00978', 'P54253')"
"('Q6P4R8', 'Q9Y265')"
"('Q13895', 'P38432')"
"('Q99576', 'Q9UM19')"
"('O95813', 'P56705')"
"('P04637', 'O14727')"
"('P53999', 'Q15545')"
"('O15146', 'O14640')"
"('P05412', 'O15297')"
"('Q13569', 'Q9Y6K1')"
"('P18754', 'O00505')"
"('P46782', 'P62857')"
"('Q13535', 'O75367')"
"('P62424', 'P61353')"
"('Q13573', 'P41091')"
"('Q8TAQ2', 'Q92561')"
"('O75694', 'Q92621')"
"('P35348', 'Q9Y478')"
"('Q15645', 'P21964')"
"('Q9Y2X0', 'Q9NPJ6')"
"('P67870', 'P49427')"
"('O43290', 'Q13573')"
"('P18146', 'Q8ND90')"
"('Q9UQL6', 'Q99877')"
"('O60814', 'O15047')"
"('Q9UHD2', 'Q06787')"
"('P63279', 'P10276')"
"('P43250', 'P49238')"
"('Q93077', 'Q9UKV0')"
"('P30101', 'P18206')"
"('P41743', 'P11234')"
"('Q14451', 'Q15047')"
"('Q9Y5K5', 'P49720')"
"('P16871', 'Q14289')"
"('Q15173', 'Q13522')"
"('Q5UIP0', 'P04183')"
"('Q9UPV9', 'Q8IXI2')"
"('P11182', 'Q9HCK5')"
"('P21333', 'Q12933')"
"('P02768', 'O60281')"
"('Q99836', 'P26196')"
"('Q13315', 'O15519')"
"('P30480', 'O75390')"
"('O00231', 'Q15262')"
"('P52292', 'Q9UH99')"
"('Q96AW1', 'Q96KB5')"
"('Q96ST3', 'P10827')"
"('P19438', 'O00165')"
"('Q96SB3', 'P32238')"
"('Q9UI09', 'P03905')"
"('P02686', 'P28482')"
"('Q9Y258', 'P46092')"
"('Q14919', 'Q9HCE6')"
"('Q9NY93', 'P62273')"
"('P56524', 'P62258')"
"('Q9UMS4', 'Q9NX70')"
"('O15360', 'Q92925')"
"('O95298', 'O95139')"
"('P62714', 'Q16537')"
"('Q14596', 'O95166')"
"('Q9P2D1', 'P51532')"
"('Q12791', 'Q13698')"
"('P18146', 'P42785')"
"('P14416', 'P07101')"
"('Q9UNF1', 'Q9BV47')"
"('Q9ULK5', 'P17252')"
"('Q96CG3', 'Q6ZVK8')"
"('O75947', 'P18859')"
"('P41182', 'Q9BZK7')"
"('P20248', 'P54198')"
"('P24539', 'P56385')"
"('P50281', 'Q9BV57')"
"('P35626', 'Q9H207')"
"('P38398', 'Q5VTD9')"
"('Q9C0K0', 'O43463')"
"('O75586', 'P10276')"
"('Q6NV75', 'Q9Y4A5')"
"('Q13242', 'P07910')"
"('O14933', 'P78317')"
"('O75438', 'Q9UI09')"
"('P01116', 'O15264')"
"('P78524', 'P55157')"
"('Q13535', 'Q9UNF1')"
"('P62424', 'P18124')"
"('Q6ZVK8', 'Q96GX9')"
"('Q8N668', 'P49642')"
"('P05362', 'P61586')"
"('P34931', 'Q99759')"
"('Q9P2E3', 'Q9Y2X8')"
"('Q00403', 'Q99442')"
"('P38646', 'P19838')"
"('Q13347', 'P55010')"
"('Q5UIP0', 'P00491')"
"('P41235', 'P22891')"
"('Q7KZI7', 'O14640')"
"('Q6I9Y2', 'Q99816')"
"('P06400', 'P35869')"
"('P42771', 'P30281')"
"('P56537', 'Q9BX66')"
"('Q13885', 'P21673')"
"('Q15020', 'Q96KG7')"
"('A0JLT2', 'Q3L8U1')"
"('P26367', 'Q9NSC5')"
"('Q15078', 'Q00535')"
"('Q7Z2G1', 'P0C5Z0')"
"('P02745', 'Q15848')"
"('P28340', 'P01106')"
"('Q5SW24', 'O14640')"
"('Q9Y2D1', 'Q9NR55')"
"('P62140', 'P42262')"
"('O15264', 'P98177')"
"('P26358', 'P63104')"
"('Q9P2F6', 'Q07890')"
"('Q99547', 'Q9NPD3')"
"('Q9UBB5', 'Q09028')"
"('Q9H9T3', 'P68431')"
"('P04183', 'P51693')"
"('P11802', 'Q9Y383')"
"('Q99459', 'Q13616')"
"('O15524', 'P10721')"
"('Q9UHV9', 'Q9P2S5')"
"('Q16659', 'Q14103')"
"('P28702', 'P10276')"
"('O75554', 'P12956')"
"('Q14683', 'P31943')"
"('P40425', 'P40424')"
"('P40337', 'Q12996')"
"('P04637', 'P35232')"
"('O75381', 'O00628')"
"('Q13443', 'Q9UKS6')"
"('Q96LC9', 'Q07817')"
"('P63092', 'P47712')"
"('P00734', 'P03951')"
"('O15047', 'Q6DRA6')"
"('Q13315', 'Q8ND82')"
"('P17612', 'P05026')"
"('Q6ZMZ0', 'P68036')"
"('Q96HR8', 'P27824')"
"('P01275', 'P43220')"
"('Q9Y250', 'P62875')"
"('P36957', 'O96013')"
"('Q86WV6', 'Q14653')"
"('P24387', 'P06850')"
"('Q92556', 'P63000')"
"('Q13200', 'Q9Y297')"
"('Q92956', 'P78330')"
"('Q9BV68', 'Q9Y2X8')"
"('P29400', 'Q05397')"
"('Q12873', 'P17542')"
"('P19419', 'P38398')"
"('P46779', 'Q9NX58')"
"('O95347', 'Q9UBN6')"
"('Q9H4B4', 'O96017')"
"('Q96K30', 'O95613')"
"('Q13151', 'Q15287')"
"('Q9H467', 'P03372')"
"('Q9P2K8', 'Q9BY44')"
"('P28066', 'P25786')"
"('P56134', 'O95159')"
"('P07237', 'Q8TCT9')"
"('Q9Y6K9', 'P58107')"
"('Q04759', 'P53779')"
"('P45983', 'P67775')"
"('Q13007', 'P38484')"
"('Q96HA1', 'Q9Y5P4')"
"('Q9UI14', 'Q96MX0')"
"('Q96GY3', 'Q8IYF3')"
"('Q14934', 'P45983')"
"('P46779', 'P63173')"
"('Q12824', 'P06400')"
"('Q96KQ7', 'Q8NBV4')"
"('P05412', 'Q16548')"
"('Q96HA8', 'Q16637')"
"('Q9BVA1', 'Q99759')"
"('P62805', 'P62993')"
"('P21796', 'P21281')"
"('Q96RL7', 'P55157')"
"('Q13233', 'P11142')"
"('P31749', 'Q96IZ0')"
"('Q07889', 'Q9UKW4')"
"('Q9H0E3', 'Q16514')"
"('Q6VMQ6', 'P16220')"
"('Q04206', 'Q8N163')"
"('P41743', 'Q9H492')"
"('Q13243', 'P84103')"
"('Q96AQ9', 'Q9Y6D9')"
"('P30084', 'P40337')"
"('Q16659', 'Q96EX3')"
"('Q9HCM9', 'P51668')"
"('P00519', 'P18146')"
"('P69905', 'P07339')"
"('O14832', 'P49190')"
"('P30480', 'P55036')"
"('P15153', 'Q13233')"
"('O43909', 'P62993')"
"('P38398', 'P24385')"
"('P30480', 'Q3ZAQ7')"
"('Q86XP3', 'O94762')"
"('P15880', 'Q15843')"
"('O60674', 'P24394')"
"('Q9UL33', 'Q15063')"
"('O00217', 'Q9NX14')"
"('P62945', 'P39023')"
"('P43360', 'Q9H993')"
"('P00519', 'P15498')"
"('P56750', 'O75970')"
"('P43405', 'Q9P126')"
"('P40763', 'P51813')"
"('P20073', 'O60551')"
"('Q92769', 'O14593')"
"('P54646', 'P49593')"
"('P27986', 'PB_10')"
"('Q9UBQ5', 'Q9Y478')"
"('P35626', 'Q8NH48')"
"('Q13432', 'Q9UN74')"
"('P62979', 'P62241')"
"('Q9Y6Q6', 'O00300')"
"('O75674', 'Q99759')"
"('P21980', 'P42574')"
"('P61081', 'Q86XK2')"
"('P51817', 'P10636')"
"('Q9UKW4', 'P58107')"
"('Q13472', 'P29590')"
"('Q16619', 'Q01344')"
"('O95405', 'Q13485')"
"('P17066', 'O75594')"
"('Q8IYF3', 'P48552')"
"('P51817', 'Q13936')"
"('Q5MIZ7', 'P16104')"
"('Q15759', 'Q12778')"
"('Q13255', 'Q9NSC5')"
"('Q13237', 'O43889')"
"('Q96NZ9', 'P62993')"
"('P61088', 'O00237')"
"('P01282', 'Q9NRR5')"
"('P56556', 'O95139')"
"('Q15047', 'P51784')"
"('P27361', 'Q9Y5K3')"
"('Q9H832', 'Q7Z4K8')"
"('Q14686', 'P61964')"
"('Q99558', 'P04406')"
"('Q9UHX1', 'Q9NZI8')"
"('P08107', 'P61981')"
"('P14868', 'P27986')"
"('P01588', 'Q5VWK5')"
"('P55268', 'Q496J9')"
"('Q9BYB0', 'Q15788')"
"('P50150', 'P48736')"
"('P01106', 'Q9UIJ7')"
"('Q9NS23', 'Q9H5I1')"
"('P12544', 'P55085')"
"('P01241', 'P15924')"
"('P51149', 'Q9H4B7')"
"('P63104', 'P29353')"
"('Q9UIF9', '100008588')"
"('Q9H7Z6', 'P31269')"
"('Q8WU90', 'Q14164')"
"('P78406', 'Q9BUJ2')"
"('P00519', 'P06733')"
"('O95967', 'Q9NRR5')"
"('O43318', 'Q92831')"
"('Q86TA1', 'P02775')"
"('O75365', 'P39656')"
"('Q93008', 'P49642')"
"('P30154', 'Q13188')"
"('P31947', 'Q13470')"
"('P04049', 'Q15382')"
"('P41235', 'Q92878')"
"('P20333', 'Q9UM54')"
"('Q969Z0', 'Q9NYA4')"
"('Q13751', 'Q9UKX5')"
"('Q9BQ83', 'P49720')"
"('P11171', 'P01298')"
"('Q86W92', 'P31947')"
"('P51784', 'O76071')"
"('P27487', 'P00813')"
"('O95178', 'P51970')"
"('O43918', 'O60216')"
"('P61024', 'Q00526')"
"('P17028', 'Q9Y5X1')"
"('P62308', 'O60383')"
"('Q96RN5', 'P36542')"
"('Q9NV70', 'Q13813')"
"('O43236', 'Q99719')"
"('Q13247', 'P62995')"
"('Q14164', 'Q9UBT2')"
"('O43293', 'P40429')"
"('P10721', 'Q9UQC2')"
"('P31749', 'P98170')"
"('Q8IWZ8', 'P61978')"
"('O75940', 'Q2NL82')"
"('Q16531', 'O75478')"
"('P42167', 'P16333')"
"('P07949', 'Q07889')"
"('Q13131', 'Q9UGJ0')"
"('Q7L576', 'Q9Y6X6')"
"('Q14683', 'Q07955')"
"('Q9UKV0', 'P63104')"
"('Q99519', 'O60603')"
"('Q92551', 'Q15024')"
"('Q16630', 'O75554')"
"('P37108', 'P62993')"
"('Q8WV28', 'Q07889')"
"('Q01130', 'Q9UK58')"
"('Q75N90', 'O00193')"
"('406947', 'Q14164')"
"('Q16236', 'P09601')"
"('P53041', 'P08107')"
"('Q9UPN9', 'O96019')"
"('Q8TC90', 'Q93062')"
"('O14832', 'Q9P2S5')"
"('O14737', 'Q5UIP0')"
"('Q14204', 'Q9NY65')"
"('P53779', 'P35568')"
"('Q15464', 'P31785')"
"('Q92796', 'Q9NYY3')"
"('Q9H2C0', 'Q99426')"
"('Q13387', 'P55072')"
"('O43426', 'P49418')"
"('P17568', 'P03897')"
"('P07948', 'Q9UN19')"
"('O00144', 'Q92997')"
"('Q96RK0', 'Q9HC77')"
"('Q06124', 'Q07890')"
"('P49918', 'P24941')"
"('O15315', 'O43543')"
"('P25025', 'P55072')"
"('O14775', 'O95622')"
"('Q9UQE7', 'P49662')"
"('Q9Y258', 'P61073')"
"('P40337', 'P29401')"
"('Q13568', 'Q14790')"
"('P63000', 'Q8WYR1')"
"('Q9Y3D7', 'P51674')"
"('O95990', 'P19012')"
"('P62899', 'P18077')"
"('Q15139', 'Q96A00')"
"('P20671', 'Q8N257')"
"('Q9Y2Q3', 'Q9UBB6')"
"('Q05519', 'Q13243')"
"('Q5JSZ5', 'P54259')"
"('P30154', 'P46937')"
