negatives
"('Q9HD36', 'Q07812')"
"('P08779', 'P01857')"
"('Q9UBF6', 'Q8WXK4')"
"('P33991', 'Q08945')"
"('O14543', 'Q5H9I0')"
"('P03372', 'Q09472')"
"('P08172', 'P50151')"
"('Q15750', 'O60287')"
"('Q9Y4K4', 'Q92844')"
"('P62424', 'P42766')"
"('Q96HA1', 'Q9Y5P4')"
"('Q99942', 'Q96LR5')"
"('Q9H2Y7', 'P55854')"
"('P32881', 'Q13261')"
"('Q9Y243', 'Q16821')"
"('O95400', 'Q01130')"
"('P50453', 'Q5UIP0')"
"('P62158', 'Q15051')"
"('O75365', 'P12004')"
"('P52630', 'O14544')"
"('Q8IY92', 'P04792')"
"('Q9Y263', 'O75886')"
"('P33992', 'Q09472')"
"('P10073', 'Q99684')"
"('Q9H0D6', 'Q99459')"
"('Q9NRD5', 'P54252')"
"('Q96MT8', 'Q9NRI5')"
"('Q9Y5S9', 'Q8ND04')"
"('Q9Y4K3', 'P45983')"
"('Q9Y4H2', 'O60674')"
"('Q15561', 'P46937')"
"('Q16659', 'P10244')"
"('Q96E29', 'Q14197')"
"('O75369', 'P16144')"
"('O95182', 'Q86Y39')"
"('P62837', 'Q86YT6')"
"('P54253', 'Q8NDZ0')"
"('P02787', 'P02751')"
"('P13535', 'P60709')"
"('Q04206', 'P01567')"
"('Q9H5I1', 'P27986')"
"('Q8NG66', 'P51955')"
"('Q15797', 'Q9BRB3')"
"('Q8NFP9', 'P00519')"
"('Q96IP4', 'O43278')"
"('P25963', 'P08107')"
"('P11142', 'P51617')"
"('P11047', 'Q7L1I2')"
"('P13232', 'P48551')"
"('P04141', 'P42702')"
"('P08581', 'Q96B97')"
"('O14776', 'Q12873')"
"('P63218', 'P18146')"
"('Q9UQ80', 'P61353')"
"('Q06187', 'Q04759')"
"('Q9Y2W2', 'P52756')"
"('O75369', 'Q13153')"
"('Q9BVP2', 'Q9P2S5')"
"('Q16539', 'Q16644')"
"('P29350', 'P48551')"
"('Q96B97', 'O75340')"
"('Q9UIG0', 'Q9NRL2')"
"('P51681', 'P01730')"
"('Q9H0J4', 'P04406')"
"('P36897', 'P49703')"
"('P11142', 'P30408')"
"('P35326', 'P07947')"
"('P06213', 'O00459')"
"('O43920', 'P28331')"
"('Q8IX12', 'P26368')"
"('P31947', 'P31749')"
"('Q99459', 'P33176')"
"('Q15366', 'P16104')"
"('P22612', 'Q96D31')"
"('Q8IUC4', 'P05783')"
"('P48443', 'O75376')"
"('P52803', 'P12980')"
"('P05412', 'P35228')"
"('P84022', 'Q12778')"
"('P48039', 'P11021')"
"('P01242', 'P40189')"
"('Q15003', 'Q13573')"
"('Q04759', 'P02545')"
"('Q9GZT8', 'O96006')"
"('Q9BZX2', 'Q9HC98')"
"('Q9Y4J8', 'Q14CB8')"
"('O43665', 'P19086')"
"('Q12809', 'O75380')"
"('Q15291', 'Q9C005')"
"('P22694', 'Q15759')"
"('Q07325', 'P51677')"
"('Q9GZQ8', 'Q15334')"
"('P22061', 'Q12873')"
"('Q9UHX1', 'Q969J3')"
"('P42771', 'P33992')"
"('P12931', 'Q92608')"
"('Q9UPX8', 'P46108')"
"('Q16512', 'P11234')"
"('Q96BN2', 'O75528')"
"('P50281', 'Q15109')"
"('P56556', 'O95167')"
"('P78406', 'Q8NFH3')"
"('O15169', 'P68104')"
"('O14980', 'P08238')"
"('O75365', 'P52272')"
"('O14733', 'P53779')"
"('Q96RN5', 'P49336')"
"('P16220', 'Q9Y4K1')"
"('Q8TBE0', 'Q9BQ66')"
"('Q9HCK5', 'Q9NXS2')"
"('Q9UKR5', 'P05091')"
"('Q8N5R6', 'Q9BQY4')"
"('P43403', 'Q15464')"
"('P27482', 'Q08828')"
"('Q9HAU0', 'O43490')"
"('P13569', 'Q15369')"
"('P23528', 'Q15007')"
"('Q9H492', 'P17252')"
"('Q13426', 'Q9H9Q4')"
"('Q13950', 'P10275')"
"('P35626', 'Q8N349')"
"('Q9Y4K3', 'Q5VZP5')"
"('P60763', 'P53779')"
"('Q9Y239', 'Q04206')"
"('Q9H1I8', 'Q9Y2S7')"
"('Q96KK5', 'P0C1H6')"
"('Q9UFF9', 'Q9HB71')"
"('P46695', 'Q13362')"
"('Q92956', 'P07237')"
"('P25105', 'P29597')"
"('P60953', 'P63000')"
"('P20809', 'Q8N6P7')"
"('Q16594', 'Q5RL73')"
"('Q9Y616', 'Q9Y3B3')"
"('Q9Y5Y3', 'P62993')"
"('O14832', 'P07498')"
"('Q9UDY8', 'P40337')"
"('Q9NXS2', 'Q9HCK5')"
"('P22392', 'Q9Y230')"
"('P05121', 'P00749')"
"('P05783', 'Q15834')"
"('Q92985', 'Q8IU54')"
"('P55036', 'Q9H816')"
"('Q9Y2D5', 'P27986')"
"('Q9Y5B9', 'Q96HA7')"
"('O00206', 'P19838')"
"('Q5UIP0', 'P02774')"
"('P36578', 'P61353')"
"('P18146', 'Q8N157')"
"('Q9NQ92', 'P68431')"
"('P16144', 'Q06124')"
"('Q9H492', 'P08754')"
"('O95997', 'P16220')"
"('P01282', 'P50222')"
"('A5PKW4', 'O60921')"
"('O94782', 'Q8TAF3')"
"('P61158', 'P62993')"
"('P62487', 'O15514')"
"('P25963', 'P34931')"
"('Q9H0R8', 'P46934')"
"('Q2M389', 'Q15796')"
"('P46779', 'P05386')"
"('P04150', 'P03956')"
"('O15160', 'Q9GZS1')"
"('P46940', 'P62330')"
"('P40337', 'O75643')"
"('Q13571', 'Q9NQ87')"
"('P38646', 'Q01201')"
"('Q9H0H5', 'Q02241')"
"('Q5QNW6', 'Q99878')"
"('Q15329', 'P28749')"
"('Q9NXR8', 'P68133')"
"('Q92956', 'Q9NYU2')"
"('P29353', 'Q13905')"
"('Q9GZR7', 'P11021')"
"('Q05086', 'P68036')"
"('Q96I25', 'Q15637')"
"('P06756', 'P12931')"
"('P49662', 'Q9UQE7')"
"('Q8TEL6', 'Q15750')"
"('P42677', 'P62841')"
"('Q14566', 'P49736')"
"('Q9BUH8', 'Q8TAU3')"
"('P18146', 'P09919')"
"('P22607', 'O00329')"
"('Q13564', 'P05067')"
"('P83731', 'P62899')"
"('Q14197', 'Q96EY7')"
"('P09211', 'P16871')"
"('P07996', 'P26006')"
"('P34810', 'Q01543')"
"('Q04864', 'P19838')"
"('P61266', 'O00161')"
"('P16333', 'O94885')"
"('O00308', 'P51170')"
"('P42338', 'P15153')"
"('O15409', 'Q9H334')"
"('Q9NWA0', 'P49368')"
"('P51817', 'P26678')"
"('Q07666', 'P09651')"
"('P68104', 'O60333')"
"('P01106', 'Q96BY6')"
"('Q8NG95', 'P38405')"
"('P48643', 'Q14164')"
"('P01570', 'Q13261')"
"('Q96T60', 'P49916')"
"('P54764', 'Q8N5V2')"
"('O75365', 'Q8NBQ5')"
"('P03956', 'P04150')"
"('Q969Q1', 'Q5T653')"
"('O43264', 'Q9Y5J5')"
"('Q92905', 'P61201')"
"('Q14738', 'Q15172')"
"('Q9NPB6', 'P63104')"
"('P04275', 'P26010')"
"('O15350', 'Q9H3D4')"
"('Q06124', 'Q6GTX8')"
"('P01106', 'A1L0T0')"
"('P13569', 'P62979')"
"('Q13191', 'P00403')"
"('P67870', 'Q8NDZ2')"
"('Q15853', 'P17483')"
"('Q9Y230', 'P78527')"
"('P20809', 'P08887')"
"('Q15797', 'P10070')"
"('P63215', 'P08172')"
"('P01106', 'Q96P53')"
"('Q14653', 'Q9Y3B3')"
"('Q15369', 'Q15370')"
"('Q15366', 'Q9BPZ7')"
"('Q96ST3', 'Q9UBL3')"
"('Q9NRD1', 'P62877')"
"('Q8N257', 'P16104')"
"('P06400', 'Q92569')"
"('P04406', 'P15927')"
"('Q9BU76', 'Q9H190')"
"('P49841', 'P37840')"
"('P0CG47', 'P49427')"
"('P45984', 'O15264')"
"('P08700', 'P16471')"
"('P08138', 'Q6S5L8')"
"('Q9Y6K9', 'P0CG47')"
"('O43175', 'Q99759')"
"('Q9Y2Z0', 'Q9Y239')"
"('Q9Y6N7', 'Q7Z6B7')"
"('P17252', 'P35222')"
"('Q04206', 'P63261')"
"('Q01196', 'P15509')"
"('Q8WUX9', 'Q15102')"
"('Q8N806', 'P39023')"
"('P46108', 'Q92918')"
"('Q9NWZ3', 'P27348')"
"('Q96PM5', 'P35790')"
"('Q14974', 'P20333')"
"('P38646', 'P61981')"
"('Q99743', 'P10275')"
"('Q9H4B7', 'P68366')"
"('P16220', 'O95391')"
"('Q92620', 'P09651')"
"('Q9H0E9', 'Q9Y265')"
"('Q7Z4H7', 'Q9NVX0')"
"('P32969', 'P49366')"
"('P30153', 'Q9GZV5')"
"('P31994', 'P27361')"
"('P37173', 'O00459')"
"('Q9UHV7', 'Q9BWU1')"
"('Q15036', 'P00519')"
"('P31947', 'P35568')"
"('O00217', 'Q14197')"
"('Q9BTP7', 'P49760')"
"('Q13283', 'P35225')"
"('Q96IK5', 'Q4V326')"
"('Q5UIP0', 'Q8TF21')"
"('O75716', 'Q14164')"
"('Q2QGD7', 'P33076')"
"('Q8NH51', 'P38405')"
"('Q9NQB0', 'Q9UKE5')"
"('Q9Y3C5', 'P62987')"
"('P01857', 'P55289')"
"('P56880', 'P56746')"
"('P30153', 'Q15173')"
"('P49888', 'P04637')"
"('P67775', 'Q02241')"
"('Q53ET0', 'Q9Y2K2')"
"('P29590', 'P83916')"
"('Q9P2M7', 'P19105')"
"('P41159', 'Q13651')"
"('Q99677', 'P48736')"
"('Q9UK08', 'P63092')"
"('P49023', 'P08514')"
"('P15884', 'P35222')"
"('P62979', 'P62249')"
"('Q8NEH6', 'Q01844')"
"('P51149', 'P01889')"
"('Q01813', 'P60520')"
"('O95433', 'Q9BUV8')"
"('P62913', 'P05386')"
"('P30559', 'Q06432')"
"('Q9UGN5', 'Q8WUE5')"
"('Q96MU8', 'O94907')"
"('Q02252', 'O60684')"
"('Q9BQA1', 'Q9UKV8')"
"('P17844', 'P11387')"
"('P15880', 'Q16637')"
"('P35606', 'Q8IXH7')"
"('Q8N2W9', 'Q9H492')"
"('P62249', 'P62857')"
"('Q96BK5', 'O76094')"
"('Q9BTW9', 'P12956')"
"('P60709', 'Q9Y230')"
"('Q9UHB7', 'O60563')"
"('P23508', 'Q9BXJ9')"
"('Q9GZS1', 'P17480')"
"('O76093', 'P11362')"
"('P01589', 'P23458')"
"('O43570', 'P39880')"
"('Q13352', 'O00291')"
"('Q5T8A7', 'Q9NYQ7')"
"('P35626', 'A6ND48')"
"('P63092', 'Q9HAV0')"
"('P01574', 'P78552')"
"('P35227', 'P35226')"
"('P62328', 'P48059')"
"('P30480', 'O95347')"
"('P07199', 'Q9BZD4')"
"('P57678', 'P49841')"
"('P38936', 'Q7L5D6')"
"('Q05397', 'P42224')"
"('Q13322', 'Q99558')"
"('Q9NWT6', 'O15379')"
"('Q9Y3C5', 'P08575')"
"('Q14526', 'P35222')"
"('Q92769', 'Q8N108')"
"('O00459', 'P48736')"
"('Q04759', 'P15056')"
"('Q8N264', 'Q07890')"
"('P62979', 'Q13155')"
"('O60292', 'P31947')"
"('Q14197', 'O75439')"
"('Q9BQE3', 'Q8NCM8')"
"('Q03135', 'O75581')"
"('P61371', 'P51116')"
"('Q9Y478', 'Q7L2H7')"
"('Q14689', 'P98082')"
"('Q14954', 'O43914')"
"('P67775', 'P05556')"
"('Q13535', 'Q9P0W2')"
"('Q9UGJ1', 'Q71U36')"
"('P61513', 'P32969')"
"('P25208', 'O15155')"
"('Q9NP81', 'Q8IXJ6')"
"('P35968', 'Q9H201')"
"('O75815', 'P33176')"
"('P49137', 'P26651')"
"('P53350', 'Q9Y5V3')"
"('P38159', 'Q86V81')"
"('P25686', 'P62987')"
"('Q15149', 'Q2TAY7')"
"('Q8IY31', 'Q05209')"
"('Q9UKM9', 'O00329')"
"('Q13007', 'P26992')"
"('P17844', 'Q9H2G2')"
"('P35613', 'Q9H6Z4')"
"('Q14498', 'Q9UHR5')"
"('P49768', 'P49755')"
"('Q9HCP0', 'Q9UHC7')"
"('P23508', 'Q14232')"
"('P08138', 'P20073')"
"('A0JLT2', 'O95816')"
"('P78545', 'P62837')"
"('P60953', 'Q13009')"
"('Q00005', 'P30154')"
"('Q13315', 'O95757')"
"('P13232', 'Q9UHF4')"
"('Q9Y572', 'Q05639')"
"('O94776', 'Q13547')"
"('P68104', 'Q02833')"
"('P60709', 'P08473')"
"('Q6UN15', 'Q10570')"
"('Q9BQ83', 'Q96NY9')"
"('P13224', 'P42336')"
"('Q5TAQ9', 'Q99750')"
"('Q9Y230', 'P31930')"
"('Q8WYK2', 'P29692')"
"('Q16629', 'Q05519')"
"('P62140', 'Q01668')"
"('Q92956', 'Q15005')"
"('Q9BPZ7', 'P20333')"
"('P56192', 'Q00653')"
"('Q9Y6M9', 'Q9UI09')"
"('P15880', 'O95793')"
"('C9JDP6', 'Q07157')"
"('O14775', 'Q13972')"
"('Q00613', 'P08107')"
"('Q13557', 'Q07699')"
"('Q9UKR5', 'Q12972')"
"('P45379', 'P06753')"
"('Q9NRL3', 'P12236')"
"('O43374', 'Q9HDC9')"
"('P01009', 'P20823')"
"('Q08211', 'Q9BWF3')"
"('O75995', 'Q9HCE7')"
"('P50990', 'Q15257')"
"('Q15797', 'P15121')"
"('P54253', 'Q9UKD1')"
"('Q9H6Y7', 'P61077')"
"('Q96J02', 'Q96BR1')"
"('Q8WX92', 'P62993')"
"('P08138', 'Q96GC6')"
"('Q9Y4G6', 'Q05397')"
"('O75369', 'P53708')"
"('P62304', 'P54105')"
"('Q7Z698', 'P22681')"
"('Q9ULK6', 'P51668')"
"('O14640', 'P19784')"
"('Q9Y5P8', 'Q92736')"
"('O14686', 'P03372')"
"('Q13617', 'O75365')"
"('P15586', 'P62993')"
"('Q9UBQ5', 'P40337')"
"('Q9Y5M8', 'Q92956')"
"('494324', 'P46937')"
"('P30154', 'P05129')"
"('Q9C005', 'Q8WWB3')"
"('O94907', 'Q96MU8')"
"('Q92832', 'Q0ZGT2')"
"('P78344', 'P60842')"
"('Q9NPC6', 'P35609')"
"('P20073', 'P43246')"
"('P56746', 'O95500')"
"('Q13153', 'Q14155')"
"('O95707', 'Q969H6')"
"('P01243', 'P61077')"
"('P35914', 'Q14469')"
"('Q13485', 'Q8WUH2')"
"('P78396', 'P22234')"
"('Q9NS23', 'Q9Y6H6')"
"('P19174', 'Q13393')"
"('Q5VU43', 'P37840')"
"('P35626', 'O60404')"
"('O60921', 'O75943')"
"('O75962', 'Q9Y5J5')"
"('P62993', 'P16144')"
"('P20827', 'P11362')"
"('Q9Y5K5', 'P48556')"
"('Q9BRP4', 'O43242')"
"('Q9Y5V3', 'Q14204')"
"('Q16602', 'P84996')"
"('P98164', 'Q92796')"
"('P08069', 'P61981')"
"('Q9GZN7', 'Q9P2H0')"
"('Q9NPD3', 'Q6P587')"
"('P35626', 'P51684')"
"('Q04206', 'Q00403')"
"('P63279', 'Q06945')"
"('P12931', 'P25963')"
"('O15355', 'P61247')"
"('P10589', 'P29692')"
"('Q03111', 'P50750')"
"('Q96SB3', 'P32239')"
"('P61421', 'P09471')"
"('Q92905', 'Q16531')"
"('P01106', 'P62995')"
"('Q9Y2A7', 'Q96F07')"
"('P27986', 'O75593')"
"('Q9UGN5', 'Q8TED0')"
"('P40337', 'O95340')"
"('Q96DB2', 'Q16659')"
"('Q07817', 'Q96N67')"
"('Q92844', 'Q8IUC6')"
"('P31751', 'Q8TEY5')"
"('Q9BYB0', 'P00519')"
"('407047', 'P55316')"
"('P06899', 'P0C0S8')"
"('Q5S007', 'P45985')"
"('Q16619', 'P15509')"
"('Q12933', 'Q02223')"
"('Q9HBG7', 'O60880')"
"('P48443', 'Q71F56')"
"('Q99828', 'P14635')"
"('P10275', 'P60709')"
"('Q9UBP8', 'P12980')"
"('Q8IXH7', 'Q8N163')"
"('P0C0S5', 'Q9Y265')"
"('Q14240', 'O95400')"
"('Q9HDB5', 'Q8N2Q7')"
"('Q15287', 'Q16637')"
"('Q15428', 'Q12972')"
"('Q92974', 'Q04917')"
"('Q9BZW7', 'Q16665')"
"('P27540', 'P00450')"
"('Q99459', 'P54198')"
"('P41222', 'P54253')"
"('Q9NRA1', 'P09619')"
"('O95405', 'Q9H4A4')"
"('Q13315', 'Q7LG56')"
"('Q53G59', 'Q92997')"
"('Q9P0M6', 'Q9UQL6')"
"('P62258', 'Q99683')"
"('Q16531', 'P41208')"
"('P56750', 'A6NM45')"
"('O96017', 'Q96NY9')"
"('Q6P2Q9', 'P01106')"
"('P62753', 'Q6R327')"
"('P37235', 'P11177')"
"('Q9UL18', 'Q96EY7')"
"('P63098', 'P62158')"
"('P40763', 'Q99062')"
"('Q9UQL6', 'Q16513')"
"('Q8IUE6', 'Q9BY41')"
"('P49682', 'P04899')"
"('Q14451', 'Q04724')"
"('P53779', 'P19838')"
"('P55210', 'Q15185')"
"('P32456', 'P21673')"
"('Q9UKV8', 'Q9H9G7')"
"('P84103', 'P49023')"
"('P49715', 'P17480')"
"('Q9GZT8', 'Q9NTM9')"
"('P60709', 'P84022')"
"('P49321', 'Q8IYT8')"
"('P42285', 'P40425')"
"('P31947', 'P00533')"
"('P98164', 'P21741')"
"('Q14315', 'Q9Y4P8')"
"('P57087', 'Q07157')"
"('P10828', 'Q13554')"
"('O14558', 'P31749')"
"('P84022', 'Q13642')"
"('Q6ZVK8', 'O95544')"
"('O95379', 'Q14315')"
"('O60262', 'P25116')"
"('Q9Y297', 'P42574')"
"('Q8N2W9', 'Q6Q0C0')"
"('Q92830', 'Q96AE4')"
"('P32969', 'P83731')"
"('P40937', 'Q7L5N1')"
"('P11171', 'Q15631')"
"('Q9HAU4', 'P26641')"
"('Q02543', 'P06858')"
"('Q96NA2', 'P68363')"
"('Q99624', 'Q9H7B4')"
"('P62807', 'Q96QV6')"
"('Q13330', 'P04628')"
"('O95359', 'Q92831')"
"('P51587', 'P62993')"
"('P62879', 'P28482')"
"('P19876', 'P41597')"
"('P62837', 'Q9C040')"
"('O75626', 'Q96DX7')"
"('O75461', 'Q00765')"
"('O00755', 'O75581')"
"('Q6P3X3', 'Q04771')"
"('P16333', 'O43150')"
"('Q9Y566', 'O14490')"
"('P13984', 'P18848')"
"('O95163', 'P33240')"
"('Q9H9A7', 'Q13156')"
"('P27361', 'Q13541')"
"('Q13002', 'P63098')"
"('O60762', 'O76071')"
"('Q01130', 'Q86U42')"
"('406952', 'P23458')"
"('P56545', 'Q13363')"
"('Q13616', 'P63208')"
"('P05062', 'Q8IWZ6')"
"('Q86YF9', 'Q9NQZ3')"
"('Q14164', 'Q16630')"
"('P24394', 'P35568')"
"('Q13813', 'Q9Y5U2')"
"('P21731', 'Q14344')"
"('O00182', 'P05556')"
"('Q9HBH0', 'O96013')"
"('Q9NX58', 'Q05516')"
"('Q15013', 'Q9P2H0')"
"('O00267', 'Q99873')"
"('Q15078', 'Q01105')"
"('Q16543', 'Q9Y5X3')"
"('P19086', 'P21918')"
"('P10275', 'Q15596')"
"('Q15759', 'P28482')"
"('P12110', 'P17301')"
"('P08754', 'Q8NFM4')"
"('P25100', 'P30679')"
"('P16333', 'Q8IZP0')"
"('P49796', 'P63096')"
"('Q6VMQ6', 'Q13608')"
"('Q03164', 'P51825')"
"('P12645', 'Q96NZ8')"
"('P27348', 'Q8IUF1')"
"('P50616', 'Q17RY0')"
"('P17844', 'O76070')"
"('P36405', 'Q5UIP0')"
"('Q01970', 'O14745')"
"('P78549', 'P12883')"
"('P10415', 'Q96LC9')"
"('P27361', 'P01579')"
"('P01732', 'P61769')"
"('O75914', 'P53350')"
"('P21333', 'P68032')"
"('Q96KQ4', 'Q09472')"
"('P63104', 'P32927')"
"('P67870', 'Q6UVY6')"
"('P41743', 'P62834')"
"('Q7KZF4', 'Q14164')"
"('P48357', 'P67870')"
"('P46108', 'P15498')"
"('P04183', 'Q15910')"
"('Q99963', 'Q96GM8')"
"('Q9UBU7', 'P25205')"
"('O95471', 'P56748')"
"('Q9NZL4', 'P08107')"
"('P02008', 'P68871')"
"('O15111', 'P07900')"
"('P12814', 'Q92831')"
"('O00187', 'P0C0L4')"
"('Q9UKL3', 'P63279')"
"('P53708', 'P50552')"
"('Q92832', 'P68104')"
"('P84243', 'Q86WJ1')"
"('P30084', 'Q9H1Y0')"
"('P62993', 'P0CG47')"
"('P43629', 'Q06546')"
"('P54105', 'P62310')"
"('P62854', 'P35544')"
"('Q13368', 'Q01101')"
"('Q8N5R6', 'O75525')"
"('Q9BUR4', 'Q99973')"
"('P49757', 'O95782')"
"('P30519', 'P01023')"
"('O15121', 'P60228')"
"('Q9Y2D8', 'P12814')"
"('P27540', 'P17948')"
"('P05771', 'P04049')"
"('P52597', 'Q9BUJ2')"
"('Q9NRH3', 'O75365')"
"('P13942', 'Q16832')"
"('P60842', 'A0JLT2')"
"('P01138', 'Q16620')"
"('Q15424', 'Q96SB4')"
"('P10827', 'Q96G25')"
"('Q00653', 'P10145')"
"('Q08170', 'P38159')"
"('P35080', 'P68104')"
"('P63218', 'P48051')"
"('O75376', 'P24468')"
"('Q14289', 'P29353')"
"('Q9Y3L3', 'P08631')"
"('Q9BTM1', 'P62875')"
"('Q14164', 'P08107')"
"('Q04864', 'Q00653')"
"('P32121', 'Q9H2C8')"
"('P51636', 'P16144')"
"('P16234', 'P22681')"
"('P14678', 'P83369')"
"('P62945', 'P61927')"
"('Q9NPJ6', 'O60244')"
"('P61160', 'Q07890')"
"('P08107', 'O95831')"
"('P54253', 'Q9UMN6')"
"('P14672', 'Q9UER7')"
"('Q9UBB6', 'Q14164')"
"('O14543', 'P08887')"
"('O15021', 'Q15797')"
"('Q15334', 'Q9BYG4')"
"('P54709', 'O75365')"
"('P04439', 'Q14954')"
"('Q8N163', 'P78396')"
"('P22694', 'Q08828')"
"('P49913', 'P08069')"
"('5512', 'P36873')"
"('Q92900', 'O15234')"
"('Q12824', 'Q13387')"
"('P61247', 'Q9H8Y8')"
"('P35626', 'Q8NGG0')"
"('P06241', 'A7KAX9')"
"('O60739', 'Q9Y262')"
"('P62910', 'O00442')"
"('Q15835', 'P32246')"
"('Q92793', 'Q14191')"
"('Q9UDV6', 'Q9NQX6')"
"('O43353', 'P19838')"
"('P63279', 'Q9BUZ4')"
"('Q16659', 'Q9H7D7')"
"('Q99081', 'Q02363')"
"('O95751', 'P18848')"
"('Q92994', 'P28749')"
"('Q9P0W0', 'Q5VWK5')"
"('O00487', 'P62333')"
"('Q9H944', 'A0JLT2')"
"('Q9UL18', 'P18621')"
"('Q99816', 'P36406')"
"('Q13237', 'Q86W47')"
"('Q9Y2T4', 'P31749')"
"('Q7Z6L1', 'Q9H1Y0')"
"('Q9Y2X7', 'P62993')"
"('Q92759', 'P51946')"
"('P63027', 'Q16623')"
"('Q8N8S7', 'Q9UGI8')"
"('Q01201', 'Q9UBN7')"
"('P21673', 'Q9GZT6')"
"('O95178', 'Q9P0J0')"
"('P05000', 'Q8N6P7')"
"('Q9H1C4', 'Q9H2V7')"
"('Q12913', 'P42768')"
"('Q13426', 'P68400')"
"('Q13315', 'P17509')"
"('O95819', 'O15111')"
"('Q96QK1', 'O14964')"
"('Q9H2C0', 'Q676U5')"
"('Q16656', 'P05198')"
"('P52701', 'P01106')"
"('Q13098', 'Q9H9Q2')"
"('Q9Y243', 'P18848')"
"('Q92598', 'P63104')"
"('Q9Y2Q3', 'Q9HAV4')"
"('Q00005', 'Q9UPR3')"
"('Q10586', 'Q9Y5B9')"
"('O75618', 'P05783')"
"('Q9Y5P6', 'Q96IJ6')"
"('P15121', 'P23508')"
"('Q92793', 'Q7KZF4')"
"('P53778', 'P67775')"
"('P05060', 'P49750')"
"('P16234', 'Q6S5L8')"
"('Q9H2G2', 'P55157')"
"('P0CG04', 'Q9UMX0')"
"('Q9Y484', 'Q2TAZ0')"
"('P48736', 'P13637')"
"('P54198', 'Q9NVP2')"
"('P08047', 'Q9NY61')"
"('Q96NZ9', 'P62993')"
"('P17812', 'P30504')"
"('Q6DN03', 'Q6UXN9')"
"('O43570', 'Q96GM8')"
"('P50150', 'O14827')"
"('Q7Z2G1', 'Q9UBN7')"
"('Q9HC98', 'Q86XI2')"
"('Q15109', 'Q99836')"
"('P11047', 'P56199')"
"('O60241', 'Q9Y3M8')"
"('P20226', 'P13984')"
"('Q6ZSY5', 'P46020')"
"('P51817', 'P45983')"
"('P17947', 'P13727')"
"('P99999', 'Q96HR8')"
"('P05412', 'Q9NR30')"
"('P26012', 'P56539')"
"('Q14197', 'Q8NFF5')"
"('Q70EK8', 'Q12933')"
"('P46092', 'P32121')"
"('P07766', 'P04234')"
"('O15067', 'P78396')"
"('O95747', 'P36897')"
"('P46783', 'Q92997')"
"('Q8N5W9', 'Q05516')"
"('P11171', 'Q9UDY2')"
"('P30304', 'Q9UKB1')"
"('P20042', 'O15371')"
"('Q8IYS0', 'Q9UGN5')"
"('P12980', 'O60664')"
"('Q9UL18', 'Q9Y230')"
"('P08579', 'Q7RTV0')"
"('P02746', 'P02747')"
"('P46020', 'P11217')"
"('P22681', 'Q9HC73')"
"('P50914', 'P42766')"
"('Q7Z7J5', 'Q7L190')"
"('O76064', 'P0C0S5')"
"('Q96SD1', 'Q13426')"
"('Q9Y6K9', 'P52907')"
"('Q13247', 'Q16629')"
"('P06241', 'O75326')"
"('Q8IZD9', 'P00519')"
"('P04637', 'P04271')"
"('Q01081', 'P38159')"
"('O75964', 'P30480')"
"('Q06481', 'Q9NPJ6')"
"('Q16629', 'Q13573')"
"('Q9ULV8', 'P48357')"
"('Q01959', 'P63244')"
"('P62873', 'Q13972')"
"('P68371', 'Q71U36')"
"('Q99459', 'Q09028')"
"('Q9UF33', 'P00519')"
"('P19447', 'P10275')"
"('P19878', 'Q92793')"
"('Q05193', 'Q12965')"
"('P23526', 'Q96BK5')"
"('P14921', 'P08047')"
"('O00410', 'Q99459')"
"('P51805', 'P60763')"
"('Q86V81', 'Q01081')"
"('O14974', 'O14950')"
"('Q9C0I1', 'Q13496')"
"('P20823', 'P31946')"
"('Q9Y4C0', 'Q9NZ94')"
"('Q14164', 'P48739')"
"('P02647', 'P02768')"
"('O43399', 'Q969L2')"
"('Q9H2A7', 'P46094')"
"('P29459', 'P38484')"
"('Q13315', 'P07197')"
"('O14980', 'P20333')"
"('Q9Y4K3', 'Q8TD23')"
"('P12931', 'P68133')"
"('P62820', 'Q16658')"
"('Q9NT62', 'Q9H0R8')"
"('P15336', 'P19784')"
"('Q02241', 'Q9BQS8')"
"('Q96ST3', 'O14901')"
"('Q96AP7', 'O95471')"
"('Q00978', 'P42226')"
"('P33992', 'Q13416')"
"('Q03113', 'Q92888')"
"('A6NND4', 'P38405')"
"('O95777', 'Q92900')"
"('A8TX70', 'P18564')"
"('J3KNP4', 'O43157')"
"('P62258', 'Q9GZV5')"
"('Q9H251', 'O00159')"
"('P62993', 'P16871')"
"('Q04206', 'P01106')"
"('P35241', 'P08567')"
"('P10301', 'Q9NS23')"
"('Q9H257', 'P40337')"
"('P29353', 'Q14155')"
"('Q15078', 'P0CG47')"
"('Q8TES7', 'Q8IY31')"
"('Q06190', 'Q5T6C5')"
"('O00233', 'O43242')"
"('Q02763', 'Q8NFZ5')"
"('P61513', 'P35268')"
"('P05014', 'P48357')"
"('Q9Y2Z0', 'Q99759')"
"('O43567', 'P51965')"
"('P31947', 'Q8TF72')"
"('O14744', 'Q9Y5B0')"
"('Q86U42', 'Q05519')"
"('Q99459', 'O95373')"
"('Q9BX70', 'P68104')"
"('P00519', 'Q9UMY4')"
"('Q9UBC1', 'P78539')"
"('Q92731', 'Q9NPJ4')"
"('P35225', 'Q9UHX1')"
"('P03901', 'P51970')"
"('P05113', 'P24394')"
"('Q13571', 'P21580')"
"('Q92729', 'P42680')"
