negatives
"('Q8IZE3', 'Q86X19')"
"('P48047', 'Q96QD8')"
"('P18848', 'P40763')"
"('Q96EY5', 'Q8N5S1')"
"('Q92901', 'P62753')"
"('Q13620', 'P13647')"
"('Q15047', 'P60174')"
"('Q0VD86', 'O43189')"
"('P60410', 'Q14119')"
"('O14717', 'P05067')"
"('Q08211', 'Q9Y5J7')"
"('Q9BY11', 'P42858')"
"('P48634', 'Q13868')"
"('P68400', 'P49716')"
"('P85037', 'Q13227')"
"('Q8NBN7', 'P05141')"
"('P25685', 'P54652')"
"('Q05D32', 'Q96KG9')"
"('P19338', 'Q99613')"
"('P62826', 'P29597')"
"('P21333', 'P61758')"
"('Q9H400', 'Q6Q0C0')"
"('P01034', 'P25774')"
"('P01106', 'Q14055')"
"('P63096', 'Q9UP65')"
"('O43172', 'Q15020')"
"('O43772', 'O14595')"
"('O60488', 'P19087')"
"('P62280', 'P62854')"
"('P29353', 'O43524')"
"('O43542', 'P09341')"
"('P84996', 'P01892')"
"('O95402', 'P81605')"
"('P11441', 'Q92928')"
"('P61289', 'Q9Y467')"
"('P62841', 'Q9Y3E5')"
"('Q15014', 'Q9Y605')"
"('P19320', 'P27694')"
"('P22695', 'Q9H223')"
"('Q9Y6H5', 'Q9NV58')"
"('Q9NQA5', 'P07355')"
"('Q9BZY9', 'Q9NXX6')"
"('P08238', 'Q5S007')"
"('P62424', 'P62987')"
"('Q9NTW7', 'Q5JR59')"
"('P30876', 'P51946')"
"('Q5VIR6', 'Q15276')"
"('P54253', 'A6NNL0')"
"('Q93034', 'Q92804')"
"('P18206', 'P02751')"
"('Q9H3D4', 'Q7L5N1')"
"('P21796', 'O15438')"
"('P54257', 'Q9H7E9')"
"('Q9Y3I0', 'Q9H1B5')"
"('O43187', 'P49768')"
"('P25791', 'Q96HT8')"
"('Q92973', 'P50406')"
"('Q13155', 'P56192')"
"('P18859', 'Q8NC44')"
"('Q6NUS6', 'P62820')"
"('Q15233', 'Q99497')"
"('P62993', 'Q96J02')"
"('O43291', 'Q9BUV8')"
"('Q92754', 'Q96G75')"
"('P02751', 'P49588')"
"('O60218', 'P49773')"
"('Q9ULU4', 'Q8N1G0')"
"('Q13885', 'O14829')"
"('P16220', 'Q9NQA5')"
"('P24941', 'P18124')"
"('Q9Y5J5', 'O75746')"
"('O76071', 'O60762')"
"('Q99615', 'O95467')"
"('Q8IXL6', 'O94769')"
"('P29460', 'Q99665')"
"('Q15392', 'Q86V48')"
"('P51532', 'Q9BQA1')"
"('P62805', 'P61201')"
"('P78371', 'O43169')"
"('P04271', 'P29034')"
"('Q99708', 'Q9Y6K9')"
"('Q9HCS4', 'P28347')"
"('Q9NS56', 'P78347')"
"('P52434', 'O15160')"
"('Q86TN4', 'P05067')"
"('P57775', 'Q14203')"
"('Q3KP44', 'Q99471')"
"('Q8WWI1', 'Q8N3V7')"
"('O00124', 'Q9UBU9')"
"('Q9BUB7', 'Q8IXK0')"
"('Q9BTW9', 'Q9NUJ3')"
"('P06239', 'O75955')"
"('O75317', 'P05067')"
"('Q9UJX5', 'Q12834')"
"('Q13619', 'P62913')"
"('Q5JR59', 'P18615')"
"('P06733', 'P13612')"
"('Q6IQ23', 'P07355')"
"('P11441', 'P05388')"
"('Q7Z6J0', 'P31946')"
"('P49768', 'Q9H0A6')"
"('P25685', 'Q9H0R8')"
"('P46776', 'P62841')"
"('Q8IX21', 'Q96SB8')"
"('Q92831', 'P12814')"
"('P43361', 'Q9BS40')"
"('P38398', 'Q9NTK5')"
"('P63010', 'Q9BXS5')"
"('Q9P0J7', 'A2RU30')"
"('Q9UKF6', 'P06748')"
"('O60260', 'P50221')"
"('P52655', 'Q9BTW9')"
"('Q96GX1', 'P42166')"
"('Q8TDZ2', 'P49841')"
"('P05141', 'P36578')"
"('Q96PK6', 'P05412')"
"('Q15596', 'O00482')"
"('P51636', 'Q14789')"
"('Q96RS6', 'Q9BS26')"
"('Q02750', 'P63104')"
"('Q15714', 'P40937')"
"('P68431', 'P62269')"
"('Q9H074', 'Q9UKX7')"
"('O14558', 'P28676')"
"('O60832', 'P22695')"
"('P46527', 'P49427')"
"('O15520', 'P35916')"
"('Q9BZD4', 'P33981')"
"('P15407', 'P53567')"
"('P48047', 'P36542')"
"('Q9BTC0', 'Q02543')"
"('P53350', 'O60359')"
"('P30084', 'Q9BXF6')"
"('Q07817', 'Q96PU4')"
"('P25054', 'P53350')"
"('Q92820', 'Q6IQ23')"
"('Q8IUN9', 'P31513')"
"('A6NKT7', 'P61956')"
"('Q5QP82', 'O95661')"
"('O14980', 'P49790')"
"('Q9BUQ8', 'Q7RTV0')"
"('P19838', 'O00629')"
"('Q07890', 'P42336')"
"('P55210', 'Q15056')"
"('P62136', 'P62140')"
"('Q9NP31', 'P16885')"
"('Q14781', 'Q99750')"
"('O00232', 'O43765')"
"('P55036', 'P60900')"
"('Q9P0S9', 'Q9BSE2')"
"('P07900', 'O43187')"
"('Q8IYH5', 'P15976')"
"('Q9BXF9', 'Q9BTL3')"
"('Q8TF21', 'Q5UIP0')"
"('Q02083', 'O94855')"
"('Q8TEE9', 'P09914')"
"('Q9Y5L0', 'Q99571')"
"('P17612', 'P48544')"
"('P10619', 'Q9Y248')"
"('Q96S52', 'O75533')"
"('P11182', 'O94986')"
"('Q7L0Q8', 'Q9NUX5')"
"('Q9GZL7', 'Q8TDN6')"
"('P10599', 'P63172')"
"('Q5VU43', 'Q15323')"
"('Q13526', 'P30291')"
"('Q49AN0', 'B2RXF5')"
"('P07550', 'P84996')"
"('O95870', 'Q92900')"
"('P11586', 'P15927')"
"('P04629', 'P08575')"
"('Q8IVT5', 'Q9NWS0')"
"('Q8TAT6', 'O75955')"
"('Q8NC54', 'P05067')"
"('P67936', 'P06753')"
"('P08134', 'O96013')"
"('Q14790', 'O14920')"
"('P51116', 'Q96HA1')"
"('P10827', 'P63279')"
"('Q63ZY3', 'Q08379')"
"('P50990', 'Q71U36')"
"('Q9NS23', 'Q13619')"
"('P11831', 'P18146')"
"('Q86WR0', 'Q9H2D1')"
"('P55010', 'P62753')"
"('Q9UQE7', 'Q99853')"
"('O60664', 'P61586')"
"('Q14789', 'Q9H8Y8')"
"('P28482', 'P01889')"
"('P28222', 'P08908')"
"('Q13618', 'Q32P28')"
"('P05067', 'Q5U5X0')"
"('Q9Y5Q8', 'Q06330')"
"('Q8N1G0', 'P07199')"
"('Q86VP6', 'Q92841')"
"('Q969H0', 'Q8NC51')"
"('Q8NHW5', 'P62913')"
"('O75439', 'Q6IN85')"
"('Q99460', 'Q9HCE1')"
"('P22607', 'Q96JH8')"
"('A6NET4', 'O60262')"
"('Q9H2C0', 'P62277')"
"('O75936', 'Q14571')"
"('P20700', 'Q8N0X7')"
"('O75928', 'P52630')"
"('Q07954', 'Q8IWL3')"
"('Q969G3', 'O75360')"
"('Q04726', 'Q9NQB0')"
"('P0DP24', 'Q8WXU2')"
"('Q6ZW49', 'P50548')"
"('P40616', 'O95793')"
"('Q16584', 'O15066')"
"('P02751', 'P13796')"
"('Q5XKP0', 'Q15714')"
"('P46531', 'P20339')"
"('Q9H4A9', 'Q9BTN0')"
"('P46108', 'Q92854')"
"('P26368', 'Q00610')"
"('Q53R41', 'P43631')"
"('P61073', 'P41597')"
"('P60709', 'Q13347')"
"('Q86VP6', 'Q96FX7')"
"('Q9UKP3', 'P13631')"
"('P21860', 'O00329')"
"('P62195', 'P54578')"
"('Q1KMD3', 'Q9H492')"
"('Q99626', 'P26367')"
"('P60411', 'P69891')"
"('Q99523', 'Q9NZ52')"
"('Q86UD3', 'Q96B02')"
"('B7ZAP0', 'P06400')"
"('Q15696', 'Q9UK58')"
"('Q9NPG2', 'Q8WXI9')"
"('Q8NGJ2', 'P38405')"
"('Q9NVZ3', 'P05067')"
"('Q96G75', 'Q9C0A6')"
"('Q9H8V3', 'Q07955')"
"('Q13247', 'Q13595')"
"('O14979', 'Q9H492')"
"('P16234', 'Q06124')"
"('Q96EQ0', 'P50548')"
"('Q99567', 'O15504')"
"('P12830', 'Q8IZY5')"
"('P11586', 'P18077')"
"('O60343', 'P0DP25')"
"('Q6NYC1', 'Q8IZU1')"
"('Q14164', 'P08134')"
"('Q9NPD3', 'P26373')"
"('P01730', 'P19338')"
"('P20700', 'P56537')"
"('Q9UN42', 'Q03167')"
"('Q13255', 'P29992')"
"('Q13535', 'O00273')"
"('P49715', 'Q96KN7')"
"('Q9H7Z6', 'Q9P2P5')"
"('P04920', 'O95238')"
"('O00161', 'P33176')"
"('Q14677', 'Q92734')"
"('Q9P2R3', 'Q5W0Q7')"
"('Q16531', 'Q16594')"
"('P40939', 'Q99714')"
"('Q9UHK0', 'Q16143')"
"('P03372', 'O00567')"
"('P78508', 'P63167')"
"('Q99459', 'O00178')"
"('P04629', 'Q99729')"
"('P84085', 'P13804')"
"('O95714', 'Q8NG66')"
"('Q8N2W9', 'P50748')"
"('Q86VP6', 'Q9H4B7')"
"('Q9UKF6', 'Q9GZS1')"
"('Q9Y3P9', 'P20338')"
"('Q86VQ0', 'Q9BT25')"
"('O95470', 'Q92544')"
"('P19793', 'Q06710')"
"('Q8WXC3', 'Q6UXN9')"
"('P42680', 'Q99952')"
"('Q96CW1', 'Q16643')"
"('P37088', 'Q9H0M0')"
"('Q9GZQ8', 'P62304')"
"('Q99496', 'Q96FW1')"
"('P31689', 'P56696')"
"('Q9P267', 'P20042')"
"('Q9NPL8', 'Q96KC2')"
"('P67775', 'P51449')"
"('P62993', 'P53618')"
"('Q99714', 'O00463')"
"('P67775', 'O43865')"
"('P38117', 'O75787')"
"('P16333', 'O43900')"
"('P31751', 'Q9UKX3')"
"('O95166', 'Q15437')"
"('Q8WUK0', 'P53007')"
"('O60315', 'P84022')"
"('Q10567', 'P15927')"
"('Q8WYQ3', 'Q5JRX3')"
"('Q53HL2', 'P62760')"
"('Q9BV38', 'P03372')"
"('P35249', 'Q9UNQ2')"
"('Q92544', 'Q71UI9')"
"('Q6PI77', 'Q8TAU3')"
"('O75558', 'Q92529')"
"('Q9Y6K9', 'Q8TD31')"
"('Q00987', 'P49789')"
"('P05388', 'O60260')"
"('P04629', 'Q9UPN7')"
"('P09467', 'Q96D59')"
"('Q86WT6', 'O15455')"
"('Q14204', 'P07951')"
"('O00425', 'Q9NZI8')"
"('Q16666', 'Q9NX24')"
"('Q99471', 'Q9NQP4')"
"('Q13011', 'Q9NRP4')"
"('Q12952', 'Q9UKM9')"
"('Q53QW1', 'P02654')"
"('P25205', 'P53350')"
"('Q9ULZ3', 'Q9NRE2')"
"('Q9UKV8', 'Q13435')"
"('Q9UPW0', 'P28070')"
"('Q96GD4', 'O14654')"
"('Q96DZ7', 'P40763')"
"('P82650', 'Q96EY7')"
"('P12814', 'P08567')"
"('Q9P2L0', 'Q8TDX7')"
"('P06748', 'O15344')"
"('Q9NR20', 'Q13618')"
"('P25024', 'Q03113')"
"('Q96B02', 'Q99942')"
"('P20020', 'P68400')"
"('Q9NU53', 'Q6UXM1')"
"('Q6PJT7', 'Q14999')"
"('Q86XK2', 'O00308')"
"('Q7Z6R9', 'P78337')"
"('Q9HCE1', 'O95476')"
"('P35372', 'P0DP23')"
"('Q08AM6', 'P05067')"
"('P50151', 'P54646')"
"('Q12926', 'Q8IXZ2')"
"('P34947', 'Q9Y657')"
"('P12277', 'O95166')"
"('Q9NRR3', 'Q96H55')"
"('P53618', 'Q01082')"
"('P57721', 'Q9Y230')"
"('P12268', 'A0AVT1')"
"('Q9NXK8', 'P49810')"
"('Q9Y5B8', 'O60308')"
"('Q9NYU2', 'O94822')"
"('P84103', 'O75449')"
"('P51693', 'P08670')"
"('O15145', 'Q8N3V7')"
"('Q6L8G8', 'Q9BYQ4')"
"('O60307', 'Q9Y446')"
"('P49407', 'Q9Y6C5')"
"('P27361', 'P16220')"
"('Q9HCE7', 'O94888')"
"('Q9NVX0', 'Q7KZ85')"
"('Q9UJX4', 'Q9NRM7')"
"('Q92565', 'P61224')"
"('Q14139', 'Q9C009')"
"('Q8IW45', 'Q96EQ0')"
"('Q9Y2G2', 'Q9NPF5')"
"('Q9NS73', 'Q6PD62')"
"('P14373', 'P08151')"
"('Q96CN9', 'Q5T5P2')"
"('Q9NPJ8', 'Q9BWW4')"
"('Q9H583', 'O00358')"
"('P07437', 'Q9H2C0')"
"('Q8NHY3', 'P21673')"
"('Q92542', 'O60264')"
"('P06239', 'P43405')"
"('Q7Z3U7', 'P04629')"
"('Q13485', 'P17676')"
"('Q6P2H3', 'Q8TES7')"
"('P25024', 'P04899')"
"('Q96L14', 'Q02750')"
"('P21980', 'Q8NBS9')"
"('P98095', 'P02462')"
"('Q7L590', 'Q00534')"
"('P49736', 'P24534')"
"('P12956', 'O95816')"
"('P61160', 'P46060')"
"('P61224', 'Q8NFA0')"
"('P32320', 'Q0VD86')"
"('P03372', 'P63208')"
"('Q8N726', 'P05062')"
"('Q9H269', 'O95373')"
"('P52292', 'P54278')"
"('O00165', 'P37235')"
"('P55036', 'Q16186')"
"('Q9UP83', 'Q86VU5')"
"('Q13200', 'Q13432')"
"('Q9P2Y5', 'P35606')"
"('P25942', 'Q12933')"
"('P04179', 'Q9UHQ7')"
"('Q99750', 'A8MQ11')"
"('P61077', 'O00762')"
"('P48729', 'Q01094')"
"('Q15165', 'P22413')"
"('Q16363', 'P04637')"
"('P46934', 'Q13237')"
"('O00567', 'Q00839')"
"('Q68D86', 'Q96HA8')"
"('P25445', 'Q9H4M9')"
"('P62829', 'Q07020')"
"('O75888', 'O14836')"
"('Q8TDW0', 'O00214')"
"('Q9Y297', 'Q92890')"
"('P28482', 'P19320')"
"('P22695', 'Q9NRW1')"
"('Q9H7P9', 'P05067')"
"('P04629', 'Q96RQ3')"
"('P55042', 'Q15075')"
"('Q9P289', 'Q9P2B4')"
"('O14757', 'Q8WXE1')"
"('O75964', 'P24941')"
"('Q9H0E2', 'Q4VC12')"
"('O00267', 'Q14999')"
"('Q6S5L8', 'P62993')"
"('P62854', 'Q92597')"
"('Q9Y2Y0', 'P36405')"
"('P39687', 'O75689')"
"('Q8WYA6', 'O14744')"
"('Q99729', 'Q9C0C9')"
"('P61981', 'Q15323')"
"('P69905', 'Q9NZD4')"
"('P10606', 'Q7Z3Y8')"
"('Q15020', 'Q7L2J0')"
"('P61978', 'Q5VTD9')"
"('Q9UGJ0', 'O00418')"
"('P54819', 'Q7Z6Z7')"
"('Q5TCX8', 'Q86SQ0')"
"('O75031', 'Q8IZW8')"
"('P0C5J1', 'Q13509')"
"('O43291', 'Q96IW7')"
"('P50747', 'Q96L92')"
"('Q9UGI8', 'O75312')"
"('Q14197', 'O75489')"
"('Q9BTT6', 'P62136')"
"('Q15053', 'Q99750')"
"('Q9NR28', 'Q6ZPD8')"
"('P11940', 'P41218')"
"('Q7Z419', 'O75604')"
"('Q12959', 'Q8IWK6')"
"('Q7Z6R9', 'Q9BYQ3')"
"('Q9P0K7', 'Q92614')"
"('P53667', 'P02686')"
"('Q15014', 'Q16576')"
"('P21333', 'P47756')"
"('Q9UMY1', 'P05067')"
"('P05112', 'P10914')"
"('Q15717', 'Q9Y223')"
"('P08575', 'P01730')"
"('Q07002', 'P27348')"
"('Q15811', 'P29323')"
"('Q6P1K2', 'P21246')"
"('Q8IYM1', 'Q15019')"
"('P08243', 'Q9H788')"
"('Q16787', 'P26010')"
"('P0C7P0', 'P28331')"
"('P36578', 'Q504Q3')"
"('A6NCN2', 'P42229')"
"('Q09472', 'Q9ULK4')"
"('Q9UPV0', 'Q9BUQ8')"
"('P22234', 'Q12873')"
"('Q96GX1', 'O60568')"
"('P60866', 'Q12905')"
"('Q13501', 'P04083')"
"('Q9UBU8', 'Q15742')"
"('P08865', 'Q9H5H4')"
"('O76094', 'Q9P2D0')"
"('P38646', 'Q6WCQ1')"
"('Q9NZI8', 'Q13617')"
"('O75665', 'O43837')"
"('Q5VYS8', 'Q9UBT6')"
"('Q93074', 'Q6P2Q9')"
"('P35555', 'P02768')"
"('Q86U70', 'P25786')"
"('P04626', 'P49411')"
"('Q9C002', 'Q13232')"
"('P61758', 'Q99759')"
"('Q6PI78', 'O75208')"
"('Q92547', 'P07992')"
"('P19338', 'P55809')"
"('Q96DB2', 'Q8IXM6')"
"('O14929', 'Q16695')"
"('P52333', 'O15213')"
"('Q96PM5', 'P62491')"
"('Q86XR8', 'P08708')"
"('P14649', 'Q7Z6Z7')"
"('Q9UMW8', 'Q7LBC6')"
"('O43424', 'P42262')"
"('Q9HCC0', 'Q9H9S0')"
"('P06133', 'P42229')"
"('Q9H3R5', 'Q9Y2Z0')"
"('Q66LE6', 'O00267')"
"('Q16666', 'P28290')"
"('P04629', 'P10645')"
"('Q9BZK3', 'P40222')"
"('Q15427', 'P05412')"
"('P22087', 'Q8IWA0')"
"('Q15654', 'Q99614')"
"('Q96RE7', 'P51665')"
"('P05412', 'Q15532')"
"('Q3SXY8', 'A0AVF1')"
"('Q9Y566', 'Q9NSC5')"
"('P51805', 'P54368')"
"('O75381', 'Q9UKY1')"
"('Q8IWW6', 'P52198')"
"('Q9NZV7', 'P29972')"
"('Q9P2Y5', 'Q9C0C7')"
"('Q9UQ80', 'Q16630')"
"('Q96P09', 'P55211')"
"('Q9UKA9', 'P07910')"
"('Q15788', 'Q15036')"
"('O60292', 'P27348')"
"('Q9BUZ4', 'Q8N1B4')"
"('Q9Y4E8', 'O95149')"
"('Q9HBV2', 'Q9C0C4')"
"('Q01850', 'Q96BZ8')"
"('P33240', 'Q92993')"
"('O43896', 'Q9NRR6')"
"('Q9Y3C4', 'P61160')"
"('Q6UWF3', 'P07948')"
"('O60264', 'Q92731')"
"('P08238', 'Q16543')"
"('P61254', 'Q6R327')"
"('Q7RTV0', 'P35226')"
"('P35520', 'Q2NL67')"
"('Q96SB3', 'Q9H2G2')"
"('Q06055', 'Q9NQ11')"
"('Q9Y5J1', 'Q7KZI7')"
"('Q8WWB3', 'P0C1Z6')"
"('Q14739', 'Q9P0N5')"
"('P13535', 'Q14324')"
"('Q9UBW8', 'Q9BR76')"
"('P15880', 'P24539')"
"('O00214', 'Q96Q45')"
"('Q08379', 'Q86X10')"
"('P11802', 'Q66GS9')"
"('Q13315', 'P49454')"
"('P48029', 'P21589')"
"('Q9H0R8', 'Q96AQ6')"
"('P49736', 'Q9Y3D0')"
"('Q9P2K1', 'Q9H6S0')"
"('P33241', 'Q13007')"
"('P17612', 'O95168')"
"('O75676', 'P27361')"
"('O94763', 'Q6VAB6')"
"('Q96JC9', 'O00472')"
"('Q9NTJ3', 'P49662')"
"('P61019', 'P26599')"
"('P52272', 'Q92973')"
"('P05412', 'Q9NPF5')"
"('Q9UKE5', 'P49591')"
"('Q96FJ2', 'O43521')"
"('P63172', 'P35611')"
"('Q9H0R8', 'P78347')"
"('Q13309', 'O15131')"
"('O95433', 'P49327')"
"('O00139', 'Q01844')"
"('Q6A162', 'Q15560')"
"('Q14566', 'P04629')"
"('Q9NVE4', 'Q9Y230')"
"('P21246', 'Q9Y6H5')"
"('O15520', 'P21802')"
"('Q86VQ0', 'Q9C040')"
"('P51116', 'Q9UL18')"
"('P51571', 'O14730')"
"('Q9H8T0', 'P41252')"
"('Q15459', 'O95166')"
"('P05161', 'P29401')"
"('P21333', 'Q49AN0')"
"('Q96EQ0', 'O43765')"
"('P52294', 'O43148')"
"('P62820', 'P48730')"
"('P68431', 'O95983')"
"('Q9UGL9', 'Q9BYR3')"
"('Q9H0W5', 'Q9UKS6')"
"('Q9HCM1', 'P02768')"
"('P05019', 'Q16270')"
"('O00560', 'O14862')"
"('Q96KQ4', 'Q9BXU0')"
"('Q92905', 'Q8WZ42')"
"('Q13526', 'P35270')"
"('P50148', 'P14555')"
"('Q9P0M6', 'Q8WUI4')"
"('Q6N069', 'Q01970')"
"('O00505', 'O00629')"
"('O15379', 'O60477')"
"('P19388', 'Q8NBB4')"
"('Q09028', 'O15131')"
"('P15927', 'P05556')"
"('Q14019', 'P33316')"
"('P02786', 'P01889')"
"('P56199', 'Q07889')"
"('Q53S58', 'Q96IR7')"
"('Q13620', 'Q5TAX3')"
"('Q8IY92', 'P13797')"
"('Q9NQW7', 'Q9UEW8')"
"('Q9NRD5', 'Q96NC0')"
"('Q9Y230', 'Q9BVM2')"
"('Q8IYB8', 'Q99459')"
"('Q9Y6K9', 'Q13797')"
"('Q6UXN9', 'Q99879')"
"('Q9NXA8', 'O60885')"
"('P07550', 'P36542')"
"('P23284', 'P11441')"
"('Q9UGL1', 'P49639')"
"('Q9BWU1', 'Q15528')"
"('P19838', 'Q00325')"
"('P08238', 'P41279')"
"('Q6SPF0', 'Q9Y3T6')"
"('Q8TC07', 'Q6ZUS5')"
"('O43747', 'Q96S82')"
"('O14744', 'Q15084')"
"('P27348', 'Q8NEB9')"
"('Q6A162', 'P62913')"
"('Q9H0W5', 'P62424')"
"('P13612', 'O14776')"
"('P24534', 'P05412')"
"('P22460', 'P61956')"
"('P10275', 'Q8WV28')"
"('P06400', 'Q99708')"
"('Q68CP9', 'P08571')"
"('P01024', 'Q92496')"
"('Q86U42', 'O14867')"
"('Q9Y608', 'Q8N5M1')"
"('P56545', 'Q8IVP5')"
"('P34932', 'P48147')"
"('Q6ZV73', 'Q6PD62')"
"('O95905', 'Q01844')"
"('Q14451', 'Q8TAK6')"
"('P05067', 'Q6QNY1')"
"('Q9UM47', 'Q9Y3F4')"
"('Q8WUY9', 'Q9NYF3')"
"('Q13145', 'Q13547')"
"('Q15111', 'P28472')"
"('Q68CP9', 'Q92784')"
"('P59990', 'Q9BYR2')"
"('P12268', 'P48431')"
"('Q9H0W5', 'O15020')"
"('O75208', 'P56381')"
"('Q01974', 'Q9HCE1')"
"('Q99759', 'Q01082')"
"('P62140', 'P38398')"
"('Q7Z6Z7', 'Q658Y4')"
"('P62256', 'P42566')"
"('O14964', 'Q9NU39')"
"('Q8IVT5', 'P63244')"
"('P45880', 'O14949')"
"('Q86T24', 'Q96ES7')"
"('P01137', 'Q14392')"
"('P15880', 'P05386')"
"('P42677', 'Q969Q0')"
"('Q96DZ9', 'Q7L4I2')"
"('Q13868', 'P41218')"
"('O43395', 'Q99459')"
"('P49790', 'Q7Z3B4')"
"('P19235', 'P63096')"
"('P48643', 'P20618')"
"('P24043', 'O75578')"
"('Q12874', 'P33991')"
"('Q15746', 'Q9NQW6')"
"('Q04837', 'Q13216')"
"('P28065', 'Q14997')"
"('Q9BW92', 'Q15041')"
"('P62753', 'P22087')"
"('Q69YU3', 'O60307')"
"('P61586', 'P34897')"
"('Q00341', 'P04792')"
"('P09651', 'Q9NS56')"
"('Q92793', 'O60603')"
"('P35573', 'O00754')"
"('O14980', 'Q6Y7W6')"
"('Q9Y3E0', 'Q9BWH2')"
"('Q9BX70', 'Q92905')"
"('Q9UN81', 'Q9HCE1')"
"('Q7L1V2', 'Q9H270')"
"('P49411', 'Q9UMX5')"
"('P28065', 'Q13200')"
"('P07196', 'P17661')"
"('O95819', 'P04629')"
"('P67775', 'P30260')"
"('P08238', 'Q9Y2H1')"
"('P17693', 'P10321')"
"('Q14258', 'Q16222')"
"('Q9UHV7', 'Q6P2C8')"
"('P04637', 'Q12772')"
"('Q9UK08', 'O00555')"
"('P49588', 'P08238')"
"('P53701', 'Q8NHH9')"
"('Q9BQG0', 'Q5VT66')"
"('P10301', 'Q12967')"
"('Q8IVT5', 'Q9GZZ8')"
"('P60900', 'Q5VYK3')"
"('Q7Z794', 'O60285')"
"('A6NKD9', 'Q9Y2I6')"
"('P62805', 'P21675')"
"('Q8TBA6', 'Q6NZI2')"
"('Q6P2Q9', 'Q969P0')"
"('Q9H9Z2', 'P07305')"
"('P50750', 'P35249')"
"('Q96RT8', 'Q6NZ67')"
"('Q05513', 'Q9UNE7')"
"('P11021', 'Q08211')"
"('Q9BSW2', 'Q9NYW8')"
"('Q7Z6Z7', 'P35232')"
"('Q9Y3F4', 'Q9UM47')"
"('P61204', 'Q9UJY5')"
"('O00442', 'Q7Z2W4')"
"('Q9Y375', 'Q6ZMI0')"
"('Q9NPJ6', 'O60271')"
"('Q9UID6', 'P26232')"
"('Q9UNX3', 'Q9UGY1')"
"('Q15154', 'Q9UPR3')"
"('Q10567', 'Q96PC3')"
"('O94842', 'Q96KM6')"
"('P10242', 'Q92993')"
"('P31749', 'P28482')"
"('Q9HB07', 'Q00796')"
"('O75935', 'Q13287')"
"('Q9NPH2', 'P55854')"
"('Q9UBS0', 'O95816')"
"('P04629', 'Q6DD88')"
"('Q6ZRI8', 'O75503')"
"('O75525', 'Q16666')"
"('Q14289', 'Q96PU5')"
"('P23258', 'O00468')"
"('Q9HBF4', 'O95166')"
"('P0CG08', 'Q9H244')"
"('Q9P2P5', 'Q53EZ4')"
"('O75385', 'Q7Z3C6')"
"('Q9UKG1', 'Q8TAI7')"
"('Q5VYK3', 'Q99598')"
"('P63208', 'P28074')"
"('Q9ULK4', 'Q96T58')"
"('P49368', 'Q99496')"
"('O75665', 'P49674')"
"('Q9BQE3', 'P16455')"
"('Q8TDR0', 'P00558')"
"('Q9NY93', 'P62750')"
"('Q15459', 'Q04837')"
"('Q9UKR5', 'O60828')"
"('Q53H76', 'P09874')"
"('O95429', 'Q8WXX5')"
"('P35869', 'Q9HBZ2')"
"('Q92901', 'P39023')"
"('Q12852', 'Q16659')"
"('P22001', 'P22459')"
"('P56856', 'O95500')"
"('Q9P2M7', 'Q16643')"
"('O75558', 'P55081')"
"('Q9NZW4', 'O60882')"
"('O60841', 'P61088')"
"('O14933', 'O95071')"
"('Q9NXV6', 'Q92820')"
"('P19634', 'Q92633')"
"('P62136', 'P13612')"
"('O60895', 'O95467')"
"('Q06187', 'Q8TBX8')"
"('P11831', 'P15036')"
"('O75694', 'P52948')"
"('Q06587', 'Q9HC52')"
"('P08476', 'P01137')"
"('P42229', 'Q8NBQ7')"
"('Q12840', 'P61457')"
"('P06576', 'P02647')"
"('Q8N205', 'Q15437')"
"('Q6A162', 'Q969U6')"
"('Q5T4S7', 'Q14406')"
"('Q14204', 'P61163')"
"('P0C7H8', 'P60370')"
"('P32320', 'O60220')"
"('P53539', 'Q09472')"
"('Q15022', 'Q9BYE4')"
"('Q8N653', 'Q9Y2K1')"
"('P57078', 'O60884')"
"('P43307', 'Q9H9B4')"
"('P62829', 'P42677')"
"('P35968', 'O14786')"
"('O15084', 'Q9UPS8')"
"('P07942', 'P19388')"
"('P11215', 'Q8N6L0')"
"('Q15744', 'P15407')"
"('P04798', 'Q8IY67')"
"('Q2NL82', 'Q96LK0')"
"('P17900', 'Q9BWG4')"
"('O14950', 'Q96CS2')"
"('P51858', 'Q13185')"
"('P29353', 'P13987')"
"('P17612', 'A6NKK0')"
"('Q9BQE3', 'P31327')"
"('Q96P48', 'O00220')"
"('P48643', 'Q13233')"
"('P21580', 'Q9Y3C5')"
"('O95785', 'Q01664')"
"('O75525', 'Q96L34')"
"('P20336', 'Q92696')"
"('P78536', 'Q9HBG4')"
"('Q96PM5', 'P10275')"
"('Q5H9R7', 'Q8NHG8')"
"('Q01968', 'P20339')"
"('P49768', 'P32119')"
"('Q14974', 'Q15717')"
"('Q13487', 'Q16533')"
"('Q86YP4', 'Q92831')"
"('O95470', 'P05412')"
"('Q9BWW4', 'Q14676')"
"('Q6PI77', 'P55040')"
"('Q12800', 'Q14764')"
"('Q8N5S1', 'Q96EY5')"
"('P22612', 'Q8NG78')"
"('O43719', 'P19388')"
"('Q8IUC1', 'Q6ZRY4')"
"('Q9NX08', 'Q04828')"
"('P83731', 'Q9BV73')"
"('P31939', 'Q96JH8')"
"('Q9H9B4', 'Q6NUN9')"
"('P84098', 'P32121')"
"('Q99757', 'P08621')"
"('Q8IYM9', 'Q9H8W4')"
"('Q8TE68', 'P12830')"
"('P40429', 'P46777')"
