negatives
"('P42345', 'Q07817')"
"('Q9UMR2', 'Q14558')"
"('P46108', 'O60885')"
"('Q13224', 'P35609')"
"('P54257', 'Q9H0I3')"
"('P78545', 'P14314')"
"('P43686', 'O75832')"
"('Q8IZD2', 'P68431')"
"('P35222', 'P20823')"
"('Q9NX58', 'Q9BQE6')"
"('P32121', 'Q8NGD2')"
"('P30260', 'Q9UM11')"
"('P10721', 'P01111')"
"('P02647', 'P09417')"
"('O43156', 'Q13535')"
"('Q01844', 'Q93062')"
"('Q9H5V9', 'Q13573')"
"('Q8TBB1', 'Q9Y620')"
"('Q06330', 'P06734')"
"('Q9BY84', 'O15264')"
"('P16871', 'P41182')"
"('P23284', 'P50570')"
"('Q08379', 'Q9H8Y8')"
"('P52948', 'Q9H8S9')"
"('O43301', 'Q99459')"
"('P18031', 'P62745')"
"('P35968', 'O00459')"
"('Q04656', 'Q5EBL8')"
"('P46934', 'P16234')"
"('P04792', 'O43294')"
"('Q13158', 'Q9HB75')"
"('Q9NRR5', 'P01871')"
"('P28074', 'P20618')"
"('P54136', 'Q99558')"
"('P04350', 'Q15012')"
"('Q13422', 'O00422')"
"('Q99259', 'Q9H2G2')"
"('Q13619', 'Q15291')"
"('P52434', 'P61218')"
"('Q96QB1', 'Q96L33')"
"('Q07890', 'O14807')"
"('P05129', 'P40763')"
"('P16220', 'Q8IVL1')"
"('P25054', 'P20073')"
"('O43187', 'Q99558')"
"('P21580', 'Q9Y3C5')"
"('Q9Y679', 'P60604')"
"('Q9H1M0', 'O15294')"
"('Q969T4', 'O15111')"
"('P19838', 'P10914')"
"('P04637', 'P63151')"
"('Q9BPZ3', 'O15534')"
"('P28222', 'P22392')"
"('Q5JRA6', 'P53992')"
"('Q04206', 'P36956')"
"('Q8TEQ6', 'P14678')"
"('Q99558', 'Q3ZCQ8')"
"('Q8NH42', 'P38405')"
"('Q9Y478', 'P13667')"
"('P46527', 'O75182')"
"('P51991', 'O60508')"
"('P13569', 'P56470')"
"('P49721', 'Q9Y5K5')"
"('P61289', 'Q9HCE7')"
"('P22033', 'Q14197')"
"('P56159', 'P07949')"
"('Q9NWA0', 'Q96G25')"
"('P08648', 'P35609')"
"('O95831', 'O75821')"
"('Q01201', 'P63000')"
"('P0C0S8', 'Q13547')"
"('Q9Y5J5', 'P51571')"
"('Q9BXR5', 'O95232')"
"('P05231', 'P31785')"
"('Q07955', 'P26368')"
"('O14879', 'Q05D60')"
"('P61604', 'Q92956')"
"('P05113', 'Q01113')"
"('Q16539', 'Q49A88')"
"('P27348', 'P55196')"
"('Q13263', 'Q7L2J0')"
"('Q96T58', 'Q99459')"
"('P62993', 'P42858')"
"('O60861', 'Q86SX6')"
"('Q13315', 'Q5TZA2')"
"('O15524', 'P00533')"
"('P22694', 'Q13698')"
"('P78346', 'P01106')"
"('P62273', 'P08865')"
"('P07711', 'O75530')"
"('P10451', 'P16070')"
"('P19544', 'O95201')"
"('Q9Y3F4', 'Q9Y4K3')"
"('P54756', 'Q8N5V2')"
"('P48039', 'P61026')"
"('Q9NR30', 'Q08945')"
"('P32121', 'Q8NGX3')"
"('Q8TE12', 'O00505')"
"('O14949', 'P43358')"
"('P67809', 'Q13616')"
"('Q9Y6C7', 'P03372')"
"('Q9H0E2', 'O14503')"
"('P68036', 'P84098')"
"('P11182', 'Q9Y4J8')"
"('Q9HAW0', 'Q9P031')"
"('P61353', 'P30050')"
"('P01375', 'P63000')"
"('P06241', 'P48023')"
"('Q13573', 'Q92900')"
"('Q96T68', 'P01857')"
"('O00217', 'O95298')"
"('P61513', 'P40337')"
"('O15524', 'P78552')"
"('P17676', 'O15553')"
"('Q8IY31', 'Q8TDR0')"
"('Q13315', 'Q9UBD5')"
"('Q96LZ3', 'P27482')"
"('Q12959', 'Q9ULH1')"
"('Q9Y478', 'Q9BUJ2')"
"('P15018', 'P32927')"
"('P13945', 'O95467')"
"('P35658', 'Q8NFH3')"
"('Q02878', 'P62917')"
"('P50542', 'O00628')"
"('Q13177', 'P61224')"
"('P84022', 'Q86UD4')"
"('P13073', 'Q9HC24')"
"('P17252', 'P50150')"
"('P20823', 'P43487')"
"('Q16537', 'Q02241')"
"('Q8TDN4', 'Q00535')"
"('O60238', 'Q9H0R8')"
"('Q92769', 'Q86YP4')"
"('P40145', 'P17612')"
"('P04049', 'P49368')"
"('Q02556', 'O15344')"
"('O43353', 'O14920')"
"('Q9UL46', 'O75832')"
"('P52701', 'P23508')"
"('P47928', 'Q14469')"
"('P00533', 'Q9P212')"
"('P03923', 'O95182')"
"('P08700', 'P16871')"
"('P60763', 'Q9P286')"
"('Q13557', 'O00305')"
"('P61513', 'P05386')"
"('P42684', 'P01112')"
"('P05386', 'O75956')"
"('Q13501', 'Q13557')"
"('Q15843', 'Q92979')"
"('P60880', 'P61764')"
"('O60832', 'Q16659')"
"('P41235', 'P01135')"
"('O43741', 'Q16875')"
"('P46459', 'P47870')"
"('P05106', 'Q9NVD7')"
"('P38398', 'P23258')"
"('Q9UBV4', 'Q9ULV1')"
"('Q9Y4G8', 'P63104')"
"('P83369', 'P14678')"
"('P51532', 'Q86U86')"
"('Q8IZL8', 'Q9Y4W2')"
"('P04637', 'P62380')"
"('P19875', 'P51684')"
"('P16871', 'Q9UJU6')"
"('Q9NY61', 'Q9NZW5')"
"('Q03135', 'P27361')"
"('Q9UQM7', 'P21333')"
"('P62993', 'Q99578')"
"('P01889', 'P21796')"
"('Q8WUM0', 'P52948')"
"('Q9UL26', 'Q9UI14')"
"('P52294', 'P19838')"
"('P53985', 'P61966')"
"('Q16821', 'P27482')"
"('P16144', 'P12814')"
"('P10415', 'Q9HCN2')"
"('P26639', 'Q9Y478')"
"('Q03001', 'P15121')"
"('Q6ZN44', 'P43146')"
"('Q92956', 'Q9UBB4')"
"('P01106', 'Q14697')"
"('Q9Y4G6', 'P02768')"
"('A8MT69', 'Q8NB91')"
"('P07910', 'Q9NR30')"
"('O75626', 'Q96D21')"
"('Q8IX12', 'Q8IWX8')"
"('Q9UKX7', 'P12270')"
"('P15923', 'Q9NR48')"
"('Q9BX46', 'Q92879')"
"('P04792', 'Q9Y243')"
"('P21741', 'O60674')"
"('P18146', 'Q96BK5')"
"('Q9BXS5', 'Q9Y6Q5')"
"('O00483', 'O43674')"
"('P63208', 'Q969H0')"
"('P62244', 'P62249')"
"('P55774', 'P32246')"
"('P19022', 'P14923')"
"('P10276', 'Q9UGP4')"
"('Q9Y297', 'P46937')"
"('Q96B02', 'Q86YT6')"
"('Q66LE6', 'Q9BXT2')"
"('Q8IZP0', 'P07947')"
"('O95295', 'Q6QNY1')"
"('P05412', 'Q13526')"
"('P04156', 'Q92913')"
"('O95471', 'O95500')"
"('Q8WW43', 'P46531')"
"('P49815', 'Q96PY6')"
"('Q9Y6K9', 'Q16543')"
"('P31483', 'Q01085')"
"('P23508', 'P62750')"
"('406906', 'P47224')"
"('O95786', 'Q9H1Y0')"
"('P49796', 'P29992')"
"('O60907', 'P63208')"
"('P51636', 'P06241')"
"('O95715', 'P32248')"
"('P01138', 'Q16620')"
"('P10144', 'Q10586')"
"('P16220', 'P54277')"
"('P01579', 'P48357')"
"('Q9NWF9', 'P12236')"
"('Q00610', 'O00291')"
"('O43294', 'P40337')"
"('P15514', 'Q9NRR5')"
"('P38936', 'Q15834')"
"('P67870', 'P46527')"
"('Q14164', 'P62249')"
"('Q8N1F7', 'O15504')"
"('P35579', 'Q00653')"
"('P62854', 'P62701')"
"('P27348', 'P16144')"
"('Q07021', 'Q99759')"
"('P56192', 'Q13418')"
"('P17947', 'Q96RE9')"
"('P14316', 'Q9H1B7')"
"('O60477', 'Q99759')"
"('P84022', 'P29590')"
"('P63092', 'P47712')"
"('O95816', 'P0CG48')"
"('Q9GZT8', 'Q9NRG1')"
"('P67870', 'P16278')"
"('P61981', 'P49760')"
"('O15371', 'P30480')"
"('Q96AD5', 'Q712K3')"
"('Q13315', 'Q9Y243')"
"('Q14790', 'Q12933')"
"('P08173', 'O60262')"
"('P22234', 'P01889')"
"('P68104', 'P09466')"
"('P62070', 'P48736')"
"('Q9Y6Q9', 'P62805')"
"('Q969S8', 'Q96A08')"
"('Q14191', 'P42771')"
"('O60331', 'Q9Y6U3')"
"('Q13952', 'Q13126')"
"('Q5SW24', 'Q05655')"
"('O95163', 'Q06830')"
"('Q16821', 'O15169')"
"('P18887', 'Q7Z2E3')"
"('Q9BZL6', 'Q9Y483')"
"('Q8NFA2', 'Q86UR1')"
"('Q15149', 'P53680')"
"('P08107', 'O95429')"
"('P23258', 'P27986')"
"('Q9UHD0', 'Q01344')"
"('P13807', 'Q96RG2')"
"('P60953', 'P16070')"
"('Q14289', 'Q8IXJ9')"
"('P62993', 'P63261')"
"('O60841', 'Q99459')"
"('P16144', 'Q13797')"
"('P04141', 'Q01344')"
"('P01876', 'P05546')"
"('P21359', 'P10301')"
"('P18077', 'P84098')"
"('P35527', 'P02768')"
"('Q15428', 'Q15717')"
"('P19878', 'A8MVU1')"
"('P08476', 'P09529')"
"('Q16531', 'Q04725')"
"('Q9P2H0', 'Q9NRH1')"
"('A0JLT2', 'O75586')"
"('P61247', 'Q9UL18')"
"('P61981', 'P55851')"
"('P55072', 'O75815')"
"('Q9NRI5', 'Q9NV70')"
"('P30504', 'Q63HN8')"
"('P62879', 'Q9UBY5')"
"('P32121', 'Q00987')"
"('P0C0S5', 'Q96DB2')"
"('P12107', 'Q9HCN6')"
"('P78549', 'P28715')"
"('Q15750', 'P08107')"
"('Q9UKB1', 'Q4G163')"
"('Q9Y4K3', 'P07900')"
"('O14735', 'Q9H1C4')"
"('Q9NZV8', 'O95180')"
"('Q9Y4K3', 'Q9NRX1')"
"('Q9Y2S0', 'Q15653')"
"('P02766', 'P60709')"
"('P52434', 'Q9NX70')"
"('P01889', 'Q96QK1')"
"('Q9HAV0', 'P48051')"
"('Q14197', 'O00746')"
"('Q16629', 'Q12986')"
"('P56524', 'Q04917')"
"('Q99594', 'Q9GZV5')"
"('Q9Y4K3', 'P62750')"
"('P14373', 'P51668')"
"('Q15475', 'Q9UI36')"
"('Q99759', 'P04350')"
"('Q99459', 'P14625')"
"('P61586', 'P0CG48')"
"('P62318', 'O75626')"
"('Q13547', 'Q15672')"
"('P01909', 'P04233')"
"('P62979', 'Q9BXL7')"
"('P05106', 'P29353')"
"('P60709', 'Q14103')"
"('P42336', 'P60763')"
"('Q13077', 'P27986')"
"('O00168', 'P14415')"
"('Q9H5J4', 'Q9BXW9')"
"('O43290', 'Q8IWX8')"
"('Q9Y478', 'Q01469')"
"('P38159', 'Q14683')"
"('P05231', 'Q9HBE5')"
"('Q9UI95', 'Q13042')"
"('Q9HBG4', 'Q9Y478')"
"('P26442', 'Q9Y2X8')"
"('P62310', 'P51681')"
"('Q2TAZ0', 'Q9H0R8')"
"('Q86VP6', 'Q13619')"
"('O00267', 'Q9UHR5')"
"('P68133', 'Q13315')"
"('Q9Y4K3', 'P22888')"
"('Q13155', 'Q06323')"
"('P01563', 'Q92793')"
"('O75446', 'Q96ST3')"
"('P10275', 'P32780')"
"('Q13573', 'O43237')"
"('P13224', 'O00329')"
"('Q14653', 'P05120')"
"('O15105', 'P57059')"
"('O95571', 'Q5UIP0')"
"('Q7Z3K3', 'P52735')"
"('Q13263', 'P78396')"
"('Q13242', 'P61978')"
"('P35626', 'P41597')"
"('Q13444', 'P06239')"
"('Q07889', 'Q05209')"
"('Q9C086', 'P25490')"
"('Q99612', 'O60861')"
"('Q9UKF6', 'P51003')"
"('P25787', 'P04222')"
"('Q8N726', 'P61956')"
"('P61160', 'Q07889')"
"('P05015', 'Q8IU57')"
"('O94916', 'P53794')"
"('Q99459', 'O94776')"
"('Q99459', 'Q9NYF8')"
"('Q9NRR5', 'Q12933')"
"('P62158', 'Q14164')"
"('P14317', 'Q05193')"
"('P62070', 'P04049')"
"('Q99459', 'Q9Y490')"
"('Q9UKV8', 'P61247')"
"('P56279', 'P17275')"
"('Q02556', 'P11802')"
"('O75084', 'O14640')"
"('Q04206', 'P01589')"
"('P67870', 'P55209')"
"('Q9HBE4', 'P08887')"
"('Q9HC52', 'Q8IXK0')"
"('Q15642', 'Q9Y4D1')"
"('P28074', 'Q96BK5')"
"('Q9NYY1', 'P31785')"
"('Q13573', 'Q6P3W7')"
"('P19174', 'Q15078')"
"('Q96A37', 'P62256')"
"('Q99996', 'Q9P1U1')"
"('P21359', 'P14316')"
"('P49368', 'Q99459')"
"('P35813', 'Q15796')"
"('Q00987', 'P18146')"
"('P20073', 'Q9HB58')"
"('Q12967', 'P60763')"
"('P22694', 'Q08462')"
"('Q9BT49', 'Q12933')"
"('Q6P2C8', 'Q86YW9')"
"('Q9H0H5', 'P53680')"
"('P61978', 'P04183')"
"('O95166', 'P40939')"
"('Q969Q1', 'P63279')"
"('P67809', 'Q8IYB3')"
"('P31314', 'P49767')"
"('P47992', 'P25024')"
"('O60232', 'P81605')"
"('P49720', 'Q9Y478')"
"('O60260', 'P55036')"
"('P43489', 'Q9BUZ4')"
"('P60673', 'P68032')"
"('P04844', 'Q9HC24')"
"('Q15788', 'O14827')"
"('Q9HAU5', 'P46777')"
"('Q96PV6', 'Q9BQY4')"
"('Q9UMZ2', 'O15126')"
"('P35626', 'Q8NGN2')"
"('Q9H0E9', 'Q15906')"
"('Q15366', 'P22626')"
"('O43353', 'P62263')"
"('P56537', 'P01243')"
"('P07585', 'P00533')"
"('P08572', 'P05106')"
"('Q9Y5K5', 'P62191')"
"('Q96N67', 'Q9HBH0')"
"('P25398', 'P62841')"
"('O60739', 'P60660')"
"('Q9NR28', 'Q12933')"
"('Q16254', 'Q99708')"
"('Q08AD1', 'Q71UI9')"
"('Q96FW1', 'P61088')"
"('P51817', 'Q13522')"
"('P51674', 'Q9Y3D7')"
"('O75592', 'P49815')"
"('P05388', 'Q92901')"
"('Q9NVI1', 'Q13573')"
"('P51608', 'P09429')"
"('P16871', 'Q13011')"
"('P10721', 'P19235')"
"('O60921', 'P63104')"
"('Q14896', 'P13533')"
"('Q99700', 'P35609')"
"('P25942', 'P10599')"
"('Q9H5J8', 'P54257')"
"('Q86UT6', 'O15111')"
"('O75822', 'P20042')"
"('Q5VTD9', 'Q9NRD5')"
"('Q92851', 'O15519')"
"('Q00005', 'P62829')"
"('P19012', 'Q7Z3B3')"
"('Q00587', 'O15162')"
"('P60484', 'P42336')"
"('P62750', 'P62987')"
"('P27448', 'P0CG48')"
"('P55196', 'P63104')"
"('P25789', 'P25788')"
"('P51617', 'O00206')"
"('P04899', 'P59768')"
"('Q13573', 'O15042')"
"('P01889', 'P02786')"
"('Q13315', 'Q99638')"
"('P05129', 'P16144')"
"('P25686', 'Q9UMX0')"
"('Q16512', 'Q16539')"
"('P62314', 'Q08495')"
"('Q92793', 'Q13569')"
"('O95251', 'Q9H079')"
"('P13569', 'O14939')"
"('Q15560', 'O15514')"
"('P00533', 'P62158')"
"('P51149', 'P20338')"
"('P49321', 'P62330')"
"('P23508', 'P06748')"
"('Q13017', 'P08134')"
"('O95210', 'Q9H0R8')"
"('P56748', 'O75970')"
"('P04156', 'P19784')"
"('Q15942', 'P63261')"
"('O60262', 'Q15147')"
"('O95685', 'Q15435')"
"('P30304', 'Q96PV7')"
"('Q05193', 'Q99961')"
"('P49841', 'Q8N205')"
"('P35626', 'Q9H340')"
"('P50053', 'P14678')"
"('O43353', 'P07437')"
"('P20827', 'P08138')"
"('O75626', 'P33076')"
"('P42680', 'P27986')"
"('Q9H422', 'P02745')"
"('P54845', 'O43186')"
"('P04440', 'Q9HCK4')"
"('Q14164', 'P21796')"
"('Q8IWE5', 'Q9Y6F1')"
"('Q86V24', 'P54646')"
"('Q15750', 'P29622')"
"('P56192', 'P19532')"
"('Q15833', 'P63027')"
"('P00533', 'P28482')"
"('Q8WYR1', 'P14415')"
"('Q12824', 'Q9GZQ8')"
"('P08107', 'P46379')"
"('Q16531', 'P35869')"
"('P55795', 'Q6P2Q9')"
"('P06401', 'P42338')"
"('Q8WUI4', 'Q99880')"
"('Q06124', 'P62316')"
"('Q96T58', 'Q13153')"
"('O95786', 'Q14653')"
"('P36575', 'O14641')"
"('Q7LDG7', 'P10301')"
"('Q9NP97', 'O43521')"
"('Q15714', 'O95865')"
"('Q14194', 'P20073')"
"('P61978', 'O15264')"
"('Q8NGE0', 'P38405')"
"('Q00534', 'O96020')"
"('P54253', 'Q9Y2K5')"
"('P12814', 'P08648')"
"('P62249', 'P62701')"
"('O75478', 'O75528')"
"('P60510', 'P78371')"
"('O00214', 'P13612')"
"('Q8WVC0', 'P62875')"
"('P51617', 'O14920')"
"('Q6IE81', 'Q14566')"
"('Q9NZN5', 'Q8IXI1')"
"('P10398', 'O15264')"
"('Q99942', 'P61077')"
"('Q96RT1', 'O75531')"
"('P52292', 'P52298')"
"('P61371', 'P51116')"
"('Q9H1Y0', 'Q9NT62')"
"('O15269', 'P13569')"
"('Q15029', 'O95400')"
"('P19793', 'P14859')"
"('406906', 'Q9H6Z9')"
"('O95402', 'Q9NPJ6')"
"('Q99459', 'Q9H8V3')"
"('P20333', 'P60709')"
"('P25786', 'P53350')"
"('P25205', 'Q14566')"
"('Q96MA1', 'O60504')"
"('P08887', 'P52333')"
"('Q9Y243', 'Q86XI6')"
"('P98175', 'Q9BQ52')"
"('P56945', 'Q9C0H9')"
"('O43677', 'P56556')"
"('Q9UGP5', 'P12004')"
"('Q92782', 'P04843')"
"('P0C5Z0', 'Q08945')"
"('P15248', 'P15509')"
"('Q969G3', 'P62805')"
"('P59768', 'Q16539')"
"('P26012', 'Q9Y4G6')"
"('P01106', 'Q92828')"
"('P01889', 'Q9UNM6')"
"('P53350', 'P61968')"
"('P52333', 'P42226')"
"('P61077', 'Q9Y508')"
"('Q9H1A4', 'P14635')"
"('P62993', 'P51587')"
"('O15105', 'Q9BT81')"
"('Q15303', 'Q99963')"
"('O14933', 'Q7Z419')"
"('P29350', 'Q6GTX8')"
"('Q9UI26', 'O75365')"
"('Q13547', 'Q93077')"
"('P35680', 'Q07352')"
"('Q96PE3', 'P07384')"
"('P00533', 'P58107')"
"('P54257', 'P50238')"
"('Q14181', 'Q14147')"
"('O60674', 'Q06124')"
"('Q12933', 'P08107')"
"('P04626', 'Q9UKW4')"
"('Q9HCK8', 'P84022')"
"('Q13568', 'O14980')"
"('P06493', 'P18074')"
"('P51149', 'Q93050')"
"('Q9Y297', 'Q9HAW4')"
"('P33981', 'P07437')"
"('Q9H492', 'Q15139')"
"('O43676', 'P03923')"
"('P0DJD1', 'P46060')"
"('Q15714', 'P46781')"
"('Q8IYD8', 'A8MT69')"
"('Q06455', 'Q05516')"
"('Q6WCQ1', 'P08238')"
"('Q13315', 'Q8N5F7')"
"('P62807', 'P20671')"
"('Q96BH1', 'Q969F2')"
"('Q8N668', 'Q13489')"
"('Q9NZT2', 'Q9Y2Q3')"
"('P16234', 'Q99963')"
"('Q01167', 'Q12873')"
"('Q8WYR1', 'P49841')"
"('P28827', 'P63244')"
"('P02788', 'Q8TAX7')"
"('P62330', 'O43665')"
"('P16234', 'Q92529')"
"('Q9ULV8', 'P31785')"
"('P23458', 'P42229')"
"('407026', 'Q9UBC3')"
"('P30519', 'O15226')"
"('P00492', 'P40337')"
"('Q15819', 'O75800')"
"('Q9UPT5', 'Q8IWZ6')"
"('P84098', 'Q02543')"
"('Q07889', 'Q16659')"
"('P35637', 'Q15428')"
"('Q13547', 'Q8WXI9')"
"('Q13315', 'O95714')"
"('O95786', 'Q7Z434')"
"('Q8TDR0', 'P35527')"
"('P51692', 'P11309')"
"('O14678', 'O43261')"
"('P07910', 'Q9UKM9')"
"('Q13283', 'P06239')"
"('Q8NI35', 'P17252')"
"('Q15393', 'P08631')"
"('O75323', 'P60520')"
"('Q8TAD8', 'O75533')"
"('P01100', 'P10276')"
"('Q02556', 'P61769')"
"('Q93079', 'Q969S8')"
"('P78549', 'P28749')"
"('Q9UJY4', 'Q9UMZ2')"
"('P13805', 'P62195')"
"('Q13233', 'P29353')"
"('Q9NRF9', 'P51610')"
"('P62308', 'P18206')"
"('Q9NS56', 'Q13426')"
"('O43172', 'P56134')"
"('Q13901', 'Q99598')"
"('A5PL33', 'P49841')"
"('Q86WT6', 'P43358')"
"('P48169', 'P54257')"
"('P55854', 'P04183')"
"('Q14161', 'Q86YR7')"
"('Q16665', 'P09972')"
"('Q13573', 'Q7Z7E8')"
"('Q00653', 'Q03405')"
"('P35637', 'P52597')"
"('P22301', 'Q14626')"
"('Q8NES3', 'Q99466')"
"('Q8NF50', 'Q07889')"
"('Q99569', 'Q96RT1')"
"('O75582', 'Q15811')"
"('Q9H0U4', 'P30480')"
"('P51532', 'P35232')"
"('O60828', 'Q15428')"
"('O43674', 'O43676')"
"('O95402', 'Q9BTT4')"
"('O15287', 'P11511')"
"('P63172', 'O14576')"
"('P14678', 'O95400')"
"('Q7Z6E9', 'P62993')"
"('P04183', 'P01871')"
"('Q15836', 'Q16623')"
"('P18887', 'Q9UGP5')"
"('P51617', 'Q9BUZ4')"
"('O00459', 'Q07890')"
"('P35626', 'Q8NGN0')"
"('Q96C92', 'Q9Y2X7')"
"('Q13487', 'Q16533')"
"('Q9H1C4', 'P39656')"
"('Q9NSE2', 'P42229')"
"('Q07889', 'P60763')"
"('Q09472', 'Q96JK9')"
"('Q16082', 'O76071')"
"('O00241', 'Q5TFQ8')"
"('Q05682', 'P62158')"
"('P17301', 'O00459')"
"('Q09028', 'Q13111')"
"('Q16594', 'P38398')"
"('P51531', 'P49715')"
"('O43248', 'Q9Y5K6')"
"('Q9UQK1', 'Q13522')"
"('Q33E94', 'P48380')"
"('P62328', 'Q9H5J8')"
"('O95149', 'Q6ZN04')"
"('P21580', 'Q86VP1')"
"('Q15714', 'P51571')"
"('O76074', 'Q14643')"
"('O00463', 'P83436')"
"('O75794', 'P61421')"
"('O75369', 'P26006')"
"('P10276', 'Q9UL19')"
"('Q99490', 'P42338')"
"('P24522', 'Q504T8')"
"('P62308', 'P54105')"
"('Q9H228', 'P63096')"
"('O15239', 'Q9HAU4')"
"('P00505', 'P04406')"
"('P05013', 'P48357')"
"('Q13177', 'P30086')"
"('Q99741', 'P25205')"
"('P40933', 'P48357')"
"('Q8NGJ4', 'P38405')"
"('P67870', 'Q07021')"
"('P06241', 'O14513')"
"('P04156', 'P55347')"
"('P23258', 'P01106')"
"('Q13557', 'P01112')"
"('Q13315', 'O95071')"
"('P08107', 'Q12905')"
"('P45985', 'Q99459')"
"('Q9BTT4', 'P10914')"
"('P29965', 'Q7Z591')"
"('Q92769', 'Q8N257')"
"('406991', 'Q32MZ4')"
"('O75365', 'Q9UIA9')"
"('P04004', 'Q05397')"
"('Q13371', 'P67870')"
"('Q01105', 'P40337')"
"('P52294', 'P09429')"
"('P22061', 'P13569')"
"('P61204', 'Q9UJY4')"
"('P05000', 'Q14626')"
"('Q9BRV8', 'P62714')"
"('Q8NFQ8', 'Q15714')"
"('Q00005', 'Q05513')"
"('P22694', 'Q02750')"
"('Q07020', 'P46779')"
"('Q4VXU2', 'P78543')"
"('P51114', 'O95084')"
"('Q5JVF3', 'Q15796')"
"('Q9Y4K4', 'Q15047')"
"('Q9NRH3', 'O75365')"
"('Q16623', 'P08670')"
"('P55854', 'O00327')"
"('P06241', 'P16070')"
"('Q12824', 'Q01831')"
"('P29590', 'P42771')"
"('O15360', 'Q969G3')"
"('Q969D9', 'P19235')"
"('Q15427', 'Q6P2Q9')"
"('Q9P003', 'Q13418')"
"('P07237', 'P40337')"
"('P28067', 'P28068')"
"('Q2M3G4', 'P63261')"
"('Q15831', 'Q02241')"
"('P08648', 'Q07889')"
"('P19438', 'Q96B97')"
"('Q14164', 'A7MCY6')"
"('O43493', 'P16333')"
"('Q8TAP4', 'Q15834')"
"('Q96J01', 'P04183')"
"('O15379', 'Q7L2E3')"
"('P10828', 'O75376')"
"('O94985', 'P04156')"
"('B2RD01', 'P40425')"
"('Q04206', 'Q9NR30')"
"('Q14164', 'P02786')"
"('Q9UET6', 'P30086')"
"('P16144', 'A8K7I4')"
"('Q16665', 'P18146')"
"('P80162', 'P32246')"
"('P01303', 'Q9BXA5')"
"('P22612', 'P62955')"
"('Q96A54', 'P54619')"
"('Q9NRH3', 'P68366')"
"('P42336', 'Q9Y259')"
"('O95707', 'Q99575')"
"('P0CG48', 'O75460')"
"('O43707', 'Q13554')"
"('Q9NXR7', 'Q15018')"
"('P06493', 'Q9UKL4')"
"('Q969D9', 'Q5VWK5')"
"('P08047', 'P51610')"
"('P21980', 'P02751')"
"('P17676', 'P19838')"
"('Q9UL18', 'O95602')"
"('Q7Z6A9', 'P11912')"
"('Q4VC05', 'Q01201')"
"('O14493', 'P56880')"
"('P52292', 'P06748')"
"('Q16512', 'Q9H0R8')"
"('P18077', 'Q07020')"
"('P12931', 'Q06124')"
"('Q92888', 'P61586')"
"('O14980', 'Q09161')"
"('Q9NPF5', 'Q92993')"
"('P23508', 'P07951')"
"('Q9Y2Y4', 'Q05516')"
"('P05386', 'P26373')"
"('Q01094', 'P10244')"
"('Q13309', 'P06400')"
"('Q14164', 'Q14657')"
"('Q92993', 'O77932')"
"('P78527', 'Q14191')"
"('P35998', 'P0CG48')"
"('Q15365', 'Q15428')"
"('O43741', 'O95822')"
"('P03915', 'Q9P0J0')"
"('P61247', 'Q14164')"
"('Q15714', 'Q9H4A3')"
"('Q00597', 'P08107')"
"('O15239', 'O14561')"
"('Q9Y3C7', 'Q05193')"
"('Q99759', 'P62136')"
"('P07900', 'P68400')"
"('P0CG48', 'Q01201')"
"('Q969Q6', 'Q02641')"
"('P26368', 'P98175')"
"('Q08211', 'Q9UL18')"
"('Q15848', 'P02745')"
"('P04406', 'P06493')"
"('P25490', 'P13569')"
"('P25445', 'Q9Y6K9')"
"('Q5T5P2', 'P19012')"
"('Q8WUM4', 'Q9H7P6')"
"('P35749', 'Q8IY92')"
"('Q9ULV8', 'Q9HBE5')"
"('P11171', 'Q9UI30')"
"('O00255', 'Q03164')"
"('P29350', 'Q8N423')"
"('Q14703', 'P27824')"
"('Q9NZU5', 'Q969Q1')"
"('P19105', 'P35580')"
"('P52735', 'P78371')"
"('P04085', 'P21802')"
"('Q04724', 'P06493')"
"('Q5T4F7', 'P56703')"
"('P01569', 'P15509')"
"('O15239', 'O00483')"
"('P11229', 'P11142')"
"('O15264', 'P49327')"
"('Q93074', 'P10071')"
"('O75554', 'Q16630')"
"('O75626', 'P17676')"
"('Q12967', 'Q9Y259')"
"('Q15365', 'P52597')"
"('O60262', 'P25116')"
"('P43146', 'Q8IUQ4')"
"('O14981', 'Q99459')"
"('P32456', 'Q92734')"
"('Q9Y5S2', 'P42766')"
"('O96020', 'P11802')"
"('P20671', 'Q12888')"
"('Q9BQY9', 'Q13137')"
"('P62877', 'P78395')"
"('Q9BYB0', 'Q15788')"
"('P63218', 'P28482')"
"('P01241', 'P35998')"
"('P46379', 'Q16637')"
"('P04899', 'P53779')"
"('P01137', 'P53779')"
"('Q99460', 'P54727')"
"('P16520', 'Q15147')"
"('O95400', 'Q9Y620')"
"('Q9Y6X2', 'Q12772')"
"('P38936', 'P15880')"
"('P56693', 'Q13287')"
"('P40225', 'Q6UXL0')"
"('Q8IXH7', 'Q04637')"
"('Q16594', 'Q00403')"
"('Q9H4A3', 'Q14315')"
"('P01112', 'Q12967')"
"('Q01082', 'P42224')"
"('P61604', 'O60684')"
"('Q07889', 'Q7L0Q8')"
"('Q15717', 'P35354')"
"('P37231', 'P51608')"
"('P01112', 'O43924')"
"('P60866', 'P08865')"
"('Q07960', 'P84095')"
"('P62993', 'P98077')"
"('P05787', 'O95757')"
"('P04626', 'P26045')"
"('P08107', 'P63104')"
"('P27824', 'P21731')"
"('O95182', 'O95178')"
