negatives
"frozenset({'Q9ULK4', 'Q8IYB3', 'IL2'})"
"frozenset({'Q8N9I9', 'O95817', 'IL2'})"
"frozenset({'P62266', 'P22090', 'IL2'})"
"frozenset({'Q9Y5B9', 'IL2', 'Q8IW35'})"
"frozenset({'IL2', 'Q8WU10', 'O60231'})"
"frozenset({'P62847', 'P25398', 'IL2'})"
"frozenset({'P00533', 'IL2', 'Q15750'})"
"frozenset({'Q5TA77', 'P49901', 'IL2'})"
"frozenset({'Q9Y5L4', 'Q9Y5J9', 'IL2'})"
"frozenset({'Q9H3S1', 'Q9Y4D7', 'IL2'})"
"frozenset({'P51168', 'P04049', 'IL2'})"
"frozenset({'Q9NRA0', 'P07948', 'IL2'})"
"frozenset({'Q15181', 'Q9UQ80', 'IL2'})"
"frozenset({'Q9UI36', 'Q96ST3', 'IL2'})"
"frozenset({'Q9NVP2', 'IL2', 'Q9UBU9'})"
"frozenset({'Q12959', 'P11171', 'IL2'})"
"frozenset({'Q15051', 'IL2', 'Q9H853'})"
"frozenset({'P36873', 'P11473', 'IL2'})"
"frozenset({'O43920', 'O95168', 'IL2'})"
"frozenset({'P55209', 'Q15051', 'IL2'})"
"frozenset({'O76021', 'P51858', 'IL2'})"
"frozenset({'Q9Y221', 'IL2', 'P36578'})"
"frozenset({'O75147', 'Q08945', 'IL2'})"
"frozenset({'P10276', 'P55317', 'IL2'})"
"frozenset({'Q01081', 'Q9NY93', 'IL2'})"
"frozenset({'IL2', 'P63208', 'Q9UKT5'})"
"frozenset({'O15371', 'IL2', 'Q9H0W5'})"
"frozenset({'P07910', 'Q96IZ5', 'IL2'})"
"frozenset({'A6H8Z2', 'Q8IYE1', 'IL2'})"
"frozenset({'Q8IZU1', 'Q9NVV9', 'IL2'})"
"frozenset({'Q9Y2W2', 'IL2', 'Q9Y2X0'})"
"frozenset({'Q06250', 'Q6A162', 'IL2'})"
"frozenset({'P62306', 'P02751', 'IL2'})"
"frozenset({'A7MCY6', 'Q92844', 'IL2'})"
"frozenset({'O75528', 'IL2', 'Q9H6D7'})"
"frozenset({'P09496', 'Q92905', 'IL2'})"
"frozenset({'P04183', 'O14576', 'IL2'})"
"frozenset({'Q00688', 'Q92769', 'IL2'})"
"frozenset({'Q86VP6', 'P82914', 'IL2'})"
"frozenset({'Q96HC4', 'Q8N6T7', 'IL2'})"
"frozenset({'Q9H8W4', 'Q96HD9', 'IL2'})"
"frozenset({'Q86WB0', 'IL2', 'O15530'})"
"frozenset({'Q8N3C0', 'Q9P2P5', 'IL2'})"
"frozenset({'P0DP24', 'Q9BQ83', 'IL2'})"
"frozenset({'Q13618', 'P11021', 'IL2'})"
"frozenset({'P52565', 'Q01813', 'IL2'})"
"frozenset({'P54253', 'P37235', 'IL2'})"
"frozenset({'P12931', 'P53803', 'IL2'})"
"frozenset({'Q9H3U1', 'IL2', 'Q8N960'})"
"frozenset({'Q71F23', 'Q9HAU5', 'IL2'})"
"frozenset({'P33316', 'P29401', 'IL2'})"
"frozenset({'P63104', 'Q08211', 'IL2'})"
"frozenset({'P27540', 'IL2', 'Q16665'})"
"frozenset({'Q9BZW8', 'Q9NRC1', 'IL2'})"
"frozenset({'P78386', 'O95166', 'IL2'})"
"frozenset({'Q9BT49', 'Q9Y221', 'IL2'})"
"frozenset({'P51817', 'P07900', 'IL2'})"
"frozenset({'Q9BWD1', 'P49189', 'IL2'})"
"frozenset({'Q92934', 'IL2', 'Q15418'})"
"frozenset({'P51788', 'Q8TBK6', 'IL2'})"
"frozenset({'Q86YT6', 'IL2', 'Q5VVX9'})"
"frozenset({'O95817', 'O14558', 'IL2'})"
"frozenset({'P01106', 'P50479', 'IL2'})"
"frozenset({'Q14416', 'IL2', 'P16520'})"
"frozenset({'P0DML2', 'Q13485', 'IL2'})"
"frozenset({'P61326', 'P13647', 'IL2'})"
"frozenset({'P36873', 'P07711', 'IL2'})"
"frozenset({'P05387', 'Q92905', 'IL2'})"
"frozenset({'P04637', 'Q99973', 'IL2'})"
"frozenset({'P30837', 'P14927', 'IL2'})"
"frozenset({'P54253', 'Q86U70', 'IL2'})"
"frozenset({'Q02880', 'IL2', 'P06702'})"
"frozenset({'Q9UKG4', 'Q9H2H9', 'IL2'})"
"frozenset({'Q14999', 'IL2', 'O15042'})"
"frozenset({'O95267', 'IL2', 'O14807'})"
"frozenset({'P48061', 'IL2', 'P51677'})"
"frozenset({'IL2', 'P47756', 'Q12888'})"
"frozenset({'Q7KZN9', 'Q6P4A7', 'IL2'})"
"frozenset({'Q99959', 'Q02413', 'IL2'})"
"frozenset({'Q09472', 'Q96PN7', 'IL2'})"
"frozenset({'P31939', 'P54105', 'IL2'})"
"frozenset({'P28288', 'IL2', 'P33897'})"
"frozenset({'Q96T76', 'P04844', 'IL2'})"
"frozenset({'P35222', 'IL2', 'Q15583'})"
"frozenset({'P50570', 'IL2', 'Q9P0V3'})"
"frozenset({'Q9UKN8', 'Q00613', 'IL2'})"
"frozenset({'Q07955', 'O00555', 'IL2'})"
"frozenset({'P13747', 'P43627', 'IL2'})"
"frozenset({'Q9P0T7', 'Q96A57', 'IL2'})"
"frozenset({'Q9NUY8', 'Q8N5I9', 'IL2'})"
"frozenset({'Q719H9', 'IL2', 'P35222'})"
"frozenset({'P63000', 'P60953', 'IL2'})"
"frozenset({'Q9H0U4', 'IL2', 'Q969M1'})"
"frozenset({'P32969', 'P46783', 'IL2'})"
"frozenset({'Q8NEB9', 'IL2', 'Q15075'})"
"frozenset({'P02766', 'IL2', 'P68104'})"
"frozenset({'Q96IZ0', 'Q9NVV9', 'IL2'})"
"frozenset({'P56192', 'P49593', 'IL2'})"
"frozenset({'P62879', 'Q96H55', 'IL2'})"
"frozenset({'Q13404', 'O75800', 'IL2'})"
"frozenset({'O14950', 'Q96GD4', 'IL2'})"
"frozenset({'Q16891', 'Q9BQD7', 'IL2'})"
"frozenset({'P35659', 'O43143', 'IL2'})"
"frozenset({'Q8IWX8', 'IL2', 'O00159'})"
"frozenset({'Q96LM6', 'IL2', 'Q92734'})"
"frozenset({'Q10586', 'Q15393', 'IL2'})"
"frozenset({'Q96CS7', 'O76011', 'IL2'})"
"frozenset({'Q9H422', 'Q13158', 'IL2'})"
"frozenset({'Q9BX46', 'Q96PU8', 'IL2'})"
"frozenset({'Q9NRD1', 'Q14008', 'IL2'})"
"frozenset({'Q96QZ7', 'P98164', 'IL2'})"
"frozenset({'P00738', 'IL2', 'Q14764'})"
"frozenset({'IL2', 'P51648', 'Q9BQE3'})"
"frozenset({'Q9NVX7', 'IL2', 'Q13368'})"
"frozenset({'Q86YD3', 'P08236', 'IL2'})"
"frozenset({'Q7KYR7', 'P04035', 'IL2'})"
"frozenset({'P19387', 'Q9GZS3', 'IL2'})"
"frozenset({'Q8NE01', 'Q86WV6', 'IL2'})"
"frozenset({'Q9HCM9', 'IL2', 'Q04323'})"
"frozenset({'P09603', 'P10721', 'IL2'})"
"frozenset({'Q92621', 'Q9NRG9', 'IL2'})"
"frozenset({'Q9UJF2', 'Q9UHB6', 'IL2'})"
"frozenset({'P52272', 'P17844', 'IL2'})"
"frozenset({'P19105', 'Q00325', 'IL2'})"
"frozenset({'O95232', 'IL2', 'P24588'})"
"frozenset({'Q01105', 'P02794', 'IL2'})"
"frozenset({'P26012', 'P21815', 'IL2'})"
"frozenset({'IL2', 'P49715', 'Q05516'})"
"frozenset({'Q9NY25', 'Q5HYI7', 'IL2'})"
"frozenset({'P27348', 'O14950', 'IL2'})"
"frozenset({'P14406', 'IL2', 'P35998'})"
"frozenset({'Q9NR30', 'P82675', 'IL2'})"
"frozenset({'Q13573', 'Q13435', 'IL2'})"
"frozenset({'Q6DKI7', 'Q8N1S5', 'IL2'})"
"frozenset({'Q86Y39', 'IL2', 'P03891'})"
"frozenset({'Q9Y2W7', 'Q03060', 'IL2'})"
"frozenset({'O95140', 'Q96DW6', 'IL2'})"
"frozenset({'Q9NQ66', 'IL2', 'Q8TEW0'})"
"frozenset({'Q6VN20', 'P62699', 'IL2'})"
"frozenset({'Q96T60', 'IL2', 'O60341'})"
"frozenset({'P52306', 'IL2', 'P30084'})"
"frozenset({'O00231', 'P25787', 'IL2'})"
"frozenset({'Q5TCX8', 'P56524', 'IL2'})"
"frozenset({'Q9UDV6', 'Q6UWV6', 'IL2'})"
"frozenset({'P40337', 'Q96B26', 'IL2'})"
"frozenset({'P63151', 'Q8NDD1', 'IL2'})"
"frozenset({'P03897', 'O95182', 'IL2'})"
"frozenset({'IL2', 'Q13131', 'P50151'})"
"frozenset({'P22681', 'IL2', 'Q07889'})"
"frozenset({'P24385', 'Q13562', 'IL2'})"
"frozenset({'P49336', 'IL2', 'O14974'})"
"frozenset({'P05556', 'IL2', 'Q16827'})"
"frozenset({'O43151', 'P25205', 'IL2'})"
"frozenset({'P63104', 'IL2', 'Q9Y2U5'})"
"frozenset({'P01106', 'Q14155', 'IL2'})"
"frozenset({'P13688', 'IL2', 'P05106'})"
"frozenset({'P15336', 'P13501', 'IL2'})"
"frozenset({'Q9H0M0', 'Q9P0M6', 'IL2'})"
"frozenset({'Q8WXK4', 'Q86UW7', 'IL2'})"
"frozenset({'P08173', 'Q9P2W3', 'IL2'})"
"frozenset({'Q9H0R8', 'IL2', 'P43243'})"
"frozenset({'P31749', 'P29317', 'IL2'})"
"frozenset({'P35226', 'Q9NRL2', 'IL2'})"
"frozenset({'P62805', 'Q71DI3', 'IL2'})"
"frozenset({'P63172', 'IL2', 'O60341'})"
"frozenset({'O00425', 'P49959', 'IL2'})"
"frozenset({'IL2', 'Q96JM7', 'P10827'})"
"frozenset({'P56192', 'P07900', 'IL2'})"
"frozenset({'O60313', 'O75208', 'IL2'})"
"frozenset({'Q7Z2E3', 'Q9Y5S9', 'IL2'})"
"frozenset({'Q14596', 'P16885', 'IL2'})"
"frozenset({'O15027', 'P47755', 'IL2'})"
"frozenset({'O75446', 'Q96DG6', 'IL2'})"
"frozenset({'Q15365', 'IL2', 'Q9BTD8'})"
"frozenset({'P98170', 'P83105', 'IL2'})"
"frozenset({'Q15573', 'Q9BYG3', 'IL2'})"
"frozenset({'O00212', 'P07550', 'IL2'})"
"frozenset({'Q86Y13', 'Q96LR5', 'IL2'})"
"frozenset({'Q6PCD5', 'P35244', 'IL2'})"
"frozenset({'P60660', 'Q96EB6', 'IL2'})"
"frozenset({'P26038', 'P41279', 'IL2'})"
"frozenset({'Q96FF9', 'IL2', 'Q7Z7L7'})"
"frozenset({'O60907', 'Q9UDY4', 'IL2'})"
"frozenset({'Q71DI3', 'Q9UKN8', 'IL2'})"
"frozenset({'Q9Y4K3', 'IL2', 'Q9NWZ3'})"
"frozenset({'O75052', 'Q14114', 'IL2'})"
"frozenset({'P82673', 'P21283', 'IL2'})"
"frozenset({'O95222', 'P17612', 'IL2'})"
"frozenset({'P15884', 'P15692', 'IL2'})"
"frozenset({'Q9GZT3', 'P22626', 'IL2'})"
"frozenset({'Q14444', 'P24941', 'IL2'})"
"frozenset({'Q8WYR1', 'O60674', 'IL2'})"
"frozenset({'P61244', 'IL2', 'Q99583'})"
"frozenset({'P57775', 'Q04917', 'IL2'})"
"frozenset({'Q92569', 'P05556', 'IL2'})"
"frozenset({'P60033', 'P39019', 'IL2'})"
"frozenset({'Q14194', 'Q6P1K2', 'IL2'})"
"frozenset({'Q9Y2G5', 'O95166', 'IL2'})"
"frozenset({'O75390', 'P11441', 'IL2'})"
"frozenset({'E9PAV3', 'Q7Z6Z7', 'IL2'})"
"frozenset({'Q13618', 'O76021', 'IL2'})"
"frozenset({'O43639', 'Q16513', 'IL2'})"
"frozenset({'Q5W5X9', 'Q6A162', 'IL2'})"
"frozenset({'Q9P286', 'Q9UBI6', 'IL2'})"
"frozenset({'P67870', 'Q96EB6', 'IL2'})"
"frozenset({'P51679', 'IL2', 'Q16663'})"
"frozenset({'Q9UJX2', 'P33993', 'IL2'})"
"frozenset({'Q08379', 'Q9H4E5', 'IL2'})"
"frozenset({'Q8NCX0', 'IL2', 'P37198'})"
"frozenset({'P14867', 'P27824', 'IL2'})"
"frozenset({'Q9HC98', 'P50613', 'IL2'})"
"frozenset({'P35626', 'IL2', 'Q96R08'})"
"frozenset({'Q86WN2', 'IL2', 'P15260'})"
"frozenset({'Q9Y275', 'Q99558', 'IL2'})"
"frozenset({'Q9C009', 'Q9Y5Q8', 'IL2'})"
"frozenset({'O75530', 'P26583', 'IL2'})"
"frozenset({'Q13618', 'Q9UPQ9', 'IL2'})"
"frozenset({'Q9GZS1', 'Q53T94', 'IL2'})"
"frozenset({'Q14457', 'P62195', 'IL2'})"
"frozenset({'P30550', 'P30679', 'IL2'})"
"frozenset({'Q9Y3C0', 'Q8N3L3', 'IL2'})"
"frozenset({'Q9H201', 'IL2', 'Q9NZN4'})"
"frozenset({'P62979', 'P11388', 'IL2'})"
"frozenset({'P15313', 'IL2', 'P61421'})"
"frozenset({'P49841', 'P98170', 'IL2'})"
"frozenset({'P62879', 'Q00975', 'IL2'})"
"frozenset({'P06401', 'P45984', 'IL2'})"
"frozenset({'Q8NEC5', 'Q9NZV7', 'IL2'})"
"frozenset({'P40763', 'IL2', 'Q15717'})"
"frozenset({'P49761', 'O75494', 'IL2'})"
"frozenset({'Q0VD86', 'Q9NZD8', 'IL2'})"
"frozenset({'P16333', 'Q9HCQ7', 'IL2'})"
"frozenset({'Q8IY81', 'IL2', 'P62891'})"
"frozenset({'O15054', 'IL2', 'P61964'})"
"frozenset({'Q12905', 'P16989', 'IL2'})"
"frozenset({'P50395', 'P16949', 'IL2'})"
"frozenset({'Q9BWX5', 'Q96EB6', 'IL2'})"
"frozenset({'P26373', 'P61247', 'IL2'})"
"frozenset({'A2RUB6', 'Q5BJF6', 'IL2'})"
"frozenset({'O00625', 'P62937', 'IL2'})"
"frozenset({'O95760', 'P29466', 'IL2'})"
"frozenset({'Q5T5B0', 'IL2', 'Q9BYR5'})"
"frozenset({'O75582', 'P63104', 'IL2'})"
"frozenset({'Q15014', 'Q71UI9', 'IL2'})"
"frozenset({'P39210', 'Q9UI09', 'IL2'})"
"frozenset({'P08700', 'Q01113', 'IL2'})"
"frozenset({'Q9HC29', 'Q13490', 'IL2'})"
"frozenset({'P35637', 'Q8ND71', 'IL2'})"
"frozenset({'P09871', 'IL2', 'O75364'})"
"frozenset({'P41250', 'IL2', 'Q9NVT9'})"
"frozenset({'P35462', 'IL2', 'P50151'})"
"frozenset({'P0C5J1', 'IL2', 'P04350'})"
"frozenset({'Q504Q3', 'Q14978', 'IL2'})"
"frozenset({'Q15648', 'P41235', 'IL2'})"
"frozenset({'P13716', 'IL2', 'Q9Y570'})"
"frozenset({'O95741', 'Q15759', 'IL2'})"
"frozenset({'P61604', 'P08238', 'IL2'})"
"frozenset({'Q9BW61', 'IL2', 'Q9NZJ0'})"
"frozenset({'Q5TB80', 'Q9Y2D8', 'IL2'})"
"frozenset({'P31749', 'Q05195', 'IL2'})"
"frozenset({'P38405', 'Q96R67', 'IL2'})"
"frozenset({'Q969S3', 'IL2', 'Q8IY81'})"
"frozenset({'Q15046', 'Q16539', 'IL2'})"
"frozenset({'P36402', 'IL2', 'P56545'})"
"frozenset({'P51449', 'IL2', 'P19793'})"
"frozenset({'IL2', 'P49757', 'Q8TBB1'})"
"frozenset({'Q04637', 'P28062', 'IL2'})"
"frozenset({'P31948', 'P00966', 'IL2'})"
"frozenset({'Q5ST30', 'P42336', 'IL2'})"
"frozenset({'Q15904', 'Q86TM6', 'IL2'})"
"frozenset({'P35268', 'Q6P1J9', 'IL2'})"
"frozenset({'Q15910', 'Q16629', 'IL2'})"
"frozenset({'P47755', 'IL2', 'P04899'})"
"frozenset({'Q86VP6', 'P36508', 'IL2'})"
"frozenset({'O95835', 'Q9NQS7', 'IL2'})"
"frozenset({'Q9UJX2', 'P24864', 'IL2'})"
"frozenset({'O60244', 'Q13503', 'IL2'})"
"frozenset({'Q9UJX2', 'Q9GZV4', 'IL2'})"
"frozenset({'P36896', 'Q8N6C5', 'IL2'})"
"frozenset({'Q13011', 'Q96RQ3', 'IL2'})"
"frozenset({'P29597', 'Q99650', 'IL2'})"
"frozenset({'O95278', 'Q9UGU5', 'IL2'})"
"frozenset({'P05067', 'Q9H773', 'IL2'})"
"frozenset({'Q8NI27', 'IL2', 'Q5JWF2'})"
"frozenset({'Q9UGI0', 'Q96HS1', 'IL2'})"
"frozenset({'IL2', 'Q8WTR4', 'Q8IUQ4'})"
"frozenset({'Q9H4M9', 'Q6L8Q7', 'IL2'})"
"frozenset({'Q86X19', 'Q8N4V1', 'IL2'})"
"frozenset({'Q9UPQ9', 'Q00610', 'IL2'})"
"frozenset({'P26368', 'Q9P2G9', 'IL2'})"
"frozenset({'O43586', 'P47914', 'IL2'})"
"frozenset({'O60260', 'Q9H361', 'IL2'})"
"frozenset({'P62879', 'Q9GZM7', 'IL2'})"
"frozenset({'Q9P2P5', 'IL2', 'Q6PD62'})"
"frozenset({'Q99714', 'O75147', 'IL2'})"
"frozenset({'Q15323', 'P10809', 'IL2'})"
"frozenset({'Q9UMZ3', 'Q15075', 'IL2'})"
"frozenset({'Q9NV92', 'P43088', 'IL2'})"
"frozenset({'Q9Y2L1', 'Q9GZX7', 'IL2'})"
"frozenset({'P51531', 'IL2', 'P78337'})"
"frozenset({'Q13797', 'P12109', 'IL2'})"
"frozenset({'P50395', 'P40337', 'IL2'})"
"frozenset({'IL2', 'P63208', 'Q8TF61'})"
"frozenset({'O60216', 'P47887', 'IL2'})"
"frozenset({'Q5SSJ5', 'Q96PK6', 'IL2'})"
"frozenset({'Q9Y3F4', 'Q71U36', 'IL2'})"
"frozenset({'Q06609', 'Q92698', 'IL2'})"
"frozenset({'O75844', 'P21796', 'IL2'})"
"frozenset({'Q9Y606', 'IL2', 'Q32P28'})"
"frozenset({'P35606', 'O43156', 'IL2'})"
"frozenset({'IL2', 'O60260', 'Q96AE4'})"
"frozenset({'Q9NR31', 'P02751', 'IL2'})"
"frozenset({'P60409', 'IL2', 'P27658'})"
"frozenset({'Q969H0', 'P61244', 'IL2'})"
"frozenset({'Q8NBT2', 'Q9H410', 'IL2'})"
"frozenset({'P60866', 'P62269', 'IL2'})"
"frozenset({'P07550', 'P52597', 'IL2'})"
"frozenset({'Q9HAC8', 'P49792', 'IL2'})"
"frozenset({'Q9NTJ3', 'O00358', 'IL2'})"
"frozenset({'O75608', 'IL2', 'P08243'})"
"frozenset({'Q8NC42', 'Q9H6L2', 'IL2'})"
"frozenset({'Q9GZY4', 'Q9BQ95', 'IL2'})"
"frozenset({'O75083', 'Q93009', 'IL2'})"
"frozenset({'Q9HAV0', 'P09471', 'IL2'})"
"frozenset({'Q96EP5', 'Q15022', 'IL2'})"
"frozenset({'P60331', 'Q9UHI7', 'IL2'})"
"frozenset({'P62829', 'Q5S007', 'IL2'})"
"frozenset({'Q01664', 'P55040', 'IL2'})"
"frozenset({'P0C1Z6', 'Q05D60', 'IL2'})"
"frozenset({'Q92731', 'Q7Z3S9', 'IL2'})"
"frozenset({'P49407', 'Q8NGF4', 'IL2'})"
"frozenset({'Q9C0B0', 'P19338', 'IL2'})"
"frozenset({'P05412', 'IL2', 'O75140'})"
"frozenset({'Q8WYA0', 'IL2', 'Q9BW83'})"
"frozenset({'Q01850', 'P33176', 'IL2'})"
"frozenset({'P42696', 'Q96HE9', 'IL2'})"
"frozenset({'Q15276', 'P19784', 'IL2'})"
"frozenset({'Q05048', 'Q16254', 'IL2'})"
"frozenset({'P62306', 'P50222', 'IL2'})"
"frozenset({'P06730', 'P35568', 'IL2'})"
"frozenset({'P10515', 'IL2', 'O75306'})"
"frozenset({'Q9BXJ9', 'IL2', 'P43243'})"
"frozenset({'P26651', 'Q96B26', 'IL2'})"
"frozenset({'P19338', 'Q14790', 'IL2'})"
"frozenset({'P35680', 'Q8IWU6', 'IL2'})"
"frozenset({'Q8IYX4', 'Q9ULR5', 'IL2'})"
"frozenset({'Q5T7W7', 'IL2', 'Q9UHC1'})"
"frozenset({'Q9HAV4', 'Q12906', 'IL2'})"
"frozenset({'P60484', 'Q00839', 'IL2'})"
"frozenset({'O60783', 'Q00839', 'IL2'})"
"frozenset({'Q6UXV4', 'Q9NQZ5', 'IL2'})"
"frozenset({'Q13573', 'Q9H6S0', 'IL2'})"
"frozenset({'P08243', 'Q96CN7', 'IL2'})"
"frozenset({'P05067', 'P53779', 'IL2'})"
"frozenset({'Q14103', 'P13612', 'IL2'})"
"frozenset({'P12956', 'IL2', 'O00267'})"
"frozenset({'O00483', 'O43169', 'IL2'})"
"frozenset({'Q9BXI2', 'IL2', 'Q9Y619'})"
"frozenset({'IL2', 'Q9UK17', 'P11142'})"
"frozenset({'P07919', 'IL2', 'Q9Y225'})"
"frozenset({'P48023', 'O00213', 'IL2'})"
"frozenset({'P04626', 'P43307', 'IL2'})"
"frozenset({'Q86YV0', 'IL2', 'Q9NRD5'})"
"frozenset({'Q96BD8', 'Q9NPJ6', 'IL2'})"
"frozenset({'O15084', 'Q3SYB3', 'IL2'})"
"frozenset({'O75175', 'O94986', 'IL2'})"
"frozenset({'P11940', 'P61769', 'IL2'})"
"frozenset({'P05412', 'Q9Y3U8', 'IL2'})"
"frozenset({'Q5QNW6', 'Q08945', 'IL2'})"
"frozenset({'Q9H0U6', 'Q8N5N7', 'IL2'})"
"frozenset({'Q8IU60', 'P19474', 'IL2'})"
"frozenset({'Q9H6Z9', 'Q6P1K2', 'IL2'})"
"frozenset({'P06748', 'Q8N5L8', 'IL2'})"
"frozenset({'P35558', 'IL2', 'P31689'})"
"frozenset({'P60331', 'IL2', 'Q13526'})"
"frozenset({'P62987', 'Q9UHH9', 'IL2'})"
"frozenset({'P15248', 'IL2', 'P38484'})"
"frozenset({'Q92997', 'Q9P2K1', 'IL2'})"
"frozenset({'O15169', 'Q99873', 'IL2'})"
"frozenset({'P62877', 'IL2', 'Q15717'})"
"frozenset({'Q6P1N9', 'Q13564', 'IL2'})"
"frozenset({'P31749', 'Q9Y3C5', 'IL2'})"
"frozenset({'O94989', 'IL2', 'Q9Y3A3'})"
"frozenset({'Q9Y5K6', 'IL2', 'P62993'})"
"frozenset({'O43924', 'Q92730', 'IL2'})"
"frozenset({'P32519', 'Q13469', 'IL2'})"
"frozenset({'Q92925', 'Q16719', 'IL2'})"
"frozenset({'Q6A162', 'Q8TD31', 'IL2'})"
"frozenset({'Q5JTC6', 'Q9Y297', 'IL2'})"
"frozenset({'P05412', 'Q96B23', 'IL2'})"
"frozenset({'O60885', 'Q4G0J3', 'IL2'})"
"frozenset({'Q9H0I2', 'P01100', 'IL2'})"
"frozenset({'P17612', 'IL2', 'Q8NGF7'})"
"frozenset({'P53041', 'P04629', 'IL2'})"
"frozenset({'IL2', 'P61247', 'P46777'})"
"frozenset({'O95125', 'O60749', 'IL2'})"
"frozenset({'P24468', 'O75376', 'IL2'})"
"frozenset({'Q99683', 'IL2', 'P62191'})"
"frozenset({'Q6ZMZ0', 'P25686', 'IL2'})"
"frozenset({'P05067', 'P56880', 'IL2'})"
"frozenset({'Q93100', 'Q6ZSY5', 'IL2'})"
"frozenset({'Q9UQL6', 'Q9NZI8', 'IL2'})"
"frozenset({'P46934', 'P17302', 'IL2'})"
"frozenset({'P61218', 'Q8N9Z2', 'IL2'})"
"frozenset({'Q2M2I8', 'IL2', 'O14976'})"
"frozenset({'P78314', 'IL2', 'P43403'})"
"frozenset({'Q9HB71', 'IL2', 'O94966'})"
"frozenset({'O75031', 'Q53TS8', 'IL2'})"
"frozenset({'O75093', 'Q52LG2', 'IL2'})"
"frozenset({'P49407', 'P06396', 'IL2'})"
"frozenset({'P62841', 'O75955', 'IL2'})"
"frozenset({'Q9NYF3', 'IL2', 'P30305'})"
"frozenset({'Q9Y3D7', 'Q9NYL9', 'IL2'})"
"frozenset({'Q13315', 'Q8NDZ2', 'IL2'})"
"frozenset({'IL2', 'P33993', 'P19320'})"
"frozenset({'P07202', 'IL2', 'P19235'})"
"frozenset({'P28702', 'Q9BUR4', 'IL2'})"
"frozenset({'IL2', 'Q13568', 'Q9C019'})"
"frozenset({'Q13546', 'IL2', 'Q05513'})"
"frozenset({'P08240', 'Q8N2Y8', 'IL2'})"
"frozenset({'O15379', 'Q71UI9', 'IL2'})"
"frozenset({'P62987', 'P61960', 'IL2'})"
"frozenset({'Q9H0W8', 'P46940', 'IL2'})"
"frozenset({'Q9Y4W2', 'P48431', 'IL2'})"
"frozenset({'P02768', 'P02790', 'IL2'})"
"frozenset({'Q06547', 'Q9NWT6', 'IL2'})"
"frozenset({'Q9P2P5', 'Q6P5Z2', 'IL2'})"
"frozenset({'Q07817', 'P21796', 'IL2'})"
"frozenset({'Q9UH62', 'Q9UKV3', 'IL2'})"
"frozenset({'Q13227', 'Q15047', 'IL2'})"
"frozenset({'Q7L266', 'Q13163', 'IL2'})"
"frozenset({'P19634', 'Q6NUS6', 'IL2'})"
"frozenset({'O43670', 'Q9UHX1', 'IL2'})"
"frozenset({'P04637', 'P11766', 'IL2'})"
"frozenset({'P13647', 'Q13616', 'IL2'})"
"frozenset({'O95630', 'IL2', 'Q9UQ90'})"
"frozenset({'Q8N2W9', 'IL2', 'Q92985'})"
"frozenset({'P35269', 'O15514', 'IL2'})"
"frozenset({'Q13619', 'IL2', 'P36578'})"
"frozenset({'Q02952', 'O75665', 'IL2'})"
"frozenset({'Q9NRC8', 'Q6PJT7', 'IL2'})"
"frozenset({'P16220', 'Q12857', 'IL2'})"
"frozenset({'Q96DT0', 'Q709C8', 'IL2'})"
"frozenset({'Q13895', 'Q92905', 'IL2'})"
"frozenset({'E7ETH6', 'IL2', 'O15198'})"
"frozenset({'P04632', 'P07550', 'IL2'})"
"frozenset({'Q969T4', 'Q9HBD1', 'IL2'})"
"frozenset({'IL2', 'Q2M1V0', 'P78424'})"
"frozenset({'P41182', 'IL2', 'Q05516'})"
"frozenset({'P42345', 'Q86TB9', 'IL2'})"
"frozenset({'IL2', 'Q8N831', 'Q3LI70'})"
"frozenset({'P15927', 'O75934', 'IL2'})"
"frozenset({'Q9Y252', 'P04808', 'IL2'})"
"frozenset({'Q9Y666', 'IL2', 'Q6DKI2'})"
"frozenset({'Q8WVN8', 'IL2', 'Q15717'})"
"frozenset({'P10809', 'Q16635', 'IL2'})"
"frozenset({'P61244', 'Q6P5Z2', 'IL2'})"
"frozenset({'IL2', 'O75208', 'P21964'})"
"frozenset({'Q9NWQ8', 'IL2', 'Q8NFB2'})"
"frozenset({'Q9NQC3', 'Q96LD1', 'IL2'})"
"frozenset({'O43639', 'Q08345', 'IL2'})"
"frozenset({'P34130', 'P29317', 'IL2'})"
"frozenset({'IL2', 'O43156', 'Q71U36'})"
"frozenset({'P49682', 'P13501', 'IL2'})"
"frozenset({'P17948', 'O43915', 'IL2'})"
"frozenset({'P35637', 'O60739', 'IL2'})"
"frozenset({'Q9Y223', 'IL2', 'Q6UY14'})"
"frozenset({'P25788', 'Q13148', 'IL2'})"
"frozenset({'P12644', 'Q8TEU8', 'IL2'})"
"frozenset({'P59991', 'Q9BXY8', 'IL2'})"
"frozenset({'Q96RF0', 'IL2', 'Q9Y5X1'})"
"frozenset({'Q9Y281', 'IL2', 'P16871'})"
"frozenset({'Q8NGD1', 'Q9P2W3', 'IL2'})"
"frozenset({'IL2', 'P83916', 'Q8N488'})"
"frozenset({'P50222', 'Q9BYR5', 'IL2'})"
"frozenset({'P46782', 'Q9UGP8', 'IL2'})"
"frozenset({'Q14781', 'P16104', 'IL2'})"
"frozenset({'Q14832', 'IL2', 'P16520'})"
"frozenset({'P01569', 'P42701', 'IL2'})"
"frozenset({'P23258', 'A6NHL2', 'IL2'})"
"frozenset({'Q07627', 'Q8N370', 'IL2'})"
