negatives
"frozenset({'Q14CS0', 'IL6', 'Q8NFH3'})"
"frozenset({'IL6', 'Q16600', 'Q15007'})"
"frozenset({'P43355', 'Q9NR46', 'IL6'})"
"frozenset({'IL6', 'P35580', 'O43353'})"
"frozenset({'IL6', 'P22087', 'Q9UKD2'})"
"frozenset({'IL6', 'Q13243', 'P0DP23'})"
"frozenset({'IL6', 'Q9H492', 'P09622'})"
"frozenset({'Q00987', 'Q9BQ75', 'IL6'})"
"frozenset({'IL6', 'P08754', 'Q9Y572'})"
"frozenset({'P49736', 'P35080', 'IL6'})"
"frozenset({'Q9UDV6', 'P41240', 'IL6'})"
"frozenset({'IL6', 'P62263', 'Q8NHQ8'})"
"frozenset({'IL6', 'P15336', 'Q16385'})"
"frozenset({'Q5T4S7', 'Q04323', 'IL6'})"
"frozenset({'IL6', 'Q8N2W9', 'Q08499'})"
"frozenset({'Q12946', 'Q96I24', 'IL6'})"
"frozenset({'IL6', 'Q15118', 'Q9NSY0'})"
"frozenset({'IL6', 'Q8TD31', 'O00327'})"
"frozenset({'IL6', 'P38398', 'P62910'})"
"frozenset({'P49589', 'P10155', 'IL6'})"
"frozenset({'Q96CW5', 'P08238', 'IL6'})"
"frozenset({'IL6', 'P82933', 'P54257'})"
"frozenset({'IL6', 'P26358', 'P14635'})"
"frozenset({'IL6', 'P61006', 'Q99714'})"
"frozenset({'IL6', 'Q14204', 'P21359'})"
"frozenset({'IL6', 'P56705', 'O60353'})"
"frozenset({'IL6', 'Q92734', 'Q969P6'})"
"frozenset({'IL6', 'Q96T21', 'Q15154'})"
"frozenset({'IL6', 'Q04726', 'P78318'})"
"frozenset({'IL6', 'P10244', 'Q13616'})"
"frozenset({'IL6', 'Q9NUD5', 'Q12905'})"
"frozenset({'Q9P0W8', 'P04792', 'IL6'})"
"frozenset({'IL6', 'O94907', 'Q96MU8'})"
"frozenset({'IL6', 'Q8N357', 'Q8N4P2'})"
"frozenset({'Q12824', 'P49848', 'IL6'})"
"frozenset({'IL6', 'O75379', 'O00161'})"
"frozenset({'IL6', 'Q7Z3S9', 'P12236'})"
"frozenset({'IL6', 'Q0VD86', 'Q3LI66'})"
"frozenset({'IL6', 'P62888', 'Q00005'})"
"frozenset({'Q9H0A6', 'P49810', 'IL6'})"
"frozenset({'IL6', 'Q99496', 'Q9BVP2'})"
"frozenset({'IL6', 'P31152', 'Q01813'})"
"frozenset({'IL6', 'Q8TBB1', 'Q9H5I1'})"
"frozenset({'IL6', 'Q01831', 'Q13619'})"
"frozenset({'IL6', 'P19320', 'Q06830'})"
"frozenset({'IL6', 'Q16875', 'Q9Y478'})"
"frozenset({'IL6', 'P16581', 'P05412'})"
"frozenset({'O95835', 'IL6', 'Q96QZ7'})"
"frozenset({'Q9NRW7', 'P08069', 'IL6'})"
"frozenset({'P54136', 'P41252', 'IL6'})"
"frozenset({'IL6', 'P53990', 'P51149'})"
"frozenset({'IL6', 'Q9BYD2', 'Q9NQ50'})"
"frozenset({'IL6', 'P17612', 'Q8NHB8'})"
"frozenset({'IL6', 'P56279', 'Q08379'})"
"frozenset({'IL6', 'Q13501', 'Q71U36'})"
"frozenset({'O43482', 'IL6', 'Q9HCH0'})"
"frozenset({'IL6', 'Q08AH1', 'P43356'})"
"frozenset({'IL6', 'Q9UJX2', 'O14497'})"
"frozenset({'IL6', 'Q9UHC3', 'Q96QZ7'})"
"frozenset({'IL6', 'Q13547', 'P01137'})"
"frozenset({'IL6', 'Q13516', 'Q8IYB3'})"
"frozenset({'IL6', 'Q13163', 'Q99759'})"
"frozenset({'IL6', 'P46939', 'Q96FV9'})"
"frozenset({'IL6', 'P78345', 'P00519'})"
"frozenset({'P42766', 'P08319', 'IL6'})"
"frozenset({'IL6', 'Q14197', 'Q13405'})"
"frozenset({'IL6', 'P0DME0', 'Q08209'})"
"frozenset({'IL6', 'P29474', 'Q6PKC3'})"
"frozenset({'IL6', 'Q14500', 'P78352'})"
"frozenset({'IL6', 'P13224', 'P62079'})"
"frozenset({'IL6', 'Q8WVT3', 'P04745'})"
"frozenset({'IL6', 'P28062', 'Q9H583'})"
"frozenset({'IL6', 'Q8IY37', 'Q5U5Q3'})"
"frozenset({'IL6', 'P05067', 'P34932'})"
"frozenset({'IL6', 'O43660', 'O14867'})"
"frozenset({'IL6', 'Q5SQN1', 'Q8N6L0'})"
"frozenset({'Q16821', 'Q9UD71', 'IL6'})"
"frozenset({'IL6', 'Q15008', 'Q8TAA3'})"
"frozenset({'IL6', 'P26010', 'A4D0S4'})"
"frozenset({'IL6', 'P06748', 'Q8TDN6'})"
"frozenset({'P49736', 'O95628', 'IL6'})"
"frozenset({'IL6', 'P19320', 'Q15365'})"
"frozenset({'O15403', 'IL6', 'P01106'})"
"frozenset({'IL6', 'Q13490', 'P51813'})"
"frozenset({'P35544', 'P63167', 'IL6'})"
"frozenset({'IL6', 'Q8TEB1', 'P50851'})"
"frozenset({'IL6', 'P67809', 'P51398'})"
"frozenset({'IL6', 'P07550', 'P51159'})"
"frozenset({'IL6', 'Q7Z5K2', 'Q8WVM7'})"
"frozenset({'IL6', 'Q96HB5', 'Q8IYE1'})"
"frozenset({'IL6', 'P30953', 'P25098'})"
"frozenset({'Q96SK2', 'Q86X19', 'IL6'})"
"frozenset({'IL6', 'Q9H0W5', 'Q10471'})"
"frozenset({'IL6', 'P06213', 'P09038'})"
"frozenset({'IL6', 'Q12846', 'P54920'})"
"frozenset({'O60674', 'P05112', 'IL6'})"
"frozenset({'Q8IZC7', 'Q99750', 'IL6'})"
"frozenset({'P11474', 'Q01664', 'IL6'})"
"frozenset({'IL6', 'O14920', 'Q13107'})"
"frozenset({'P26599', 'O94826', 'IL6'})"
"frozenset({'O75533', 'P84243', 'IL6'})"
"frozenset({'IL6', 'Q00688', 'Q9NR50'})"
"frozenset({'IL6', 'P54257', 'Q9NZM5'})"
"frozenset({'IL6', 'O95994', 'Q96FH0'})"
"frozenset({'Q9H1A4', 'P53350', 'IL6'})"
"frozenset({'IL6', 'Q9UPV0', 'Q92997'})"
"frozenset({'IL6', 'P30153', 'Q15796'})"
"frozenset({'IL6', 'P54727', 'Q16531'})"
"frozenset({'IL6', 'Q15717', 'P18085'})"
"frozenset({'IL6', 'P61952', 'Q9HCE7'})"
"frozenset({'O95169', 'O43920', 'IL6'})"
"frozenset({'IL6', 'P78318', 'P62714'})"
"frozenset({'IL6', 'O60504', 'O15372'})"
"frozenset({'P62277', 'P63151', 'IL6'})"
"frozenset({'Q96Q77', 'Q08117', 'IL6'})"
"frozenset({'IL6', 'P01375', 'Q12933'})"
"frozenset({'P06239', 'P60953', 'IL6'})"
"frozenset({'Q92954', 'IL6', 'P01106'})"
"frozenset({'IL6', 'P55060', 'Q5VZM2'})"
"frozenset({'Q14247', 'Q14511', 'IL6'})"
"frozenset({'Q9Y5A6', 'O75791', 'IL6'})"
"frozenset({'IL6', 'O00743', 'P48643'})"
"frozenset({'IL6', 'Q9P253', 'Q16659'})"
"frozenset({'IL6', 'O14967', 'P07550'})"
"frozenset({'Q9NR96', 'IL6', 'Q99755'})"
"frozenset({'IL6', 'P42574', 'P10451'})"
"frozenset({'IL6', 'Q13472', 'P15927'})"
"frozenset({'IL6', 'P09132', 'Q13387'})"
"frozenset({'IL6', 'P25800', 'Q9NUQ7'})"
"frozenset({'IL6', 'Q6IN85', 'O94776'})"
"frozenset({'O00213', 'P61981', 'IL6'})"
"frozenset({'IL6', 'P46527', 'Q9H3M7'})"
"frozenset({'IL6', 'Q9NXH9', 'O75534'})"
"frozenset({'P62258', 'P27448', 'IL6'})"
"frozenset({'IL6', 'Q5T5S1', 'Q16254'})"
"frozenset({'IL6', 'A6NIH7', 'Q8NDF8'})"
"frozenset({'IL6', 'Q9NQC7', 'Q99836'})"
"frozenset({'IL6', 'Q9H2G2', 'P51587'})"
"frozenset({'IL6', 'P01877', 'Q8N365'})"
"frozenset({'Q15262', 'P98153', 'IL6'})"
"frozenset({'IL6', 'O14980', 'P52594'})"
"frozenset({'IL6', 'Q9H0B6', 'P33176'})"
"frozenset({'Q9NR80', 'P60763', 'IL6'})"
"frozenset({'IL6', 'Q9UMX5', 'O60271'})"
"frozenset({'IL6', 'P61970', 'Q8WUF5'})"
"frozenset({'IL6', 'P27361', 'P10636'})"
"frozenset({'P0C1H6', 'IL6', 'Q92769'})"
"frozenset({'P04150', 'P04141', 'IL6'})"
"frozenset({'IL6', 'Q8TCB6', 'P25098'})"
"frozenset({'IL6', 'P62993', 'Q04912'})"
"frozenset({'IL6', 'Q06413', 'Q9UKV0'})"
"frozenset({'IL6', 'Q7L622', 'P62841'})"
"frozenset({'P61619', 'O94966', 'IL6'})"
"frozenset({'IL6', 'P41091', 'Q99615'})"
"frozenset({'IL6', 'Q03135', 'Q9UGL1'})"
"frozenset({'O95396', 'Q5RKV6', 'IL6'})"
"frozenset({'IL6', 'P10606', 'Q96MT4'})"
"frozenset({'IL6', 'Q9P0K7', 'Q15811'})"
"frozenset({'Q15286', 'IL6', 'Q14203'})"
"frozenset({'IL6', 'P22392', 'P60981'})"
"frozenset({'IL6', 'P25788', 'Q14565'})"
"frozenset({'IL6', 'P01040', 'Q9GZQ8'})"
"frozenset({'IL6', 'Q96QV6', 'Q92769'})"
"frozenset({'IL6', 'Q9C0B0', 'Q9NZS9'})"
"frozenset({'Q96M32', 'Q92917', 'IL6'})"
"frozenset({'IL6', 'Q96F86', 'O95429'})"
"frozenset({'IL6', 'Q5SY16', 'P01106'})"
"frozenset({'IL6', 'P31749', 'Q9UD71'})"
"frozenset({'IL6', 'A4D1S0', 'P20036'})"
"frozenset({'Q8WV44', 'P50222', 'IL6'})"
"frozenset({'IL6', 'P62140', 'Q05397'})"
"frozenset({'Q9ULJ8', 'IL6', 'Q16821'})"
"frozenset({'IL6', 'P22694', 'Q8NGR3'})"
"frozenset({'IL6', 'Q16548', 'Q96PG8'})"
"frozenset({'IL6', 'P63104', 'Q86SE9'})"
"frozenset({'IL6', 'P17066', 'Q9BXA7'})"
"frozenset({'IL6', 'Q92887', 'P60842'})"
"frozenset({'Q7Z6G3', 'Q494R4', 'IL6'})"
"frozenset({'IL6', 'P78509', 'P18564'})"
"frozenset({'Q9Y6Q9', 'IL6', 'P12931'})"
"frozenset({'Q12815', 'Q8N0Z3', 'IL6'})"
"frozenset({'IL6', 'Q9BPX7', 'Q969Q0'})"
"frozenset({'IL6', 'Q13009', 'O75420'})"
"frozenset({'IL6', 'P40227', 'Q9H5I1'})"
"frozenset({'IL6', 'Q14934', 'P51959'})"
"frozenset({'IL6', 'P07355', 'P61106'})"
"frozenset({'IL6', 'Q9NQT4', 'Q99547'})"
"frozenset({'IL6', 'Q14164', 'P62910'})"
"frozenset({'IL6', 'P07900', 'Q13356'})"
"frozenset({'IL6', 'P06748', 'P62195'})"
"frozenset({'IL6', 'Q86UQ4', 'P02647'})"
"frozenset({'P67936', 'IL6', 'P49736'})"
"frozenset({'IL6', 'Q92974', 'Q14203'})"
"frozenset({'IL6', 'P07307', 'Q9C0H2'})"
"frozenset({'IL6', 'P27037', 'P22004'})"
"frozenset({'A5PLN9', 'IL6', 'Q9Y2L5'})"
"frozenset({'IL6', 'O95751', 'Q9BVJ6'})"
"frozenset({'P51116', 'IL6', 'Q12933'})"
"frozenset({'P43686', 'P68366', 'IL6'})"
"frozenset({'IL6', 'P63208', 'Q8TB52'})"
"frozenset({'Q9Y2X8', 'Q96A37', 'IL6'})"
"frozenset({'IL6', 'Q92597', 'Q04726'})"
"frozenset({'Q9H1A4', 'Q9NZH5', 'IL6'})"
"frozenset({'Q9Y239', 'Q494V2', 'IL6'})"
"frozenset({'IL6', 'Q8WXA8', 'Q6ZT21'})"
"frozenset({'IL6', 'Q8WXX7', 'P68400'})"
"frozenset({'IL6', 'P07900', 'Q29974'})"
"frozenset({'IL6', 'Q96JN2', 'P56524'})"
"frozenset({'IL6', 'Q6UVK1', 'P17931'})"
"frozenset({'IL6', 'Q96JE7', 'P55735'})"
"frozenset({'IL6', 'Q709F0', 'P05067'})"
"frozenset({'IL6', 'O43597', 'P04080'})"
"frozenset({'IL6', 'Q9NX58', 'P54274'})"
"frozenset({'IL6', 'Q9Y587', 'P62993'})"
"frozenset({'P04629', 'IL6', 'O15355'})"
"frozenset({'IL6', 'Q15056', 'P52209'})"
"frozenset({'IL6', 'P03372', 'P12931'})"
"frozenset({'IL6', 'P84077', 'O95433'})"
"frozenset({'IL6', 'Q6ZN16', 'O43741'})"
"frozenset({'Q92633', 'Q07065', 'IL6'})"
"frozenset({'IL6', 'Q9UBS0', 'P35637'})"
"frozenset({'IL6', 'P25398', 'P61513'})"
"frozenset({'IL6', 'Q15828', 'O95070'})"
"frozenset({'IL6', 'Q3ZCM7', 'O43237'})"
"frozenset({'IL6', 'Q13617', 'P62753'})"
"frozenset({'IL6', 'P29317', 'P20936'})"
"frozenset({'IL6', 'P98160', 'Q9NZL6'})"
"frozenset({'Q00987', 'P62195', 'IL6'})"
"frozenset({'IL6', 'P67870', 'P62805'})"
"frozenset({'IL6', 'Q9UGU0', 'P14373'})"
"frozenset({'IL6', 'O00425', 'P50222'})"
"frozenset({'Q8NHY2', 'Q14764', 'IL6'})"
"frozenset({'IL6', 'Q5TD97', 'Q86X59'})"
"frozenset({'IL6', 'P12956', 'P15927'})"
"frozenset({'IL6', 'P62837', 'P15918'})"
"frozenset({'Q9UBY8', 'Q9H6X4', 'IL6'})"
"frozenset({'IL6', 'Q92572', 'O14980'})"
"frozenset({'P62979', 'P36578', 'IL6'})"
"frozenset({'IL6', 'Q86U38', 'Q9H2A9'})"
"frozenset({'IL6', 'P0DMV8', 'Q08752'})"
"frozenset({'IL6', 'Q68J44', 'O75150'})"
"frozenset({'Q13315', 'Q6PJG6', 'IL6'})"
"frozenset({'IL6', 'O75052', 'Q9UPG8'})"
"frozenset({'IL6', 'O15078', 'O95714'})"
"frozenset({'IL6', 'P13612', 'Q13683'})"
"frozenset({'IL6', 'P05067', 'P20151'})"
"frozenset({'IL6', 'P63096', 'P51677'})"
"frozenset({'IL6', 'O43247', 'Q38SD2'})"
"frozenset({'Q05519', 'P55072', 'IL6'})"
"frozenset({'IL6', 'P62820', 'P54709'})"
"frozenset({'IL6', 'P42345', 'Q96B36'})"
"frozenset({'IL6', 'P80075', 'P41597'})"
"frozenset({'IL6', 'P61289', 'P62333'})"
"frozenset({'IL6', 'P62805', 'O75376'})"
"frozenset({'IL6', 'Q01844', 'P60520'})"
"frozenset({'IL6', 'P31751', 'Q15672'})"
"frozenset({'IL6', 'Q9NQR4', 'P30041'})"
"frozenset({'Q9UFW8', 'Q6IN84', 'IL6'})"
"frozenset({'IL6', 'P50616', 'P31943'})"
"frozenset({'IL6', 'Q96HR3', 'Q96G25'})"
"frozenset({'Q9UHF4', 'P0DML2', 'IL6'})"
"frozenset({'IL6', 'A7MD48', 'P61964'})"
"frozenset({'IL6', 'O95994', 'P49069'})"
"frozenset({'IL6', 'P02778', 'O00574'})"
"frozenset({'P00966', 'Q9BS16', 'IL6'})"
"frozenset({'P00441', 'P62942', 'IL6'})"
"frozenset({'IL6', 'P63146', 'Q9UBT2'})"
"frozenset({'IL6', 'P10073', 'Q8TF39'})"
"frozenset({'P35626', 'Q8NGX0', 'IL6'})"
"frozenset({'IL6', 'P25786', 'P26374'})"
"frozenset({'IL6', 'Q14160', 'P26927'})"
"frozenset({'IL6', 'P24941', 'Q9UIF9'})"
"frozenset({'IL6', 'Q9P2P5', 'Q9NXX6'})"
"frozenset({'IL6', 'P19438', 'Q07890'})"
"frozenset({'IL6', 'O00459', 'Q5XKE5'})"
"frozenset({'Q15843', 'Q9Y3C8', 'IL6'})"
"frozenset({'P43403', 'P56279', 'IL6'})"
"frozenset({'IL6', 'Q9UKG1', 'P09496'})"
"frozenset({'IL6', 'P56746', 'P56747'})"
"frozenset({'P39656', 'Q9H7B4', 'IL6'})"
"frozenset({'IL6', 'Q92614', 'A1L390'})"
"frozenset({'IL6', 'P46783', 'Q9UBC3'})"
"frozenset({'IL6', 'P05412', 'B9A064'})"
"frozenset({'IL6', 'Q9P2W3', 'O95047'})"
"frozenset({'IL6', 'Q8WVC0', 'P04406'})"
"frozenset({'IL6', 'Q9NVR5', 'Q9NUQ9'})"
"frozenset({'IL6', 'Q9BSJ8', 'O76038'})"
"frozenset({'IL6', 'P28288', 'O00257'})"
"frozenset({'IL6', 'Q2M389', 'P15927'})"
"frozenset({'IL6', 'Q8WXA8', 'P17302'})"
"frozenset({'P46531', 'Q9NWT6', 'IL6'})"
"frozenset({'IL6', 'Q16630', 'Q15022'})"
"frozenset({'Q15843', 'IL6', 'Q13151'})"
"frozenset({'IL6', 'P51681', 'P47992'})"
"frozenset({'IL6', 'P05556', 'Q6UVK1'})"
"frozenset({'IL6', 'Q9Y240', 'Q9BXR0'})"
"frozenset({'IL6', 'Q7Z624', 'P04350'})"
"frozenset({'IL6', 'Q9BRX9', 'O60341'})"
"frozenset({'IL6', 'Q92608', 'A6NEM1'})"
"frozenset({'IL6', 'Q8IY67', 'Q9NVX0'})"
"frozenset({'IL6', 'Q13748', 'P27348'})"
"frozenset({'IL6', 'Q96NC0', 'P68431'})"
"frozenset({'IL6', 'P30153', 'P06748'})"
"frozenset({'IL6', 'P82979', 'P24941'})"
"frozenset({'IL6', 'P54105', 'Q9HCE7'})"
"frozenset({'IL6', 'P11021', 'P25490'})"
"frozenset({'IL6', 'Q9P209', 'Q05516'})"
"frozenset({'IL6', 'P14618', 'P11362'})"
"frozenset({'IL6', 'O94776', 'Q9NQX3'})"
"frozenset({'IL6', 'Q15717', 'P35244'})"
"frozenset({'Q96S16', 'Q9BVH7', 'IL6'})"
"frozenset({'IL6', 'Q9GZV8', 'Q3V6T2'})"
"frozenset({'IL6', 'Q6IQ23', 'O14976'})"
"frozenset({'IL6', 'Q8TF50', 'O43189'})"
"frozenset({'IL6', 'Q14142', 'O75771'})"
"frozenset({'IL6', 'P26038', 'P52565'})"
"frozenset({'IL6', 'P11171', 'P24941'})"
"frozenset({'IL6', 'Q14847', 'Q9NVV9'})"
"frozenset({'IL6', 'Q9BPW5', 'P46934'})"
"frozenset({'Q9NWU5', 'O75489', 'IL6'})"
"frozenset({'IL6', 'P0C1Z6', 'Q567U6'})"
"frozenset({'Q9NVJ2', 'Q8NBR6', 'IL6'})"
"frozenset({'Q8IWZ5', 'O00233', 'IL6'})"
"frozenset({'IL6', 'Q01831', 'Q13156'})"
"frozenset({'IL6', 'Q14258', 'Q7Z2W4'})"
"frozenset({'IL6', 'P18509', 'Q8IYS1'})"
"frozenset({'IL6', 'Q9GZL7', 'Q9BTW9'})"
"frozenset({'IL6', 'P84103', 'Q07021'})"
"frozenset({'IL6', 'Q86WN2', 'Q71U36'})"
"frozenset({'IL6', 'Q9NVH2', 'P60896'})"
"frozenset({'IL6', 'Q8TBB1', 'O43447'})"
"frozenset({'IL6', 'Q14318', 'Q9NQ11'})"
"frozenset({'P18084', 'Q14031', 'IL6'})"
"frozenset({'P29350', 'Q96RL6', 'IL6'})"
"frozenset({'IL6', 'Q9HCE1', 'Q6ZMB5'})"
"frozenset({'IL6', 'P14859', 'P17096'})"
"frozenset({'IL6', 'Q07890', 'Q9UKS6'})"
"frozenset({'IL6', 'P19387', 'Q7Z7A1'})"
"frozenset({'IL6', 'Q9Y4K3', 'P51149'})"
"frozenset({'IL6', 'P55072', 'O95376'})"
"frozenset({'IL6', 'Q13620', 'Q92499'})"
"frozenset({'IL6', 'Q01844', 'Q92804'})"
"frozenset({'IL6', 'Q13137', 'Q96IQ9'})"
"frozenset({'IL6', 'O75874', 'P61604'})"
"frozenset({'IL6', 'Q13033', 'Q5T1M5'})"
"frozenset({'P62258', 'Q92974', 'IL6'})"
"frozenset({'IL6', 'P61224', 'Q92565'})"
"frozenset({'IL6', 'P23526', 'P23508'})"
"frozenset({'IL6', 'P08887', 'P26441'})"
"frozenset({'IL6', 'Q05048', 'Q9UKF6'})"
"frozenset({'IL6', 'Q13619', 'Q9H4B7'})"
"frozenset({'IL6', 'P34947', 'P27348'})"
"frozenset({'IL6', 'Q15717', 'Q9Y657'})"
"frozenset({'Q15477', 'Q9UQ88', 'IL6'})"
"frozenset({'IL6', 'P50613', 'Q58FG1'})"
"frozenset({'IL6', 'O75044', 'Q9NQX3'})"
"frozenset({'IL6', 'Q14847', 'Q9UBU9'})"
"frozenset({'IL6', 'P10412', 'P41218'})"
"frozenset({'Q9Y2T2', 'P25786', 'IL6'})"
"frozenset({'Q99460', 'P03372', 'IL6'})"
"frozenset({'IL6', 'Q96KN7', 'Q96P70'})"
"frozenset({'P52434', 'Q9Y6K1', 'IL6'})"
"frozenset({'IL6', 'Q9BVG8', 'O75665'})"
"frozenset({'IL6', 'P52597', 'Q16629'})"
"frozenset({'Q8IVT2', 'Q6NUQ1', 'IL6'})"
"frozenset({'IL6', 'Q969K3', 'Q9UJX6'})"
"frozenset({'IL6', 'Q03468', 'P05114'})"
"frozenset({'IL6', 'Q9UJJ9', 'Q92900'})"
"frozenset({'IL6', 'P32246', 'Q96BZ8'})"
"frozenset({'Q9HBE5', 'P40763', 'IL6'})"
"frozenset({'P04629', 'P78344', 'IL6'})"
"frozenset({'IL6', 'Q06609', 'O75771'})"
"frozenset({'IL6', 'P35580', 'Q04206'})"
"frozenset({'O95169', 'P05023', 'IL6'})"
"frozenset({'IL6', 'Q15125', 'P27105'})"
"frozenset({'Q93062', 'IL6', 'Q96K80'})"
"frozenset({'IL6', 'Q9UKV8', 'Q07021'})"
"frozenset({'IL6', 'O75874', 'P17174'})"
"frozenset({'IL6', 'Q13683', 'P08123'})"
"frozenset({'Q00610', 'Q9NZ01', 'IL6'})"
"frozenset({'IL6', 'Q6NUQ1', 'Q9UKW4'})"
"frozenset({'P04629', 'O15069', 'IL6'})"
"frozenset({'IL6', 'Q9Y5A7', 'P10636'})"
"frozenset({'IL6', 'P08779', 'P38919'})"
"frozenset({'IL6', 'Q15149', 'Q01968'})"
"frozenset({'IL6', 'P12757', 'O95995'})"
"frozenset({'IL6', 'P55061', 'P20963'})"
"frozenset({'IL6', 'Q9NZ08', 'Q9Y6D5'})"
"frozenset({'IL6', 'Q9P2W3', 'Q8WYR1'})"
"frozenset({'P60409', 'P04554', 'IL6'})"
"frozenset({'IL6', 'P48431', 'O76094'})"
"frozenset({'IL6', 'Q9NYV6', 'P17480'})"
"frozenset({'IL6', 'P51858', 'O76094'})"
"frozenset({'IL6', 'P42679', 'Q38SD2'})"
"frozenset({'IL6', 'P46821', 'Q9GZQ8'})"
"frozenset({'IL6', 'Q8N264', 'P49716'})"
"frozenset({'IL6', 'Q03468', 'Q9UIG0'})"
"frozenset({'IL6', 'O60293', 'Q9H2C0'})"
"frozenset({'IL6', 'P42224', 'O15524'})"
"frozenset({'IL6', 'P05783', 'O43390'})"
"frozenset({'IL6', 'P35580', 'Q504Q3'})"
"frozenset({'P10916', 'Q7Z406', 'IL6'})"
"frozenset({'IL6', 'O43918', 'Q8TEQ6'})"
"frozenset({'IL6', 'Q13148', 'P62263'})"
"frozenset({'IL6', 'Q9NX20', 'P62750'})"
"frozenset({'Q9Y294', 'P68431', 'IL6'})"
"frozenset({'IL6', 'Q99708', 'P04049'})"
"frozenset({'IL6', 'P32314', 'P51610'})"
"frozenset({'P51532', 'Q9NPB6', 'IL6'})"
"frozenset({'IL6', 'Q9P0J7', 'Q6P2H3'})"
"frozenset({'IL6', 'Q9Y606', 'Q9UJA5'})"
"frozenset({'IL6', 'Q9H343', 'P22612'})"
"frozenset({'P55884', 'P05198', 'IL6'})"
"frozenset({'Q9BR76', 'Q7LC44', 'IL6'})"
"frozenset({'IL6', 'Q9UM54', 'Q9UHP3'})"
"frozenset({'IL6', 'P61962', 'Q9H0D6'})"
"frozenset({'IL6', 'P19388', 'P52435'})"
"frozenset({'IL6', 'Q8N122', 'P31947'})"
"frozenset({'IL6', 'Q8TBE1', 'Q8IV08'})"
"frozenset({'IL6', 'Q9NVI1', 'P28562'})"
"frozenset({'IL6', 'Q6IF63', 'O60262'})"
"frozenset({'IL6', 'Q13901', 'Q5VWK5'})"
"frozenset({'IL6', 'P22570', 'P49746'})"
"frozenset({'IL6', 'Q14258', 'O14770'})"
"frozenset({'IL6', 'Q13813', 'Q8TAP6'})"
"frozenset({'P40763', 'P62879', 'IL6'})"
"frozenset({'IL6', 'P32121', 'Q99683'})"
"frozenset({'IL6', 'O43166', 'P56524'})"
"frozenset({'P13682', 'Q86X02', 'IL6'})"
"frozenset({'P00966', 'P04406', 'IL6'})"
"frozenset({'IL6', 'P12268', 'P20839'})"
"frozenset({'IL6', 'Q8IYS8', 'Q12933'})"
"frozenset({'IL6', 'A4D0S4', 'Q7L1I2'})"
"frozenset({'IL6', 'P78347', 'O75530'})"
"frozenset({'IL6', 'P09211', 'P40692'})"
"frozenset({'IL6', 'Q8IY31', 'Q96EV8'})"
"frozenset({'P55040', 'O60504', 'IL6'})"
"frozenset({'O75581', 'O95995', 'IL6'})"
"frozenset({'IL6', 'P43243', 'P15927'})"
"frozenset({'IL6', 'P42261', 'P07948'})"
"frozenset({'IL6', 'Q92560', 'P52739'})"
"frozenset({'P36406', 'Q5SWA1', 'IL6'})"
"frozenset({'IL6', 'Q13546', 'P62829'})"
"frozenset({'IL6', 'Q96PV4', 'Q8IYY4'})"
"frozenset({'IL6', 'Q9UPN9', 'Q08945'})"
"frozenset({'IL6', 'Q9P2S5', 'Q6P2I7'})"
"frozenset({'Q96ST3', 'P49773', 'IL6'})"
"frozenset({'IL6', 'Q12988', 'Q9UJY1'})"
"frozenset({'IL6', 'Q9BQG2', 'Q13867'})"
"frozenset({'P57078', 'P11441', 'IL6'})"
"frozenset({'Q9NW82', 'P78362', 'IL6'})"
"frozenset({'IL6', 'O15075', 'Q5TCX8'})"
"frozenset({'IL6', 'Q96B02', 'Q6PCD5'})"
"frozenset({'IL6', 'Q12834', 'Q96GD4'})"
"frozenset({'IL6', 'P12956', 'P10276'})"
"frozenset({'IL6', 'Q7LBR1', 'P40818'})"
"frozenset({'O95139', 'Q9UI09', 'IL6'})"
"frozenset({'IL6', 'Q86TG7', 'P10636'})"
"frozenset({'IL6', 'Q9H0R8', 'P02538'})"
"frozenset({'IL6', 'P78362', 'P50613'})"
"frozenset({'IL6', 'Q9NZD8', 'P20393'})"
"frozenset({'IL6', 'Q9UKV8', 'Q15631'})"
"frozenset({'IL6', 'P49674', 'Q9P0K1'})"
"frozenset({'P35222', 'P21802', 'IL6'})"
"frozenset({'IL6', 'Q9UH73', 'Q8N5M1'})"
"frozenset({'IL6', 'P55011', 'P51787'})"
"frozenset({'Q13315', 'Q9Y4E8', 'IL6'})"
"frozenset({'IL6', 'O75182', 'Q15014'})"
"frozenset({'Q96ST3', 'IL6', 'O14744'})"
"frozenset({'Q13315', 'IL6', 'Q16625'})"
"frozenset({'IL6', 'Q9BSF4', 'O00303'})"
"frozenset({'IL6', 'Q9NPQ8', 'P15311'})"
"frozenset({'IL6', 'Q01726', 'P15311'})"
"frozenset({'Q9P107', 'Q8IXI1', 'IL6'})"
"frozenset({'IL6', 'Q9H089', 'O15121'})"
"frozenset({'IL6', 'Q9NXS2', 'P49841'})"
"frozenset({'P62314', 'P08621', 'IL6'})"
"frozenset({'IL6', 'Q12952', 'O60264'})"
"frozenset({'IL6', 'Q99986', 'P15336'})"
"frozenset({'IL6', 'Q5TA78', 'P49639'})"
"frozenset({'IL6', 'P12882', 'Q9NX78'})"
"frozenset({'Q9H2H9', 'Q9P0N5', 'IL6'})"
"frozenset({'IL6', 'P30511', 'P43632'})"
"frozenset({'IL6', 'O75360', 'Q00526'})"
"frozenset({'IL6', 'P82979', 'Q9UQ35'})"
