negatives
"('Q99759', 'Q9BV68')"
"('Q8NFD5', 'Q8TAQ2')"
"('P09496', 'Q9H492')"
"('P08138', 'Q92529')"
"('Q01201', 'P23246')"
"('Q08AM6', 'Q14240')"
"('P30273', 'Q9ULY5')"
"('A0JLT2', 'Q13136')"
"('P06241', 'P23759')"
"('P25067', 'P02768')"
"('Q9Y265', 'Q92793')"
"('P25686', 'P62979')"
"('P31645', 'Q9NRD5')"
"('P31749', 'P13645')"
"('P53778', 'P28482')"
"('Q00987', 'P08581')"
"('Q01081', 'Q9UBU9')"
"('P00519', 'Q6S5L8')"
"('Q9BQ66', 'Q6UY11')"
"('P01033', 'P14780')"
"('P29622', 'P22736')"
"('P06899', 'Q8IUE6')"
"('Q9BVC4', 'Q13541')"
"('P63167', 'Q9UBX3')"
"('P04637', 'O14514')"
"('Q9UGI9', 'P35575')"
"('P18031', 'P49760')"
"('P02768', 'Q9BXS5')"
"('Q9NQC3', 'P30533')"
"('Q16513', 'P68104')"
"('P63104', 'Q7L8J4')"
"('P09012', 'Q9BTD8')"
"('P01127', 'P08138')"
"('P62249', 'P40337')"
"('Q9Y262', 'Q9HC24')"
"('P46100', 'O60934')"
"('Q15109', 'P16333')"
"('Q9Y3A3', 'Q9P2B4')"
"('P22392', 'Q9Y230')"
"('Q8IZI9', 'P01589')"
"('P25490', 'Q9Y230')"
"('P27695', 'Q01201')"
"('Q9Y5X1', 'Q6UW56')"
"('P68363', 'P17302')"
"('P29466', 'Q14116')"
"('Q5JRS4', 'P38405')"
"('P50502', 'P60953')"
"('Q9H223', 'P61020')"
"('P16220', 'Q9UNL4')"
"('Q9UM13', 'Q9UJX5')"
"('P35968', 'Q9UKB1')"
"('Q9HD42', 'O95343')"
"('Q9NV58', 'O43809')"
"('Q15047', 'Q9H0E2')"
"('P40337', 'P61086')"
"('O60674', 'Q05209')"
"('P09466', 'P84022')"
"('P0C0L4', 'P02768')"
"('Q9Y4K3', 'P62491')"
"('Q9BWH2', 'Q13352')"
"('P13501', 'P51684')"
"('O60563', 'Q03111')"
"('P31946', 'O94921')"
"('P05386', 'P50914')"
"('Q15834', 'Q53FD0')"
"('P27797', 'P11171')"
"('P41182', 'Q9NZJ5')"
"('Q13315', 'Q4G0F5')"
"('Q13309', 'Q9H211')"
"('Q7L4P6', 'Q08345')"
"('O60716', 'P63000')"
"('Q9BV38', 'P04183')"
"('Q15637', 'Q15428')"
"('Q16637', 'P62310')"
"('Q9NRI5', 'O15372')"
"('Q9Y490', 'Q9UKX5')"
"('P62158', 'Q08462')"
"('Q9UBF8', 'P61981')"
"('O95182', 'P03923')"
"('Q15369', 'Q99619')"
"('P62888', 'Q9Y3U8')"
"('Q96GX9', 'Q6ZVK8')"
"('Q01094', 'Q96KJ9')"
"('Q96R67', 'Q15714')"
"('P63261', 'O15143')"
"('P14867', 'O95166')"
"('Q12986', 'Q8IX12')"
"('P52272', 'P26599')"
"('Q8WXI9', 'O95983')"
"('O43772', 'Q96RY5')"
"('Q15102', 'Q05516')"
"('P22626', 'P62993')"
"('Q96T76', 'P23508')"
"('Q9H7U1', 'O75665')"
"('P02768', 'P08779')"
"('Q13976', 'Q9BZL4')"
"('Q14457', 'Q92622')"
"('P27986', 'Q9Y5X2')"
"('Q15653', 'O60356')"
"('Q9HCS7', 'P36954')"
"('P04049', 'Q6VAB6')"
"('Q07020', 'P83731')"
"('Q13404', 'Q96GF1')"
"('P49768', 'P46531')"
"('O94885', 'P12757')"
"('P50851', 'P00519')"
"('P60953', 'Q13153')"
"('P61927', 'P62424')"
"('Q10570', 'P06748')"
"('O15117', 'O60880')"
"('P24394', 'O60496')"
"('Q9UL03', 'Q6ZVL6')"
"('Q9UHV2', 'Q14CW9')"
"('Q9Y3S1', 'P55157')"
"('Q99558', 'Q01780')"
"('Q16539', 'P09651')"
"('P23284', 'Q96EQ0')"
"('P16401', 'P83916')"
"('Q8WUI4', 'P10275')"
"('Q9BUN8', 'P51572')"
"('P17612', 'O75582')"
"('Q13480', 'P51813')"
"('P32519', 'P06400')"
"('Q93009', 'Q68CJ9')"
"('P22694', 'P52565')"
"('P01889', 'O95834')"
"('O14920', 'Q9ULZ3')"
"('P05060', 'P38936')"
"('Q14671', 'Q99459')"
"('Q04917', 'Q02241')"
"('Q96D71', 'P62993')"
"('Q13596', 'P08912')"
"('P28749', 'P63104')"
"('P40692', 'Q9UQ84')"
"('P49720', 'P53350')"
"('Q96EE3', 'P52948')"
"('Q13535', 'Q96L91')"
"('Q12972', 'Q13263')"
"('O94855', 'Q9NQW1')"
"('Q5TH69', 'Q9NZJ0')"
"('P04899', 'P27986')"
"('Q00839', 'P84103')"
"('Q9Y383', 'O95425')"
"('Q13952', 'P20248')"
"('Q16795', 'O15239')"
"('P29590', 'P22736')"
"('P61353', 'P36578')"
"('P48551', 'P42224')"
"('Q8IUD2', 'Q9NRW1')"
"('P04637', 'P09874')"
"('P31751', 'Q13370')"
"('P10321', 'Q14952')"
"('Q01105', 'Q562F6')"
"('P49716', 'Q6ZNG1')"
"('Q00978', 'Q14765')"
"('P35626', 'Q8NG92')"
"('Q99459', 'Q8WX92')"
"('Q9NVC6', 'Q92731')"
"('Q14103', 'P24522')"
"('P49137', 'P30307')"
"('Q13573', 'P40937')"
"('P67775', 'Q9NSI5')"
"('Q96PZ7', 'P14550')"
"('Q9NV70', 'Q13813')"
"('Q9NP79', 'P43364')"
"('P07814', 'Q15750')"
"('P19784', 'O60282')"
"('O95251', 'P62805')"
"('Q96QU8', 'Q9HAW0')"
"('O14827', 'Q07890')"
"('Q8N6T7', 'Q9UKW6')"
"('P14618', 'Q8TDR0')"
"('Q8WXH5', 'P42702')"
"('O75940', 'Q13435')"
"('Q13315', 'Q05086')"
"('Q9GZS1', 'Q7Z353')"
"('P05067', 'P49757')"
"('Q9UNN5', 'Q9NX02')"
"('Q9Y605', 'Q9GZQ8')"
"('P28070', 'P25787')"
"('Q15796', 'Q6ZW49')"
"('O14757', 'Q9NY61')"
"('P01857', 'Q8WZ42')"
"('Q9H3R5', 'Q15126')"
"('Q92769', 'Q7Z2G1')"
"('Q13480', 'Q8WYR1')"
"('P55157', 'Q92988')"
"('P68104', 'Q02833')"
"('P41220', 'Q8N6T3')"
"('P21246', 'O60925')"
"('P24723', 'P15056')"
"('P23467', 'P49023')"
"('P17535', 'P38398')"
"('P49810', 'Q9Y4K3')"
"('O14920', 'Q04864')"
"('Q5VTB9', 'Q93009')"
"('P52272', 'Q92844')"
"('Q01094', 'Q92543')"
"('P61313', 'P35268')"
"('Q9Y2J2', 'Q9BY67')"
"('P62891', 'P39023')"
"('P19838', 'O00505')"
"('Q99638', 'Q07817')"
"('P04350', 'O43353')"
"('Q9ULG1', 'Q53TQ3')"
"('P49759', 'P84103')"
"('Q8IYH5', 'Q9ULM3')"
"('P24593', 'Q14192')"
"('Q9UJY1', 'P02511')"
"('P13224', 'P48736')"
"('Q96SL4', 'Q9NRR5')"
"('Q96GM5', 'O94805')"
"('Q10586', 'P12268')"
"('P61981', 'P07196')"
"('Q96MG7', 'Q9NXX6')"
"('P60709', 'Q7Z406')"
"('P08648', 'P56199')"
"('Q08043', 'P26232')"
"('P35354', 'P49716')"
"('Q9NPF7', 'P26951')"
"('P24941', 'P00505')"
"('P02751', 'P05556')"
"('Q16625', 'O14493')"
"('P31751', 'P15056')"
"('Q9H7E9', 'Q8N5V2')"
"('P12931', 'P46013')"
"('P03905', 'Q9P0J0')"
"('O95786', 'Q9H6S1')"
"('P01889', 'P99999')"
"('Q92900', 'P62495')"
"('O60244', 'P41235')"
"('P08620', 'P22455')"
"('P08670', 'Q8N2W9')"
"('Q10586', 'Q92769')"
"('P62877', 'Q13617')"
"('P33992', 'O95696')"
"('Q14197', 'Q9BUE6')"
"('P49418', 'O14964')"
"('P23508', 'Q92797')"
"('P10275', 'Q99933')"
"('P27482', 'Q8NFM4')"
"('P09651', 'Q08211')"
"('O75909', 'Q92997')"
"('O95218', 'P49407')"
"('Q03518', 'O15533')"
"('P20333', 'P18859')"
"('P62277', 'P62753')"
"('P32969', 'Q15843')"
"('Q03001', 'Q9UKE5')"
"('Q15907', 'O95897')"
"('Q86XI6', 'P27482')"
"('Q9H4A3', 'O75534')"
"('Q9H2G2', 'O14974')"
"('P27824', 'P41143')"
"('Q9H0E3', 'Q9HBM6')"
"('Q9NPI6', 'Q8IZD4')"
"('P49459', 'Q8IWV7')"
"('Q6FI13', 'Q99880')"
"('P62258', 'P08238')"
"('P30154', 'Q9GZV5')"
"('Q15572', 'Q53T94')"
"('Q9P2M7', 'P31947')"
"('Q15013', 'Q15645')"
"('Q99466', 'Q9Y2E6')"
"('Q9UBQ5', 'Q9Y262')"
"('P15880', 'P25398')"
"('P24278', 'Q99750')"
"('P08047', 'P40763')"
"('Q9BVJ7', 'P62917')"
"('Q6PJG2', 'Q16539')"
"('O15551', 'O75508')"
"('Q9BYX4', 'O00571')"
"('P63010', 'Q9NYB0')"
"('P61088', 'Q6UWE0')"
"('Q92870', 'Q06481')"
"('P19878', 'P08253')"
"('P61073', 'P32121')"
"('Q15363', 'Q92542')"
"('P15336', 'Q6UUV9')"
"('P63104', 'Q6P597')"
"('P01127', 'Q13442')"
"('P61077', 'P46934')"
"('O00257', 'Q13642')"
"('Q93009', 'Q96L34')"
"('Q9C0E2', 'Q9Y2Q3')"
"('Q13017', 'Q9HBH0')"
"('P19474', 'Q13158')"
"('P12830', 'Q01484')"
"('P12270', 'P35658')"
"('Q9Y266', 'P04222')"
"('P04626', 'P16885')"
"('Q13618', 'Q14790')"
"('Q8WYR1', 'P49841')"
"('Q15906', 'Q9Y265')"
"('Q14209', 'Q96T88')"
"('P22694', 'P32418')"
"('P21333', 'P27986')"
"('P01106', 'P35626')"
"('O43680', 'P51693')"
"('O75347', 'P23508')"
"('P23508', 'P56192')"
"('Q14469', 'P35914')"
"('P16333', 'Q9NQU5')"
"('Q9UGR2', 'P54253')"
"('Q9BUQ8', 'Q15428')"
"('Q6PL18', 'P01106')"
"('P48023', 'Q8TE67')"
"('P07332', 'P29084')"
"('Q00978', 'P13164')"
"('Q08050', 'Q96GD4')"
"('P55060', 'O60684')"
"('Q99459', 'Q5VU43')"
"('P60709', 'Q96A23')"
"('Q14164', 'P01298')"
"('Q9Y5M8', 'O75365')"
"('P11047', 'Q05397')"
"('Q15653', 'P07814')"
"('Q06124', 'Q9H0H5')"
"('Q9P270', 'P63104')"
"('O00571', 'Q9UHX1')"
"('Q93097', 'O75197')"
"('Q9Y6H5', 'Q8IUQ4')"
"('Q92988', 'P62993')"
"('Q8IY92', 'Q13428')"
"('P07437', 'P26641')"
"('Q13415', 'Q99459')"
"('P48736', 'P29992')"
"('O95793', 'P61077')"
"('Q6VEQ5', 'O75509')"
"('P23528', 'P60174')"
"('P35637', 'Q07817')"
"('Q9BTK6', 'P03372')"
"('P54368', 'P54253')"
"('Q9BTE3', 'P35638')"
"('Q9Y4K3', 'P10721')"
"('Q9UBR4', 'P01222')"
"('O43927', 'P46092')"
"('O60641', 'Q03518')"
"('Q9UBL3', 'Q6UXN9')"
"('Q14683', 'P52756')"
"('Q9NYY1', 'P38484')"
"('Q92597', 'P04271')"
"('Q14141', 'O14512')"
"('P62304', 'Q8WXD5')"
"('P61163', 'P30480')"
"('P09619', 'O00329')"
"('P17676', 'P17096')"
"('Q16637', 'P49841')"
"('P49916', 'P19174')"
"('P06213', 'P35568')"
"('O15105', 'Q9BT81')"
"('P68036', 'Q9HCM9')"
"('Q14683', 'P38159')"
"('Q04206', 'Q13490')"
"('P48357', 'P04626')"
"('Q9BUV8', 'Q9UNL2')"
"('P49736', 'P11802')"
"('P08754', 'P63215')"
"('P22309', 'P01891')"
"('P54253', 'Q9NRA8')"
"('Q63HM2', 'Q9NRI5')"
"('O15400', 'Q96AJ9')"
"('P62330', 'Q9UI30')"
"('P61981', 'P49759')"
"('P50539', 'P61244')"
"('Q96QV1', 'Q93033')"
"('P27361', 'Q13485')"
"('P19793', 'Q92793')"
"('Q5JQF8', 'Q14106')"
"('Q8TAP6', 'P38432')"
"('O75925', 'Q07325')"
"('P01889', 'Q9H9A6')"
"('P11171', 'P31948')"
"('Q9H9A7', 'O95985')"
"('Q9UJX3', 'Q96DE5')"
"('P31995', 'P46108')"
"('P12882', 'P63261')"
"('P38398', 'P27986')"
"('Q01844', 'Q9HC44')"
"('Q16659', 'Q15811')"
"('O60573', 'Q9BQ66')"
"('P40763', 'P15692')"
"('P48556', 'O00231')"
"('P04183', 'Q9UHY1')"
"('Q92769', 'P08123')"
"('Q8TEW0', 'P16333')"
"('O15198', 'O60476')"
"('P10275', 'O95425')"
"('O75448', 'Q9NX70')"
"('Q09470', 'P78352')"
"('P26373', 'P61313')"
"('Q14103', 'P61026')"
"('P38159', 'P52597')"
"('P12980', 'Q7Z444')"
"('406991', 'O95980')"
"('Q9UHY1', 'P67870')"
"('P10321', 'P10966')"
"('Q05397', 'P17655')"
"('Q9P227', 'Q9H4E5')"
"('P51149', 'Q14204')"
"('P30939', 'Q9HAV0')"
"('P08069', 'P48357')"
"('P43355', 'Q13547')"
"('Q8N2Q7', 'Q9HD26')"
"('P62993', 'P25208')"
"('Q86Y13', 'Q9H832')"
"('P12814', 'P25054')"
"('O75822', 'P55884')"
"('Q9H7D0', 'P15153')"
"('P00533', 'P98172')"
"('Q13509', 'P26641')"
"('P62993', 'Q14151')"
"('P13942', 'Q9HCN6')"
"('P51693', 'P20042')"
"('Q96JB2', 'Q96MW5')"
"('O14503', 'Q12873')"
"('P34947', 'P51677')"
"('P0C1H6', 'Q9UKV0')"
"('O95999', 'P0CG48')"
"('Q96N46', 'Q9UQ35')"
"('P61981', 'Q8IUD2')"
"('P52272', 'Q15714')"
"('P62899', 'P46776')"
"('Q99836', 'P62258')"
"('Q92905', 'O75882')"
"('Q9H2G2', 'P43699')"
"('Q9P0V3', 'Q99549')"
"('Q96F86', 'Q92900')"
"('P99999', 'Q9BZ95')"
"('P06213', 'P35222')"
"('O14744', 'Q12874')"
"('P18031', 'P08069')"
"('P22612', 'Q9UNY4')"
"('P29353', 'P03372')"
"('Q14934', 'P27348')"
"('Q06265', 'P01137')"
"('O95819', 'Q9Y6K9')"
"('P23508', 'O75390')"
"('P49286', 'Q96QK1')"
"('P22694', 'P21333')"
"('P27361', 'J3KMZ3')"
"('Q14831', 'Q9UK08')"
"('Q8TEJ3', 'P63000')"
"('Q9H0R5', 'Q9NQC3')"
"('343477', 'Q9Y4K3')"
"('P35225', 'P40238')"
"('P01570', 'P19235')"
"('P12980', 'Q96AY2')"
"('Q9Y2X0', 'O75448')"
"('O15131', 'Q53H96')"
"('Q9HBG4', 'P32246')"
"('Q16637', 'P51805')"
"('Q92989', 'O94913')"
"('P37287', 'Q92535')"
"('O15162', 'Q96LJ7')"
"('P62714', 'P61758')"
"('P26641', 'P62857')"
"('P23396', 'P63244')"
"('Q8WUM4', 'P19532')"
"('Q96EY5', 'Q8WUM4')"
"('P84022', 'Q86UD4')"
"('P07332', 'P10721')"
"('P55210', 'P08670')"
"('Q15393', 'Q15428')"
"('Q9NPJ4', 'P13631')"
"('P00519', 'Q9Y6N7')"
"('O95169', 'O95178')"
"('Q07817', 'Q04724')"
"('P62487', 'P61218')"
"('Q92643', 'P05187')"
"('P62993', 'Q92529')"
"('P62854', 'P46783')"
"('Q92918', 'O95433')"
"('P68133', 'P18031')"
"('P17542', 'Q9Y5B9')"
"('Q16537', 'Q9UBN1')"
"('P05014', 'P48551')"
"('P52735', 'P22674')"
"('P19525', 'P52630')"
"('O14944', 'P00533')"
"('P60520', 'Q96QK1')"
"('P39060', 'P98095')"
"('P85298', 'Q07889')"
"('Q9NZ52', 'Q9Y3C5')"
"('Q9Y468', 'P10412')"
"('Q00059', 'Q14197')"
"('P47914', 'P62750')"
"('Q13432', 'P18754')"
"('P11362', 'O00459')"
"('Q99750', 'Q14847')"
"('P35222', 'P10275')"
"('O00255', 'P14136')"
"('P01111', 'Q8WWW0')"
"('O96006', 'Q86YR5')"
"('Q8WXU2', 'P60520')"
"('Q9BS18', 'Q8NHZ8')"
"('Q13330', 'P62993')"
"('O15123', 'P06213')"
"('P09693', 'P27986')"
"('P18146', 'P49848')"
"('P02787', 'P02647')"
"('P10321', 'Q07444')"
"('P06241', 'Q9UBN7')"
"('Q96BD8', 'Q8NCU1')"
"('Q15910', 'Q9UHG3')"
"('P40692', 'P62328')"
"('Q9Y4K3', 'P60983')"
"('Q09472', 'P20248')"
"('P60520', 'P33993')"
"('Q14164', 'Q6P1L8')"
"('P17676', 'P01236')"
"('P62979', 'Q9NYB0')"
"('Q92841', 'P11387')"
"('Q92830', 'Q16531')"
"('Q92542', 'P56817')"
"('Q8WV44', 'P63279')"
"('O75676', 'Q68CJ9')"
"('Q9NPF5', 'P68133')"
"('Q9Y4K3', 'O14545')"
"('Q6DKJ4', 'Q92997')"
"('Q9GZY6', 'P16885')"
"('P63000', 'Q9UP83')"
"('P32121', 'Q8IXE1')"
"('Q9ULC3', 'Q99835')"
"('P02647', 'P06576')"
"('Q08050', 'P46527')"
"('P49716', 'P03372')"
"('P01106', 'Q9Y4X0')"
"('P04183', 'Q9BT40')"
"('Q9Y297', 'Q9Y2F5')"
"('Q13509', 'Q9Y6G9')"
"('O43502', 'Q86YZ3')"
"('P56750', 'P56747')"
"('Q86VQ3', 'P02647')"
"('Q9HAV7', 'P56537')"
"('P07332', 'Q99704')"
"('P20809', 'P42701')"
"('P51784', 'Q9BXW4')"
"('P00519', 'O76039')"
"('Q9Y6J8', 'Q9H223')"
"('P00519', 'Q92874')"
"('Q96BJ3', 'Q96BK5')"
"('Q9NX58', 'P62280')"
"('O43390', 'P09651')"
"('Q92956', 'Q9P003')"
"('Q9UKV0', 'Q7L7L0')"
"('P98175', 'Q15459')"
"('Q8N5H7', 'Q9Y6H5')"
"('P10415', 'Q96PG8')"
"('P20719', 'Q15672')"
"('Q13237', 'O60266')"
"('Q9NZQ3', 'Q96MA1')"
"('P60568', 'P42702')"
"('P02768', 'P14136')"
"('Q08211', 'Q08170')"
"('Q29RF7', 'P01106')"
"('Q12857', '407008')"
"('Q9BV47', 'Q14683')"
"('Q13451', 'O14920')"
"('Q96BQ3', 'P62837')"
"('P62993', 'Q9NYK6')"
"('P62841', 'P62266')"
"('Q9GZQ8', 'Q9BXM7')"
"('Q9Y490', 'Q13683')"
"('Q9Y5L4', 'P11171')"
"('P62888', 'P62993')"
"('P05067', 'P62937')"
"('Q8IYD1', 'Q96DU9')"
"('P08912', 'P38405')"
"('O75116', 'Q96C90')"
"('Q01449', 'P35580')"
"('Q15008', 'O76080')"
"('P16104', 'P07237')"
"('P63104', 'P55072')"
"('P63279', 'P54253')"
"('Q9BTE0', 'Q9UKR5')"
"('Q9HBH0', 'O75914')"
"('O43474', 'P04637')"
"('P46109', 'P42768')"
"('O00463', 'P28908')"
"('P34931', 'Q01201')"
"('P17612', 'Q92736')"
"('Q969G2', 'Q16385')"
"('P25786', 'Q14CS0')"
"('Q14974', 'Q5TAQ9')"
"('Q14318', 'P62191')"
"('P62834', 'P41134')"
"('Q92830', 'Q16514')"
"('P62158', 'P00533')"
"('Q8TF72', 'Q99459')"
"('P17947', 'P05412')"
"('Q9ULT8', 'P31946')"
"('Q9H4A3', 'Q92905')"
"('Q15021', 'Q9BPX3')"
"('O00213', 'P54253')"
"('P49585', 'Q99759')"
"('Q9UHD2', 'P25963')"
"('Q15835', 'P25025')"
"('Q13573', 'Q99496')"
"('O94979', 'O95487')"
"('P13861', 'P98095')"
"('Q96N67', 'Q92730')"
"('P10721', 'P48736')"
"('Q13315', 'Q96T37')"
"('P55055', 'Q12873')"
"('P35568', 'P52333')"
"('Q6ZVK8', 'O95810')"
"('P08311', 'Q8TEW0')"
"('Q99700', 'Q5VTD9')"
"('Q99459', 'Q96JP2')"
"('P15170', 'P40337')"
"('Q9UKV8', 'P11388')"
"('P52209', 'Q9Y478')"
"('P06213', 'P46109')"
"('P51170', 'P46934')"
"('P62277', 'Q99459')"
"('P68371', 'Q96AH8')"
"('P25054', 'Q86T90')"
"('Q16659', 'Q12860')"
"('P25116', 'P63218')"
"('Q99623', 'P58107')"
"('P35658', 'O75694')"
"('Q9Y4L1', 'Q93063')"
"('Q9UNS2', 'Q9UBW8')"
"('P30405', 'P51681')"
"('P60568', 'P23458')"
"('Q92621', 'Q9Y5J5')"
"('P60709', 'Q15628')"
"('P52735', 'P00533')"
"('Q06190', 'P31751')"
"('P08670', 'Q13233')"
"('Q8IY92', 'P49790')"
"('Q8NFZ0', 'Q9P1W9')"
"('P61981', 'O76014')"
"('Q8WVX9', 'Q9Y2Q3')"
"('Q99459', 'O75146')"
"('Q99496', 'P08183')"
"('P84243', 'P51532')"
"('P05556', 'P05129')"
"('Q9UPQ9', 'Q9H9G7')"
"('P04275', 'P08514')"
"('P06737', 'P84022')"
"('O43567', 'Q9Y2X8')"
"('Q9UK08', 'Q01970')"
"('P08047', 'P01375')"
"('P21796', 'Q8WZ42')"
"('Q92783', 'Q9ULH1')"
"('P13942', 'Q13683')"
"('P48061', 'P13611')"
"('O43617', 'Q9UL33')"
"('P01584', 'Q04864')"
"('Q02790', 'O14832')"
"('P78314', 'P27348')"
"('P33176', 'P31947')"
"('Q16537', 'O95072')"
"('P09471', 'O43306')"
"('P62910', 'P05386')"
"('Q8WZ42', 'O00273')"
"('Q15796', 'P50502')"
"('Q9Y478', 'P13667')"
"('O15357', 'P62993')"
"('O00182', 'Q14624')"
"('Q14152', 'Q9Y262')"
"('Q12824', 'Q01196')"
"('O14775', 'P45983')"
"('O75832', 'P43358')"
"('Q13242', 'P51003')"
"('P33402', 'Q02153')"
"('Q8IY37', 'Q9NR30')"
"('O15379', 'P48552')"
"('Q14781', 'P51784')"
"('Q99613', 'Q14152')"
"('Q13501', 'P01106')"
"('O43542', 'Q92698')"
"('Q08117', 'P29083')"
"('Q99665', 'Q14765')"
"('Q03014', 'O14786')"
"('P67775', 'Q9H0H5')"
"('P49821', 'Q14197')"
"('Q9Y478', 'P05455')"
"('P63104', 'P61978')"
"('Q9UPY8', 'P25791')"
"('P05106', 'P53708')"
"('O43318', 'O43734')"
"('Q99759', 'P62829')"
"('O60716', 'P12830')"
"('Q13554', 'P28482')"
"('O14807', 'P15056')"
"('O96019', 'Q12824')"
"('O95373', 'Q9Y6K9')"
"('P13861', 'Q03135')"
"('Q01974', 'P56705')"
"('P11940', 'Q99700')"
"('Q9NSB4', 'P61981')"
"('P52597', 'Q01130')"
"('Q13573', 'O14777')"
"('O43182', 'P62745')"
"('Q99558', 'Q92851')"
"('P62807', 'Q96KK5')"
"('P54259', 'Q96EP0')"
"('O60341', 'P17542')"
"('Q9BPZ7', 'Q00587')"
"('Q13233', 'Q16543')"
"('Q9NY93', 'P82930')"
"('O95433', 'P56537')"
"('Q13315', 'P78527')"
"('Q9UI09', 'Q86Y39')"
"('P22736', 'Q9UNN5')"
"('P42338', 'Q8TCU6')"
"('Q9UKX3', 'P63261')"
"('Q96IZ7', 'P61981')"
"('P45984', 'P10276')"
"('Q9H2F5', 'Q9Y230')"
"('Q8TD19', 'P02686')"
"('O95299', 'P03891')"
"('P31946', 'Q6WCQ1')"
"('P46783', 'P62979')"
"('Q92956', 'Q92616')"
"('Q5JVS0', 'Q14011')"
"('P09429', 'Q14194')"
"('Q9UNM6', 'P07332')"
"('407008', 'P25791')"
"('O43516', 'O75554')"
"('P27540', 'P00558')"
"('P63104', 'P40227')"
"('O75909', 'O75558')"
"('Q5ST30', 'P19532')"
"('P30530', 'Q92569')"
"('P21580', 'Q92985')"
"('P00519', 'P12018')"
"('Q9Y6K9', 'P63244')"
"('Q14197', 'P04181')"
"('O15169', 'O14640')"
"('P0C1Z6', 'Q9H981')"
"('P23527', 'P56524')"
"('Q01094', 'Q9P2N4')"
"('P61966', 'P61619')"
"('Q9UNH7', 'O60749')"
"('P48454', 'P36897')"
"('P45877', 'Q9NRR5')"
"('Q01201', 'P35869')"
"('Q86SQ4', 'Q9Y478')"
"('Q6ZVK8', 'P61289')"
"('Q9NYJ7', 'Q99466')"
"('Q9UL18', 'O75643')"
"('P33552', 'P06493')"
"('Q8IVH8', 'P62993')"
"('P56706', 'Q9UP38')"
"('O14640', 'Q99755')"
"('P60568', 'Q9UHF4')"
"('Q15287', 'O43464')"
"('P67870', 'P30622')"
"('Q13535', 'Q9UQE7')"
"('P07947', 'Q15717')"
"('Q9NP95', 'P11362')"
"('Q9H0F5', 'P61077')"
"('Q13490', 'Q99683')"
"('P62249', 'P19438')"
"('P18085', 'Q13573')"
"('Q05925', 'P18146')"
"('Q14209', 'P33993')"
"('P28566', 'Q9UK08')"
"('Q9Y2A7', 'Q8WUW1')"
"('P35251', 'P35249')"
"('Q8NB16', 'Q00169')"
"('Q8NGC4', 'P38405')"
"('Q9BSJ2', 'Q99459')"
"('P61247', 'P62273')"
"('Q15797', 'Q9HAU4')"
"('P46937', 'Q4VCS5')"
"('P61353', 'P83731')"
"('Q8IV63', 'P67870')"
"('Q92993', 'P56282')"
"('P04406', 'O94979')"
"('Q16795', 'O43674')"
"('P18146', 'P24941')"
"('P84022', 'Q01196')"
"('Q14738', 'Q9NY47')"
"('Q13418', 'Q9Y243')"
"('Q9NR55', 'P15336')"
"('Q92574', 'P08962')"
"('Q12789', 'Q8NAV1')"
"('Q9HAV0', 'Q9HBW0')"
"('P04626', 'Q6PKX4')"
"('P58753', 'Q9NWZ3')"
"('P62854', 'Q92597')"
"('P05067', 'P45983')"
"('A8TX70', 'P18827')"
"('P39748', 'P26641')"
"('P06241', 'O15085')"
"('Q13617', 'P01241')"
"('P30086', 'P28482')"
"('O43318', 'P14868')"
"('P32121', 'Q8NGL3')"
"('P01579', 'Q14626')"
"('P55209', 'Q09472')"
"('Q9UNN5', 'P67870')"
"('Q9P0M6', 'Q9Y5B9')"
"('P21796', 'Q13268')"
"('Q9Y3F4', 'O15530')"
"('P22455', 'P01116')"
"('Q9GZX6', 'P42702')"
"('Q9Y5V3', 'Q9Y5M8')"
"('O75400', 'Q13427')"
"('P10147', 'P14735')"
"('Q8IZC6', 'Q05397')"
"('P78556', 'P61073')"
"('Q15102', 'P04406')"
"('O60238', 'Q9HCK4')"
"('Q99759', 'P33981')"
"('P25067', 'P02751')"
"('O95782', 'P29353')"
"('P51668', 'Q6UWE0')"
"('P10144', 'P55957')"
"('P16144', 'P27986')"
"('P56199', 'P18564')"
"('Q86WV6', 'P43308')"
"('Q9Y3C7', 'P30519')"
"('P12814', 'Q15942')"
"('Q96HR3', 'Q9BTT4')"
"('P60568', 'P16871')"
"('P05455', 'Q9Y6D6')"
"('O43639', 'P51116')"
"('Q9BSW7', 'Q7Z2E3')"
"('P19438', 'Q15628')"
"('Q8WVB3', 'A5PKW4')"
"('P51817', 'P50150')"
"('O75940', 'Q9Y4A5')"
"('P15692', 'P09619')"
"('P46108', 'P42338')"
"('P18146', 'O95863')"
"('P04049', 'Q99683')"
"('P42574', 'P47712')"
"('Q9P2Y5', 'Q07812')"
"('P02790', 'P02768')"
"('Q13487', 'O75971')"
"('O43295', 'Q96L33')"
"('P62993', 'Q9BQ89')"
"('P51617', 'O43187')"
"('Q16543', 'P42345')"
"('Q15582', 'P11215')"
"('P53041', 'O43318')"
"('O14561', 'Q9NX14')"
"('P60709', 'P15311')"
"('P52272', 'P84103')"
"('Q8WWY3', 'Q8IY92')"
"('Q13485', 'P33981')"
"('P61326', 'Q969T4')"
"('P19793', 'Q86YW9')"
"('Q92994', 'Q16539')"
"('P06241', 'P43403')"
"('Q9Y496', 'Q9HAU0')"
"('P08700', 'Q01113')"
"('P15509', 'P29597')"
"('Q13761', 'Q9NQB0')"
