negatives
"('Q15773', 'Q96T76')"
"('P26373', 'Q13233')"
"('P14866', 'P07910')"
"('Q5T3J3', 'P83916')"
"('P18146', 'Q13015')"
"('Q8TDN4', 'Q00535')"
"('P01876', 'Q6PD62')"
"('P29376', 'P18031')"
"('P02655', 'P02768')"
"('O15056', 'P31947')"
"('Q9NPH9', 'P16471')"
"('P16989', 'Q13573')"
"('P54619', 'P36956')"
"('P62258', 'P46527')"
"('Q9NRD5', 'P11234')"
"('Q13315', 'Q8N3X1')"
"('Q13153', 'P35240')"
"('P35555', 'P98160')"
"('P19838', 'P42226')"
"('Q9UL18', 'P35232')"
"('P20618', 'Q96RG2')"
"('Q01844', 'O96019')"
"('Q9BZK7', 'P62805')"
"('P43364', 'Q9BSJ1')"
"('Q96EK5', 'O60381')"
"('P01106', 'Q9HAV4')"
"('Q9NRF9', 'P61421')"
"('Q8WVM8', 'Q9P2Y5')"
"('O75578', 'P56199')"
"('Q13114', 'Q9Y6Q6')"
"('Q9BZE0', 'P26368')"
"('P00519', 'P43403')"
"('P49765', 'P22455')"
"('P19838', 'Q9Y265')"
"('O60218', 'Q13085')"
"('P51617', 'P11215')"
"('P07900', 'P12956')"
"('P10275', 'P10914')"
"('O75629', 'P20226')"
"('P01106', 'P30049')"
"('Q9NVI1', 'Q9Y5V3')"
"('P07437', 'Q9Y6G9')"
"('Q9P2N6', 'P62979')"
"('P39019', 'P60866')"
"('P49639', 'P40424')"
"('Q5T1C6', 'P31751')"
"('P20226', 'Q15572')"
"('P18206', 'P42768')"
"('Q9UPQ4', 'Q9Y2X8')"
"('Q38SD2', 'Q86UR5')"
"('P53708', 'Q9Y4G6')"
"('P50150', 'P53779')"
"('P49674', 'P49841')"
"('P62993', 'Q9NQ76')"
"('P68400', 'P11388')"
"('P29320', 'Q8N5V2')"
"('P27986', 'P60763')"
"('P51677', 'P63096')"
"('Q9H1I8', 'P05386')"
"('Q8WVM7', 'O60216')"
"('P15529', 'O14817')"
"('P61244', 'P36873')"
"('P46379', 'Q7L5D6')"
"('Q8NI27', 'Q86W42')"
"('Q07890', 'P84095')"
"('Q16619', 'Q14627')"
"('P18084', 'Q12929')"
"('Q15819', 'P61088')"
"('Q96NT1', 'Q9Y383')"
"('P04637', 'Q9NS56')"
"('P07947', 'PI3KR1')"
"('P19525', 'Q9Y285')"
"('P27348', 'O43491')"
"('P36954', 'P53803')"
"('Q2TAZ0', 'Q9H0R8')"
"('Q9UJX2', 'P20248')"
"('O75746', 'Q9BRX2')"
"('Q13042', 'O95997')"
"('P01732', 'P61769')"
"('P01112', 'P45984')"
"('Q15637', 'O95400')"
"('Q9H7E9', 'Q9NS23')"
"('Q92616', 'Q9Y4P8')"
"('P28324', 'Q02535')"
"('P02792', 'Q99816')"
"('P61326', 'P62633')"
"('P28566', 'Q9HAV0')"
"('P02549', 'P48023')"
"('Q9NY61', 'Q9NZW5')"
"('O00327', 'P35869')"
"('Q8TAA9', 'P05129')"
"('P25705', 'P61981')"
"('P62993', 'Q99418')"
"('P31483', 'P06454')"
"('Q53HC9', 'Q8N163')"
"('P23443', 'Q15118')"
"('Q9NRR5', 'O95201')"
"('O76009', 'Q9ULA0')"
"('A6NIT4', 'P52333')"
"('P62158', 'Q08462')"
"('Q9NRY4', 'P41182')"
"('P17858', 'Q9NYJ8')"
"('P06241', 'Q9BXT4')"
"('P04406', 'Q13432')"
"('P34931', 'O14727')"
"('Q9Y230', 'Q15906')"
"('O60583', 'Q15554')"
"('P41159', 'Q8IU57')"
"('P51571', 'Q92956')"
"('P01024', 'Q9NVP2')"
"('Q13501', 'Q15796')"
"('P31749', 'O14558')"
"('Q00169', 'Q8NB16')"
"('Q9Y4G6', 'P53708')"
"('Q92917', 'P98175')"
"('Q9BZJ0', 'Q9NRI5')"
"('O43809', 'Q8N684')"
"('P43364', 'Q8N490')"
"('Q14626', 'P18146')"
"('P47712', 'P12931')"
"('Q9Y3D7', 'O00264')"
"('Q9UET6', 'A4UGR9')"
"('P05023', 'P32418')"
"('P52630', 'P52294')"
"('Q16659', 'O75380')"
"('Q86YL7', 'O00214')"
"('P41968', 'Q96G30')"
"('P63215', 'Q15759')"
"('Q9NWB1', 'Q9BX46')"
"('P49642', 'Q9Y297')"
"('Q53ET0', 'P27348')"
"('A6NI73', 'P31995')"
"('Q9UHD2', 'P11021')"
"('Q06609', 'P23246')"
"('P52735', 'P13987')"
"('P62136', 'O95405')"
"('Q9P086', 'Q9BWU1')"
"('P47898', 'P59768')"
"('Q99814', 'P84022')"
"('Q8IYH5', 'Q92830')"
"('Q02878', 'P83731')"
"('P19174', 'Q13588')"
"('Q9Y333', 'P62310')"
"('P47756', 'P62993')"
"('O95757', 'Q15750')"
"('Q13526', 'Q9UER7')"
"('P55103', 'P01137')"
"('P26368', 'Q96I25')"
"('Q9Y2X7', 'P30519')"
"('Q30154', 'P01903')"
"('P03915', 'P03886')"
"('Q9Y478', 'P50502')"
"('P55854', 'P0DJD0')"
"('P62993', 'Q9UKW4')"
"('O75716', 'P63162')"
"('Q8IZL8', 'P84243')"
"('P25325', 'P10809')"
"('Q99527', 'O95467')"
"('P15311', 'P63104')"
"('P13747', 'P27797')"
"('Q3ZCQ8', 'P49642')"
"('P02671', 'P01876')"
"('P06127', 'P21854')"
"('P63098', 'Q9UJX2')"
"('Q969S8', 'P0C1H6')"
"('O14920', 'P11142')"
"('Q13813', 'Q9NYJ8')"
"('P62993', 'P52597')"
"('P52565', 'Q8N5I3')"
"('Q15283', 'P10301')"
"('P12931', 'P0CG48')"
"('P56945', 'P20333')"
"('Q9Y6M9', 'P03905')"
"('O75438', 'P03905')"
"('P56704', 'Q9ULW2')"
"('P31371', 'P08138')"
"('P68400', 'P31946')"
"('Q99469', 'Q9NZQ3')"
"('Q9HBM1', 'O14777')"
"('P30511', 'Q8N743')"
"('P62714', 'P01243')"
"('O95872', 'Q9H0R3')"
"('P18564', 'Q05397')"
"('P05386', 'P49841')"
"('A8K6C2', 'P26992')"
"('Q13112', 'P24941')"
"('P25445', 'Q13233')"
"('Q99459', 'Q14498')"
"('Q92542', 'Q14126')"
"('P58166', 'P10600')"
"('Q13007', 'P48357')"
"('P07910', 'Q8TAP4')"
"('406973', 'P00519')"
"('Q14181', 'Q86U06')"
"('P62873', 'O15264')"
"('P08620', 'P16234')"
"('P15311', 'Q01970')"
"('P63165', 'Q9H5H4')"
"('Q9NQ66', 'Q8TEW0')"
"('O75909', 'Q8TAP6')"
"('Q92844', 'Q14790')"
"('Q9BT78', 'P61201')"
"('P60896', 'Q9GZQ8')"
"('Q15796', 'Q8N6I1')"
"('P00739', 'P69905')"
"('P09769', 'Q92556')"
"('Q9Y6M9', 'P03901')"
"('Q8TDR0', 'P35579')"
"('Q9HC52', 'Q92993')"
"('P01133', 'P16234')"
"('Q12983', 'Q08722')"
"('P35030', 'O00254')"
"('P45984', 'P15407')"
"('O60282', 'P42263')"
"('Q96DU9', 'Q8IYD1')"
"('P52272', 'Q8TAP4')"
"('P37023', 'P01137')"
"('P19793', 'P20226')"
"('P56539', 'P08962')"
"('Q06187', 'P62993')"
"('Q8WYR1', 'P63000')"
"('P31943', 'Q92597')"
"('P16070', 'P35240')"
"('P08069', 'Q5JWF2')"
"('Q9BQG0', 'Q99459')"
"('Q16629', 'Q07021')"
"('Q9NVW2', 'P51668')"
"('Q92831', 'P16333')"
"('P21359', 'P01112')"
"('P01567', 'Q01113')"
"('Q9Y6R4', 'P07355')"
"('Q8ND25', 'P61088')"
"('P53778', 'O75582')"
"('Q04864', 'P25963')"
"('Q9UMX0', 'Q8IUC6')"
"('Q9HCU0', 'Q08380')"
"('Q15744', 'P17947')"
"('Q9UNH7', 'P37173')"
"('Q15906', 'Q96L91')"
"('Q5T5P2', 'Q8IYF3')"
"('O75529', 'Q9HBM6')"
"('P51532', 'P38398')"
"('P36956', 'P19367')"
"('Q8IZC6', 'P08648')"
"('O00255', 'P51610')"
"('Q9P035', 'P60520')"
"('O14933', 'Q9BZR9')"
"('Q5JQF8', 'Q9UIV1')"
"('P18146', 'O14576')"
"('P43360', 'Q6NXE6')"
"('Q02763', 'Q12913')"
"('P08559', 'P52429')"
"('O00459', 'Q05655')"
"('Q9GZX6', 'Q13261')"
"('Q9UKV8', 'Q8NF91')"
"('Q08945', 'P33992')"
"('Q8N5U6', 'P29400')"
"('Q16363', 'Q7L1I2')"
"('P61812', 'Q04771')"
"('Q8N7H5', 'Q03164')"
"('Q14061', 'Q8N4Q1')"
"('P05112', 'P16871')"
"('P53779', 'Q16600')"
"('P48357', 'P06241')"
"('Q13616', 'P10244')"
"('P27544', 'Q16659')"
"('Q14344', 'P0C869')"
"('O60508', 'Q13247')"
"('O43791', 'P35638')"
"('P32121', 'Q8NGM8')"
"('P62158', 'Q15750')"
"('P51991', 'O95400')"
"('Q13797', 'O75578')"
"('O14610', 'P48544')"
"('P61077', 'Q9C035')"
"('P40337', 'Q9Y4L1')"
"('P22736', 'Q12873')"
"('Q9HAW0', 'O43242')"
"('Q00887', 'Q5UIP0')"
"('P25445', 'Q96IZ0')"
"('Q01082', 'Q14164')"
"('O15144', 'O00401')"
"('Q99816', 'Q13064')"
"('P60953', 'P56945')"
"('Q9Y572', 'P78371')"
"('O75478', 'P01106')"
"('Q9GZS1', 'Q8TDY2')"
"('P15336', 'P24522')"
"('P32239', 'Q06124')"
"('P62899', 'P62987')"
"('Q13547', 'Q7Z2G1')"
"('P19174', 'P26951')"
"('P01106', 'P45983')"
"('P12882', 'Q9P2M7')"
"('A8K6C2', 'Q6UXL0')"
"('Q9Y2J2', 'Q04917')"
"('Q9Y5L4', 'Q9Y3A3')"
"('Q9UBF2', 'Q9Y5V3')"
"('P10914', 'Q14145')"
"('P63104', 'P52597')"
"('Q96BI3', 'O00548')"
"('Q8N720', 'P43364')"
"('P16144', 'P56539')"
"('P43405', 'O00206')"
"('Q9H2G2', 'P56945')"
"('P30480', 'P26038')"
"('P62304', 'P62316')"
"('O43374', 'P62070')"
"('P48357', 'P54619')"
"('Q5T4S7', 'P63146')"
"('Q9NZN3', 'O95721')"
"('P35637', 'P23246')"
"('Q9UKE5', 'P16152')"
"('O60739', 'P42771')"
"('Q8IZJ0', 'P16871')"
"('Q9UEU0', 'P13569')"
"('P28482', 'P17302')"
"('Q9BRG1', 'Q9BQY4')"
"('P78330', 'Q99873')"
"('P02774', 'P68133')"
"('P24385', 'Q5XUX0')"
"('P08246', 'Q13231')"
"('Q9H1R3', 'O14950')"
"('P00403', 'P08246')"
"('Q92569', 'O14939')"
"('P16333', 'O60885')"
"('O14965', 'Q9UBN7')"
"('P43360', 'P42704')"
"('O94763', 'Q16186')"
"('Q8IUQ4', 'P54259')"
"('P27986', 'Q92730')"
"('P63104', 'Q8IVF6')"
"('P34931', 'O95831')"
"('P12931', 'P09848')"
"('Q16594', 'P22314')"
"('P48357', 'O43741')"
"('P01106', 'Q9BSJ2')"
"('P01106', 'Q9UQ84')"
"('O75381', 'P40855')"
"('Q9UL25', 'P01889')"
"('Q13105', 'P06401')"
"('Q15149', 'P13987')"
"('Q09161', 'Q9UL03')"
"('Q99459', 'Q96P70')"
"('O15519', 'Q99558')"
"('Q8N187', 'Q8TAP4')"
"('P27540', 'P41159')"
"('O76070', 'P15090')"
"('407018', 'Q12778')"
"('Q9NPQ8', 'Q9NRR5')"
"('Q12905', 'P49736')"
"('Q9UKY1', 'P00491')"
"('Q9UBC3', 'Q9Y6K1')"
"('P01889', 'P05141')"
"('P49746', 'P53708')"
"('Q7L5N1', 'O00231')"
"('Q6ZVL6', 'Q10570')"
"('Q8NGD5', 'P38405')"
"('Q86UC2', 'P84022')"
"('Q12933', 'Q92956')"
"('Q93008', 'Q7Z6Z7')"
"('Q13617', 'Q15370')"
"('O94842', 'Q13573')"
"('P09471', 'P0C869')"
"('P05362', 'P20701')"
"('Q9UET6', 'P30086')"
"('O15198', 'Q9NRR5')"
"('P16871', 'P30040')"
"('Q16254', 'Q9UQ80')"
"('Q92793', 'P63165')"
"('O75365', 'Q96T76')"
"('Q9Y6M1', 'P01106')"
"('Q01196', 'Q13547')"
"('Q7L5N1', 'Q9Y4P8')"
"('P0CG48', 'P58335')"
"('Q00987', 'O95376')"
"('Q86UW7', 'Q96B02')"
"('P36897', 'P84095')"
"('O15297', 'P19338')"
"('P41182', 'O75376')"
"('Q14624', 'P62993')"
"('P11021', 'P31946')"
"('P48169', 'P46459')"
"('P18146', 'P17676')"
"('Q92956', 'Q9H936')"
"('O15056', 'P27986')"
"('Q9Y3C7', 'Q96K62')"
"('O15265', 'P54725')"
"('Q8WWI1', 'P50402')"
"('Q96GE4', 'P62258')"
"('Q53G59', 'Q8TBB1')"
"('P51693', 'P21673')"
"('Q9Y572', 'P40939')"
"('O75822', 'P41567')"
"('P43405', 'P12314')"
"('Q5SZQ8', 'Q04724')"
"('Q13617', 'P43360')"
"('P43246', 'P62330')"
"('P62258', 'O60256')"
"('O14818', 'P01106')"
"('Q8N5C8', 'Q9Y6K9')"
"('P27708', 'O00221')"
"('Q12962', 'Q92830')"
"('Q13085', 'P23508')"
"('Q96DZ1', 'P19438')"
"('P56645', 'Q5TA89')"
"('P25705', 'O15264')"
"('P68366', 'P63000')"
"('O14640', 'Q9NPB6')"
"('P32298', 'P61073')"
"('Q99594', 'Q9UKE5')"
"('Q05513', 'Q15109')"
"('P08107', 'Q9UBS4')"
"('A6NI79', 'Q9NYL2')"
"('P29274', 'P35609')"
"('P45984', 'P99999')"
"('P61088', 'Q13064')"
"('P43403', 'P15498')"
"('Q13573', 'Q9UFC0')"
"('O43491', 'P26885')"
"('Q9UHD2', 'Q08380')"
"('O15265', 'Q13625')"
"('Q03135', 'P10586')"
"('Q01831', 'O15527')"
"('O00339', 'Q01955')"
"('Q9UBG0', 'P01137')"
"('Q99616', 'P46094')"
"('Q969H4', 'P08134')"
"('O60671', 'O60921')"
"('Q96C03', 'Q92530')"
"('Q9NYJ8', 'Q9Y6K9')"
"('Q99527', 'Q5JWF2')"
"('Q8N474', 'Q9H1J5')"
"('O14777', 'P30622')"
"('P05129', 'Q96HC4')"
"('P61313', 'P05386')"
"('P61106', 'O00499')"
"('P0CG48', 'Q9UDY8')"
"('O14559', 'P06241')"
"('Q9NPJ6', 'O75448')"
"('P09544', 'Q01974')"
"('Q96D71', 'P46108')"
"('P27348', 'Q14678')"
"('O60477', 'Q9Y5J5')"
"('P25208', 'P69905')"
"('Q96G23', 'Q99608')"
"('Q8TES7', 'Q13137')"
"('P08238', 'Q7Z6M2')"
"('P16220', 'Q8NE22')"
"('P98175', 'P61978')"
"('P13569', 'O43852')"
"('Q2TAY7', 'P62316')"
"('Q00536', 'O94855')"
"('Q16658', 'P62820')"
"('P56705', 'Q9UP38')"
"('Q9Y6C7', 'P03372')"
"('P49662', 'Q14116')"
"('P49916', 'P19174')"
"('P01106', 'Q9H9B1')"
"('Q9NSB8', 'Q14571')"
"('Q13347', 'O00303')"
"('P61353', 'P18077')"
"('O15519', 'P19438')"
"('O60674', 'Q99683')"
"('Q66LE6', 'Q9NY47')"
"('Q9BX67', 'Q07157')"
"('P15090', 'O76070')"
"('Q86U42', 'Q08170')"
"('Q14197', 'Q9GZT3')"
"('Q9C0A0', 'Q9UPN3')"
"('O95625', 'O15105')"
"('Q8N2W9', 'Q99684')"
"('Q8IX12', 'P98175')"
"('P05113', 'P10912')"
"('Q96H20', 'P24928')"
"('O00330', 'P09622')"
"('Q9P2H0', 'O95696')"
"('Q92925', 'Q8IZH2')"
"('442906', 'P13073')"
"('P61952', 'Q01970')"
"('Q07890', 'P14921')"
"('Q16082', 'Q9UER7')"
"('P51170', 'P46934')"
"('Q9NZH5', 'Q14674')"
"('P63104', 'P27448')"
"('O15198', 'Q15796')"
"('P00533', 'P05787')"
"('Q14185', 'Q9HBH0')"
"('P54259', 'Q96R06')"
"('Q6B0I6', 'P68431')"
"('Q14790', 'Q9Y4K3')"
"('O76094', 'Q96BK5')"
"('P63165', 'O60684')"
"('P49459', 'Q9NS91')"
"('Q9C005', 'O00255')"
"('P55157', 'A6ZKI3')"
"('Q05513', 'P00533')"
"('O15297', 'P46777')"
"('Q99619', 'Q15369')"
"('P04629', 'P29350')"
"('Q9H3D4', 'P35637')"
"('O43809', 'Q9BPX1')"
"('O00161', 'P46459')"
"('Q07960', 'P15153')"
"('P20023', 'P01562')"
"('Q86WV6', 'Q8NE01')"
"('P19525', 'Q9NX58')"
"('P62269', 'P25398')"
"('Q86XR7', 'Q13546')"
"('P26641', 'Q13509')"
"('Q7L2J0', 'P61978')"
"('Q7L5N1', 'P42773')"
"('Q13315', 'Q9NRY4')"
"('P42768', 'O60861')"
"('Q9Y3A3', 'Q9Y228')"
"('Q12772', 'O60733')"
"('Q07890', 'P01116')"
"('Q9P283', 'O43809')"
"('O95229', 'Q9H410')"
"('O75935', 'P54253')"
"('Q16787', 'P25054')"
"('Q9UBK9', 'O94763')"
"('Q13546', 'Q13748')"
"('P46109', 'Q04721')"
"('Q13233', 'Q93008')"
"('O43678', 'O95169')"
"('Q9UNH7', 'O95219')"
"('Q96BH1', 'Q96LR5')"
"('P62829', 'P84098')"
"('Q07890', 'P27361')"
"('P62330', 'Q12904')"
"('P46459', 'Q99459')"
"('Q9Y6N6', 'P56199')"
"('Q13485', 'P01100')"
"('Q96EV8', 'Q6QNY0')"
"('O14559', 'P63000')"
"('O00515', 'P31947')"
"('O15198', 'P53582')"
"('P10415', 'P45983')"
"('O15111', 'O75688')"
"('Q9BS18', 'Q12834')"
"('Q9P0W0', 'Q99665')"
"('P06702', 'Q15853')"
"('P14317', 'Q13588')"
"('P25942', 'Q14974')"
"('O14905', 'O60353')"
"('P84098', 'P46779')"
"('O00762', 'Q9UJX6')"
"('Q8NB46', 'O00743')"
"('Q9GZQ8', 'Q14596')"
"('Q07890', 'Q02750')"
"('P46777', 'Q02543')"
"('O43677', 'O95169')"
"('Q16778', 'Q8WUI4')"
"('Q9NPJ6', 'O43617')"
"('Q8NGF1', 'P38405')"
"('Q02556', 'P04233')"
"('P29083', 'P29084')"
"('P01241', 'P62807')"
"('Q9H832', 'P61289')"
"('P09341', 'O00574')"
"('O95182', 'P03915')"
"('P27348', 'P42338')"
"('Q13432', 'P50453')"
"('P63279', 'Q01826')"
"('P78527', 'Q13263')"
"('Q9NRG9', 'Q96EE3')"
"('P02775', 'P51686')"
"('Q5MIZ7', 'P16104')"
"('Q9UBN6', 'Q8WUM4')"
"('P12883', 'P68032')"
"('P78352', 'Q13224')"
"('Q9UKR5', 'P55774')"
"('Q15287', 'P35637')"
"('P22612', 'O43889')"
"('P58546', 'Q9UET6')"
"('P49366', 'Q6ZVK8')"
"('O60674', 'P27986')"
"('P10721', 'Q6S5L8')"
"('Q8WV28', 'Q96B97')"
"('Q8NCB2', 'Q15560')"
"('P10145', 'P17676')"
"('Q92843', 'Q96LC9')"
"('Q15393', 'Q15843')"
"('P62910', 'O60739')"
"('Q13402', 'P68133')"
"('P01562', 'Q92793')"
"('Q92997', 'P78337')"
"('P02461', 'Q9HCN6')"
"('Q9NWZ3', 'P27348')"
"('P50991', 'Q04206')"
"('P36888', 'Q06124')"
"('P62158', 'P35228')"
"('Q9Y2Q3', 'Q9UBB4')"
"('P62987', 'O14964')"
"('Q07352', 'Q16539')"
"('P82675', 'Q9UL18')"
"('Q9NYJ8', 'P62979')"
"('Q9BRR9', 'P61587')"
"('P27540', 'P29590')"
"('Q13444', 'P62993')"
"('P51681', 'O60828')"
"('P46782', 'P62851')"
"('P06753', 'P68032')"
"('P12757', 'Q8N2W9')"
"('Q13535', 'Q29RF7')"
"('Q6P2C8', 'Q9Y2X0')"
"('P62330', 'P04179')"
"('P08865', 'P61247')"
"('P22087', 'Q92905')"
"('P22694', 'P13637')"
"('Q6WKZ4', 'Q9H4M9')"
"('Q13237', 'P05023')"
"('Q06187', 'Q99755')"
"('O75496', 'Q99741')"
"('P30480', 'Q15008')"
"('P45985', 'P13010')"
"('P46776', 'Q9UNX3')"
"('Q99708', 'Q9NY61')"
"('O95400', 'P46934')"
"('P80294', 'P58062')"
"('Q07325', 'P32302')"
"('Q9ULK4', 'Q9NX70')"
"('P43364', 'Q6ZU52')"
"('O75438', 'P03915')"
"('P62314', 'Q9NWA0')"
"('Q9Y6N7', 'P07437')"
"('Q9UDY2', 'A6NM45')"
"('P22607', 'O75380')"
"('P25963', 'Q9NSE2')"
"('Q08170', 'Q07955')"
"('P62993', 'P62316')"
"('O95167', 'Q86Y39')"
"('Q9BQ66', 'Q96T60')"
"('Q13885', 'P05060')"
"('O00422', 'Q15287')"
"('P62993', 'P47756')"
"('Q15788', 'Q8TEW0')"
"('P00519', 'P04637')"
"('Q92783', 'P51116')"
"('P56747', 'Q8N7P3')"
"('P05413', 'P53350')"
"('Q8N149', 'P08637')"
"('Q13387', 'Q96JG8')"
"('Q9Y4K3', 'P49768')"
"('O75376', 'P35232')"
"('P09326', 'P29692')"
"('P40337', 'P29401')"
"('Q9NZ63', 'O00267')"
"('Q8NI60', 'Q9UI14')"
"('Q9P2H0', 'Q8NC44')"
"('Q9BUQ8', 'P11387')"
"('P62987', 'Q8WZA2')"
"('Q9Y4G8', 'P01116')"
"('Q9Y478', 'P53396')"
"('P62249', 'P60866')"
"('Q15797', 'Q9HAU4')"
"('O75486', 'Q16514')"
"('Q8NFH3', 'Q5SRE5')"
"('Q13131', 'O00418')"
"('P16333', 'Q9H8V3')"
"('Q9UQL6', 'Q9UKV0')"
"('Q9Y4D1', 'P12931')"
"('P53708', 'Q13797')"
"('O15230', 'P26012')"
"('Q14697', 'Q9UBN6')"
"('P06748', 'P52292')"
"('P67870', 'O14519')"
"('P15153', 'Q05513')"
"('O95167', 'P17568')"
"('P10144', 'Q13813')"
"('Q9GZX6', 'Q99650')"
"('Q02156', 'Q9Y4H2')"
"('P49336', 'Q92585')"
"('P31946', 'P15056')"
"('Q8TF72', 'P63261')"
"('O00716', 'P38936')"
"('P29692', 'O60739')"
"('Q92913', 'P08581')"
"('Q5RL73', 'P38936')"
"('Q7Z2G1', 'Q13547')"
"('P35626', 'O14775')"
"('Q8N1F1', 'Q13118')"
"('P61247', 'P25398')"
"('P46531', 'P19838')"
"('P08047', 'O15244')"
"('Q99741', 'P62979')"
"('P25788', 'P01243')"
"('Q96RL1', 'Q9NXR7')"
"('P42229', 'O14965')"
"('P10275', 'Q15596')"
"('Q9NX70', 'Q9NVH6')"
"('P31749', 'Q99941')"
"('P85299', 'Q8WWY3')"
"('P42263', 'Q9Y3R0')"
"('P13196', 'P61956')"
"('P11831', 'P17275')"
"('P13010', 'P52294')"
"('O14980', 'Q9BZL6')"
"('P08754', 'Q15147')"
"('Q8N474', 'O96014')"
"('P36897', 'Q04771')"
"('Q16512', 'Q96B18')"
"('P62877', 'Q96G25')"
"('P13637', 'P32418')"
"('P12931', 'P31995')"
"('P03897', 'P03901')"
"('P18146', 'O60711')"
"('P10275', 'P60484')"
"('O43524', 'P55273')"
"('P02768', 'P06727')"
"('P98082', 'O15169')"
"('Q16643', 'Q9Y6K9')"
"('P19838', 'O14625')"
"('Q99459', 'P68366')"
"('Q13243', 'Q15428')"
"('O75592', 'P68036')"
"('O43242', 'O00233')"
"('Q12905', 'P12956')"
"('P27348', 'P25963')"
"('Q92574', 'P46527')"
"('O43559', 'P28482')"
"('P38398', 'Q04206')"
"('P02751', 'P01857')"
"('Q92901', 'P42766')"
"('Q6NUN9', 'P49841')"
"('Q7Z2G1', 'Q93077')"
"('P12931', 'P47928')"
"('P17544', 'Q16514')"
"('Q9GZP0', 'P22607')"
"('Q9UGN5', 'Q5T7M9')"
"('Q9H7U1', 'Q9NV70')"
"('Q00653', 'Q6P2Q9')"
"('P12532', 'O60739')"
"('Q15843', 'Q13564')"
"('Q15796', 'Q9UQ72')"
"('Q99459', 'Q8WXD5')"
"('P34932', 'P25942')"
"('Q07021', 'Q96K62')"
"('O00255', 'P09630')"
"('O95445', 'Q9BTY7')"
"('P01106', 'P53597')"
"('P35222', 'Q9Y230')"
"('Q9BVA1', 'Q14204')"
"('P17612', 'Q16695')"
"('O14543', 'O14654')"
"('Q8IUQ4', 'O15260')"
"('P02768', 'Q16531')"
"('Q9NVW2', 'O14933')"
"('P07437', 'Q13546')"
"('Q13191', 'Q07889')"
"('Q12929', 'O15482')"
"('P25100', 'P50148')"
"('P42575', 'Q08378')"
"('P05109', 'Q5UIP0')"
"('P52294', 'P25942')"
"('P49368', 'Q7Z6L1')"
"('P24534', 'Q00005')"
"('P56545', 'Q9UBG7')"
"('O15371', 'P23508')"
"('P54577', 'P62330')"
"('Q9C086', 'Q9H9F9')"
"('P62753', 'O95897')"
"('Q5T3J3', 'P61224')"
"('Q14686', 'P06400')"
"('P36956', 'P27361')"
"('O14543', 'P30530')"
"('P32881', 'P32927')"
"('Q13200', 'P48556')"
"('Q96BK5', 'Q2NL82')"
"('Q9NR28', 'P10809')"
"('Q9UBF2', 'P01106')"
"('P19438', 'P42574')"
"('P25205', 'O95696')"
"('Q9P0V3', 'O14908')"
"('P80098', 'P51684')"
"('P35544', 'P62753')"
"('P08648', 'P06756')"
"('Q4LE39', 'O00422')"
"('P55795', 'Q13247')"
"('Q13315', 'Q4G0J3')"
"('Q13535', 'P16220')"
"('P51149', 'P11279')"
"('P05387', 'P61313')"
"('Q14106', 'Q4VXU2')"
"('Q9UKE5', 'Q9C040')"
"('Q9NPG1', 'Q00722')"
"('P23284', 'P01889')"
"('Q58FF8', 'P30291')"
"('O60732', 'O75964')"
"('Q15746', 'P27986')"
"('P41594', 'Q9NSB8')"
"('Q13153', 'O94875')"
"('P09104', 'O43768')"
"('P62269', 'P15880')"
"('P07288', 'P01011')"
"('Q99436', 'Q9Y5K5')"
"('Q9BSW7', 'Q9BY43')"
"('O15551', 'Q9Y5I7')"
"('O60671', 'Q9GZQ8')"
"('Q99871', 'Q9NVX0')"
"('P03950', 'P60484')"
"('Q86U70', 'Q9NVW2')"
"('O95990', 'P27824')"
"('P40939', 'Q9Y4K3')"
"('P67812', 'O60739')"
"('Q15185', 'P01243')"
"('Q8TAA9', 'O94806')"
"('Q9H4D5', 'Q9H1J1')"
"('P09874', 'P09341')"
"('P62993', 'P08133')"
"('P22301', 'P24394')"
"('Q13098', 'Q92905')"
"('Q9BXH1', 'Q92843')"
"('P07858', 'P46379')"
"('P31749', 'Q9UQB3')"
"('Q9BR84', 'Q99750')"
"('Q9BYM8', 'O75800')"
"('P60568', 'Q5VWK5')"
"('Q9BXJ8', 'P17174')"
"('P31942', 'Q9BWF3')"
"('P35626', 'Q8NGF7')"
"('P16871', 'P11021')"
"('P35626', 'Q9Y5P1')"
"('P01562', 'P01589')"
"('O43678', 'P03923')"
"('O43353', 'Q15654')"
"('P41182', 'Q9NZC9')"
"('P29508', 'P43235')"
"('P51114', 'Q5T3J3')"
"('Q99961', 'Q16827')"
"('Q9UKW4', 'Q13191')"
"('P16220', 'P14921')"
"('P19174', 'Q3MJ16')"
"('P67870', 'Q09028')"
"('Q9Y4K3', 'Q12933')"
"('P01127', 'P14616')"
"('P18084', 'P08514')"
"('Q99459', 'Q13416')"
"('P62195', 'Q15008')"
"('Q08117', 'P08246')"
"('P19387', 'P36954')"
"('Q8N140', 'Q92624')"
"('P60953', 'Q9NRR8')"
"('P25098', 'P12931')"
"('P09874', 'Q9UGN5')"
"('P04150', 'P63279')"
"('P26006', 'O75578')"
"('Q9UHP3', 'P12757')"
"('Q96B18', 'Q05655')"
"('Q9NW38', 'Q9NPI8')"
"('Q9Y2T4', 'Q02641')"
"('P30480', 'P52209')"
"('P52272', 'P19838')"
"('Q6UXN9', 'Q93079')"
"('O15371', 'O75822')"
"('P35462', 'P61952')"
