negatives
"('P07355', 'O75815')"
"('P03928', 'Q9BY11')"
"('P42229', 'P01236')"
"('P16070', 'O14745')"
"('Q14258', 'O95786')"
"('Q01167', 'P14316')"
"('Q02880', 'P04637')"
"('P17676', 'P45452')"
"('Q96C03', 'Q15388')"
"('P68871', 'P02008')"
"('Q2NKX8', 'Q13472')"
"('P43360', 'O75688')"
"('P16333', 'O43708')"
"('P41743', 'P19883')"
"('O14737', 'Q9BVJ6')"
"('P56703', 'O75084')"
"('O95402', 'Q15528')"
"('P52799', 'O43639')"
"('Q96LR5', 'Q9Y3C5')"
"('P03915', 'O43676')"
"('P19174', 'P20936')"
"('P24530', 'Q03113')"
"('Q96H22', 'Q9H8T0')"
"('P61956', 'Q02078')"
"('P08588', 'Q86UL8')"
"('P24941', 'Q9Y5Z7')"
"('P27708', 'P63104')"
"('O15084', 'P53350')"
"('P68104', 'O15169')"
"('P61353', 'P39023')"
"('P62136', 'O75864')"
"('P14091', 'Q92979')"
"('O96017', 'Q9Y248')"
"('Q03181', 'O95257')"
"('Q07820', 'P10144')"
"('406913', 'P31269')"
"('P38398', 'Q68CP9')"
"('Q9HBW0', 'Q15654')"
"('P17252', 'Q15361')"
"('Q9Y4A5', 'Q9Y265')"
"('P01236', 'P52333')"
"('O15335', 'P17301')"
"('Q8TBN0', 'Q6ZVK8')"
"('O75791', 'O95273')"
"('Q16254', 'Q9HAW4')"
"('Q16537', 'Q562F6')"
"('P62304', 'Q15428')"
"('Q9UHB7', 'Q9BTT4')"
"('P13805', 'P29622')"
"('Q9UQM7', 'P41594')"
"('Q13976', 'P62136')"
"('Q15008', 'O00232')"
"('Q13042', 'Q13573')"
"('Q06124', 'Q9Y3P8')"
"('Q68EM7', 'Q07890')"
"('P42704', 'Q9Y6K9')"
"('Q9BY41', 'O60814')"
"('Q92769', 'O75367')"
"('Q92995', 'Q9BWH2')"
"('P06748', 'P26599')"
"('P50747', 'O00763')"
"('P08069', 'Q01995')"
"('P40337', 'Q9H0U4')"
"('4207', 'Q8IYF3')"
"('Q9Y620', 'Q9H4K1')"
"('P17947', 'P11215')"
"('P09874', 'Q8N2W9')"
"('Q12905', 'Q9UBD5')"
"('Q86UV5', 'Q13573')"
"('Q13191', 'P26951')"
"('P04637', 'P49841')"
"('Q13568', 'P22301')"
"('P18146', 'Q8WXI7')"
"('O43752', 'O00161')"
"('P08727', 'P21980')"
"('P62993', 'P78527')"
"('Q99459', 'Q8WWH5')"
"('P15153', 'O14733')"
"('P62314', 'P35222')"
"('Q9UBN6', 'Q13310')"
"('Q14145', 'Q13618')"
"('Q9BUP0', 'Q07283')"
"('Q9Y624', 'Q07157')"
"('Q6FI13', 'Q969S8')"
"('P61073', 'Q86UP2')"
"('P54253', 'P26368')"
"('P01106', 'O15042')"
"('343477', 'Q14164')"
"('Q04721', 'Q9Y2E6')"
"('P01871', 'P40259')"
"('P63096', 'O60262')"
"('51639', 'Q15428')"
"('Q8WWV3', 'Q9Y2W2')"
"('Q07960', 'P42768')"
"('O00712', '406991')"
"('Q13315', 'P10073')"
"('P08238', 'Q9GZR7')"
"('Q96SN7', 'Q9Y3C7')"
"('Q9BYG5', 'Q9NPB6')"
"('O60477', 'Q14164')"
"('Q96RT1', 'Q9UQ13')"
"('P01571', 'P42702')"
"('P78396', 'O15067')"
"('Q9ULU4', 'O95405')"
"('P18146', 'Q16587')"
"('Q14789', 'P12757')"
"('Q8WUH2', 'P36897')"
"('Q96QB1', 'Q9H4E5')"
"('Q00887', 'Q13485')"
"('P12980', 'O00470')"
"('P51668', 'P51965')"
"('Q12824', 'O95257')"
"('P51003', 'Q08170')"
"('Q9UII2', 'P30711')"
"('O15541', 'O75643')"
"('Q92831', 'P62491')"
"('Q9Y478', 'O95757')"
"('Q8TAQ2', 'Q13573')"
"('Q9BZJ6', 'P18146')"
"('P19438', 'Q7Z3U7')"
"('Q92633', 'P59768')"
"('P13725', 'P01589')"
"('P62070', 'Q9HAU4')"
"('P10914', 'O95786')"
"('Q5U623', 'Q9UIS9')"
"('P06400', 'O00257')"
"('P46108', 'P06865')"
"('Q02556', 'P14316')"
"('P22612', 'P62158')"
"('Q9P2F6', 'Q8IXI1')"
"('P07288', 'P02768')"
"('O15145', 'P42772')"
"('Q92797', 'Q12996')"
"('O15530', 'Q04759')"
"('P63104', 'Q9UL42')"
"('P60900', 'Q9Y244')"
"('Q9H7E9', 'Q9NQX6')"
"('145781', 'Q13574')"
"('Q9UBV8', 'Q53G59')"
"('Q96S59', 'P31151')"
"('Q13432', 'Q53FA7')"
"('P58400', 'O15018')"
"('Q9UKL0', 'Q13573')"
"('Q13588', 'P06239')"
"('Q9UET6', 'Q9BSH4')"
"('Q13683', 'Q07889')"
"('Q9H1J1', 'Q92900')"
"('P17252', 'Q12802')"
"('O00635', 'Q02556')"
"('P31946', 'P55196')"
"('Q9BUQ8', 'O75554')"
"('P04406', 'Q9BX70')"
"('P62917', 'P40429')"
"('O14798', 'Q6UWE0')"
"('Q9NRI5', 'O15442')"
"('P39019', 'P01241')"
"('Q13111', 'P20248')"
"('Q15025', 'Q9NWB1')"
"('Q86SX6', 'P30480')"
"('P62753', 'O95897')"
"('P62873', 'Q5JWF2')"
"('Q8N6T7', 'Q04206')"
"('Q969L4', 'P62310')"
"('P15509', 'O60674')"
"('Q14653', 'P01574')"
"('Q8WXG6', 'Q16849')"
"('O60477', 'Q9BUV8')"
"('P60709', 'P26006')"
"('Q96EY1', 'Q99759')"
"('Q15910', 'P10275')"
"('Q15834', 'O95751')"
"('P41743', 'P62993')"
"('Q401N2', 'O00410')"
"('P36957', 'Q8WVM8')"
"('Q96HR3', 'Q93074')"
"('Q96EY1', 'Q93009')"
"('P56915', 'Q9Y261')"
"('P52597', 'Q13151')"
"('P68400', 'P38398')"
"('P08651', 'P08100')"
"('P52735', 'P04066')"
"('Q16637', 'P62328')"
"('O95484', 'Q9UDY2')"
"('P07910', 'P84103')"
"('Q04724', 'O43809')"
"('Q9UPN9', 'Q9HC52')"
"('P23258', 'P53350')"
"('P46783', 'Q92997')"
"('O15527', 'P39880')"
"('P31946', 'Q12802')"
"('Q9NWZ3', 'Q15109')"
"('P10415', 'P04156')"
"('Q8TE73', 'P25025')"
"('Q9ULH1', 'Q92783')"
"('P36873', 'Q9P2K8')"
"('P08572', 'P04183')"
"('O15372', 'Q9Y478')"
"('P08670', 'Q14134')"
"('P01889', 'P52907')"
"('Q9UJY5', 'P0CG47')"
"('P80098', 'P25024')"
"('P31939', 'Q96DG6')"
"('P35590', 'Q06124')"
"('Q9Y2L1', 'Q01780')"
"('P12956', 'P62070')"
"('P16333', 'O43918')"
"('Q96CM3', 'Q14197')"
"('Q01196', 'Q99706')"
"('Q13315', 'Q6PD62')"
"('P16333', 'P98082')"
"('Q9NX58', 'P62280')"
"('P17568', 'Q9P0J0')"
"('P05412', 'P20749')"
"('Q02833', 'Q9NRI5')"
"('Q96JP2', 'Q13573')"
"('P04626', 'Q63HR2')"
"('P51636', 'P22307')"
"('Q9NY65', 'Q9H4B7')"
"('Q13315', 'Q4JDL3')"
"('Q8N766', 'P62330')"
"('P01889', 'P10515')"
"('P20248', 'Q9H211')"
"('P40225', 'P38484')"
"('Q969T4', 'Q13064')"
"('Q13133', 'O60869')"
"('Q9BZW8', 'O14796')"
"('Q96G30', 'P33032')"
"('Q9P2H0', 'P33240')"
"('Q9Y243', 'Q9UQK1')"
"('P54259', 'Q99698')"
"('Q9Y4K3', 'Q96GC6')"
"('P25208', 'P35625')"
"('Q99759', 'Q71U36')"
"('Q9HCG8', 'Q96B26')"
"('O00585', 'P51684')"
"('P01871', 'Q9UIG0')"
"('Q05513', 'P13645')"
"('P51690', 'Q4ZIN3')"
"('P01106', 'Q9H841')"
"('P50150', 'Q9HBW0')"
"('O43809', 'Q13422')"
"('P78545', 'P51668')"
"('P49753', 'Q9NRM2')"
"('P41182', 'P25490')"
"('Q03181', 'P48443')"
"('P09874', 'P07900')"
"('Q12789', 'Q13573')"
"('Q9UN37', 'Q7LBR1')"
"('P34969', 'Q5JWF2')"
"('O75419', 'P25205')"
"('Q13257', 'Q13127')"
"('P36578', 'P61353')"
"('Q14134', 'Q8NHQ1')"
"('Q92629', 'O43556')"
"('P13611', 'P14151')"
"('P46782', 'Q9UKV8')"
"('P20366', 'P27487')"
"('Q14512', 'O43427')"
"('Q06587', 'Q14781')"
"('P78357', 'P16333')"
"('Q16658', 'O00141')"
"('P17676', 'P58166')"
"('P23258', 'Q71U36')"
"('Q99418', 'Q9Y487')"
"('Q15311', 'P78556')"
"('Q9UKJ5', 'Q8NEC5')"
"('Q15648', 'Q9BWU1')"
"('Q13263', 'O75376')"
"('Q02556', 'Q9Y4K3')"
"('O95696', 'P08670')"
"('P26006', 'P12814')"
"('P07237', 'Q9H1Y0')"
"('P63261', 'P50552')"
"('P19793', 'P67870')"
"('Q8IUQ4', 'Q8WV19')"
"('Q8IY31', 'Q8TDR0')"
"('P32969', 'P36578')"
"('P05015', 'P52333')"
"('Q08945', 'P25205')"
"('Q9UKV0', 'Q6FI13')"
"('P05787', 'P00750')"
"('P63000', 'Q9BYG4')"
"('Q7L5N1', 'P07602')"
"('P78556', 'P49682')"
"('P25705', 'P60709')"
"('P48061', 'P49238')"
"('P04216', 'P05107')"
"('Q13485', 'O15198')"
"('P18146', 'P19526')"
"('Q9NWA0', 'Q9UPY3')"
"('P54253', 'P53990')"
"('P15153', 'Q04206')"
"('Q03519', 'P04222')"
"('Q8WXI9', 'O94776')"
"('Q08209', 'Q9UM13')"
"('P16083', 'Q01201')"
"('P01569', 'Q99665')"
"('P08637', 'Q15759')"
"('O94817', 'Q9Y3Y2')"
"('P62854', 'P62269')"
"('P67775', 'Q86YF9')"
"('P49662', 'P06396')"
"('Q9UFF9', 'O75175')"
"('Q13573', 'Q12792')"
"('Q9UL18', 'P08238')"
"('Q9NX58', 'P62807')"
"('Q16777', 'Q96DB2')"
"('O60262', 'P27361')"
"('Q9UBF6', 'Q15345')"
"('P34913', 'Q9UFN0')"
"('Q6P2C8', 'Q9BWU1')"
"('P30480', 'P28482')"
"('Q13145', 'O14641')"
"('Q6WCQ1', 'Q16836')"
"('Q15915', 'P08151')"
"('Q9NR28', 'Q96P09')"
"('P54253', 'Q2M1K9')"
"('P27635', 'P62993')"
"('Q14247', 'P18031')"
"('Q9Y243', 'P42574')"
"('P51617', 'P0CG48')"
"('Q13546', 'Q7Z434')"
"('Q9P2H0', 'Q9BTT6')"
"('P43351', 'Q06609')"
"('O95382', 'P52564')"
"('P62873', 'P16520')"
"('Q9Y2V2', 'Q15418')"
"('P51812', 'P67870')"
"('P07948', 'Q15723')"
"('Q9Y4Z0', 'Q9BQY4')"
"('O60244', 'P19793')"
"('O95433', 'Q9Y5J5')"
"('Q99569', 'Q9NPF4')"
"('P14317', 'Q2M2I8')"
"('P62714', 'P19532')"
"('407008', 'P16949')"
"('O95777', 'P62312')"
"('P60520', 'Q8WXX0')"
"('Q13136', 'Q99459')"
"('O43318', 'P08107')"
"('Q9NVJ2', 'P36897')"
"('P04424', 'Q9H1D9')"
"('Q9Y3C7', 'Q15583')"
"('Q13769', 'Q9H1B4')"
"('P54259', 'Q92832')"
"('P07910', 'P61978')"
"('P63220', 'P62701')"
"('Q9H9G7', 'P38646')"
"('P16070', 'P15311')"
"('Q13573', 'O14965')"
"('P52803', 'P35916')"
"('Q8WXH5', 'P06213')"
"('Q15831', 'P48059')"
"('P02787', 'P01350')"
"('Q7Z434', 'Q96C10')"
"('P42345', 'P42224')"
"('P49716', 'Q92837')"
"('Q86XK2', 'P61604')"
"('P03928', 'Q9Y4G8')"
"('Q5VTD9', 'Q92769')"
"('O60925', 'P55854')"
"('O14974', 'Q9BUA6')"
"('P27540', 'P22830')"
"('Q9Y6I3', 'P22455')"
"('P62993', 'P26641')"
"('Q9UHQ1', 'Q16594')"
"('O95139', 'O95299')"
"('P18146', 'Q96T37')"
"('P19012', 'Q9H4K1')"
"('P23508', 'P62750')"
"('Q99750', 'O95201')"
"('Q14416', 'P63218')"
"('Q15796', 'Q9H4E5')"
"('Q07157', 'Q9UKL4')"
"('P40616', 'Q9BUV8')"
"('P50148', 'P48050')"
"('Q02410', 'O14618')"
"('P60709', 'Q8NHR9')"
"('O00273', 'Q16611')"
"('P45983', 'P01100')"
"('P20701', 'P46109')"
"('Q9Y230', 'Q9NV56')"
"('Q9Y5P8', 'Q13936')"
"('P51668', 'Q9NZS9')"
"('P03891', 'Q9Y6M9')"
"('Q13535', 'Q99504')"
"('Q86TM6', 'P42768')"
"('Q6P1J9', 'P35222')"
"('Q16627', 'P51681')"
"('O75410', 'Q14008')"
"('P12268', 'P18146')"
"('P05387', 'P46777')"
"('Q9Y6M9', 'Q9UI09')"
"('O75438', 'O00217')"
"('Q96J02', 'P49757')"
"('P00338', 'Q8IZH2')"
"('Q13952', 'P24522')"
"('P12980', 'Q9H7Z6')"
"('P20702', 'P36941')"
"('Q14318', 'Q8N122')"
"('Q14194', 'O00231')"
"('P46092', 'P49407')"
"('Q13263', 'P30504')"
"('P61247', 'Q9H6J7')"
"('Q06455', 'Q9BY41')"
"('P62310', 'O60383')"
"('P20339', 'Q9UI14')"
"('Q8N684', 'Q13573')"
"('Q9HAV0', 'Q99677')"
"('Q9P2H0', 'O00267')"
"('P51817', 'O60359')"
"('P78369', 'P56747')"
"('P04899', 'Q9P2W3')"
"('P03989', 'P61769')"
"('O15530', 'P52736')"
"('Q99576', 'Q9H8W4')"
"('P04179', 'P04745')"
"('Q14204', 'P68366')"
"('P04406', 'P42858')"
"('P35626', 'Q8NH01')"
"('P52333', 'P16471')"
"('P35249', 'P11802')"
"('P26038', 'O14745')"
"('P62760', 'Q96AQ9')"
"('Q9Y572', 'Q12933')"
"('P53365', 'P61204')"
"('P46779', 'P05388')"
"('P53708', 'P26006')"
"('Q9P2H0', 'Q9Y265')"
"('Q8IX04', 'Q9Y508')"
"('Q71UI9', 'Q9UBN7')"
"('Q13884', 'Q9Y4J8')"
"('P41182', 'Q9NRY4')"
"('P61978', 'P31943')"
"('O15533', 'P30450')"
"('Q9Y2Q3', 'O60477')"
"('O14512', 'O60674')"
"('P62805', 'P33991')"
"('Q9H0H0', 'P16220')"
"('Q9Y4K3', 'P62491')"
"('Q9GZK7', 'P38405')"
"('P42224', 'P51813')"
"('P35813', 'O14641')"
"('P16333', 'O14513')"
"('Q00013', 'Q9NYL2')"
"('Q9NVI7', 'Q15008')"
"('P30876', 'Q6PD62')"
"('P31749', 'P46527')"
"('P01242', 'O60674')"
"('Q9NYH9', 'P41182')"
"('P62826', '26012')"
"('P60763', 'P52566')"
"('Q9NVV9', 'O14641')"
"('P04062', 'P21281')"
"('Q02930', 'Q53ET0')"
"('P61981', 'Q9Y2A7')"
"('406952', 'Q9Y6Q9')"
"('Q86V86', 'Q00987')"
"('Q9NP98', 'P43364')"
"('Q9Y6N7', 'P07437')"
"('P42681', 'P52735')"
"('Q96HR8', 'Q92934')"
"('Q17R89', 'Q9UK76')"
"('Q15464', 'P23458')"
"('P05109', 'O60285')"
"('Q9H6Z4', 'O75618')"
"('P26373', 'P62906')"
"('Q13422', 'O43809')"
"('Q9UI36', 'P84022')"
"('O60880', 'Q14155')"
"('Q9P1A6', 'P27986')"
"('P0CAP2', 'Q13574')"
"('P43364', 'Q8TAP6')"
"('O95832', 'A6NM45')"
"('P34932', 'P10144')"
"('Q9Y219', 'Q99466')"
"('Q9P286', 'Q15746')"
"('P01241', 'Q01469')"
"('P07437', 'P19838')"
"('P06400', 'Q92966')"
"('P26373', 'Q04206')"
"('P10827', 'Q15788')"
"('O43889', 'P51610')"
"('P15923', 'Q9NR48')"
"('P32121', 'Q8NGS1')"
"('Q9BWF2', 'P62993')"
"('Q14232', 'Q13144')"
"('Q13573', 'Q9UKF6')"
"('P38936', 'Q7L5D6')"
"('O43900', 'Q8TAA9')"
"('O94972', 'Q9BUZ4')"
"('O43914', 'O95944')"
"('Q15648', 'A0JLT2')"
"('Q13573', 'Q14008')"
"('Q8NEM7', 'Q9Y4A5')"
"('P62873', 'P28482')"
"('Q08999', 'P35232')"
"('Q14D04', 'Q15714')"
"('P35637', 'P67809')"
"('P52798', 'P22455')"
"('Q9UBW8', 'Q13216')"
"('P0CG48', 'O75113')"
"('Q6ICG6', 'P61981')"
"('Q9Y5J5', 'O75746')"
"('P30518', 'O95467')"
"('O60508', 'Q13243')"
"('Q92874', 'Q9H2G2')"
"('P49716', 'P20292')"
"('P06239', 'P04150')"
"('Q9Y5V3', 'Q9H583')"
"('Q9NYA4', 'Q15796')"
"('O95067', 'P30307')"
"('P56134', 'Q9NVJ2')"
"('Q9Y2W1', 'Q13573')"
"('Q02241', 'P67775')"
"('P49207', 'P62917')"
"('P62380', 'Q8IY92')"
"('Q9UKR5', 'P60953')"
"('Q8IWZ8', 'P09651')"
"('P14209', 'Q9NRR5')"
"('P50539', 'P78536')"
"('P12980', 'Q8IYD9')"
"('Q13526', 'Q9UET6')"
"('P49901', 'O15162')"
"('P17302', 'P68371')"
"('Q9Y616', 'P55212')"
"('O15111', 'O15360')"
"('Q9HBE4', 'P17181')"
"('P63096', 'Q08722')"
"('Q9NWQ9', 'Q9C099')"
"('Q9Y5B9', 'Q9BTM1')"
"('P23467', 'P49023')"
"('Q9UHB6', 'P13569')"
"('P53355', 'P62753')"
"('Q9Y3L3', 'P08631')"
"('Q96RI0', 'P84996')"
"('P60510', 'Q9NZT1')"
"('P51617', 'Q8N5C8')"
"('Q9UMS6', 'P63104')"
"('P61088', 'Q13489')"
"('Q6WCQ1', 'P17844')"
"('P78509', 'O75578')"
"('Q9NXR8', 'P62805')"
"('Q13185', 'Q9H081')"
"('P30519', 'P26641')"
"('Q66LE6', 'Q8WWM7')"
"('P56537', 'P61326')"
"('Q9H761', 'Q8WVZ9')"
"('O95985', 'Q9H9D4')"
"('Q99750', 'Q5TAQ9')"
"('P14635', 'Q13526')"
"('P02776', 'P46094')"
"('Q99836', 'Q9NYJ8')"
"('P23771', 'P10275')"
"('P68104', 'Q9UN74')"
"('Q7Z3K3', 'P52735')"
"('P12931', 'Q9Y3L3')"
"('P23458', 'Q03405')"
"('P67775', 'Q15173')"
"('O75170', 'O00221')"
"('Q9Y6J8', 'Q9Y5M8')"
"('P62854', 'O15479')"
"('Q12778', 'P08833')"
"('Q13418', 'P09486')"
"('Q8IYD8', 'Q9NW38')"
"('Q9UNL4', 'P16220')"
"('O60869', 'P16220')"
"('Q15303', 'P0CG47')"
"('P23508', 'P07355')"
"('Q6MZP7', 'P10244')"
"('P08754', 'P51828')"
"('Q16665', 'P53041')"
"('Q9H2U1', 'Q9BZ23')"
"('P62701', 'P62277')"
"('P42858', 'Q96CV9')"
"('P24941', 'O43463')"
"('O95251', 'Q5UIP0')"
"('P21675', 'Q08999')"
"('Q14197', 'Q9NPE2')"
"('P30153', 'Q08289')"
"('P45983', 'P16581')"
"('O95373', 'P20333')"
"('Q9Y5X1', 'Q13444')"
"('P49137', 'Q92574')"
"('Q01970', 'Q9NPB6')"
"('Q92620', 'Q92917')"
"('O75489', 'P03923')"
"('O14905', 'O75197')"
"('Q15910', 'P52788')"
"('P51878', 'Q9C000')"
"('Q8ND90', 'Q9NPB6')"
"('P25440', 'Q96L91')"
"('O14939', 'Q9UET6')"
"('P29350', 'Q8N423')"
"('Q99459', 'Q13838')"
"('O95433', 'Q9UJV9')"
"('P02768', 'P01034')"
"('O75376', 'Q9UBX0')"
"('O14948', 'O75030')"
"('P46379', 'P13727')"
"('P46060', 'P62826')"
"('O75400', 'Q9NRR5')"
"('Q96HF1', 'Q9NPG1')"
"('Q9UBS0', 'Q99459')"
"('Q9Y6V0', 'P20336')"
"('Q01201', 'P04350')"
"('P22694', 'Q68CJ9')"
"('Q14781', 'P84243')"
"('Q15427', 'O75554')"
"('Q13315', 'P46937')"
"('Q14974', 'O60684')"
"('P54753', 'Q15768')"
"('P41235', 'P09848')"
"('P18825', 'Q03113')"
"('P46779', 'P42766')"
"('P56537', 'Q9H293')"
"('O00221', 'P07814')"
"('P01133', 'P62993')"
"('Q96IP4', 'Q96KS0')"
"('P08670', 'Q92956')"
"('Q13416', 'Q13573')"
"('Q6UUV9', 'P16220')"
"('Q01082', 'Q06413')"
"('Q9NS56', 'Q96B02')"
"('Q7Z6J0', 'P63000')"
"('P22607', 'Q9ULV8')"
"('Q8N1F7', 'Q9Y478')"
"('O15264', 'P16403')"
"('P17612', 'Q8IWT1')"
"('Q07869', 'Q9BT22')"
"('P07996', 'Q14766')"
"('Q13489', 'Q9Y4K3')"
"('O95996', 'Q12959')"
"('O15018', 'Q96RT1')"
"('Q96EB6', 'P56537')"
"('P29992', 'Q86XP0')"
"('Q99700', 'P05060')"
"('Q12986', 'Q07955')"
"('P22090', 'P08865')"
"('O60934', 'Q8WXE1')"
"('P67870', 'P42575')"
"('Q9UQK1', 'P41236')"
"('P15924', 'P01243')"
"('Q9H3F6', 'P62745')"
"('P45452', 'Q15596')"
"('Q9H2G2', 'Q02846')"
"('Q9Y5P4', 'Q9UGN5')"
"('P63104', 'Q86X27')"
"('Q96G75', 'Q9Y2X8')"
"('P50542', 'Q8IY92')"
"('P01106', 'Q15645')"
"('P68032', 'P35221')"
"('P11274', 'P32927')"
"('Q17RW2', 'P26010')"
"('Q9P2W3', 'Q96PN6')"
"('Q9H1Y0', 'Q9BXW4')"
"('P62877', 'O43318')"
"('P61158', 'P42768')"
"('Q16611', 'Q9GZX7')"
"('P01106', 'Q13794')"
"('P51817', 'Q9P2W3')"
"('Q9BRR9', 'P60763')"
"('Q13636', 'Q13368')"
"('406906', 'P30825')"
"('Q8TBB1', 'P43364')"
"('P68104', 'Q8TDR0')"
"('Q8TEY5', 'Q53ET0')"
"('Q99759', 'P31946')"
"('Q969F2', 'O14640')"
"('P63279', 'O15015')"
"('Q9Y5J5', 'Q15555')"
"('Q15038', 'P46934')"
"('Q9UJW3', 'P68431')"
"('Q92543', 'Q16254')"
"('Q15303', 'Q9BTT6')"
"('Q9UJX3', 'Q8NHZ8')"
"('O75030', 'O00487')"
"('Q02878', 'P62906')"
"('P49841', 'Q12968')"
"('O75410', 'O95619')"
"('Q99614', 'P01112')"
"('O60318', 'Q15714')"
"('Q9NVC6', 'Q92731')"
"('Q99704', 'Q92835')"
"('P16104', 'P30048')"
"('Q04771', 'Q9GZS3')"
"('P62266', 'P61247')"
"('P18206', 'O15375')"
"('Q9P212', 'Q02833')"
"('P26368', 'Q96I25')"
"('Q9NQB0', 'P28347')"
"('P17947', 'P20702')"
"('Q86XR7', 'P58753')"
"('P14625', 'P38646')"
"('P17655', 'P55957')"
"('P28065', 'Q03518')"
"('P35372', 'Q5JWF2')"
"('P51168', 'P46934')"
"('O60477', 'Q9Y5V3')"
"('Q92597', 'Q04726')"
"('Q00653', 'P33681')"
"('Q9UL18', 'P35232')"
"('P15882', 'Q7L0Q8')"
"('Q86SQ9', 'P61916')"
"('P38936', 'O60383')"
"('P07437', 'Q99836')"
"('P68371', 'Q9UI14')"
"('O94855', 'Q15436')"
"('Q7Z6A9', 'P01871')"
"('P03372', 'P06401')"
"('Q12778', 'P12931')"
"('O00267', 'Q9NZ63')"
"('P46109', 'P28799')"
"('O95786', 'Q99942')"
"('Q13561', 'P49006')"
"('P35638', 'Q07890')"
"('P02766', 'Q12873')"
"('Q969Q5', 'P46459')"
"('P01116', 'Q92565')"
"('P01106', 'P53611')"
"('P50502', 'P07900')"
"('Q93100', 'P11216')"
"('O60880', 'P21860')"
"('P58107', 'Q04695')"
"('P07900', 'P60709')"
"('P31314', 'P49767')"
"('Q13554', 'Q7Z3S7')"
"('Q7L5N1', 'P13385')"
"('Q9UKY1', 'P08670')"
"('P47804', 'Q96EK5')"
"('Q9NRI5', 'Q8TDR0')"
"('Q9BW27', 'O75694')"
"('Q9Y3D9', 'Q9UL18')"
"('Q9H832', 'Q96S59')"
"('P68371', 'P15927')"
"('O14530', 'Q99570')"
"('Q14155', 'P22681')"
"('Q99750', 'Q8N5R6')"
"('Q14203', 'P42574')"
"('Q9UQM7', 'P00533')"
"('O76081', 'Q93045')"
"('Q9HCP0', 'P16220')"
"('P27708', 'Q12933')"
"('P35556', 'Q99684')"
"('Q12988', 'Q13523')"
"('P63104', 'P00338')"
"('P05496', 'P56385')"
"('O75925', 'Q99873')"
"('O15116', 'Q9Y4Y9')"
"('Q13347', 'P55010')"
"('O15350', 'P42224')"
"('P43243', 'Q13573')"
"('P62312', 'P54105')"
"('P01106', 'O60934')"
"('P48729', 'P16220')"
"('Q6ZU52', 'Q9P2A4')"
"('Q9BX66', 'P00519')"
"('Q8N0V3', 'Q14197')"
"('Q9Y4E8', 'O95990')"
"('P43378', 'P46459')"
"('Q8IY92', 'P26640')"
"('Q86YL7', 'O75674')"
"('P46527', 'P09936')"
"('O75461', 'Q14188')"
"('P09382', 'P23467')"
"('A6NMZ7', 'Q13683')"
"('Q15121', 'P51812')"
"('Q8TAD8', 'Q8TBK6')"
"('P15923', 'Q92793')"
"('O14508', 'P15509')"
"('P51681', 'O15169')"
"('P14324', 'Q9HCD5')"
"('P19388', 'A0JLT2')"
"('Q9UJY4', 'P84077')"
"('P16455', 'P22314')"
"('P00533', 'Q99963')"
"('P06899', 'Q96DB2')"
"('P35222', 'Q96RT1')"
"('Q9Y5L4', 'P11171')"
"('P16220', 'Q6JBY9')"
"('P78537', 'Q9NRF9')"
"('Q99558', 'Q02878')"
"('P63261', 'O75582')"
"('P61964', 'Q13114')"
"('Q9NY65', 'Q96AH8')"
"('P78396', 'Q9BWD1')"
"('Q9Y385', 'Q99942')"
"('P17655', 'P30419')"
"('A6NIT4', 'Q9HBE5')"
"('O43318', 'P38646')"
"('Q9H8S9', 'Q9BQD3')"
"('Q7L1V2', 'Q9H269')"
"('P05112', 'P40238')"
"('P12757', 'Q9UPN3')"
"('P23443', 'P63000')"
"('Q07955', 'P23511')"
"('Q13191', 'Q07889')"
"('O60880', 'Q96DU3')"
"('P48023', 'P42680')"
"('O15123', 'P20073')"
"('P17858', 'P08237')"
"('Q9NS73', 'Q9NRF9')"
"('P26368', 'Q9BUJ2')"
"('Q8TCW9', 'Q9H8W4')"
"('P10828', 'A5YKK6')"
"('Q16512', 'Q04206')"
"('O75400', 'O00401')"
"('P25963', 'Q00610')"
"('Q13509', 'P04183')"
"('P23396', 'P62244')"
"('P43405', 'P15311')"
"('Q04206', 'O94916')"
"('P00533', 'Q8IZW8')"
"('Q9Y618', 'P54253')"
"('Q9BZZ5', 'Q9UKV3')"
"('P18077', 'P18124')"
"('P63010', 'Q5VWP2')"
"('Q12962', 'Q8NEM7')"
"('Q13535', 'Q9H6Z4')"
"('Q13554', 'O60359')"
"('Q04759', 'Q9ULK5')"
"('O15111', 'P01106')"
"('P06493', 'P06400')"
"('406937', 'Q16658')"
"('O43809', 'P05386')"
"('Q01113', 'Q92993')"
"('P15941', 'P00533')"
"('P61586', 'Q9H2X3')"
"('O95619', 'Q9Y4A5')"
"('O15143', 'Q14247')"
"('Q9H190', 'Q7Z7J5')"
"('Q92793', 'P10914')"
"('P53350', 'P78539')"
"('Q14194', 'Q9NVP1')"
"('Q08050', 'P53350')"
"('Q9NPA3', 'Q9UMX1')"
"('P10827', 'Q96G25')"
"('Q10713', 'Q14197')"
"('P14598', 'P19878')"
"('Q15139', 'Q8TAA9')"
"('P18428', 'P08571')"
"('P04004', 'Q96RG2')"
"('P49768', 'Q96BI3')"
"('Q9Y4K3', 'Q13233')"
"('Q9NZD4', '145781')"
"('P01589', 'P29597')"
"('Q9NR96', 'Q9NX58')"
"('P00533', 'Q06124')"
"('Q15283', 'P01111')"
"('P19793', 'Q09472')"
"('Q13315', 'Q9UNF1')"
