negatives
"('Q8IU85', 'Q96NX5')"
"('Q8TBB1', 'O43298')"
"('Q9BYK8', 'Q9NRC8')"
"('P05067', 'Q71UI9')"
"('Q13838', 'O00159')"
"('Q16825', 'O95817')"
"('Q4J6C6', 'Q15717')"
"('Q9H082', 'P62987')"
"('Q5HYJ3', 'P60409')"
"('Q9H6R4', 'P06748')"
"('Q15653', 'P20226')"
"('Q15428', 'Q6KC79')"
"('P62993', 'P62899')"
"('P14927', 'O95299')"
"('P31150', 'P28331')"
"('P30050', 'P08865')"
"('P08637', 'Q8NHL6')"
"('Q13615', 'Q9NRX1')"
"('Q9Y2Q9', 'Q12849')"
"('P17612', 'Q8NH92')"
"('Q93050', 'Q14586')"
"('P43251', 'Q9NRD1')"
"('O96017', 'Q9Y6I9')"
"('O00505', 'Q8IY92')"
"('Q58FG1', 'Q86UX6')"
"('P62140', 'Q15233')"
"('O00299', 'Q14999')"
"('O95049', 'Q07157')"
"('Q1A5X7', 'O95678')"
"('Q92698', 'P53667')"
"('Q9BVS4', 'Q5T5X7')"
"('Q9BYS1', 'Q6L8H2')"
"('P12111', 'P30101')"
"('O15303', 'Q03113')"
"('P62993', 'Q86Y01')"
"('P83731', 'Q9BW71')"
"('Q13618', 'Q9UF56')"
"('P82912', 'P62854')"
"('P62847', 'P62273')"
"('Q8N4L8', 'Q15654')"
"('Q96JG6', 'Q4V328')"
"('Q14686', 'P37231')"
"('A6NH52', 'P57086')"
"('P04637', 'P04150')"
"('P02768', 'Q9UPY3')"
"('Q05209', 'Q99717')"
"('P63208', 'Q9UKC9')"
"('Q9H0E9', 'P0C0S5')"
"('P61006', 'O75477')"
"('Q16539', 'Q00722')"
"('P80098', 'P51684')"
"('P46108', 'Q5XKE5')"
"('Q8IWB7', 'P09972')"
"('O00755', 'O75084')"
"('O43819', 'P22307')"
"('Q12873', 'Q8IWS0')"
"('Q9BSD7', 'Q96RY7')"
"('P31939', 'Q12965')"
"('P49458', 'P61011')"
"('Q9NRD1', 'Q8WTV0')"
"('P10599', 'Q9C0B0')"
"('O43290', 'Q96SB4')"
"('Q9BVC4', 'Q13541')"
"('O94776', 'Q86YD1')"
"('Q15831', 'Q05639')"
"('Q3SY84', 'Q92764')"
"('P62875', 'P36954')"
"('Q8N4C6', 'Q5T0W9')"
"('P53708', 'Q96L12')"
"('Q14318', 'Q13619')"
"('P41279', 'P11142')"
"('Q8N0S2', 'Q86WA8')"
"('P06241', 'P40189')"
"('P40429', 'Q96HE9')"
"('Q8N122', 'O95817')"
"('Q12873', 'Q8NHZ7')"
"('Q9H492', 'Q8TBP0')"
"('P42167', 'Q5SSJ5')"
"('Q96AE4', 'P60033')"
"('P06241', 'P32239')"
"('Q14119', 'Q96KQ7')"
"('P22090', 'P50222')"
"('O95678', 'O75558')"
"('P48431', 'P04792')"
"('Q9H9D4', 'Q5TD97')"
"('Q8IUB9', 'Q8N4L8')"
"('Q12802', 'P03372')"
"('P34932', 'P0DP23')"
"('P20839', 'Q96S82')"
"('O75077', 'Q15717')"
"('Q6NUN9', 'P40939')"
"('Q15717', 'P07947')"
"('P11171', 'P10606')"
"('Q9BSB4', 'P53621')"
"('Q02878', 'Q86VM9')"
"('Q9NPJ6', 'Q9NVC6')"
"('P13639', 'P04629')"
"('Q8IXZ2', 'Q8TDN6')"
"('O76003', 'Q8NEP3')"
"('Q9BWH2', 'Q92995')"
"('Q5QJE6', 'Q92993')"
"('P51451', 'P04626')"
"('P18754', 'P46379')"
"('Q9HCE1', 'P10114')"
"('P62879', 'Q9BPY3')"
"('Q8IZ20', 'A8MQ03')"
"('P13693', 'P13010')"
"('Q16787', 'P18564')"
"('P14136', 'Q9H0R8')"
"('P05388', 'P42766')"
"('P61604', 'P31948')"
"('O43491', 'P26885')"
"('Q9H4P4', 'P16234')"
"('Q92734', 'Q8N9W6')"
"('Q9UJA5', 'P56192')"
"('Q9UGP5', 'P21953')"
"('Q9ULL5', 'Q93009')"
"('P98082', 'P62993')"
"('P25098', 'Q9H346')"
"('Q99784', 'Q12797')"
"('Q9UGI8', 'Q9UI08')"
"('Q8WTW3', 'P07384')"
"('Q8IVL6', 'P48023')"
"('O14662', 'P54920')"
"('P53611', 'Q9UPN9')"
"('P08865', 'Q5VVX9')"
"('Q969G2', 'Q00444')"
"('Q99612', 'Q9NRX1')"
"('Q8WYB5', 'Q13950')"
"('Q9Y4J8', 'Q9BQS8')"
"('P67870', 'P55010')"
"('Q9ULU4', 'P51532')"
"('Q15139', 'P04792')"
"('Q86VP6', 'P35659')"
"('Q13535', 'O15287')"
"('P78527', 'Q14191')"
"('Q8IZI9', 'Q01113')"
"('O43896', 'Q5VZ89')"
"('Q15051', 'Q8IW35')"
"('Q92890', 'O15392')"
"('O60264', 'Q9UER7')"
"('Q12952', 'Q8IX01')"
"('P02686', 'O15264')"
"('P05067', 'Q14320')"
"('P51955', 'Q92997')"
"('P48729', 'Q9ULJ3')"
"('Q13573', 'Q12792')"
"('P42224', 'Q99873')"
"('Q9NPA2', 'P50222')"
"('Q9BQY4', 'O43186')"
"('P01583', 'P50222')"
"('P61513', 'Q504Q3')"
"('Q9Y297', 'Q9Y2D8')"
"('P48431', 'Q8TF68')"
"('P49354', 'P52789')"
"('Q16627', 'P51679')"
"('Q14166', 'Q8N5M4')"
"('P67870', 'Q9UJU2')"
"('P41145', 'Q96AW1')"
"('P48729', 'P55735')"
"('O95684', 'Q5FWF5')"
"('Q9UQR1', 'A6NFI3')"
"('P43487', 'P19320')"
"('Q96BI3', 'P49810')"
"('Q96NL8', 'P04632')"
"('Q7L523', 'Q92574')"
"('P17096', 'Q9UMX1')"
"('O60749', 'O00754')"
"('Q93009', 'O00743')"
"('Q13501', 'P11142')"
"('P55345', 'Q9BUJ2')"
"('P78362', 'Q9NRR4')"
"('Q8IUC2', 'Q6P1W5')"
"('Q13427', 'P49759')"
"('O95169', 'O75251')"
"('P23396', 'Q13619')"
"('Q9NY25', 'Q9BQ95')"
"('Q9UBB9', 'Q8TAU3')"
"('O00421', 'Q9UL17')"
"('O75688', 'Q9UHD2')"
"('Q9BRS2', 'P05067')"
"('Q15654', 'P31269')"
"('Q9UIJ7', 'Q16740')"
"('P07900', 'P41743')"
"('O95714', 'P18031')"
"('Q13114', 'Q9UKD1')"
"('Q02750', 'O60664')"
"('Q96FW1', 'Q9Y314')"
"('P14625', 'Q7Z6Z7')"
"('P60409', 'Q9UJW8')"
"('P22314', 'P07954')"
"('Q9UEU0', 'Q15836')"
"('Q9NYZ3', 'P35579')"
"('Q06787', 'O00308')"
"('Q15691', 'P0DMV8')"
"('P62805', 'Q9BZK7')"
"('P05067', 'O43660')"
"('P07992', 'Q9Y4B6')"
"('Q13895', 'Q9ULX3')"
"('P05230', 'P17948')"
"('P68431', 'P49959')"
"('O95210', 'Q9GZQ8')"
"('Q9UI15', 'P09104')"
"('Q9C040', 'Q5VVX9')"
"('Q13618', 'Q13885')"
"('Q8WXK4', 'P63173')"
"('O15400', 'O60493')"
"('O60841', 'P05412')"
"('O75177', 'Q15427')"
"('Q9NQ39', 'P83731')"
"('P35613', 'Q9NR12')"
"('Q99598', 'P17858')"
"('P54725', 'P54578')"
"('Q9NV70', 'Q7Z3B4')"
"('Q16478', 'P58340')"
"('Q08881', 'Q9Y6K9')"
"('Q8WVP7', 'Q92633')"
"('Q9Y575', 'P23246')"
"('O95865', 'Q9H5J8')"
"('P63092', 'Q9P2W3')"
"('O60381', 'A6ZKI3')"
"('Q99650', 'P29353')"
"('Q9Y271', 'P18146')"
"('O43186', 'O60260')"
"('Q8NEC7', 'O60341')"
"('Q9UPS6', 'Q5T8P6')"
"('P26641', 'O15211')"
"('Q12901', 'A6NEM1')"
"('P80404', 'P15121')"
"('Q93062', 'P09565')"
"('P08238', 'Q8N726')"
"('P50222', 'Q92688')"
"('O76050', 'P62256')"
"('P28482', 'P14598')"
"('O15357', 'P49368')"
"('P05067', 'Q99767')"
"('P01568', 'P31785')"
"('Q96RT1', 'Q9NRD5')"
"('Q13569', 'P10827')"
"('Q9P0N5', 'Q15717')"
"('Q9NX63', 'Q9P209')"
"('P15336', 'P10809')"
"('P09341', 'P32248')"
"('Q15102', 'O60383')"
"('Q8IVT5', 'P61923')"
"('P24928', 'P60866')"
"('O75493', 'Q16635')"
"('Q9NX40', 'P28288')"
"('Q13751', 'P26368')"
"('Q9UGM1', 'Q9Y6M5')"
"('O15131', 'Q13309')"
"('Q6P4F7', 'P35579')"
"('Q9UGI0', 'Q9P0T4')"
"('Q5JTV8', 'P55809')"
"('Q96CA5', 'Q86WC4')"
"('Q15366', 'P31948')"
"('Q9NSC5', 'P0CG20')"
"('Q99571', 'Q9NQM4')"
"('Q9UK96', 'P63208')"
"('P28070', 'P62195')"
"('Q8TAU3', 'Q12933')"
"('P62277', 'Q9BV73')"
"('O75474', 'Q8N726')"
"('Q02878', 'Q6PKG0')"
"('P38484', 'P52333')"
"('Q99750', 'Q0D2K3')"
"('Q8WYP3', 'Q9Y4K3')"
"('P42768', 'P18206')"
"('Q9UPP1', 'Q9P258')"
"('Q9UJV9', 'Q9H0S4')"
"('Q03135', 'Q9UKV3')"
"('P39023', 'O60343')"
"('Q8NAV1', 'Q8TBK6')"
"('O15027', 'Q00610')"
"('Q9P2H0', 'P17028')"
"('P18146', 'Q9Y6K9')"
"('Q9NPG3', 'P68431')"
"('Q96FZ2', 'P78362')"
"('P15498', 'O15111')"
"('P62140', 'Q86WC6')"
"('P01889', 'O14737')"
"('P43628', 'P30499')"
"('P0DMN0', 'P05067')"
"('Q9C0C7', 'O14576')"
"('Q13151', 'P52272')"
"('O15234', 'P38919')"
"('Q9UPN7', 'P57078')"
"('Q5MJ10', 'Q8TF50')"
"('Q8NH64', 'Q9P2W3')"
"('O14508', 'P52630')"
"('Q8IV63', 'O75531')"
"('Q5T5S1', 'Q04727')"
"('Q16666', 'Q9Y3A2')"
"('O60832', 'P49407')"
"('Q92876', 'P29400')"
"('O95139', 'O95167')"
"('P60981', 'Q9HB07')"
"('Q9Y3X0', 'P41134')"
"('Q9NRG9', 'P35658')"
"('Q9BRK4', 'Q9Y463')"
"('Q99496', 'Q12906')"
"('Q96JJ7', 'Q13643')"
"('Q6IQ23', 'Q9UJF2')"
"('Q13315', 'Q16612')"
"('O95166', 'P07910')"
"('O00629', 'Q9UQ84')"
"('Q7L5N1', 'P07437')"
"('O60216', 'Q96MF7')"
"('Q14938', 'P12755')"
"('P26641', 'O75956')"
"('Q9P035', 'Q5S007')"
"('Q9H0E2', 'Q3SY46')"
"('O00472', 'O95402')"
"('Q9UM00', 'P40337')"
"('Q15018', 'Q7Z6Z7')"
"('Q53GS9', 'Q9GZR7')"
"('Q99729', 'P67809')"
"('P62979', 'P06213')"
"('P31321', 'P33176')"
"('Q9P299', 'P18146')"
"('Q08J23', 'P27635')"
"('Q9ULD0', 'P40763')"
"('Q06787', 'P16333')"
"('Q6ZT89', 'Q8TF42')"
"('Q96HH6', 'Q8N6L0')"
"('Q06330', 'Q5T5Y3')"
"('P62841', 'Q02539')"
"('P15170', 'Q9BQA5')"
"('P68431', 'Q8IWI9')"
"('P01562', 'P40238')"
"('P47756', 'O15144')"
"('Q9UKX7', 'P05067')"
"('Q7Z7K6', 'P41218')"
"('Q9HAW0', 'Q9H3U1')"
"('P30153', 'P32119')"
"('Q9Y4Z0', 'Q9Y4E8')"
"('Q9NY12', 'Q8N8A6')"
"('Q01860', 'P62899')"
"('Q8WTS6', 'P15172')"
"('Q9NRD5', 'Q5MJ10')"
"('Q14680', 'Q9NQT8')"
"('P49759', 'Q8N2W9')"
"('O60880', 'O43257')"
"('O15551', 'P18146')"
"('P42226', 'P23771')"
"('Q969T9', 'O95817')"
"('Q14999', 'Q9NXF1')"
"('Q14839', 'O76064')"
"('P52597', 'Q12834')"
"('P60006', 'O94903')"
"('Q9UER7', 'Q13158')"
"('Q16659', 'Q9H7H0')"
"('P46940', 'P62316')"
"('Q13409', 'Q96QB1')"
"('Q9UJU2', 'Q09472')"
"('P00533', 'Q7Z7H8')"
"('P49407', 'Q8NH03')"
"('O60285', 'P05109')"
"('O15047', 'P58876')"
"('Q13387', 'Q9UBS0')"
"('Q504Q3', 'P39019')"
"('Q9BXP5', 'P53396')"
"('P0DMV9', 'O95466')"
"('P06702', 'Q9BXP5')"
"('Q9P2B7', 'Q969G5')"
"('P04156', 'Q05193')"
"('Q03135', 'P01112')"
"('Q9NSC2', 'Q9H9S0')"
"('Q96RT1', 'P04626')"
"('Q9BZE4', 'Q9BYG3')"
"('Q99436', 'P06702')"
"('P63244', 'P14625')"
"('O75474', 'O14980')"
"('Q13164', 'O00141')"
"('P26371', 'Q92824')"
"('P0DPB3', 'P11137')"
"('Q9BZK7', 'P10276')"
"('P47985', 'Q93009')"
"('O14965', 'P19338')"
"('Q5T7V8', 'Q9NYM9')"
"('P17181', 'Q9BZL6')"
"('Q9H2G9', 'P25791')"
"('P0DMV8', 'Q96NS5')"
"('Q13948', 'Q9NUQ6')"
"('Q8NE63', 'Q92624')"
"('P61247', 'Q9NRC8')"
"('Q9UNW1', 'Q06945')"
"('P52797', 'P35968')"
"('P11171', 'Q9NR31')"
"('Q9H3F6', 'O95466')"
"('Q15759', 'P26640')"
"('Q96C86', 'Q9ULX7')"
"('P24385', 'Q14103')"
"('P48443', 'Q9Y618')"
"('O94855', 'Q00536')"
"('Q13616', 'Q9UKT5')"
"('Q13547', 'P51531')"
"('P05067', 'Q9BXS6')"
"('P19404', 'P31930')"
"('P98174', 'Q03519')"
"('P35226', 'Q9HCE1')"
"('P22694', 'Q96R08')"
"('P35789', 'P22087')"
"('P14136', 'P05067')"
"('P06396', 'Q66K74')"
"('O95166', 'Q8IY81')"
"('Q9BYR8', 'Q3LI64')"
"('P31946', 'Q13309')"
"('P28482', 'Q07343')"
"('P01106', 'P06493')"
"('Q96LA8', 'O00628')"
"('Q13351', 'Q96GM5')"
"('Q96HB5', 'Q03989')"
"('P63104', 'P13612')"
"('P05067', 'Q7Z6M4')"
"('Q99661', 'P62851')"
"('P32298', 'P46092')"
"('Q93045', 'P50225')"
"('P00519', 'P42684')"
"('Q16659', 'Q9UNM6')"
"('O14980', 'Q8N137')"
"('P57076', 'O95817')"
"('P38919', 'P67809')"
"('P43115', 'O76081')"
"('O15067', 'P07195')"
"('Q17RP2', 'Q15819')"
"('P40692', 'P52292')"
"('P84022', 'P35908')"
"('P26599', 'P47897')"
"('Q14195', 'P04629')"
"('Q9H7E9', 'Q13435')"
"('P23760', 'P56645')"
"('P17252', 'O14610')"
"('P11166', 'Q8TAT5')"
"('Q7Z6J9', 'Q6NUQ1')"
"('P30566', 'Q9UBU9')"
"('Q9HAU4', 'P51531')"
"('Q9UHC6', 'Q02246')"
"('P25054', 'Q13077')"
"('Q15075', 'Q96Q42')"
"('O14519', 'Q9NZD8')"
"('Q13257', 'O60566')"
"('Q6P597', 'P16144')"
"('Q58DX5', 'Q9HCU4')"
"('Q5VSY0', 'Q63ZY3')"
"('P0C0S5', 'O15379')"
"('P68104', 'Q49AN0')"
"('P62879', 'Q9UGI9')"
"('Q00005', 'P41219')"
"('P63027', 'O14795')"
"('P31269', 'O14744')"
"('Q04323', 'P80723')"
"('P20783', 'P50222')"
"('P61221', 'Q99496')"
"('P25100', 'P29992')"
"('P12643', 'P02458')"
"('P16333', 'Q13444')"
"('O43772', 'O14595')"
"('P16471', 'P05556')"
"('Q00610', 'Q9NRD1')"
"('Q9Y478', 'Q9BUJ2')"
"('P35249', 'Q92542')"
"('Q99832', 'Q676U5')"
"('Q8WWX0', 'Q15369')"
"('P26038', 'P13598')"
"('Q9Y478', 'O43524')"
"('P63098', 'P12883')"
"('Q9Y3F4', 'Q9GZN1')"
"('P54646', 'Q9UJW9')"
"('Q9Y448', 'P06733')"
"('Q16236', 'P04899')"
"('Q99439', 'P26368')"
"('P54253', 'P0C7T5')"
"('P42771', 'Q9UK53')"
"('P57086', 'Q16621')"
"('Q53FT3', 'P0DMV9')"
"('Q15427', 'Q12905')"
"('P25791', 'Q9UKT9')"
"('Q8WXI3', 'Q9UBF6')"
"('Q13126', 'Q96EP5')"
"('P59990', 'P49901')"
"('P30626', 'P16871')"
"('Q9Y261', 'Q96RE7')"
"('P07437', 'P42566')"
"('Q9H6Z9', 'P25054')"
"('P04629', 'P27694')"
"('Q9Y576', 'P40616')"
"('Q96LZ3', 'Q9UJX4')"
"('Q9NRQ2', 'Q9BQ66')"
"('Q92769', 'Q96QT6')"
"('O14576', 'Q96AH8')"
"('Q9ULM6', 'Q9UPQ9')"
"('Q99496', 'P40429')"
"('Q6UXX9', 'P60409')"
"('P62993', 'P16871')"
"('P04899', 'Q9UJ70')"
"('Q14999', 'P40926')"
"('P02786', 'Q10589')"
"('P52564', 'Q96DA0')"
"('Q969G3', 'Q9HCU9')"
"('Q92905', 'Q9C0C7')"
"('P31040', 'P08559')"
"('Q13257', 'Q9P2G9')"
"('O00421', 'Q9BVC6')"
"('Q07666', 'Q96T37')"
"('P68133', 'P17480')"
"('Q15717', 'Q99967')"
"('P17812', 'O75665')"
"('Q9P286', 'Q9NR12')"
"('Q9BYR5', 'O43741')"
"('Q99471', 'P14868')"
"('Q96KQ7', 'Q03112')"
"('Q9NX04', 'Q5JR59')"
"('Q9BYD6', 'Q9BR76')"
"('P61968', 'P17661')"
"('Q8IX01', 'Q9NRC8')"
"('P46777', 'O15350')"
"('P51648', 'P17405')"
"('P35222', 'P35221')"
"('P35222', 'P78396')"
"('P00338', 'Q9NRW1')"
"('Q5VZ89', 'O95544')"
"('P07332', 'P40763')"
"('P23258', 'Q6XZF7')"
"('P04083', 'P60709')"
"('Q13547', 'P08047')"
"('P30419', 'P05412')"
"('Q15022', 'Q13185')"
"('P49903', 'Q96QD5')"
"('P61981', 'Q7L576')"
"('P00338', 'Q9Y281')"
"('O76003', 'Q9BYQ4')"
"('P46776', 'P30050')"
"('P38606', 'Q9H3U1')"
"('P09629', 'P49761')"
"('P50613', 'Q13888')"
"('Q9UBT6', 'O95400')"
"('Q16690', 'Q15759')"
"('Q9GZU1', 'Q01968')"
"('P18089', 'P09936')"
"('Q92956', 'P05455')"
"('P35244', 'Q96EE3')"
"('Q9Y5U2', 'O95905')"
"('Q9NRD1', 'Q6P3W7')"
"('Q15418', 'Q96NL6')"
"('P06493', 'P63316')"
"('P31943', 'Q07955')"
"('Q9Y2Z0', 'Q6ZW49')"
"('Q7L2Z9', 'Q92674')"
"('O14983', 'P20333')"
"('P83731', 'Q5TC82')"
"('Q14676', 'Q96DE5')"
"('Q13438', 'Q9GZP9')"
"('Q15370', 'Q9H0E3')"
"('P11142', 'P08238')"
"('P62913', 'P62280')"
"('Q9H492', 'Q01085')"
"('Q8N0Z3', 'O95373')"
"('Q9H0R8', 'P08621')"
"('P62258', 'Q712K3')"
"('Q12974', 'P29323')"
"('O15078', 'O60763')"
"('O95999', 'Q14525')"
"('Q86TM6', 'P04114')"
"('Q9P015', 'Q02218')"
"('P05067', 'P61218')"
"('Q15326', 'Q9H307')"
"('P35626', 'A6NJZ3')"
"('Q96II8', 'P61962')"
"('Q8IYI6', 'P00533')"
"('Q14190', 'O15353')"
"('P61247', 'Q9BT49')"
"('Q14687', 'Q9P2K3')"
"('Q15428', 'Q8WWY3')"
"('P46940', 'O00159')"
"('P24468', 'Q6K0P9')"
"('Q96KK5', 'Q92769')"
"('Q9BRK4', 'Q9BRR0')"
"('P0DML2', 'O00233')"
"('P17612', 'P30518')"
"('Q8TBC3', 'Q6IQ23')"
"('P04637', 'P47756')"
"('Q14684', 'P11387')"
"('P46778', 'P62081')"
"('P27348', 'Q9Y2U5')"
"('O00409', 'Q15717')"
"('Q9HC96', 'Q00597')"
"('B5ME19', 'Q14152')"
"('Q9H7D0', 'Q96FF9')"
"('Q05086', 'Q12789')"
"('Q9BUQ8', 'Q6P2Q9')"
"('Q16659', 'P60842')"
"('P51170', 'P37088')"
"('Q9Y597', 'O43896')"
"('Q99750', 'Q15583')"
"('Q9UIG0', 'Q9NXR8')"
"('O15514', 'Q9UHW5')"
"('P49407', 'P62987')"
"('O60906', 'P49675')"
"('Q12905', 'O95793')"
"('Q9HAW0', 'Q9Y5L0')"
"('O00512', 'Q6P1J9')"
"('Q16659', 'Q13243')"
"('P30273', 'Q92569')"
"('Q9P2G9', 'P28066')"
"('P27482', 'O60260')"
"('Q9GZS3', 'O00571')"
"('Q9UNE7', 'Q8NBP7')"
"('Q13137', 'Q2VPB7')"
"('P35575', 'Q6NUN9')"
"('Q9H0T7', 'Q9NZB8')"
"('Q16740', 'Q9Y697')"
"('P05412', 'P60709')"
"('O95872', 'Q8ND90')"
"('P78318', 'P11940')"
"('Q9ULK6', 'Q9H832')"
"('P05783', 'Q00839')"
"('Q9UL63', 'O43504')"
"('P08243', 'O95433')"
"('Q96S53', 'P08238')"
"('P04637', 'P08238')"
"('Q15843', 'P62854')"
"('O95568', 'P62306')"
"('P47813', 'O75822')"
"('P62906', 'P63220')"
"('Q9UN72', 'P00519')"
"('O60716', 'Q13618')"
"('Q13151', 'P20674')"
"('P61513', 'P11940')"
"('Q9ULR3', 'Q9UHB6')"
"('Q92547', 'Q00987')"
"('Q8N5D0', 'Q16531')"
"('Q9UII4', 'P14635')"
"('Q99700', 'Q92841')"
"('P23528', 'Q6ICL3')"
"('P63098', 'Q12834')"
"('Q5VX71', 'Q9H497')"
"('Q5JTB6', 'Q63HN8')"
"('P35749', 'P47756')"
"('P0C2W1', 'Q9UBP5')"
"('P51991', 'Q13151')"
"('P47755', 'P28072')"
"('Q15424', 'O14646')"
"('Q15717', 'Q8N3Z6')"
"('P49736', 'P01857')"
"('Q7Z6L0', 'Q8WTU0')"
"('O43166', 'Q9NYF3')"
"('Q99558', 'Q8N5C8')"
"('Q6IN84', 'P23378')"
"('Q16526', 'P11586')"
"('Q92526', 'A6NHL2')"
"('Q96B26', 'Q86YD7')"
"('Q9H0W5', 'Q8NE71')"
"('Q00597', 'P25054')"
"('P42568', 'O60583')"
"('Q9H4Z3', 'P51948')"
"('P61604', 'P09104')"
"('P22626', 'Q08211')"
"('P15173', 'Q6QHK4')"
"('P56645', 'Q12968')"
"('Q9NS69', 'P27105')"
"('P31268', 'O00255')"
"('O95425', 'O43707')"
"('P05112', 'P19235')"
"('Q9NV06', 'O75691')"
"('Q9UNZ2', 'Q9NPJ6')"
"('Q9H4B7', 'O14576')"
"('O95758', 'Q9UHX1')"
"('Q9Y4G6', 'Q96S82')"
"('Q6WCQ1', 'P09493')"
"('Q08379', 'P04259')"
"('P49959', 'Q8IW50')"
"('Q07954', 'Q9UP38')"
"('O14757', 'Q13257')"
"('Q8NG27', 'P00748')"
"('Q9Y297', 'O43396')"
"('P62263', 'Q9HC52')"
"('Q8N0Z3', 'P05114')"
"('Q15287', 'Q13618')"
"('Q9H2C0', 'Q9UHR6')"
"('Q13601', 'P98175')"
"('Q9NSK0', 'Q9BYT8')"
"('P50222', 'Q9HC56')"
"('Q13620', 'Q92833')"
"('P61604', 'P62937')"
"('P04440', 'Q9HD34')"
"('Q9NXW9', 'Q9ULV5')"
"('Q10570', 'P48634')"
"('Q12792', 'Q6FI81')"
"('Q9BYR2', 'O14633')"
"('P61266', 'Q9NVR5')"
"('P00533', 'P30153')"
"('Q969P0', 'P36578')"
"('A1L4H1', 'Q7Z6G3')"
"('P41218', 'Q14692')"
"('Q9BQB6', 'Q96A57')"
"('Q13547', 'O43623')"
"('Q6UX04', 'Q92838')"
"('Q92945', 'Q13617')"
"('P22626', 'Q96CW1')"
"('Q96GE6', 'Q08462')"
"('Q8N3R9', 'Q9BUF7')"
"('Q15653', 'O60658')"
"('P04843', 'P05023')"
"('Q9UGI8', 'Q6P589')"
"('O00442', 'P62330')"
"('P46108', 'Q9UN72')"
"('Q9Y399', 'P82933')"
"('Q15102', 'P26640')"
"('O94805', 'P51531')"
"('Q9BUN8', 'P24588')"
"('Q92575', 'P17028')"
"('Q96HA8', 'P14174')"
"('Q03164', 'Q9H4L4')"
"('O76011', 'Q5W150')"
"('P46778', 'P35222')"
"('P30305', 'Q96QF0')"
"('Q8IY81', 'Q9GZL7')"
"('P51587', 'Q96IY1')"
"('P05783', 'Q8N2W9')"
"('Q6UX41', 'Q9H6L2')"
"('P52756', 'Q15006')"
"('Q9NYB0', 'P11086')"
"('P54136', 'Q16526')"
"('P51649', 'Q9NQW1')"
"('Q16665', 'P25490')"
"('Q9NZN8', 'P47755')"
"('Q8N122', 'P62873')"
"('P38398', 'Q8TDD1')"
"('Q7Z353', 'Q9GZS1')"
"('O95182', 'Q8TAP9')"
"('Q9NRX1', 'Q08J23')"
"('Q13111', 'P16333')"
"('Q6P597', 'O75558')"
"('Q9BQ15', 'Q04837')"
"('P34947', 'P25103')"
"('P17844', 'P53355')"
"('Q96HA7', 'Q9Y6X3')"
"('Q9NY61', 'Q9H501')"
"('Q01860', 'Q12830')"
"('Q99502', 'Q969H0')"
"('P35269', 'P38432')"
"('Q13435', 'Q99459')"
"('P33993', 'P27708')"
"('Q6IQ23', 'Q13283')"
"('Q96EB6', 'O43809')"
"('P01106', 'Q9BYD6')"
"('Q8TEW0', 'Q9H2G2')"
"('O60858', 'Q96GX1')"
"('Q6PEX3', 'Q9Y272')"
"('Q16512', 'A6NEM1')"
"('Q96G75', 'P62256')"
"('P30086', 'P01889')"
"('P48454', 'P16298')"
"('P62847', 'O94768')"
"('O43242', 'Q16401')"
"('Q96K17', 'P30566')"
"('P20648', 'P02647')"
"('Q8NCY6', 'P25786')"
"('Q9UI14', 'P51116')"
"('Q68CZ6', 'Q7Z7A1')"
"('Q86WV1', 'O75592')"
"('Q9NRD5', 'Q13330')"
"('Q2TBE0', 'Q2TAC2')"
"('P51587', 'Q8N1V2')"
"('P13569', 'P11473')"
"('P04626', 'Q14974')"
"('Q9NR12', 'Q8TBN0')"
"('Q8WTP8', 'Q8WV44')"
"('P16104', 'Q9NUW8')"
"('Q13618', 'O43660')"
"('Q8N8A6', 'Q9NY12')"
"('O95450', 'P13727')"
"('Q96C28', 'O95273')"
"('Q6IQ23', 'Q9Y5K6')"
"('O14668', 'Q15717')"
"('P35240', 'O14654')"
"('P05067', 'P17931')"
"('P01106', 'P61086')"
"('P09884', 'Q9H3R0')"
"('Q15323', 'Q5XKE5')"
"('Q6P5W5', 'Q13948')"
"('Q9UK41', 'Q8NEZ2')"
"('P08473', 'Q3ZCM7')"
"('P35398', 'Q9C0J9')"
"('Q08211', 'Q9Y5S9')"
"('P51991', 'O43390')"
"('Q9GZQ8', 'Q86WH2')"
"('Q6NUQ1', 'Q96IZ5')"
"('P84022', 'P22681')"
"('P62993', 'Q8IZ63')"
"('P63146', 'Q9BTA9')"
"('P47813', 'Q96KN1')"
"('O00214', 'P02790')"
"('Q9BRK4', 'Q5TZK3')"
"('Q9BXK5', 'P26678')"
"('P38159', 'Q9UQL6')"
"('Q1KMD3', 'Q9H9Z2')"
"('Q13137', 'O95201')"
"('P54687', 'Q15042')"
"('O60477', 'Q15653')"
"('Q96PK6', 'P02751')"
"('O75901', 'P62136')"
"('P60896', 'Q9Y244')"
"('Q9UBS9', 'Q8N357')"
"('Q06124', 'O95630')"
"('Q6ZWI9', 'Q9UPW6')"
"('P05412', 'P55209')"
"('Q9HD26', 'P61923')"
"('P05106', 'Q13797')"
"('Q13002', 'P42261')"
"('P59990', 'P60331')"
"('Q9UKE5', 'Q00688')"
"('Q9Y5Q9', 'Q86T82')"
"('Q6ZN55', 'P04629')"
"('Q8TDS5', 'P0C870')"
"('Q8WUM0', 'Q9UBW7')"
"('Q9BVK6', 'P04637')"
"('P07196', 'O60341')"
"('Q9NQA5', 'Q01844')"
"('Q5BJD5', 'P35226')"
